Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_II_200nlmin_15cm_4-28-2024_Slot2-91_5845.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_II_200nlmin_15cm_4-28-2024_Slot2-91_5846.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_II_200nlmin_15cm_4-28-2024_Slot2-91_5847.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_II_200nlmin_15cm_4-28-2024_Slot2-91_5848.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_II_200nlmin_15cm_4-28-2024_Slot2-91_5849.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_II_250nlmin_15cm_4-28-2024_Slot2-91_5850.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_II_250nlmin_15cm_4-28-2024_Slot2-91_5851.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_II_250nlmin_15cm_4-28-2024_Slot2-91_5852.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_II_250nlmin_15cm_4-28-2024_Slot2-91_5853.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_II_250nlmin_15cm_4-28-2024_Slot2-91_5854.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_II_300nlmin_15cm_4-28-2024_Slot2-91_5855.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_II_300nlmin_15cm_4-28-2024_Slot2-91_5856.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_II_300nlmin_15cm_4-28-2024_Slot2-91_5857.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_II_300nlmin_15cm_4-28-2024_Slot2-91_5858.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_II_300nlmin_15cm_4-28-2024_Slot2-91_5859.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_15cm_4-26-2024_Slot2-91_5790.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_15cm_4-26-2024_Slot2-91_5791.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_15cm_4-26-2024_Slot2-91_5792.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_15cm_4-26-2024_Slot2-91_5793.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_15cm_4-26-2024_Slot2-91_5794.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_15cm_4-27-2024_Slot2-91_5824.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_150nlmin_15cm_4-27-2024_Slot2-91_5825.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_150nlmin_15cm_4-27-2024_Slot2-91_5826.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_150nlmin_15cm_4-27-2024_Slot2-91_5827.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_150nlmin_15cm_4-27-2024_Slot2-91_5828.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_200nlmin_15cm_4-27-2024_Slot2-91_5829.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_200nlmin_15cm_4-27-2024_Slot2-91_5830.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_200nlmin_15cm_4-27-2024_Slot2-91_5831.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_200nlmin_15cm_4-27-2024_Slot2-91_5832.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_200nlmin_15cm_4-27-2024_Slot2-91_5833.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_II_200nlmin_15cm_4-28-2024_Slot2-91_5865.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_II_200nlmin_15cm_4-28-2024_Slot2-91_5866.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_II_200nlmin_15cm_4-28-2024_Slot2-91_5867.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_II_200nlmin_15cm_4-28-2024_Slot2-91_5868.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_II_200nlmin_15cm_4-28-2024_Slot2-91_5869.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_II_250nlmin_15cm_4-28-2024_Slot2-91_5870.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_II_250nlmin_15cm_4-28-2024_Slot2-91_5871.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_II_250nlmin_15cm_4-28-2024_Slot2-91_5872.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_II_250nlmin_15cm_4-28-2024_Slot2-91_5873.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_II_250nlmin_15cm_4-28-2024_Slot2-91_5874.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_II_300nlmin_15cm_4-28-2024_Slot2-91_5875.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_II_300nlmin_15cm_4-28-2024_Slot2-91_5876.d
Q13162	Q13162	PRDX4_HUMAN	PRDX4	Peroxiredoxin-4	1908.92	1791.87	2684.03		1794.02	1843.19	1775.45	1518.58	1304.7	1092.8	2091.26	2526.05	2360.08	2276.04	1740.69	1810.03	1758.45	1587.77	1559.81	1753.81		2866.93	1927.78	1907.48	2191.15	1808.36	1817.52	1564.31	1008.9	1901.06												
Q13177	Q13153;O75914;Q13177	PAK2_HUMAN	PAK2	Serine/threonine-protein kinase PAK 2			1426.13							2944.13				2275.92	2339.57	3399.17	2260.52	6061.48	5061.93	2267.57		2896.48	2335.86	2937.68	1702.3	1945.52	1839.75	2003.85	1255.6	884.924												
Q13185	Q13185	CBX3_HUMAN	CBX3	Chromobox protein homolog 3	1618.95		1489.02	1138.51	1044.23	1481.34	1885.26	1304.13	1480.64	1082.31	1669.46	1238.6	1066.72	998.857	1086.73	1181.8	1483.5	1915.23	1871.18	1558.58		2100.31	2358.63	1568.64	1927.33	1313.05	1698.09	1566.41	1505.09	1365.52												
Q13200	Q13200	PSMD2_HUMAN	PSMD2	26S proteasome non-ATPase regulatory subunit 2	2632.03	1680.92	1066.89		1055.42	1584.4	1528.57	1686.28	1362.72	713.345	1223.65	1385.33	1101.27	1645.89	1280.4	1397.89	1853.05	1276.14	1373.4	1407.92		1404.38	1353.64	1721.17	1888.81	1303.65	1461.89	1146.68	1754.97	1336.68												
Q13228	Q13228	SBP1_HUMAN	SELENBP1	Methanethiol oxidase															2271.86	1315.9	927.639	1115.67	1273.26	815.614		997.867	1020.6	830.497	1181.98	1069.79	954.216	857.056	1111.43	1038.08												
Q13242	Q13242	SRSF9_HUMAN	SRSF9	Serine/arginine-rich splicing factor 9	1068.68		1106.42	2358.55	1387.03	1276.45	1216.2	1197.65	1468.11	1128.82	1356.72	1256.84	1593.73	1120.68	702.26	1483.82	958.023	1740.12	1497.35	1590.17		1727.32	1092.09		1522.59	1498.74	1460.99	1290.85	1704.87	1554.66												
Q13243	Q13243	SRSF5_HUMAN	SRSF5	Serine/arginine-rich splicing factor 5																										493.816		352.064	477.168													
Q13247	Q08170;Q13247	SRSF6_HUMAN	SRSF6	Serine/arginine-rich splicing factor 6	6350.56	6347.96	5221.55	6612.14	5429.09	5287.33	6222.67	5332.42	4747.66	5815.43	5557.43	7505.36	6956.89	6437.94	5306.54	6418.28	6100.67	4804.88	6338.5	5076.42		7344.8	6807.73	6374	6293.54	6512.42	6281.85	5676.25	6301.27	5312.46												
Q13263	Q13263	TIF1B_HUMAN	TRIM28	Transcription intermediary factor 1-beta	3161.91	4231.23	2878.16	3517.88	3380.87	3807.67	3012.17	3061.04	3023.99	3032.01	3365.88	3133.79	3347.73	4225	3027.87	3364.34	3195.48	2820.12	3083.35	2736.26		3134.46	3347	3843.92	2920.58	3528.28	2684.57	3248.41	3690.02	3153.59												
Q13283	Q13283	G3BP1_HUMAN	G3BP1	Ras GTPase-activating protein-binding protein 1	3149.74	3555.93	3214.55	2549.23	3041.76	2781.27	2984.47	2594.29	2874.86	3091.66	3146.36	3157.45	3228.65	3837.26	3487.35	2532.97	2292.35	2774.82	2136.28	2536.74		2920.36	3390.56	2682.52	2834.23	2468.97	2360.1	2936.9	2341.65	2210.01												
Q13310	Q13310	PABP4_HUMAN	PABPC4	Polyadenylate-binding protein 4									1731.38	2335.98	1395.4		331.995		1715.81	1640.59	1358.41	1176.99	1031.72	2228.77		1532.66	1075.41	1243.33	1370.7	1861.96	1594.88	1730.78	1141.53	1258												
Q13347	Q13347	EIF3I_HUMAN	EIF3I	Eukaryotic translation initiation factor 3 subunit I	1263.61	1613.45	1503.56	1701.58	1672.21	1874.26	2223.14	1718.1	1549.97	1248.76	1497.56	1338.34	1915.03	1455.12	1332.88	1960.99	1461.67	1755.83	1916.43	1718.64		2693.13	2141.52	1895.85	2098.17	1694.07	1409.02	1240.44	1582.3	1536.1												
Q13363	Q13363;P56545	CTBP1_HUMAN	CTBP1	C-terminal-binding protein 1		1011.52	961.346		1232.93	1000.85	1827.6		1011.45		1430.79	2009.24	1125.27	2555.2			1075.8	870.287	1141.61	1269.1		860.587	1591.64	2625.86	1164.82	1159.58	1420.24	1070.88	1311.9	931.419												
Q13404	Q13404	UB2V1_HUMAN	UBE2V1	Ubiquitin-conjugating enzyme E2 variant 1	5101.94	5575.61	6102.81	5409.27	7591.64	4892.92	5743.9	5321.8	6192.35	5692.99	5042.57	5835.06	5367.77	5608.69	6560.58	5652.45	5104.33	5017.07	5107.73	4588.82		6581.8	5701.82	7253.93	5502.08	5011.58	5514.21	4391.73	4691.83	5400.5												
Q13409	Q13409	DC1I2_HUMAN	DYNC1I2	Cytoplasmic dynein 1 intermediate chain 2	1005.72	1645.71	1118.21	1221.93		1002.08	1290.82	1276.97	825.365	1323.26	695.111	990.879	1062.62	1086.48	986.168		1193.74	1339.28	1568.58	1308.55		1173.76	841.178	1450.66	677.399	1328.32	1305.51	756.689	1112.82	903.06												
Q13416	Q13416	ORC2_HUMAN	ORC2	Origin recognition complex subunit 2																			1436.04			1545.52																				
Q13418	Q13418	ILK_HUMAN	ILK	Integrin-linked protein kinase	820.6	888.444	1009.64	2241.07	1010.79	956.344	1602.15	965.215	1305.44	1265.79	836.732	1053.46	1179.51	971.699	909.167	1106.06	1008	1868.51	1231.44	1650.23		1965.99	1616.87	1644.01	1930.54	1294.92	1442.84	886.216	1161.16	929.898												
Q13423	Q13423	NNTM_HUMAN	NNT	NAD(P) transhydrogenase, mitochondrial	946.457	1775.54	1603.92	1610.17	2307.14	1613.63	1779.68	2116.78	1534.63	2184.33	1824.72	1455.34	1655.16	1744.5	1854.65	2122.21	1631.87	1892.72	1593.19	1824.47		2410.18	2090	2059.53	1904.33	1609.9	1872.16	1568.79	1541.67	1738.54												
Q13428	Q13428	TCOF_HUMAN	TCOF1	Treacle protein	1509.71	1401.55	1553.31	1602.37	1538.02	1392.99	1624.75	1533.65	1211.63	1499.24	1189.3	1203.23	1093.34	1117.29	1007.93	1656.4	1441.76	1218.84	1030.5	1065.05		1342.07	1281.19	1516.18	1885.66	1500.96	2042.24	1530.8	1776.67	1803.66												
Q13435	Q13435	SF3B2_HUMAN	SF3B2	Splicing factor 3B subunit 2	2448.01	2636.45	1984.94	2437.69	2415.02	2385.92	2683.91	2526.04	2250.25	2636.56	2175.59	2244.72	2683.35	2164.97	2560.71	3038.55	2999.96	2468.42	3180.25	2938.26		2451.31	3052.24	2509.67	2330.46	2443.65	3177.31	2788.94	2353	2708.04												
Q13442	Q13442	HAP28_HUMAN	PDAP1	28 kDa heat- and acid-stable phosphoprotein	2593.93	2056.28	2752.92	2919.86	2224.71	3518.03	3156.44	4287.99	2801.83	3275.79	3631.58	1865.71	2731.21	3169.02	2628.57	2987.49	3334.96	1858.81	2051.26	2746.54		3069.55	2258.95	2608.61	1306.29	2049.99	3283.36	3209.7	2519.58	2596.93												
Q13443	Q13443	ADAM9_HUMAN	ADAM9	Disintegrin and metalloproteinase domain-containing protein 9		2014.23	1182.64			1274.97		1056.94	1503.69			1907.92	1476.66		1385.82								1883.64			1027.77																
Q13492	Q13492	PICAL_HUMAN	PICALM	Phosphatidylinositol-binding clathrin assembly protein	856.792		1010.81	995.269	686.575		1287.31	651.807	914.927	931.739	594.699	1664.19	1048.93	386.085	1092.62			511.383	531.177			1997.44	395.242	1471.42	954.167	1804.46		282.37		1016												
Q13501	Q13501	SQSTM_HUMAN	SQSTM1	Sequestosome-1		978.831			1745.2	1314.19	2100.03				949.289				1328.49	850.304	1131.57	1116.67	1268.31	1402.1		968.967	1030.5	781.72		2507.03	1028.31	1329.05	1091.17	1378.15												
Q13509	Q13509	TBB3_HUMAN	TUBB3	Tubulin beta-3 chain																1720.4		1911.74	1482.1	1653.75		636.961	874.82			276.784	701.324			910.79												
Q13510	Q13510	ASAH1_HUMAN	ASAH1	Acid ceramidase											755.162		822.451	828.607	778.889		840.638	1465.79	890.564			1387.05	459.966		1132.74	655.964	1185.29	932.278	626.256	953.905												
Q13523	Q13523	PRP4B_HUMAN	PRPF4B	Serine/threonine-protein kinase PRP4 homolog																558.752										393.259	269.105	327.258		305.821												
Q13526	Q13526	PIN1_HUMAN	PIN1	Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1																				609.328				1035.03		1307.03	823.661		720.487	458.043												
Q13541	Q13541	4EBP1_HUMAN	EIF4EBP1	Eukaryotic translation initiation factor 4E-binding protein 1							465.256									793.779						870.287	805.428	543.879		640.346	591.487	735.529	718.273	772.221												
Q13547	Q13547	HDAC1_HUMAN	HDAC1	Histone deacetylase 1			1762.28			2176.41		3562						2346.07		2263.93	2498.65	2843.34	1605.63	2262.49		3445.11	1681.76	2212.55	1666.24	2200.71	1492.52	1888.96	1715.46	2327.66												
Q13561	Q13561	DCTN2_HUMAN	DCTN2	Dynactin subunit 2	1175.66		1488.96	1086.07	1011.13	1326.36	915.734	915.42	1238.33	767.085	1235.7	1354.96	1166.15	1127.45	1263.17	1219.61	1363.59	1535.72	1022.4	1474.92		1761.54	1243.65	1778.12	1849.62	1235.06	957.873	972.575	1253.98	1328.74												
Q13564	Q13564	ULA1_HUMAN	NAE1	NEDD8-activating enzyme E1 regulatory subunit			1470.88		888.297					1337.73	492.358				997.904		683.75	959.598					1001.81		1023.79		1395.64	1214.78	1326.02	918.234												
Q13573	Q13573	SNW1_HUMAN	SNW1	SNW domain-containing protein 1	994.012	1119.47				841.174	797.833	873.589	749.656	879.293		872.798	1039.21	751.07	615.438	1065.21	675.719	547.185	1431.98				1424.41	1314.88	565.856	683.852	765.859															
Q13576	Q13576	IQGA2_HUMAN	IQGAP2	Ras GTPase-activating-like protein IQGAP2																			574.133	198.435			851.217	660.851		385.076	425.053	176.293	273.184	495.127												
Q13595	Q13595	TRA2A_HUMAN	TRA2A	Transformer-2 protein homolog alpha																							726.605		946.606	436.322	326.84			364.76												
Q13596	O60749;Q13596	SNX1_HUMAN	SNX1	Sorting nexin-1	946.348		1226.11	800.993		471.118	956.783	1137.45	974.027	553.965	614.73	565.564		1143.35	1056.58		686.478		836.373	940.941		1134.2		684.284	637.435	901.066	613.559	687.485	637.086	778.92												
Q13601	Q13601	KRR1_HUMAN	KRR1	KRR1 small subunit processome component homolog																	741.475											523.815	256.722	445.706												
Q13614	Q13614	MTMR2_HUMAN	MTMR2	Myotubularin-related protein 2																											485.24		542.484	565.152												
Q13619	Q13619	CUL4A_HUMAN	CUL4A	Cullin-4A		1527.55			875.29	603.614	804.651		892.955	499.291		955.43	869.196	618.411	688.417		433.485									1318.43			1017.66													
Q13620	Q13620;Q13619	CUL4B_HUMAN	CUL4B	Cullin-4B	758.884	1301.11		1444.49		1095.57	1253.54	1144.36	1464.5	1270.48	1347.63	1205.57	1411.59	1830.35	1236.89	1490.92	1107.5	1736.49	1774.92	1362.48		2023.8		1462.03		1265.15	1430.06	1230.37	1519.92	1352.46												
Q13630	Q13630	FCL_HUMAN	GFUS	GDP-L-fucose synthase	1007.82	942.339	1388.51	1428.95		2075.92	1064.84	1145.85		1007.26	1144.28	917.363	1420.18	1207.12	881.489		1434.37	1054.39	1614.62					1713.68		1313.57	1851.38	1220.53	1924.22	1976.94												
Q13636	Q13636;Q9UL26	RAB31_HUMAN	RAB31	Ras-related protein Rab-31								1707.38								535.65		438.452	1935.63	522.894				1510.09		572.27	748.737	795.352	802.987	870.102												
Q13637	Q13637	RAB32_HUMAN	RAB32	Ras-related protein Rab-32	891.596	1482.9	1193.54	1581.68	1174.94	1363.42	1219.81		1040.16	1489.92	1518.7	1000.09	1060.53	1036.48	1447.18	1225.42	1726.33	1336.97		1449.94		603.721			2396.66		1223.16	1322.79	820.581	1696.06												
Q13642	Q13642	FHL1_HUMAN	FHL1	Four and a half LIM domains protein 1				707.053	573.09		953.435	717.239	679.971		325.52	536.912	461.465	466.167	765.911	729.537		477.197	661.656	549.664		357.337	552.649		370.356	746.818		625.506	874.168	940.432												
Q13643	Q13643	FHL3_HUMAN	FHL3	Four and a half LIM domains protein 3		2044.07	1582.15		1040.69	1563.06	1734.25	1413.41	1373.58	1377.34	950.582	1245.31		1275.44	1290.67	2501.56	1302.11	1677.52		1587.4		725.553	2072.17	1223.23	1814.77	1577.81		1177.51	1015.4	1217.95												
Q13685	Q13685	AAMP_HUMAN	AAMP	Angio-associated migratory cell protein			555.337	951.826			390.212	626.974					389.082			709.704								1294.68																		
Q13724	Q13724	MOGS_HUMAN	MOGS	Mannosyl-oligosaccharide glucosidase																						824.527		2159.98	1604.04	560.933	902.045	493.183		787.841												
Q13740	Q13740	CD166_HUMAN	ALCAM	CD166 antigen													403.204	399.006	576.244											671.502	558.288			240.646												
Q13813	Q13813	SPTN1_HUMAN	SPTAN1	Spectrin alpha chain, non-erythrocytic 1	3022.96	3300.68	3045.89	3030.1	2656.2	3322.34	3269.06	3013.16	3136.99	3322.04	2829.11	3355.09	2916.33	3528.44	3120.49	3374.31	3146.14	3271.92	2913.86	2849.31		3594.53	3073.57	3218.45	3354.71	3204.41	2957.11	3268.91	2955.52	3340.42												
Q13823	Q13823	NOG2_HUMAN	GNL2	Nucleolar GTP-binding protein 2										321.755							416.66		612.985																							
Q13838	Q13838	DX39B_HUMAN	DDX39B	Spliceosome RNA helicase DDX39B	3589.06	2941.09	1590.7	3289.91	3923.06	2799.23	3589.8	3738.23	3217.89	3179.85	2693.39	3547.97	3003.14	3425.7	2745.1	3637.58	3215.18	3472.17	3857.23	3261.39		3675.99	3253	4030.36	3637.62	3267.74	2752.72	3156.51	2440.99	3463.62												
Q13867	Q13867	BLMH_HUMAN	BLMH	Bleomycin hydrolase																1205.85	968.631	1072.46	1134.78	893.087		1858.65	1090.32	1400.48	1177.56	963.384	970.677	643.472	954.838	822.133												
Q13868	Q13868	EXOS2_HUMAN	EXOSC2	Exosome complex component RRP4						325.483						552.582							1739.03					558.605		1011.04		748.434		1099.63												
Q13885	Q13885	TBB2A_HUMAN	TUBB2A	Tubulin beta-2A chain				1456.25				966.116			888.487			455.642	969.825		5426.97	6138.12				4316.25	3467.83	2200.83		908.678	883.791		997.766	897.922												
Q13895	Q13895	BYST_HUMAN	BYSL	Bystin																							1166.56							701.207												
Q13907	Q13907	IDI1_HUMAN	IDI1	Isopentenyl-diphosphate Delta-isomerase 1	1036.58					1509.94	1898.77	1153.72	1053.87	1485.44	1143.61	1300.55	1165.15	1407.95	887.503	1314.66	1796.95	1210.47	1458.8	1127.71		1444.43	1593.72	1549.5	1724.69	1369.13	1281.01	1075.64	1579.94	847.484												
Q14008	Q14008	CKAP5_HUMAN	CKAP5	Cytoskeleton-associated protein 5	461.958			425.307			986.859	206.952	838.019	824.107		701.613	874.666	451.15	382.977		691.198		805.547	847.136		1463.91	1082.51	1844.26	1255.81	985.517	874.306	592.564	682.196	954.515												
Q14011	Q14011	CIRBP_HUMAN	CIRBP	Cold-inducible RNA-binding protein				1035.31					331.084			635.432					392.256		767.34						1319.11	430.646	633.812			837.748												
Q14019	Q14019	COTL1_HUMAN	COTL1	Coactosin-like protein	2662.02	2581.71	2406.77	2993.95	2112.66	2575.21	2845.4	2398.18	2690.76	2668.44	2880.39	2484.45	2836.72	2344.44	3061.42	3747.46	2636.93	3135.2	3061.68	3085.64		3318.32	3019.34	3491.26	3336.75	2836.15	2834.02	3186.37	3202.66	3191.75												
Q14061	Q14061	COX17_HUMAN	COX17	Cytochrome c oxidase copper chaperone	1413.27	1762.39	1742.88	2152.49	1044.53	2073.05	1534.45	1285.53	1157.24	2259.2	1562.1	1928.11	1846.65	1994.03	1656.27	1289.41	1559.33	1073.74	1749.52	1771.16		1523.48	2076.46	1696.61	1872.53	1523.98	1443.26	1362.4	1562.05	1720.23												
Q14103	Q14103	HNRPD_HUMAN	HNRNPD	Heterogeneous nuclear ribonucleoprotein D0	8475.62	10161.5	8876.51	9710.45	8563.87	9974.6	9435.41	8743.32	8245.12	9012.27	9805.66	10099.4	10375.8	9013.67	9715.88	9910.8	9281.91	9756.75	9502.97	8856.82		9976.96	7994.24	10860.5	9844.32	10472.1	8676.86	9473.66	9508.14	9200.53												
Q14108	Q14108	SCRB2_HUMAN	SCARB2	Lysosome membrane protein 2	1355.21	2043.95	1337.2	1667.67	1977.33	1005.3	957.898		1100.7	1072.66	1415.95	1316.72	1247.64	1713.75	1557.21				1347.28			1368.75		1410.7	1723.14			2527.04	1464.77													
Q14116	Q14116	IL18_HUMAN	IL18	Interleukin-18				1194.69								1630.44	691.003		1775.79	1782.32	1406.48	1530.12	2185.6	1556.43		2398.46	1862.98	1388.85	1910.58	1022.23	1334.53	1575.22	1816.61	1941.95												
Q14126	Q14126	DSG2_HUMAN	DSG2	Desmoglein-2		1785.31	702.49	1666.14	1083.58	2060.82	1378.9	1009.36	2126.58	1474.71	1519.16	1562.8	1824.32	1289.44	1101.38	5474.97		3408.48				1807.62	1975.4		1896	2214.65	1170.17	1808.67	1082.87	2167.9												
Q14137	Q14137	BOP1_HUMAN	BOP1	Ribosome biogenesis protein BOP1		456.469	1097.9			752.769	283.781		455.114	726.508	338.498	343.758	480.507	524.629	822.379	635.394			1964.88	1608.57		936.948		704.957			1329.79	570.335		343.201												
Q14151	Q14151	SAFB2_HUMAN	SAFB2	Scaffold attachment factor B2												1284.33			736.055			1166.16		1098.06							894.902															
Q14152	Q14152	EIF3A_HUMAN	EIF3A	Eukaryotic translation initiation factor 3 subunit A	1445.71	2233.35	2361.34	2739.18	2464.66	2476.01	1896.73	2379.1	2151.63	2519.18	2485.43	2569.25	2140.31	2355.98	1628.06	2174.79	2118.6	2045.99	1982.27	2416.65		2264.72	2752.82	3258.9	2184.64	2328.37	2215.76	2426.62	2157.85	2411.62												
Q14157	Q14157	UBP2L_HUMAN	UBAP2L	Ubiquitin-associated protein 2-like	963.594	531.631		257.031	686.756	1064.03	590.383	898.635	632.153	1067.68	392.167	935.382	973.994	1165.94	525.973	1165.79	792.134	1017.73	764.969			1104.38	1407.21	902.395	829.632	623.089	957.826	1131.23	1305.2	634.059												
Q14160	Q14160	SCRIB_HUMAN	SCRIB	Protein scribble homolog	947.951	1299.81	970.716				1526.51	1106.94	641.397	2707.18	890.235		1311.94	1154.29	1544.33		1051.45			585.356			1791.97	1221.92	836.169	904.674	776.737	1697.55	729.329													
Q14165	Q14165	MLEC_HUMAN	MLEC	Malectin	800.278										469.106	326.088		629.198		2948.63		1660.52	1035.77	820.348					1577.77	1259.84	1131.28	715.622	648.878	894.122												
Q14166	Q14166	TTL12_HUMAN	TTLL12	Tubulin--tyrosine ligase-like protein 12	795.348		923.931	675.083	1090.18	1072.2	384.937	920.262	1254.61	1222.58	1829.51	930.937	697.76	1028.28	960.287	1322.66	1459.5	1568.55	1719.7	1654.44		4271.47	1108.56	1414.6	4069.66	1760.77	1392.19	1547.2	1482.79	1366.92												
Q14192	Q14192	FHL2_HUMAN	FHL2	Four and a half LIM domains protein 2	2509.47	3484.74	2865.64	3064.84	3528.67	3405.35	3663.36	3359.89	3133.13	2833.71	3332.79	3329.48	3062.61	2918.22	3232.77	3769.13	3873.86	2115.3	4259.21	3679.56		4302.03	3253.08	2919.26	2711.49	2388.48	2780.53	3264.37	3268.95	3134.5												
Q14195	Q14195	DPYL3_HUMAN	DPYSL3	Dihydropyrimidinase-related protein 3	869.74	975.964		1073.03	1320.75	1321.05	1066.77	1566.89	1428.27	1354.8	1044.56	1328.27	1177.2	1420	1802.07		1526.42	1062.41	1673.76	961.469		4540.7		2263.38	2146.32	905.281	1456.64	1725.42	881.583	1284.17												
Q14197	Q14197	ICT1_HUMAN	MRPL58	Peptidyl-tRNA hydrolase ICT1, mitochondrial			1664.76	845.854	801.242			583.249			1261.06			934.494						481.223					1107.9		773.358	1017.06														
Q14203	Q14203	DCTN1_HUMAN	DCTN1	Dynactin subunit 1	762.845		935.627			1516.39	545.246	347.523		1197.75	610.326	1008.75	497.986		992.34		1001.43	1143.64	230.484				1568.98	1266.3	1122.34	835.331	1019.56		1315.94	904.392												
Q14204	Q14204	DYHC1_HUMAN	DYNC1H1	Cytoplasmic dynein 1 heavy chain 1	2434.43	2649.85	2374.13	2478.42	2506.12	2553.52	2523	2930.17	2805.76	2393.67	2530.91	2604.19	2371.26	2540.91	2468.98	2416.45	2968.17	2604.56	2780.12	2653.21		2656.14	2780.48	3077.43	3344.97	2482.95	2484.98	2401.03	2612.08	2417.19												
Q14232	Q14232	EI2BA_HUMAN	EIF2B1	Translation initiation factor eIF-2B subunit alpha							786.524							345.37	1225.27				877.864				3582.59	845.736		1995.17		253.527	397.974	350.927												
Q14244	Q14244	MAP7_HUMAN	MAP7	Ensconsin	1151.35	904.743	973.731	1375.21	2210.48	1039.23	1538.4	1426.25	1479.63	1512.61	1090.97	1489.32	1011.95	1097	1333.63	1244.5	1060.52	1713.32	1331.59	2341.08		1890.46	1457.85	1581.93	1995.45	1779.96	1980.3	1983.04	1363.72	1763.74												
Q14247	Q14247	SRC8_HUMAN	CTTN	Src substrate cortactin	4871.98	4629.37	4508.78	4561.63	5672.04	5368.9	5055.25	4901.68	4666.31	4218.5	4712.77	4665.45	4504.86	4537.44	4920.89	5241.04	5587.58	4993.74	5285.28	5105.77		5212.66	6285.51	5688.29	5423.46	5148.81	4549.48	5485.37	4834.41	5378.4												
