Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	Hela_10ng_DDA_12_14_2023_Slot1_15_2711 Spectral Count	Hela_250pg_DDA_12_19_2023_Slot1_11_2740 Spectral Count	Hela_250pg_DDA_12_19_2023_Slot1_11_2747 Spectral Count	Hela_250pg_DDA_12_20_2023_Slot1_11_2754 Spectral Count	Hela_10ng_DDA_12_14_2023_Slot1_15_2711 Unique Spectral Count	Hela_250pg_DDA_12_19_2023_Slot1_11_2740 Unique Spectral Count	Hela_250pg_DDA_12_19_2023_Slot1_11_2747 Unique Spectral Count	Hela_250pg_DDA_12_20_2023_Slot1_11_2754 Unique Spectral Count	Hela_10ng_DDA_12_14_2023_Slot1_15_2711 Total Spectral Count	Hela_250pg_DDA_12_19_2023_Slot1_11_2740 Total Spectral Count	Hela_250pg_DDA_12_19_2023_Slot1_11_2747 Total Spectral Count	Hela_250pg_DDA_12_20_2023_Slot1_11_2754 Total Spectral Count	Hela_10ng_DDA_12_14_2023_Slot1_15_2711 Intensity	Hela_250pg_DDA_12_19_2023_Slot1_11_2740 Intensity	Hela_250pg_DDA_12_19_2023_Slot1_11_2747 Intensity	Hela_250pg_DDA_12_20_2023_Slot1_11_2754 Intensity	Hela_10ng_DDA_12_14_2023_Slot1_15_2711 MaxLFQ Intensity	Hela_250pg_DDA_12_19_2023_Slot1_11_2740 MaxLFQ Intensity	Hela_250pg_DDA_12_19_2023_Slot1_11_2747 MaxLFQ Intensity	Hela_250pg_DDA_12_20_2023_Slot1_11_2754 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q14344|GNA13_HUMAN	Q14344	GNA13_HUMAN	GNA13	377	Homo sapiens OX=9606	1:Experimental evidence at protein level	Guanine nucleotide-binding protein subunit alpha-13	1.0	0.997	5	4	4	9	4	0	0	0	4	0	0	0	5	2	1	1	35658.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q14353|GAMT_HUMAN	Q14353	GAMT_HUMAN	GAMT	236	Homo sapiens OX=9606	1:Experimental evidence at protein level	Guanidinoacetate N-methyltransferase	0.9026	0.9931	1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q14376|GALE_HUMAN	Q14376	GALE_HUMAN	GALE	348	Homo sapiens OX=9606	1:Experimental evidence at protein level	UDP-glucose 4-epimerase	1.0	0.999	4	7	7	7	7	0	0	0	7	0	0	0	7	0	0	0	114073.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q14432|PDE3A_HUMAN	Q14432	PDE3A_HUMAN	PDE3A	1141	Homo sapiens OX=9606	1:Experimental evidence at protein level	cGMP-inhibited 3',5'-cyclic phosphodiesterase 3A	1.0	0.999	7	8	8	8	8	0	0	0	8	0	0	0	8	0	0	0	247142.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q14444|CAPR1_HUMAN	Q14444	CAPR1_HUMAN	CAPRIN1	709	Homo sapiens OX=9606	1:Experimental evidence at protein level	Caprin-1	1.0	0.999	9	24	24	24	17	4	1	2	17	4	1	2	17	4	1	2	825726.2	345731.9	352672.1	295144.12	344127.72	159315.67	154316.94	193688.45	
sp|Q14457|BECN1_HUMAN	Q14457	BECN1_HUMAN	BECN1	450	Homo sapiens OX=9606	1:Experimental evidence at protein level	Beclin-1	0.984	0.999	1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q14498|RBM39_HUMAN	Q14498	RBM39_HUMAN	RBM39	530	Homo sapiens OX=9606	1:Experimental evidence at protein level	RNA-binding protein 39	1.0	0.999	8	21	21	21	19	1	0	1	19	1	0	1	19	1	0	1	426354.22	87866.22	0.0	64555.176	0.0	0.0	0.0	0.0	
sp|Q14527|HLTF_HUMAN	Q14527	HLTF_HUMAN	HLTF	1009	Homo sapiens OX=9606	1:Experimental evidence at protein level	Helicase-like transcription factor	1.0	0.999	4	4	4	4	4	0	0	0	4	0	0	0	4	0	0	0	65286.414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q14558|KPRA_HUMAN	Q14558	KPRA_HUMAN	PRPSAP1	356	Homo sapiens OX=9606	1:Experimental evidence at protein level	Phosphoribosyl pyrophosphate synthase-associated protein 1	1.0	0.999	6	9	7	9	9	0	0	0	7	0	0	0	9	0	0	0	202780.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q14562|DHX8_HUMAN	Q14562	DHX8_HUMAN	DHX8	1220	Homo sapiens OX=9606	1:Experimental evidence at protein level	ATP-dependent RNA helicase DHX8	1.0	0.999	4	4	4	4	4	0	0	0	4	0	0	0	4	0	0	0	76287.48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q14566|MCM6_HUMAN	Q14566	MCM6_HUMAN	MCM6	821	Homo sapiens OX=9606	1:Experimental evidence at protein level	DNA replication licensing factor MCM6	1.0	0.999	26	41	41	41	34	2	1	4	34	2	1	4	34	2	1	4	1028984.0	81908.195	249055.78	157106.44	75593.516	0.0	208253.86	110076.58	
sp|Q14573|ITPR3_HUMAN	Q14573	ITPR3_HUMAN	ITPR3	2671	Homo sapiens OX=9606	1:Experimental evidence at protein level	Inositol 1,4,5-trisphosphate receptor type 3	1.0	0.999	15	13	13	21	13	0	0	0	13	0	0	0	21	0	0	0	211792.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q14643|ITPR1_HUMAN	Q14643	ITPR1_HUMAN	ITPR1	2758	Homo sapiens OX=9606	1:Experimental evidence at protein level	Inositol 1,4,5-trisphosphate receptor type 1	1.0	0.999	36	55	45	55	54	1	0	0	44	1	0	0	54	1	0	0	1257556.1	133238.7	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q14657|LAGE3_HUMAN	Q14657	LAGE3_HUMAN	LAGE3	143	Homo sapiens OX=9606	1:Experimental evidence at protein level	EKC/KEOPS complex subunit LAGE3	0.9847	0.999	1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	10244.272	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q14669|TRIPC_HUMAN	Q14669	TRIPC_HUMAN	TRIP12	1992	Homo sapiens OX=9606	1:Experimental evidence at protein level	E3 ubiquitin-protein ligase TRIP12	1.0	0.999	6	7	7	7	7	0	0	0	7	0	0	0	7	0	0	0	52669.926	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q14671|PUM1_HUMAN	Q14671	PUM1_HUMAN	PUM1	1186	Homo sapiens OX=9606	1:Experimental evidence at protein level	Pumilio homolog 1	1.0	0.999	7	9	8	9	9	0	0	0	8	0	0	0	9	0	0	0	96850.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q14676|MDC1_HUMAN	Q14676	MDC1_HUMAN	MDC1	2089	Homo sapiens OX=9606	1:Experimental evidence at protein level	Mediator of DNA damage checkpoint protein 1	1.0	0.999	7	9	9	9	9	0	0	0	9	0	0	0	9	0	0	0	102200.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q14677|EPN4_HUMAN	Q14677	EPN4_HUMAN	CLINT1	625	Homo sapiens OX=9606	1:Experimental evidence at protein level	Clathrin interactor 1	1.0	0.999	8	17	17	17	16	1	0	0	16	1	0	0	16	1	0	0	435210.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q14680|MELK_HUMAN	Q14680	MELK_HUMAN	MELK	651	Homo sapiens OX=9606	1:Experimental evidence at protein level	Maternal embryonic leucine zipper kinase	0.9999	0.9985	2	2	2	2	2	0	0	0	2	0	0	0	2	0	0	0	15120.168	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q14683|SMC1A_HUMAN	Q14683	SMC1A_HUMAN	SMC1A	1233	Homo sapiens OX=9606	1:Experimental evidence at protein level	Structural maintenance of chromosomes protein 1A	1.0	0.999	27	34	34	34	33	0	1	0	33	0	1	0	33	0	1	0	1034976.6	0.0	122010.34	153863.75	0.0	0.0	0.0	0.0	
sp|Q14684|RRP1B_HUMAN	Q14684	RRP1B_HUMAN	RRP1B	758	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ribosomal RNA processing protein 1 homolog B	1.0	0.999	7	9	9	9	9	0	0	0	9	0	0	0	9	0	0	0	289735.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q14689|DIP2A_HUMAN	Q14689	DIP2A_HUMAN	DIP2A	1571	Homo sapiens OX=9606	1:Experimental evidence at protein level	Disco-interacting protein 2 homolog A	0.9998	0.9983	2	2	2	2	2	0	0	0	2	0	0	0	2	0	0	0	43976.973	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q14690|RRP5_HUMAN	Q14690	RRP5_HUMAN	PDCD11	1871	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein RRP5 homolog	1.0	0.999	6	8	8	8	8	0	0	0	8	0	0	0	8	0	0	0	151450.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q14691|PSF1_HUMAN	Q14691	PSF1_HUMAN	GINS1	196	Homo sapiens OX=9606	1:Experimental evidence at protein level	DNA replication complex GINS protein PSF1	0.9986	0.999	2	4	4	4	4	0	0	0	4	0	0	0	4	0	0	0	58766.477	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q14692|BMS1_HUMAN	Q14692	BMS1_HUMAN	BMS1	1282	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ribosome biogenesis protein BMS1 homolog	1.0	0.999	5	5	5	5	5	0	0	0	5	0	0	0	5	0	0	0	113488.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q14694|UBP10_HUMAN	Q14694	UBP10_HUMAN	USP10	798	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ubiquitin carboxyl-terminal hydrolase 10	1.0	0.999	4	5	5	5	5	0	0	0	5	0	0	0	5	0	0	0	70257.484	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q14696|MESD_HUMAN	Q14696	MESD_HUMAN	MESD	234	Homo sapiens OX=9606	1:Experimental evidence at protein level	LRP chaperone MESD	1.0	0.999	4	6	6	6	6	0	0	0	6	0	0	0	6	0	0	0	311855.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q14697|GANAB_HUMAN	Q14697	GANAB_HUMAN	GANAB	944	Homo sapiens OX=9606	1:Experimental evidence at protein level	Neutral alpha-glucosidase AB	1.0	0.999	31	92	92	92	71	6	9	6	71	6	9	6	71	6	9	6	2417462.0	1246668.0	1678085.8	890058.5	176443.84	441499.78	361490.5	335811.7	
sp|Q14699|RFTN1_HUMAN	Q14699	RFTN1_HUMAN	RFTN1	578	Homo sapiens OX=9606	1:Experimental evidence at protein level	Raftlin	1.0	0.999	3	4	4	4	4	0	0	0	4	0	0	0	4	0	0	0	42718.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q14728|MFS10_HUMAN	Q14728	MFS10_HUMAN	MFSD10	455	Homo sapiens OX=9606	1:Experimental evidence at protein level	Major facilitator superfamily domain-containing protein 10	0.9843	0.999	1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	24241.215	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q14738|2A5D_HUMAN	Q14738	2A5D_HUMAN	PPP2R5D	602	Homo sapiens OX=9606	1:Experimental evidence at protein level	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform	1.0	0.999	7	9	6	9	9	0	0	0	6	0	0	0	9	0	0	0	273507.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q14739|LBR_HUMAN	Q14739	LBR_HUMAN	LBR	615	Homo sapiens OX=9606	1:Experimental evidence at protein level	Delta(14)-sterol reductase LBR	1.0	0.999	3	5	5	5	4	1	0	0	4	1	0	0	4	1	0	0	83599.98	192472.5	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q14746|COG2_HUMAN	Q14746	COG2_HUMAN	COG2	738	Homo sapiens OX=9606	1:Experimental evidence at protein level	Conserved oligomeric Golgi complex subunit 2	0.8332	0.9872	1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	4807.4873	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q14764|MVP_HUMAN	Q14764	MVP_HUMAN	MVP	893	Homo sapiens OX=9606	1:Experimental evidence at protein level	Major vault protein	1.0	0.999	11	14	14	14	14	0	0	0	14	0	0	0	14	0	0	0	290808.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q14789|GOGB1_HUMAN	Q14789	GOGB1_HUMAN	GOLGB1	3259	Homo sapiens OX=9606	1:Experimental evidence at protein level	Golgin subfamily B member 1	1.0	0.999	20	23	23	23	23	0	0	0	23	0	0	0	23	0	0	0	380023.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q14790|CASP8_HUMAN	Q14790	CASP8_HUMAN	CASP8	479	Homo sapiens OX=9606	1:Experimental evidence at protein level	Caspase-8	1.0	0.999	2	2	2	2	2	0	0	0	2	0	0	0	2	0	0	0	46945.523	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q14807|KIF22_HUMAN	Q14807	KIF22_HUMAN	KIF22	665	Homo sapiens OX=9606	1:Experimental evidence at protein level	Kinesin-like protein KIF22	1.0	0.999	2	2	2	2	2	0	0	0	2	0	0	0	2	0	0	0	30815.148	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q14839|CHD4_HUMAN	Q14839	CHD4_HUMAN	CHD4	1912	Homo sapiens OX=9606	1:Experimental evidence at protein level	Chromodomain-helicase-DNA-binding protein 4	1.0	0.999	18	22	19	22	22	0	0	0	19	0	0	0	22	0	0	0	461289.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q14847|LASP1_HUMAN	Q14847	LASP1_HUMAN	LASP1	261	Homo sapiens OX=9606	1:Experimental evidence at protein level	LIM and SH3 domain protein 1	1.0	0.999	14	39	39	39	31	3	3	2	31	3	3	2	31	3	3	2	899124.0	548063.9	488272.72	450085.4	72511.14	235228.6	235883.83	230413.31	
sp|Q14914|PTGR1_HUMAN	Q14914	PTGR1_HUMAN	PTGR1	329	Homo sapiens OX=9606	1:Experimental evidence at protein level	Prostaglandin reductase 1	1.0	0.999	6	7	7	7	6	0	0	1	6	0	0	1	6	0	0	1	212683.58	0.0	0.0	152559.81	0.0	0.0	0.0	0.0	
sp|Q14919|NC2A_HUMAN	Q14919	NC2A_HUMAN	DRAP1	205	Homo sapiens OX=9606	1:Experimental evidence at protein level	Dr1-associated corepressor	0.9998	0.9989	2	2	2	2	2	0	0	0	2	0	0	0	2	0	0	0	62049.492	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q14934|NFAC4_HUMAN	Q14934	NFAC4_HUMAN	NFATC4	902	Homo sapiens OX=9606	1:Experimental evidence at protein level	Nuclear factor of activated T-cells, cytoplasmic 4	0.9837	0.9989	1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	15079.559	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q14966|ZN638_HUMAN	Q14966	ZN638_HUMAN	ZNF638	1978	Homo sapiens OX=9606	1:Experimental evidence at protein level	Zinc finger protein 638	1.0	0.999	3	3	3	3	3	0	0	0	3	0	0	0	3	0	0	0	23417.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q14974|IMB1_HUMAN	Q14974	IMB1_HUMAN	KPNB1	876	Homo sapiens OX=9606	1:Experimental evidence at protein level	Importin subunit beta-1	1.0	0.999	17	58	58	58	41	7	3	7	41	7	3	7	41	7	3	7	1699763.5	743592.6	597123.7	696693.56	263859.03	275326.75	255086.02	238694.64	
sp|Q14978|NOLC1_HUMAN	Q14978	NOLC1_HUMAN	NOLC1	699	Homo sapiens OX=9606	1:Experimental evidence at protein level	Nucleolar and coiled-body phosphoprotein 1	1.0	0.999	13	26	26	26	12	5	3	6	12	5	3	6	12	5	3	6	237939.02	608204.2	493174.34	608677.56	0.0	177247.08	155436.55	167541.98	
sp|Q14980|NUMA1_HUMAN	Q14980	NUMA1_HUMAN	NUMA1	2115	Homo sapiens OX=9606	1:Experimental evidence at protein level	Nuclear mitotic apparatus protein 1	1.0	0.999	61	92	92	92	91	0	1	0	91	0	1	0	91	0	1	0	2286379.8	0.0	57630.297	0.0	0.0	0.0	0.0	0.0	
sp|Q14997|PSME4_HUMAN	Q14997	PSME4_HUMAN	PSME4	1843	Homo sapiens OX=9606	1:Experimental evidence at protein level	Proteasome activator complex subunit 4	1.0	0.999	3	3	3	3	3	0	0	0	3	0	0	0	3	0	0	0	32712.188	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q149N8|SHPRH_HUMAN	Q149N8	SHPRH_HUMAN	SHPRH	1683	Homo sapiens OX=9606	1:Experimental evidence at protein level	E3 ubiquitin-protein ligase SHPRH	0.8503	0.9888	1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q14BN4|SLMAP_HUMAN	Q14BN4	SLMAP_HUMAN	SLMAP	828	Homo sapiens OX=9606	1:Experimental evidence at protein level	Sarcolemmal membrane-associated protein	0.9847	0.999	1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	20271.266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q14C86|GAPD1_HUMAN	Q14C86	GAPD1_HUMAN	GAPVD1	1478	Homo sapiens OX=9606	1:Experimental evidence at protein level	GTPase-activating protein and VPS9 domain-containing protein 1	1.0	0.999	15	17	17	17	17	0	0	0	17	0	0	0	17	0	0	0	476174.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q14CN4|K2C72_HUMAN	Q14CN4	K2C72_HUMAN	KRT72	511	Homo sapiens OX=9606	1:Experimental evidence at protein level	Keratin, type II cytoskeletal 72	1.0	0.999	6	2	2	33	2	0	0	0	2	0	0	0	11	7	5	10	59312.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q14CX7|NAA25_HUMAN	Q14CX7	NAA25_HUMAN	NAA25	972	Homo sapiens OX=9606	1:Experimental evidence at protein level	N-alpha-acetyltransferase 25, NatB auxiliary subunit	1.0	0.999	7	8	8	8	8	0	0	0	8	0	0	0	8	0	0	0	127886.76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q14CZ7|FAKD3_HUMAN	Q14CZ7	FAKD3_HUMAN	FASTKD3	662	Homo sapiens OX=9606	1:Experimental evidence at protein level	FAST kinase domain-containing protein 3, mitochondrial	1.0	0.9987	2	2	2	2	2	0	0	0	2	0	0	0	2	0	0	0	11996.966	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q15003|CND2_HUMAN	Q15003	CND2_HUMAN	NCAPH	741	Homo sapiens OX=9606	1:Experimental evidence at protein level	Condensin complex subunit 2	1.0	0.999	5	8	8	8	8	0	0	0	8	0	0	0	8	0	0	0	193296.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q15004|PAF15_HUMAN	Q15004	PAF15_HUMAN	PCLAF	111	Homo sapiens OX=9606	1:Experimental evidence at protein level	PCNA-associated factor	1.0	0.999	2	2	2	2	2	0	0	0	2	0	0	0	2	0	0	0	49027.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q15005|SPCS2_HUMAN	Q15005	SPCS2_HUMAN	SPCS2	226	Homo sapiens OX=9606	1:Experimental evidence at protein level	Signal peptidase complex subunit 2	1.0	0.999	5	6	6	6	5	1	0	0	5	1	0	0	5	1	0	0	153552.72	79751.16	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q15006|EMC2_HUMAN	Q15006	EMC2_HUMAN	EMC2	297	Homo sapiens OX=9606	1:Experimental evidence at protein level	ER membrane protein complex subunit 2	0.9847	0.999	1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	36133.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q15007|FL2D_HUMAN	Q15007	FL2D_HUMAN	WTAP	396	Homo sapiens OX=9606	1:Experimental evidence at protein level	Pre-mRNA-splicing regulator WTAP	1.0	0.999	5	9	9	9	9	0	0	0	9	0	0	0	9	0	0	0	228773.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q15008|PSMD6_HUMAN	Q15008	PSMD6_HUMAN	PSMD6	389	Homo sapiens OX=9606	1:Experimental evidence at protein level	26S proteasome non-ATPase regulatory subunit 6	1.0	0.999	15	26	26	26	26	0	0	0	26	0	0	0	26	0	0	0	672182.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q15014|MO4L2_HUMAN	Q15014	MO4L2_HUMAN	MORF4L2	288	Homo sapiens OX=9606	1:Experimental evidence at protein level	Mortality factor 4-like protein 2	0.9954	0.9987	2	1	1	3	1	0	0	0	1	0	0	0	3	0	0	0	22854.773	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q15018|ABRX2_HUMAN	Q15018	ABRX2_HUMAN	ABRAXAS2	415	Homo sapiens OX=9606	1:Experimental evidence at protein level	BRISC complex subunit Abraxas 2	1.0	0.999	4	5	5	5	5	0	0	0	5	0	0	0	5	0	0	0	95121.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q15019|SEPT2_HUMAN	Q15019	SEPT2_HUMAN	SEPTIN2	361	Homo sapiens OX=9606	1:Experimental evidence at protein level	Septin-2	1.0	0.999	10	26	26	26	21	2	1	2	21	2	1	2	21	2	1	2	625040.3	0.0	0.0	76947.79	0.0	0.0	0.0	0.0	
sp|Q15020|SART3_HUMAN	Q15020	SART3_HUMAN	SART3	963	Homo sapiens OX=9606	1:Experimental evidence at protein level	Squamous cell carcinoma antigen recognized by T-cells 3	1.0	0.999	9	13	13	13	13	0	0	0	13	0	0	0	13	0	0	0	206321.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q15021|CND1_HUMAN	Q15021	CND1_HUMAN	NCAPD2	1401	Homo sapiens OX=9606	1:Experimental evidence at protein level	Condensin complex subunit 1	1.0	0.999	13	18	18	18	18	0	0	0	18	0	0	0	18	0	0	0	265915.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q15022|SUZ12_HUMAN	Q15022	SUZ12_HUMAN	SUZ12	739	Homo sapiens OX=9606	1:Experimental evidence at protein level	Polycomb protein SUZ12	0.9999	0.999	2	3	3	3	3	0	0	0	3	0	0	0	3	0	0	0	6473.0674	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q15024|EXOS7_HUMAN	Q15024	EXOS7_HUMAN	EXOSC7	291	Homo sapiens OX=9606	1:Experimental evidence at protein level	Exosome complex component RRP42	1.0	0.999	4	4	4	4	4	0	0	0	4	0	0	0	4	0	0	0	53038.945	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q15027|ACAP1_HUMAN	Q15027	ACAP1_HUMAN	ACAP1	740	Homo sapiens OX=9606	1:Experimental evidence at protein level	Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 1	0.9984	0.9932	1	2	2	2	2	0	0	0	2	0	0	0	2	0	0	0	73930.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q15029|U5S1_HUMAN	Q15029	U5S1_HUMAN	EFTUD2	972	Homo sapiens OX=9606	1:Experimental evidence at protein level	116 kDa U5 small nuclear ribonucleoprotein component	1.0	0.999	17	24	24	29	20	1	2	1	20	1	2	1	21	2	3	3	852552.44	264465.28	296929.4	0.0	0.0	0.0	0.0	0.0	
sp|Q15031|SYLM_HUMAN	Q15031	SYLM_HUMAN	LARS2	903	Homo sapiens OX=9606	1:Experimental evidence at protein level	Leucine--tRNA ligase, mitochondrial	1.0	0.999	4	5	5	5	5	0	0	0	5	0	0	0	5	0	0	0	100447.836	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q15041|AR6P1_HUMAN	Q15041	AR6P1_HUMAN	ARL6IP1	203	Homo sapiens OX=9606	1:Experimental evidence at protein level	ADP-ribosylation factor-like protein 6-interacting protein 1	1.0	0.999	2	4	4	4	4	0	0	0	4	0	0	0	4	0	0	0	127780.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q15042|RB3GP_HUMAN	Q15042	RB3GP_HUMAN	RAB3GAP1	981	Homo sapiens OX=9606	1:Experimental evidence at protein level	Rab3 GTPase-activating protein catalytic subunit	1.0	0.999	9	10	10	10	10	0	0	0	10	0	0	0	10	0	0	0	124321.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q15043|S39AE_HUMAN	Q15043	S39AE_HUMAN	SLC39A14	492	Homo sapiens OX=9606	1:Experimental evidence at protein level	Metal cation symporter ZIP14	0.9847	0.999	1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	62072.363	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q15046|SYK_HUMAN	Q15046	SYK_HUMAN	KARS1	597	Homo sapiens OX=9606	1:Experimental evidence at protein level	Lysine--tRNA ligase	1.0	0.999	15	29	29	29	26	1	1	1	26	1	1	1	26	1	1	1	934329.9	84742.086	94012.44	0.0	0.0	0.0	0.0	0.0	
sp|Q15050|RRS1_HUMAN	Q15050	RRS1_HUMAN	RRS1	365	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ribosome biogenesis regulatory protein homolog	1.0	0.999	4	6	6	6	6	0	0	0	6	0	0	0	6	0	0	0	114373.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q15054|DPOD3_HUMAN	Q15054	DPOD3_HUMAN	POLD3	466	Homo sapiens OX=9606	1:Experimental evidence at protein level	DNA polymerase delta subunit 3	1.0	0.999	4	4	4	4	4	0	0	0	4	0	0	0	4	0	0	0	121078.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q15056|IF4H_HUMAN	Q15056	IF4H_HUMAN	EIF4H	248	Homo sapiens OX=9606	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 4H	1.0	0.999	8	19	19	19	10	4	3	2	10	4	3	2	10	4	3	2	546342.06	523064.47	451970.75	410661.22	0.0	202029.36	153360.27	155856.9	
sp|Q15058|KIF14_HUMAN	Q15058	KIF14_HUMAN	KIF14	1648	Homo sapiens OX=9606	1:Experimental evidence at protein level	Kinesin-like protein KIF14	0.9999	0.999	2	2	2	2	2	0	0	0	2	0	0	0	2	0	0	0	42887.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q15059|BRD3_HUMAN	Q15059	BRD3_HUMAN	BRD3	726	Homo sapiens OX=9606	1:Experimental evidence at protein level	Bromodomain-containing protein 3	1.0	0.999	6	5	4	6	5	0	0	0	4	0	0	0	6	0	0	0	125278.086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q15061|WDR43_HUMAN	Q15061	WDR43_HUMAN	WDR43	677	Homo sapiens OX=9606	1:Experimental evidence at protein level	WD repeat-containing protein 43	1.0	0.999	4	4	4	4	4	0	0	0	4	0	0	0	4	0	0	0	71759.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q15067|ACOX1_HUMAN	Q15067	ACOX1_HUMAN	ACOX1	660	Homo sapiens OX=9606	1:Experimental evidence at protein level	Peroxisomal acyl-coenzyme A oxidase 1	0.9847	0.999	1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	16758.209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
