Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	Hela_0_25ng_1 Spectral Count	Hela_0_25ng_2 Spectral Count	Hela_0_25ng_3 Spectral Count	Hela_0_25ng_4 Spectral Count	Hela_0_5ng_1 Spectral Count	Hela_0_5ng_2 Spectral Count	Hela_0_5ng_3 Spectral Count	Hela_0_5ng_4 Spectral Count	Hela_10ng_1 Spectral Count	Hela_10ng_2 Spectral Count	Hela_10ng_3 Spectral Count	Hela_10ng_4 Spectral Count	Hela_1ng_1 Spectral Count	Hela_1ng_2 Spectral Count	Hela_1ng_3 Spectral Count	Hela_1ng_4 Spectral Count	Hela_5ng_1 Spectral Count	Hela_5ng_2 Spectral Count	Hela_5ng_3 Spectral Count	Hela_5ng_4 Spectral Count	Hela_0_25ng_1 Unique Spectral Count	Hela_0_25ng_2 Unique Spectral Count	Hela_0_25ng_3 Unique Spectral Count	Hela_0_25ng_4 Unique Spectral Count	Hela_0_5ng_1 Unique Spectral Count	Hela_0_5ng_2 Unique Spectral Count	Hela_0_5ng_3 Unique Spectral Count	Hela_0_5ng_4 Unique Spectral Count	Hela_10ng_1 Unique Spectral Count	Hela_10ng_2 Unique Spectral Count	Hela_10ng_3 Unique Spectral Count	Hela_10ng_4 Unique Spectral Count	Hela_1ng_1 Unique Spectral Count	Hela_1ng_2 Unique Spectral Count	Hela_1ng_3 Unique Spectral Count	Hela_1ng_4 Unique Spectral Count	Hela_5ng_1 Unique Spectral Count	Hela_5ng_2 Unique Spectral Count	Hela_5ng_3 Unique Spectral Count	Hela_5ng_4 Unique Spectral Count	Hela_0_25ng_1 Total Spectral Count	Hela_0_25ng_2 Total Spectral Count	Hela_0_25ng_3 Total Spectral Count	Hela_0_25ng_4 Total Spectral Count	Hela_0_5ng_1 Total Spectral Count	Hela_0_5ng_2 Total Spectral Count	Hela_0_5ng_3 Total Spectral Count	Hela_0_5ng_4 Total Spectral Count	Hela_10ng_1 Total Spectral Count	Hela_10ng_2 Total Spectral Count	Hela_10ng_3 Total Spectral Count	Hela_10ng_4 Total Spectral Count	Hela_1ng_1 Total Spectral Count	Hela_1ng_2 Total Spectral Count	Hela_1ng_3 Total Spectral Count	Hela_1ng_4 Total Spectral Count	Hela_5ng_1 Total Spectral Count	Hela_5ng_2 Total Spectral Count	Hela_5ng_3 Total Spectral Count	Hela_5ng_4 Total Spectral Count	Hela_0_25ng_1 Intensity	Hela_0_25ng_2 Intensity	Hela_0_25ng_3 Intensity	Hela_0_25ng_4 Intensity	Hela_0_5ng_1 Intensity	Hela_0_5ng_2 Intensity	Hela_0_5ng_3 Intensity	Hela_0_5ng_4 Intensity	Hela_10ng_1 Intensity	Hela_10ng_2 Intensity	Hela_10ng_3 Intensity	Hela_10ng_4 Intensity	Hela_1ng_1 Intensity	Hela_1ng_2 Intensity	Hela_1ng_3 Intensity	Hela_1ng_4 Intensity	Hela_5ng_1 Intensity	Hela_5ng_2 Intensity	Hela_5ng_3 Intensity	Hela_5ng_4 Intensity	Hela_0_25ng_1 MaxLFQ Intensity	Hela_0_25ng_2 MaxLFQ Intensity	Hela_0_25ng_3 MaxLFQ Intensity	Hela_0_25ng_4 MaxLFQ Intensity	Hela_0_5ng_1 MaxLFQ Intensity	Hela_0_5ng_2 MaxLFQ Intensity	Hela_0_5ng_3 MaxLFQ Intensity	Hela_0_5ng_4 MaxLFQ Intensity	Hela_10ng_1 MaxLFQ Intensity	Hela_10ng_2 MaxLFQ Intensity	Hela_10ng_3 MaxLFQ Intensity	Hela_10ng_4 MaxLFQ Intensity	Hela_1ng_1 MaxLFQ Intensity	Hela_1ng_2 MaxLFQ Intensity	Hela_1ng_3 MaxLFQ Intensity	Hela_1ng_4 MaxLFQ Intensity	Hela_5ng_1 MaxLFQ Intensity	Hela_5ng_2 MaxLFQ Intensity	Hela_5ng_3 MaxLFQ Intensity	Hela_5ng_4 MaxLFQ Intensity	Indistinguishable Proteins
sp|P98179|RBM3_HUMAN	P98179	RBM3_HUMAN	RBM3	157	Homo sapiens OX=9606	1:Experimental evidence at protein level	RNA-binding protein 3	1.0	0.999	2	21	21	21	0	0	0	0	0	0	0	0	2	1	1	2	4	1	0	2	2	2	1	3	0	0	0	0	0	0	0	0	2	1	1	2	4	1	0	2	2	2	1	3	0	0	0	0	0	0	0	0	2	1	1	2	4	1	0	2	2	2	1	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48898.773	42570.64	28224.355	45627.348	82772.86	48577.82	0.0	31898.445	80747.445	58657.32	31160.014	84580.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27984.42	24522.727	0.0	26490.506	46621.543	0.0	0.0	0.0	34250.934	34299.484	0.0	35999.527	
sp|P98194|AT2C1_HUMAN	P98194	AT2C1_HUMAN	ATP2C1	919	Homo sapiens OX=9606	1:Experimental evidence at protein level	Calcium-transporting ATPase type 2C member 1	1.0	0.999	5	19	19	19	0	0	0	0	0	0	0	0	2	4	1	3	1	0	0	0	1	2	2	3	0	0	0	0	0	0	0	0	2	4	1	3	1	0	0	0	1	2	2	3	0	0	0	0	0	0	0	0	2	4	1	3	1	0	0	0	1	2	2	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25295.148	43763.0	24859.74	41265.715	9872.947	0.0	0.0	0.0	66603.86	14090.774	29282.5	80768.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23246.732	23884.867	0.0	29390.65	0.0	0.0	0.0	0.0	23702.412	0.0	27258.041	25389.338	
sp|P99999|CYC_HUMAN	P99999	CYC_HUMAN	CYCS	105	Homo sapiens	1:Experimental evidence at protein level	Cytochrome c	1.0	0.999	4	110	76	110	5	0	0	0	0	0	0	0	12	8	10	8	9	6	0	4	13	13	11	11	5	0	0	0	0	0	0	0	8	5	6	5	6	6	0	4	8	9	7	7	5	0	0	0	0	0	0	0	12	8	10	8	9	6	0	4	13	13	11	11	136801.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	566518.44	621360.2	582965.6	588749.06	322953.78	272574.44	0.0	251467.47	433304.06	477284.4	500514.5	510125.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	189737.94	198324.95	197151.53	190825.4	129763.875	135536.52	0.0	124175.516	163817.05	172006.48	168565.77	167723.72	
sp|Q00059|TFAM_HUMAN	Q00059	TFAM_HUMAN	TFAM	246	Homo sapiens OX=9606	1:Experimental evidence at protein level	Transcription factor A, mitochondrial	1.0	0.999	5	33	33	33	0	0	0	0	0	0	0	0	3	4	5	4	2	0	0	0	3	4	3	5	0	0	0	0	0	0	0	0	3	4	5	4	2	0	0	0	3	4	3	5	0	0	0	0	0	0	0	0	3	4	5	4	2	0	0	0	3	4	3	5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	138083.83	161734.47	188940.84	141419.66	96777.75	0.0	0.0	41557.918	167049.03	180471.97	140305.78	182156.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59220.19	54603.98	48343.066	61422.848	56599.652	0.0	0.0	0.0	54994.93	60540.363	58395.87	60716.67	
sp|Q00169|PIPNA_HUMAN	Q00169	PIPNA_HUMAN	PITPNA	270	Homo sapiens OX=9606	1:Experimental evidence at protein level	Phosphatidylinositol transfer protein alpha isoform	1.0	0.999	8	10	10	23	0	0	0	0	0	0	0	0	2	2	1	1	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	2	2	1	1	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	5	4	3	3	0	0	0	0	2	1	2	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41485.78	30380.922	26375.205	24561.268	0.0	0.0	0.0	0.0	33494.36	0.0	0.0	37810.305	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q00325|MPCP_HUMAN	Q00325	MPCP_HUMAN	SLC25A3	362	Homo sapiens OX=9606	1:Experimental evidence at protein level	Phosphate carrier protein, mitochondrial	1.0	0.999	12	211	211	211	6	0	0	0	0	0	0	0	25	21	25	20	11	7	0	7	23	20	25	21	6	0	0	0	0	0	0	0	25	21	25	20	11	7	0	7	23	20	25	21	6	0	0	0	0	0	0	0	25	21	25	20	11	7	0	7	23	20	25	21	789621.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1158272.5	1157815.2	1162956.1	1119751.9	861483.06	644477.44	0.0	752734.06	1224556.2	1206596.6	1211116.9	1340059.0	434590.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	334413.94	338980.38	354130.0	344727.25	409057.84	381962.06	0.0	483222.75	395586.75	398826.4	398348.12	420443.66	
sp|Q00341|VIGLN_HUMAN	Q00341	VIGLN_HUMAN	HDLBP	1268	Homo sapiens OX=9606	1:Experimental evidence at protein level	Vigilin	1.0	0.999	38	287	277	287	6	0	0	0	0	0	0	0	35	34	29	30	16	12	0	11	27	27	29	31	5	0	0	0	0	0	0	0	34	33	28	29	15	12	0	11	26	26	28	30	6	0	0	0	0	0	0	0	35	34	29	30	16	12	0	11	27	27	29	31	157046.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	832582.4	914713.56	838949.8	769845.94	795678.6	713310.25	0.0	369528.75	1031400.3	783142.1	884729.56	1044218.56	66080.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	80356.93	78629.11	87124.74	84212.17	88019.18	80730.87	0.0	82882.875	91794.14	94322.44	90734.07	87480.14	
sp|Q00403|TF2B_HUMAN	Q00403	TF2B_HUMAN	GTF2B	316	Homo sapiens OX=9606	1:Experimental evidence at protein level	Transcription initiation factor IIB	1.0	0.999	6	28	28	28	0	0	0	0	0	0	0	0	4	3	3	5	1	0	0	0	5	2	2	3	0	0	0	0	0	0	0	0	4	3	3	5	1	0	0	0	5	2	2	3	0	0	0	0	0	0	0	0	4	3	3	5	1	0	0	0	5	2	2	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	81972.55	109427.0	70464.95	115905.625	19367.75	0.0	0.0	0.0	102248.63	46939.33	46668.227	83273.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33447.96	28778.223	29962.217	31505.36	0.0	0.0	0.0	0.0	31815.975	27333.44	27247.402	28996.305	
sp|Q00534|CDK6_HUMAN	Q00534	CDK6_HUMAN	CDK6	326	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cyclin-dependent kinase 6	1.0	0.999	6	12	12	35	0	0	0	0	0	0	0	0	0	1	4	1	0	1	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	1	4	1	0	1	0	0	0	2	0	3	1	0	0	0	0	0	0	0	3	3	7	3	2	3	0	1	2	3	3	4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44975.805	46838.336	0.0	0.0	36908.617	0.0	0.0	62877.105	64228.4	0.0	73370.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27753.783	25852.86	0.0	0.0	0.0	0.0	0.0	31180.645	40865.156	0.0	28562.072	
sp|Q00535|CDK5_HUMAN	Q00535	CDK5_HUMAN	CDK5	292	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cyclin-dependent kinase 5	1.0	0.999	8	34	34	57	0	0	0	0	0	0	0	0	6	6	5	6	1	1	0	0	2	1	3	3	0	0	0	0	0	0	0	0	6	6	5	6	1	1	0	0	2	1	3	3	1	0	0	0	0	0	0	0	9	8	8	8	3	3	0	1	4	2	6	4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61536.35	83493.92	55723.78	70338.234	21676.92	14351.8	0.0	0.0	67438.55	16831.223	40303.6	52757.637	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19087.668	22199.215	18854.297	19160.648	0.0	0.0	0.0	0.0	24053.463	0.0	31014.258	27082.225	
sp|Q00577|PURA_HUMAN	Q00577	PURA_HUMAN	PURA	322	Homo sapiens OX=9606	1:Experimental evidence at protein level	Transcriptional activator protein Pur-alpha	1.0	0.999	4	22	22	22	1	0	0	0	0	0	0	0	2	2	2	5	0	1	0	0	2	2	3	2	1	0	0	0	0	0	0	0	2	2	2	5	0	1	0	0	2	2	3	2	1	0	0	0	0	0	0	0	2	2	2	5	0	1	0	0	2	2	3	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37242.094	36901.88	36061.336	44602.03	0.0	33367.48	0.0	0.0	50168.707	58341.33	53480.695	23397.988	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29396.854	28885.676	28516.475	30894.291	0.0	0.0	0.0	0.0	26638.375	31547.244	30311.348	0.0	
sp|Q00587|BORG5_HUMAN	Q00587	BORG5_HUMAN	CDC42EP1	391	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cdc42 effector protein 1	1.0	0.999	3	9	9	9	0	0	0	0	0	0	0	0	1	3	2	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	3	2	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	3	2	0	0	0	0	0	0	1	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9717.131	12369.972	0.0	0.0	0.0	0.0	0.0	35245.656	25946.46	21485.201	20365.896	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q00610|CLH1_HUMAN	Q00610	CLH1_HUMAN	CLTC	1675	Homo sapiens OX=9606	1:Experimental evidence at protein level	Clathrin heavy chain 1	1.0	0.999	57	989	650	989	22	0	0	0	0	0	1	0	115	125	124	132	53	42	0	33	80	83	91	88	15	0	0	0	0	0	0	0	69	78	75	83	41	31	0	24	60	54	60	60	22	0	0	0	0	0	1	0	115	125	124	132	53	42	0	33	80	83	91	88	2168001.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4515752.5	5159370.5	4916137.0	4948617.0	3210429.0	3090921.2	0.0	2918191.8	4203346.0	4071818.2	4300644.5	4630189.0	201276.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	340876.5	327896.16	346468.94	327639.78	250961.05	251181.61	0.0	240753.56	295218.4	304128.28	289140.12	294489.88	
sp|Q00613|HSF1_HUMAN	Q00613	HSF1_HUMAN	HSF1	529	Homo sapiens OX=9606	1:Experimental evidence at protein level	Heat shock factor protein 1	1.0	0.999	3	18	18	18	0	0	0	0	0	0	0	0	2	2	2	1	1	0	0	1	3	2	1	3	0	0	0	0	0	0	0	0	2	2	2	1	1	0	0	1	3	2	1	3	0	0	0	0	0	0	0	0	2	2	2	1	1	0	0	1	3	2	1	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	67385.48	71211.19	75616.74	48845.207	27704.627	20958.232	0.0	0.0	70473.31	60023.992	28667.906	65204.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40374.09	36390.71	47640.98	0.0	0.0	0.0	0.0	0.0	36944.53	37205.53	0.0	36188.695	
sp|Q00688|FKBP3_HUMAN	Q00688	FKBP3_HUMAN	FKBP3	224	Homo sapiens OX=9606	1:Experimental evidence at protein level	Peptidyl-prolyl cis-trans isomerase FKBP3	1.0	0.999	9	77	77	77	1	0	0	0	0	0	0	0	10	6	9	12	3	3	0	2	7	11	6	7	1	0	0	0	0	0	0	0	10	6	9	12	3	3	0	2	7	11	6	7	1	0	0	0	0	0	0	0	10	6	9	12	3	3	0	2	7	11	6	7	115237.836	0.0	0.0	0.0	0.0	0.0	0.0	0.0	308888.47	302385.34	331933.84	273994.16	141537.06	182688.61	0.0	218395.84	350244.75	331391.8	283241.94	312682.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	116741.375	122540.16	122637.82	119863.1	74207.78	78036.625	0.0	126438.914	139513.66	127410.0	133681.12	126156.77	
sp|Q00765|REEP5_HUMAN	Q00765	REEP5_HUMAN	REEP5	189	Homo sapiens OX=9606	1:Experimental evidence at protein level	Receptor expression-enhancing protein 5	1.0	0.999	9	81	81	81	1	0	0	0	0	0	0	0	8	11	8	8	4	6	0	2	10	8	7	8	1	0	0	0	0	0	0	0	8	11	8	8	4	6	0	2	10	8	7	8	1	0	0	0	0	0	0	0	8	11	8	8	4	6	0	2	10	8	7	8	107120.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	203863.77	327313.0	246367.27	256952.03	284125.4	341097.12	0.0	212319.94	295797.12	292938.88	295581.34	294551.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	83608.78	74195.875	85486.44	89488.62	147021.56	133641.0	0.0	111996.516	86420.875	91624.984	94823.1	90383.695	
sp|Q00796|DHSO_HUMAN	Q00796	DHSO_HUMAN	SORD	357	Homo sapiens OX=9606	1:Experimental evidence at protein level	Sorbitol dehydrogenase	1.0	0.999	11	89	89	89	1	0	0	0	0	0	0	0	10	10	11	8	6	4	0	6	5	8	11	9	1	0	0	0	0	0	0	0	10	10	11	8	6	4	0	6	5	8	11	9	1	0	0	0	0	0	0	0	10	10	11	8	6	4	0	6	5	8	11	9	62699.098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	243286.0	267083.06	427610.9	398749.53	290099.44	233899.16	0.0	222307.66	257331.73	342232.6	349470.53	402102.84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	76923.34	64321.066	84380.24	83434.695	108521.11	86657.836	0.0	122168.234	77106.7	79502.74	78144.56	81202.47	
sp|Q00839|HNRPU_HUMAN	Q00839	HNRPU_HUMAN	HNRNPU	825	Homo sapiens OX=9606	1:Experimental evidence at protein level	Heterogeneous nuclear ribonucleoprotein U	1.0	0.999	30	686	686	686	20	0	0	0	0	0	0	0	73	75	72	89	42	35	0	31	62	64	65	58	20	0	0	0	0	0	0	0	73	75	72	89	42	35	0	31	62	64	65	58	20	0	0	0	0	0	0	0	73	75	72	89	42	35	0	31	62	64	65	58	2273085.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4307018.5	4826431.5	4225329.0	4816722.0	3614480.0	3354620.8	0.0	2991859.5	4497492.5	4115153.8	4333295.0	4576899.0	478945.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	632948.44	616399.75	648295.9	625575.4	468856.28	437250.12	0.0	402701.62	546468.8	565088.4	558459.1	548355.44	
sp|Q01081|U2AF1_HUMAN	Q01081	U2AF1_HUMAN	U2AF1	240	Homo sapiens OX=9606	1:Experimental evidence at protein level	Splicing factor U2AF 35 kDa subunit	1.0	0.999	5	78	45	78	1	0	0	0	0	0	0	0	8	7	9	6	4	3	0	4	10	7	10	9	1	0	0	0	0	0	0	0	4	5	5	3	2	2	0	2	5	5	6	5	1	0	0	0	0	0	0	0	8	7	9	6	4	3	0	4	10	7	10	9	67640.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	236997.31	278217.72	266167.22	272522.44	255014.89	268029.1	0.0	263757.53	316993.28	274296.6	285359.56	301883.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	90703.87	78923.78	88445.21	86999.17	89072.79	95026.61	0.0	100199.484	104859.0	94040.8	90843.49	87530.414	
sp|Q01082|SPTB2_HUMAN	Q01082	SPTB2_HUMAN	SPTBN1	2364	Homo sapiens OX=9606	1:Experimental evidence at protein level	Spectrin beta chain, non-erythrocytic 1	1.0	0.999	86	1058	996	1058	19	0	0	0	0	0	0	0	121	134	134	122	41	32	0	25	105	105	108	112	18	0	0	0	0	0	0	0	114	122	126	116	40	31	0	24	101	97	101	106	19	0	0	0	0	0	0	0	121	134	134	122	41	32	0	25	105	105	108	112	674132.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3713503.2	3594775.0	3341827.8	3676817.8	2471576.2	1951996.1	0.0	1249488.9	3632025.5	3390220.0	3452092.5	4040122.2	185979.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	207885.05	197741.36	203329.23	200665.61	213200.83	202056.38	0.0	203305.12	203506.97	207328.6	209186.95	210954.75	
sp|Q01085|TIAR_HUMAN	Q01085	TIAR_HUMAN	TIAL1	375	Homo sapiens OX=9606	1:Experimental evidence at protein level	Nucleolysin TIAR	1.0	0.999	6	28	28	56	0	0	0	0	0	0	0	0	2	3	2	3	3	3	0	2	3	2	3	2	0	0	0	0	0	0	0	0	2	3	2	3	3	3	0	2	3	2	3	2	1	0	0	0	0	0	0	0	6	6	5	6	4	5	0	4	5	4	6	4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79082.016	58943.18	86727.35	92729.72	105883.78	92306.64	0.0	89229.83	84567.07	90209.8	116794.484	99725.96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45374.297	33778.656	45783.36	48026.387	61572.47	53724.367	0.0	50543.785	49228.094	52380.273	67538.92	57951.02	
sp|Q01105|SET_HUMAN	Q01105	SET_HUMAN	SET	290	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein SET	1.0	0.999	8	204	39	204	10	0	0	0	0	0	0	0	22	19	23	29	10	8	1	6	20	15	21	20	2	0	0	0	0	0	0	0	6	5	4	5	1	2	0	2	3	2	4	3	10	0	0	0	0	0	0	0	22	19	23	29	10	8	1	6	20	15	21	20	884886.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1648862.5	1596878.2	1684406.1	1671923.2	1126210.9	995954.25	1612.761	938710.4	1535670.6	1518041.8	1645000.8	1630806.6	344778.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	444991.88	428659.2	463565.16	450626.38	400373.25	356017.03	0.0	354065.03	433826.78	428841.66	426519.16	414057.75	
sp|Q01130|SRSF2_HUMAN	Q01130	SRSF2_HUMAN	SRSF2	221	Homo sapiens OX=9606	1:Experimental evidence at protein level	Serine/arginine-rich splicing factor 2	1.0	0.999	6	78	26	78	3	0	0	0	0	0	0	0	7	9	7	7	5	5	0	2	9	9	7	8	0	0	0	0	0	0	0	0	2	5	3	2	1	0	0	0	4	2	3	4	3	0	0	0	0	0	0	0	7	9	7	7	5	5	0	2	9	9	7	8	523271.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	467761.72	724067.8	472659.56	459107.2	561927.25	534282.06	0.0	497732.75	813983.5	624115.25	715219.6	860348.94	336485.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	238273.58	267464.53	234594.84	227082.73	331761.22	338994.3	0.0	321943.84	326341.1	337688.0	326086.97	328293.6	
sp|Q01167|FOXK2_HUMAN	Q01167	FOXK2_HUMAN	FOXK2	660	Homo sapiens OX=9606	1:Experimental evidence at protein level	Forkhead box protein K2	1.0	0.999	5	8	8	12	0	0	0	0	0	0	0	0	1	0	3	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	3	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	1	4	2	1	0	0	0	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7024.8574	22094.137	25470.633	13880.1455	0.0	0.0	0.0	0.0	11310.405	18331.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16481.215	12686.144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q01415|GALK2_HUMAN	Q01415	GALK2_HUMAN	GALK2	458	Homo sapiens OX=9606	1:Experimental evidence at protein level	N-acetylgalactosamine kinase	0.9831	0.998	1	6	6	6	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13066.677	13486.945	12023.743	10992.922	0.0	0.0	0.0	0.0	12940.588	0.0	13567.857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q01433|AMPD2_HUMAN	Q01433	AMPD2_HUMAN	AMPD2	879	Homo sapiens OX=9606	1:Experimental evidence at protein level	AMP deaminase 2	1.0	0.999	8	52	52	52	0	0	0	0	0	0	0	0	6	5	7	6	1	2	0	0	8	6	5	6	0	0	0	0	0	0	0	0	6	5	7	6	1	2	0	0	8	6	5	6	0	0	0	0	0	0	0	0	6	5	7	6	1	2	0	0	8	6	5	6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	154449.17	166875.08	152401.9	204888.0	52107.21	102407.39	0.0	0.0	231902.1	207329.88	144684.1	232498.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48454.145	49672.99	45848.902	48838.91	46439.07	45067.582	0.0	0.0	49247.848	55114.746	50618.34	52452.12	
sp|Q01469|FABP5_HUMAN	Q01469	FABP5_HUMAN	FABP5	135	Homo sapiens OX=9606	1:Experimental evidence at protein level	Fatty acid-binding protein 5	1.0	0.999	8	159	159	159	5	0	0	0	0	0	0	0	16	14	14	22	13	8	0	6	15	15	15	16	5	0	0	0	0	0	0	0	16	14	14	22	13	8	0	6	15	15	15	16	5	0	0	0	0	0	0	0	16	14	14	22	13	8	0	6	15	15	15	16	440017.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	713029.3	776822.44	692294.6	731119.7	780745.1	652188.3	0.0	502377.4	843924.8	810241.75	845263.3	825924.5	173198.72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	204645.89	197070.0	189667.72	200334.81	186992.34	172117.05	0.0	184816.94	218909.02	213564.78	216530.9	215110.67	
sp|Q01518|CAP1_HUMAN	Q01518	CAP1_HUMAN	CAP1	475	Homo sapiens OX=9606	1:Experimental evidence at protein level	Adenylyl cyclase-associated protein 1	1.0	0.999	21	466	454	466	13	0	0	0	0	0	0	0	54	53	48	49	22	23	0	13	47	53	42	49	13	0	0	0	0	0	0	0	53	52	46	48	22	21	0	13	45	52	41	48	13	0	0	0	0	0	0	0	54	53	48	49	22	23	0	13	47	53	42	49	1146105.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1969598.6	2048899.1	1963514.5	1909585.8	1621267.0	1500045.9	0.0	1249370.2	1737528.2	1825008.1	1773686.6	1913612.0	293945.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	353991.53	339071.72	347493.72	344503.28	349435.06	326187.03	0.0	323813.8	329301.9	341453.2	338994.84	339639.0	
sp|Q01581|HMCS1_HUMAN	Q01581	HMCS1_HUMAN	HMGCS1	520	Homo sapiens OX=9606	1:Experimental evidence at protein level	Hydroxymethylglutaryl-CoA synthase, cytoplasmic	1.0	0.999	10	102	96	102	0	0	0	0	0	0	0	0	12	12	14	16	4	4	0	1	10	8	11	10	0	0	0	0	0	0	0	0	11	11	13	15	4	4	0	1	10	7	11	9	0	0	0	0	0	0	0	0	12	12	14	16	4	4	0	1	10	8	11	10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	267178.16	256309.86	271295.16	266083.3	139835.62	335103.6	0.0	157903.02	258596.67	249268.58	218000.94	283041.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51936.227	51397.184	51725.85	55536.85	69994.42	72346.32	0.0	107007.73	69244.03	75227.08	62474.984	59242.586	
