Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	Hela_10ng_DDA_12_14_2023_Slot1_15_2711 Spectral Count	Hela_250pg_DDA_100nlmin_12_20_2023_Slot1_11_2763 Spectral Count	Hela_250pg_DDA_100nlmin_12_20_2023_Slot1_11_2764 Spectral Count	Hela_250pg_DDA_100nlmin_12_20_2023_Slot1_11_2765 Spectral Count	Hela_250pg_DDA_200nlmin_12_20_2023_Slot1_11_2766 Spectral Count	Hela_250pg_DDA_200nlmin_12_20_2023_Slot1_11_2767 Spectral Count	Hela_250pg_DDA_200nlmin_12_20_2023_Slot1_11_2768 Spectral Count	Hela_250pg_DDA_200nlmin_12_20_2023_Slot1_11_2769 Spectral Count	Hela_250pg_DDA_300nlmin_12_20_2023_Slot1_11_2770 Spectral Count	Hela_250pg_DDA_300nlmin_12_21_2023_Slot1_11_2771 Spectral Count	Hela_250pg_DDA_400nlmin_12_21_2023_Slot1_11_2772 Spectral Count	Hela_250pg_DDA_400nlmin_12_21_2023_Slot1_11_2773 Spectral Count	Hela_250pg_DDA_400nlmin_12_21_2023_Slot1_11_2774 Spectral Count	Hela_10ng_DDA_12_14_2023_Slot1_15_2711 Unique Spectral Count	Hela_250pg_DDA_100nlmin_12_20_2023_Slot1_11_2763 Unique Spectral Count	Hela_250pg_DDA_100nlmin_12_20_2023_Slot1_11_2764 Unique Spectral Count	Hela_250pg_DDA_100nlmin_12_20_2023_Slot1_11_2765 Unique Spectral Count	Hela_250pg_DDA_200nlmin_12_20_2023_Slot1_11_2766 Unique Spectral Count	Hela_250pg_DDA_200nlmin_12_20_2023_Slot1_11_2767 Unique Spectral Count	Hela_250pg_DDA_200nlmin_12_20_2023_Slot1_11_2768 Unique Spectral Count	Hela_250pg_DDA_200nlmin_12_20_2023_Slot1_11_2769 Unique Spectral Count	Hela_250pg_DDA_300nlmin_12_20_2023_Slot1_11_2770 Unique Spectral Count	Hela_250pg_DDA_300nlmin_12_21_2023_Slot1_11_2771 Unique Spectral Count	Hela_250pg_DDA_400nlmin_12_21_2023_Slot1_11_2772 Unique Spectral Count	Hela_250pg_DDA_400nlmin_12_21_2023_Slot1_11_2773 Unique Spectral Count	Hela_250pg_DDA_400nlmin_12_21_2023_Slot1_11_2774 Unique Spectral Count	Hela_10ng_DDA_12_14_2023_Slot1_15_2711 Total Spectral Count	Hela_250pg_DDA_100nlmin_12_20_2023_Slot1_11_2763 Total Spectral Count	Hela_250pg_DDA_100nlmin_12_20_2023_Slot1_11_2764 Total Spectral Count	Hela_250pg_DDA_100nlmin_12_20_2023_Slot1_11_2765 Total Spectral Count	Hela_250pg_DDA_200nlmin_12_20_2023_Slot1_11_2766 Total Spectral Count	Hela_250pg_DDA_200nlmin_12_20_2023_Slot1_11_2767 Total Spectral Count	Hela_250pg_DDA_200nlmin_12_20_2023_Slot1_11_2768 Total Spectral Count	Hela_250pg_DDA_200nlmin_12_20_2023_Slot1_11_2769 Total Spectral Count	Hela_250pg_DDA_300nlmin_12_20_2023_Slot1_11_2770 Total Spectral Count	Hela_250pg_DDA_300nlmin_12_21_2023_Slot1_11_2771 Total Spectral Count	Hela_250pg_DDA_400nlmin_12_21_2023_Slot1_11_2772 Total Spectral Count	Hela_250pg_DDA_400nlmin_12_21_2023_Slot1_11_2773 Total Spectral Count	Hela_250pg_DDA_400nlmin_12_21_2023_Slot1_11_2774 Total Spectral Count	Hela_10ng_DDA_12_14_2023_Slot1_15_2711 Intensity	Hela_250pg_DDA_100nlmin_12_20_2023_Slot1_11_2763 Intensity	Hela_250pg_DDA_100nlmin_12_20_2023_Slot1_11_2764 Intensity	Hela_250pg_DDA_100nlmin_12_20_2023_Slot1_11_2765 Intensity	Hela_250pg_DDA_200nlmin_12_20_2023_Slot1_11_2766 Intensity	Hela_250pg_DDA_200nlmin_12_20_2023_Slot1_11_2767 Intensity	Hela_250pg_DDA_200nlmin_12_20_2023_Slot1_11_2768 Intensity	Hela_250pg_DDA_200nlmin_12_20_2023_Slot1_11_2769 Intensity	Hela_250pg_DDA_300nlmin_12_20_2023_Slot1_11_2770 Intensity	Hela_250pg_DDA_300nlmin_12_21_2023_Slot1_11_2771 Intensity	Hela_250pg_DDA_400nlmin_12_21_2023_Slot1_11_2772 Intensity	Hela_250pg_DDA_400nlmin_12_21_2023_Slot1_11_2773 Intensity	Hela_250pg_DDA_400nlmin_12_21_2023_Slot1_11_2774 Intensity	Hela_10ng_DDA_12_14_2023_Slot1_15_2711 MaxLFQ Intensity	Hela_250pg_DDA_100nlmin_12_20_2023_Slot1_11_2763 MaxLFQ Intensity	Hela_250pg_DDA_100nlmin_12_20_2023_Slot1_11_2764 MaxLFQ Intensity	Hela_250pg_DDA_100nlmin_12_20_2023_Slot1_11_2765 MaxLFQ Intensity	Hela_250pg_DDA_200nlmin_12_20_2023_Slot1_11_2766 MaxLFQ Intensity	Hela_250pg_DDA_200nlmin_12_20_2023_Slot1_11_2767 MaxLFQ Intensity	Hela_250pg_DDA_200nlmin_12_20_2023_Slot1_11_2768 MaxLFQ Intensity	Hela_250pg_DDA_200nlmin_12_20_2023_Slot1_11_2769 MaxLFQ Intensity	Hela_250pg_DDA_300nlmin_12_20_2023_Slot1_11_2770 MaxLFQ Intensity	Hela_250pg_DDA_300nlmin_12_21_2023_Slot1_11_2771 MaxLFQ Intensity	Hela_250pg_DDA_400nlmin_12_21_2023_Slot1_11_2772 MaxLFQ Intensity	Hela_250pg_DDA_400nlmin_12_21_2023_Slot1_11_2773 MaxLFQ Intensity	Hela_250pg_DDA_400nlmin_12_21_2023_Slot1_11_2774 MaxLFQ Intensity	Indistinguishable Proteins
sp|P63218|GBG5_HUMAN	P63218	GBG5_HUMAN	GNG5	68	Homo sapiens OX=9606	1:Experimental evidence at protein level	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-5	1.0	0.999	2	3	2	3	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P63220|RS21_HUMAN	P63220	RS21_HUMAN	RPS21	83	Homo sapiens OX=9606	1:Experimental evidence at protein level	40S ribosomal protein S21	1.0	0.999	5	43	43	43	13	1	1	1	2	1	2	3	3	3	5	5	3	13	1	1	1	2	1	2	3	3	3	5	5	3	13	1	1	1	2	1	2	3	3	3	5	5	3	529087.5	108578.266	196610.44	195901.02	564868.2	296154.16	387385.53	696090.44	547370.9	496278.8	779623.0	671474.56	670703.3	231042.83	0.0	0.0	0.0	308677.3	0.0	0.0	310024.72	304213.84	275731.9	427577.06	312381.1	371364.5	
sp|P63241|IF5A1_HUMAN	P63241	IF5A1_HUMAN	EIF5A	154	Homo sapiens OX=9606	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 5A-1	1.0	0.999	13	114	17	114	53	2	4	4	4	8	6	4	4	6	7	6	6	7	0	0	0	0	1	2	1	0	1	1	2	2	53	2	4	4	4	8	6	4	4	6	7	6	6	2170459.2	341888.62	209261.64	273945.66	981233.44	1056589.9	766148.56	589792.0	1105078.5	1098515.8	1423601.4	1373817.2	1323610.2	125183.805	247143.39	0.0	0.0	353195.2	360063.3	406944.56	365860.7	391038.0	342227.97	433785.66	431774.53	415034.4	
sp|P63244|RACK1_HUMAN	P63244	RACK1_HUMAN	RACK1	317	Homo sapiens OX=9606	1:Experimental evidence at protein level	Receptor of activated protein C kinase 1	1.0	0.999	14	76	76	76	23	2	3	4	7	3	5	4	4	4	6	6	5	23	2	3	4	7	3	5	4	4	4	6	6	5	23	2	3	4	7	3	5	4	4	4	6	6	5	1094476.5	107050.945	293226.6	637304.5	765182.25	551519.8	758666.0	630815.4	462404.7	502369.8	836199.25	1043197.2	674575.06	346130.03	0.0	231972.12	369103.44	216867.47	237337.75	300837.94	255994.56	204357.16	188334.16	218910.11	277834.53	205892.73	
sp|P63261|ACTG_HUMAN	P63261	ACTG_HUMAN	ACTG1	375	Homo sapiens OX=9606	1:Experimental evidence at protein level	Actin, cytoplasmic 2	1.0	0.999	26	21	21	1299	16	0	0	0	0	0	1	1	0	1	0	1	1	16	0	0	0	0	0	1	1	0	1	0	1	1	266	55	87	83	105	111	98	91	78	75	86	80	84	98528.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P63272|SPT4H_HUMAN	P63272	SPT4H_HUMAN	SUPT4H1	117	Homo sapiens OX=9606	1:Experimental evidence at protein level	Transcription elongation factor SPT4	0.9701	0.9983	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	37399.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P63279|UBC9_HUMAN	P63279	UBC9_HUMAN	UBE2I	158	Homo sapiens	1:Experimental evidence at protein level	SUMO-conjugating enzyme UBC9	1.0	0.999	3	8	8	8	8	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	793337.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P63313|TYB10_HUMAN	P63313	TYB10_HUMAN	TMSB10	44	Homo sapiens OX=9606	1:Experimental evidence at protein level	Thymosin beta-10	1.0	0.999	7	59	59	83	31	0	1	1	3	2	2	2	4	3	3	3	4	31	0	1	1	3	2	2	2	4	3	3	3	4	31	2	4	3	6	4	4	4	7	4	4	4	6	2914277.2	111463.49	575921.25	591867.3	862595.1	594072.25	1019831.94	482625.25	741821.06	534774.7	736140.4	805430.9	640381.94	682398.44	0.0	0.0	0.0	404767.56	457962.25	473844.44	368340.38	372382.72	252205.42	349302.16	382130.72	302134.56	
sp|P67775|PP2AA_HUMAN	P67775	PP2AA_HUMAN	PPP2CA	309	Homo sapiens OX=9606	1:Experimental evidence at protein level	Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform	1.0	0.999	9	31	8	31	12	1	1	0	1	2	2	2	1	2	2	2	3	1	0	0	0	0	1	1	0	0	1	1	1	2	12	1	1	0	1	2	2	2	1	2	2	2	3	273569.88	0.0	0.0	0.0	0.0	142303.64	305277.66	164641.36	103452.76	239520.78	253201.0	159647.16	133366.83	0.0	0.0	0.0	0.0	0.0	0.0	166653.84	0.0	0.0	141252.05	149791.0	0.0	0.0	
sp|P67809|YBOX1_HUMAN	P67809	YBOX1_HUMAN	YBX1	324	Homo sapiens OX=9606	1:Experimental evidence at protein level	Y-box-binding protein 1	1.0	0.999	14	71	48	71	45	1	4	1	2	2	4	2	2	2	2	1	3	31	0	1	1	1	2	2	2	2	2	1	1	2	45	1	4	1	2	2	4	2	2	2	2	1	3	2322442.0	307783.28	359358.28	441853.72	491085.5	720619.9	799958.0	758847.1	382121.44	454545.94	554053.56	631931.2	394935.34	758891.44	196263.31	0.0	0.0	0.0	563972.1	536559.2	565036.94	0.0	0.0	375948.84	497230.06	0.0	
sp|P67812|SC11A_HUMAN	P67812	SC11A_HUMAN	SEC11A	179	Homo sapiens OX=9606	1:Experimental evidence at protein level	Signal peptidase complex catalytic subunit SEC11A	1.0	0.9986	4	12	5	12	12	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	127567.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P67870|CSK2B_HUMAN	P67870	CSK2B_HUMAN	CSNK2B	215	Homo sapiens OX=9606	1:Experimental evidence at protein level	Casein kinase II subunit beta	1.0	0.999	2	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	210059.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P67936|TPM4_HUMAN	P67936	TPM4_HUMAN	TPM4	248	Homo sapiens OX=9606	1:Experimental evidence at protein level	Tropomyosin alpha-4 chain	1.0	0.999	30	212	102	212	69	9	9	9	14	12	17	13	10	9	14	15	12	32	3	6	5	6	8	9	5	4	5	6	7	6	69	9	9	9	14	12	17	13	10	9	14	15	12	3856633.5	1997910.0	1602436.6	1737814.5	3739435.0	3846016.0	3694532.2	3577796.5	3493709.8	3395722.2	3699470.8	3960695.2	3708632.8	322302.62	432286.03	612723.9	608795.4	874133.5	911198.06	832915.5	760144.0	803681.4	697997.2	774367.8	876414.7	919202.8	
sp|P68032|ACTC_HUMAN	P68032	ACTC_HUMAN	ACTC1	377	Homo sapiens OX=9606	1:Experimental evidence at protein level	Actin, alpha cardiac muscle 1	1.0	0.999	20	102	0	893	91	0	3	1	0	1	1	2	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	250	35	54	51	64	68	58	51	52	53	54	51	52	4305097.0	0.0	99201.81	0.0	0.0	105238.664	229060.78	141194.52	72630.16	67951.266	116047.52	150515.48	96424.35	704694.7	0.0	0.0	0.0	0.0	0.0	0.0	417931.62	0.0	0.0	0.0	0.0	0.0	
sp|P68036|UB2L3_HUMAN	P68036	UB2L3_HUMAN	UBE2L3	154	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ubiquitin-conjugating enzyme E2 L3	1.0	0.999	6	15	3	15	10	0	0	0	1	2	0	0	1	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	1	2	0	0	1	0	0	1	0	377787.2	0.0	0.0	0.0	100564.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P68104|EF1A1_HUMAN	P68104	EF1A1_HUMAN	EEF1A1	462	Homo sapiens OX=9606	1:Experimental evidence at protein level	Elongation factor 1-alpha 1	1.0	0.999	17	323	0	323	108	12	12	16	22	18	17	16	18	20	19	20	25	0	0	0	0	0	0	0	0	0	0	0	0	0	108	12	12	16	22	18	17	16	18	20	19	20	25	7050302.0	3872531.8	3837216.8	4408269.0	8743015.0	8384777.0	9134182.0	8770408.0	7604441.5	7600189.5	8361380.5	1.0112263E7	9275576.0	934623.25	1034187.75	1031309.2	1180393.4	2219263.0	2116616.0	2321200.2	2220976.5	1965478.2	1900531.9	2100613.2	2571961.0	2305648.0	sp|Q5VTE0|EF1A3_HUMAN
sp|P68366|TBA4A_HUMAN	P68366	TBA4A_HUMAN	TUBA4A	448	Homo sapiens OX=9606	1:Experimental evidence at protein level	Tubulin alpha-4A chain	1.0	0.999	19	48	31	258	23	2	2	3	2	2	2	2	2	2	2	2	2	6	2	2	3	2	2	2	2	2	2	2	2	2	111	6	10	13	13	13	12	14	15	10	14	12	15	483483.84	269562.28	543256.8	687366.1	443758.84	482559.12	415122.2	447175.62	462722.0	267179.5	742309.94	649803.6	656729.5	0.0	133511.38	302003.6	370652.7	256074.75	278514.9	239634.7	258065.39	267221.7	154233.12	424036.28	372659.22	378884.97	
sp|P68371|TBB4B_HUMAN	P68371	TBB4B_HUMAN	TUBB4B	445	Homo sapiens OX=9606	1:Experimental evidence at protein level	Tubulin beta-4B chain	1.0	0.999	22	47	15	530	23	1	4	6	1	1	2	1	1	1	2	3	1	3	1	1	1	1	1	1	1	1	1	1	1	1	214	7	28	26	26	22	26	23	22	27	36	34	39	2250637.2	395811.62	738794.9	804717.94	562398.75	691841.4	576708.4	516095.03	481755.16	460400.12	578257.44	736202.44	556414.44	1057774.8	0.0	525190.9	534249.9	0.0	0.0	443953.3	0.0	0.0	0.0	0.0	471283.16	0.0	
sp|P68400|CSK21_HUMAN	P68400	CSK21_HUMAN	CSNK2A1	391	Homo sapiens OX=9606	1:Experimental evidence at protein level	Casein kinase II subunit alpha	1.0	0.999	5	8	0	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	388549.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|Q8NEV1|CSK23_HUMAN
sp|P68402|PA1B2_HUMAN	P68402	PA1B2_HUMAN	PAFAH1B2	229	Homo sapiens OX=9606	1:Experimental evidence at protein level	Platelet-activating factor acetylhydrolase IB subunit alpha2	1.0	0.999	2	6	6	6	6	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	123415.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P69849|NOMO3_HUMAN	P69849	NOMO3_HUMAN	NOMO3	1222	Homo sapiens OX=9606	1:Experimental evidence at protein level	Nodal modulator 3	1.0	0.999	10	1	0	16	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	22472.178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|Q5JPE7|NOMO2_HUMAN
sp|P78310|CXAR_HUMAN	P78310	CXAR_HUMAN	CXADR	365	Homo sapiens OX=9606	1:Experimental evidence at protein level	Coxsackievirus and adenovirus receptor	0.9807	0.9989	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	29395.121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P78316|NOP14_HUMAN	P78316	NOP14_HUMAN	NOP14	857	Homo sapiens OX=9606	1:Experimental evidence at protein level	Nucleolar protein 14	1.0	0.999	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	49673.914	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P78318|IGBP1_HUMAN	P78318	IGBP1_HUMAN	IGBP1	339	Homo sapiens OX=9606	1:Experimental evidence at protein level	Immunoglobulin-binding protein 1	1.0	0.999	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	120985.625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P78330|SERB_HUMAN	P78330	SERB_HUMAN	PSPH	225	Homo sapiens OX=9606	1:Experimental evidence at protein level	Phosphoserine phosphatase	1.0	0.999	3	5	5	5	5	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	66463.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P78332|RBM6_HUMAN	P78332	RBM6_HUMAN	RBM6	1123	Homo sapiens OX=9606	1:Experimental evidence at protein level	RNA-binding protein 6	0.9768	0.9987	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	11710.281	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P78344|IF4G2_HUMAN	P78344	IF4G2_HUMAN	EIF4G2	907	Homo sapiens OX=9606	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 4 gamma 2	1.0	0.999	16	25	25	25	25	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	717143.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P78346|RPP30_HUMAN	P78346	RPP30_HUMAN	RPP30	268	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ribonuclease P protein subunit p30	1.0	0.999	2	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	56234.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P78347|GTF2I_HUMAN	P78347	GTF2I_HUMAN	GTF2I	998	Homo sapiens OX=9606	1:Experimental evidence at protein level	General transcription factor II-I	1.0	0.999	30	42	42	42	37	0	0	0	0	0	1	3	0	0	0	1	0	37	0	0	0	0	0	1	3	0	0	0	1	0	37	0	0	0	0	0	1	3	0	0	0	1	0	1156907.0	0.0	0.0	0.0	0.0	0.0	104781.03	69628.086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P78356|PI42B_HUMAN	P78356	PI42B_HUMAN	PIP4K2B	416	Homo sapiens OX=9606	1:Experimental evidence at protein level	Phosphatidylinositol 5-phosphate 4-kinase type-2 beta	0.9519	0.9972	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	21969.377	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P78357|CNTP1_HUMAN	P78357	CNTP1_HUMAN	CNTNAP1	1384	Homo sapiens OX=9606	1:Experimental evidence at protein level	Contactin-associated protein 1	1.0	0.999	4	6	6	6	6	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	79707.625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P78362|SRPK2_HUMAN	P78362	SRPK2_HUMAN	SRPK2	688	Homo sapiens OX=9606	1:Experimental evidence at protein level	SRSF protein kinase 2	0.9973	0.9976	5	2	2	6	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	30586.867	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P78368|KC1G2_HUMAN	P78368	KC1G2_HUMAN	CSNK1G2	415	Homo sapiens OX=9606	1:Experimental evidence at protein level	Casein kinase I isoform gamma-2	0.9985	0.9955	2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	8120.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|Q9Y6M4|KC1G3_HUMAN
sp|P78371|TCPB_HUMAN	P78371	TCPB_HUMAN	CCT2	535	Homo sapiens OX=9606	1:Experimental evidence at protein level	T-complex protein 1 subunit beta	1.0	0.999	24	86	86	86	38	3	1	2	2	5	5	6	6	3	6	4	5	38	3	1	2	2	5	5	6	6	3	6	4	5	38	3	1	2	2	5	5	6	6	3	6	4	5	1707672.9	69350.26	195090.17	173707.03	449373.38	444008.5	629154.9	713439.8	719828.75	272471.28	392583.44	602444.4	588301.7	390759.12	0.0	0.0	0.0	242306.62	212441.38	289519.03	249670.38	225953.1	143786.05	169302.08	248151.36	203701.56	
sp|P78406|RAE1L_HUMAN	P78406	RAE1L_HUMAN	RAE1	368	Homo sapiens OX=9606	1:Experimental evidence at protein level	mRNA export factor RAE1	1.0	0.999	7	11	11	11	11	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	370654.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P78417|GSTO1_HUMAN	P78417	GSTO1_HUMAN	GSTO1	241	Homo sapiens OX=9606	1:Experimental evidence at protein level	Glutathione S-transferase omega-1	1.0	0.999	12	38	38	38	16	0	0	3	3	2	2	3	2	3	1	2	1	16	0	0	3	3	2	2	3	2	3	1	2	1	16	0	0	3	3	2	2	3	2	3	1	2	1	1278607.4	0.0	0.0	0.0	145811.75	134808.69	330352.3	255365.47	110470.82	127934.266	120679.22	145105.23	138479.06	313935.78	0.0	0.0	0.0	0.0	0.0	214322.62	144070.94	0.0	0.0	0.0	0.0	0.0	
sp|P78527|PRKDC_HUMAN	P78527	PRKDC_HUMAN	PRKDC	4128	Homo sapiens OX=9606	1:Experimental evidence at protein level	DNA-dependent protein kinase catalytic subunit	1.0	0.999	131	418	418	418	181	6	8	12	22	27	27	23	18	15	27	26	26	181	6	8	12	22	27	27	23	18	15	27	26	26	181	6	8	12	22	27	27	23	18	15	27	26	26	7995624.0	35692.035	0.0	1161452.8	1963437.6	1539429.1	2166317.8	1706169.9	1134682.8	926402.5	1833580.0	3078936.2	1395165.9	175904.39	0.0	0.0	287118.25	200623.81	167519.72	271013.06	220042.02	190246.6	180915.11	211298.08	261352.72	199564.0	
