Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_200nlminC_15cm_4-25-2024_Slot2-91_5765.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_200nlminC_15cm_4-25-2024_Slot2-91_5766.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_200nlminC_15cm_4-25-2024_Slot2-91_5767.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_200nlminC_15cm_4-25-2024_Slot2-91_5768.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_200nlminC_15cm_4-25-2024_Slot2-91_5769.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_250nlminA_15cm_4-25-2024_Slot2-91_5770.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_250nlminA_15cm_4-25-2024_Slot2-91_5771.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_250nlminA_15cm_4-25-2024_Slot2-91_5772.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_250nlminA_15cm_4-25-2024_Slot2-91_5773.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_250nlminA_15cm_4-25-2024_Slot2-91_5774.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_300nlminB_15cm_4-25-2024_Slot2-91_5775.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_300nlminB_15cm_4-25-2024_Slot2-91_5776.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_300nlminB_15cm_4-25-2024_Slot2-91_5777.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_300nlminB_15cm_4-25-2024_Slot2-91_5778.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_300nlminB_15cm_4-25-2024_Slot2-91_5779.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_350nlminB_15cm_4-25-2024_Slot2-91_5780.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_350nlminB_15cm_4-25-2024_Slot2-91_5782.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_350nlminB_15cm_4-25-2024_Slot2-91_5783.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_350nlminB_15cm_4-26-2024_Slot2-91_5788.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_350nlminB_15cm_4-26-2024_Slot2-91_5789.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_400nlminB_15cm_4-27-2024_Slot2-91_5840.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_400nlminB_15cm_4-27-2024_Slot2-91_5841.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_400nlminB_15cm_4-27-2024_Slot2-91_5842.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_400nlminB_15cm_4-27-2024_Slot2-91_5843.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_400nlminB_15cm_4-27-2024_Slot2-91_5844.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_200nlminC_15cm_4-26-2024_Slot2-91_5796.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_200nlminC_15cm_4-26-2024_Slot2-91_5797.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_200nlminC_15cm_4-26-2024_Slot2-91_5798.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_200nlminC_15cm_4-26-2024_Slot2-91_5799.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_200nlminC_15cm_4-26-2024_Slot2-91_5800.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_250nlminA_15cm_4-26-2024_Slot2-91_5801.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_250nlminA_15cm_4-26-2024_Slot2-91_5802.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_250nlminA_15cm_4-26-2024_Slot2-91_5803.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_250nlminA_15cm_4-27-2024_Slot2-91_5804.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_250nlminA_15cm_4-27-2024_Slot2-91_5805.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_300nlminB_15cm_4-27-2024_Slot2-91_5806.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_300nlminB_15cm_4-27-2024_Slot2-91_5807.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_300nlminB_15cm_4-27-2024_Slot2-91_5808.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_300nlminB_15cm_4-27-2024_Slot2-91_5809.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_300nlminB_15cm_4-27-2024_Slot2-91_5810.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_350nlminB_15cm_4-27-2024_Slot2-91_5811.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_350nlminB_15cm_4-27-2024_Slot2-91_5812.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_350nlminB_15cm_4-27-2024_Slot2-91_5813.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_350nlminB_15cm_4-27-2024_Slot2-91_5814.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_350nlminB_15cm_4-27-2024_Slot2-91_5815.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_400nlminB_15cm_4-27-2024_Slot2-91_5834.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_400nlminB_15cm_4-27-2024_Slot2-91_5835.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_400nlminB_15cm_4-27-2024_Slot2-91_5836.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_400nlminB_15cm_4-27-2024_Slot2-91_5837.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_400nlminB_15cm_4-27-2024_Slot2-91_5838.d
Q8TCS8	Q8TCS8	PNPT1_HUMAN	PNPT1	Polyribonucleotide nucleotidyltransferase 1, mitochondrial	1090.55		2307.04	1938.86	2108.6	1187.31	1525.44	1666.81	1453.41	1541.24	1098.73	1215.95	1471.45	891.748	1398.3	1083.54	1375.08	1498.39	1682.62	1257.33	1274.71	1159.35	977.689	1001.03	1386.06	1306.76	2355.51	1720.47	2013.65	1139.88	1829.06		2325.27	1522.22	1143.29	1059.47	1623.19		1312.29	1357.02	2029.52	1418.3	1462.72	1352.68	1414.85	1159.41	1609.72	1092.53	1501.8	1284.17
Q8TCT9	Q8TCT9	HM13_HUMAN	HM13	Minor histocompatibility antigen H13	3091.01	2642.09	2889.41	3056.78	3146.22	3054.03	2163.83	2429.17	3218.13	2013.33	2771.25	2294.18	2879.41	2448.72	2734.94	2951.02	2487.38	2329.88	2491.04	2804.09	2481.78	2287.41	2815.3	2862.51	3011.29	2589.31	2782.61	2092.04	2403.76	2919.28	3202.35	3008.44	2790.33	3384.32	2829.52	2605.34	2653.81	3051.95	2622.71	3451.46	2139.4	3017.29	2955.16	2833.38	2404.6	2858.75	2805.41	2534.97	2364.71	3621.96
Q8TCU4	Q8TCU4	ALMS1_HUMAN	ALMS1	Alstrom syndrome protein 1	1834.33				1103.41		882.14				1115.34		945.404					806.675															1206.8			686.582	985.627					1105.19			1034.06	1691.74			947.014	
Q8TD08	Q8TD08	MK15_HUMAN	MAPK15	Mitogen-activated protein kinase 15		1941.73	1981.29	2570.81	2047.66	2421.38	1631.01	2138	1938.22	1710.03	1730.82				3348.11	2757.28	1535.87	2074.67	1696.06	1908.6	2446.14			1903.2		1289.23	1918.83	1844.48	1552.6	1936.31	1296.71	1605.09	1631.42	1897.33	3817.76	1741.83					1801.42	2580.57		1877.68	2198.64	1992.22	2884.06			2574.53
Q8TD19	Q8TD19	NEK9_HUMAN	NEK9	Serine/threonine-protein kinase Nek9									401.863				576.828					481.191				402.649		525.913	475.541		716.31					948.311								788.106			499.279			226.506				
Q8TDD1	Q8TDD1	DDX54_HUMAN	DDX54	ATP-dependent RNA helicase DDX54			1111.39		1661.18		572.192	244.493	650.008	769.726	582.721	277.663			450.465	949.372	633.9					1063.63	498.184	346.418				1099.84	706.024	1075.07						963.865			1325.36	305.303				270.237		485.025	285.929	681.511		
Q8TDN6	Q8TDN6	BRX1_HUMAN	BRIX1	Ribosome biogenesis protein BRX1 homolog	2357.39	1408.54	1578.17		1944.97	2020.73	1811.94	1589.23	1816.61	1547.19	1815.04	1694.63	1421.93	1915.61	1616.27	1789.19	1431.31	1614.82	2142.27	2269.79	1516.39	1400.65	1718.11	1363.97	1793.43	1604.17	1494.3	1544.11	2495.32	1189.85	1602.01	1078.05	1097.1	1731.81	1156.19	1124.09	2723.81	1103.19	1561.29	1109.56	1614.33	1368.32	1512.35	1745.87	1978.4	777.624	1705.98	1179.6	2702.91	1707.9
Q8TDX7	Q8TDX7	NEK7_HUMAN	NEK7	Serine/threonine-protein kinase Nek7	828.863	938.122		443.118	392.894	1015.35	769.405	598.125	728.705	663.553	591.711	754.458	822.41	1028.4	432.689	1003.4	930.175	1117.85	838.733	1020.23	870.059	629.641	930.92	990.594	1062.54		432.759				876.774		586.167	894.125	1128.88	1219.72	311.081	845.618	775.953		428.318	629.048	1403.5	1239.06	645.091	765.759	653.725	2199.56	1031.13	797.493
Q8TED0	Q8TED0	UTP15_HUMAN	UTP15	U3 small nucleolar RNA-associated protein 15 homolog	668.835				731.362					610.992	387.763	452.807	444.972	388.083		727.593	301.072	629.651	501.829	140.33		453.133						876.948							666.918	679.102	763.026			325.618	589.505	987.847	543.101	447.34	408.231					
Q8TED1	Q8TED1	GPX8_HUMAN	GPX8	Probable glutathione peroxidase 8	2031.18	1464.64	2317.37	1450.77	1834.45	1709.65	1624.68	1671.59	1564.83	1573.57	1796.37	1345.08	1385.54	1322.28	1603.68	1944.2	1584.09	1466.58	1792.64	1541.1	1474.34	1538.8	1598.93	1617.25	1557.96	1855.07	2651.27	1542.44	2151.33	1917.24	1343.6	1644.11	2446.34	1875.65	1995.02	1722.26	1426.24	1710.13	1845.36	1623.67	1193.99	930.915	1872.11	1816.63	2003.47	1799.32	1575.82	1531.14	1270.08	1960.87
Q8TEM1	Q8TEM1	PO210_HUMAN	NUP210	Nuclear pore membrane glycoprotein 210	1163.32	1205.78	1142.37	1393.48	1441.94	1324.6	1280.49	1039.3	1542.83	1387.22	1021.75	1652.54	1363.11	1145.44	1153.17	1271.84	909.918	1035.78	1348.42	924.679	1378.36	1622.46	1301.14	1428.24	1423.18	1208.47	1142.6	1293.1	1138.81	1863.35	1885.71	1460.84	1198.19	1251.45	1308.54	1546.28	1192.34	1477.38	1458.75	1444.47	1476.31	1569.54	1327.33	1200.86	1242.49	1284.19	1005.08	1269.15	1352	1170.24
Q8TEQ6	Q8TEQ6	GEMI5_HUMAN	GEMIN5	Gem-associated protein 5	542.982	1461.79			854.839	1144.87		815.994	1352.01	803.997	805.53	1051.44	864.304	1439.08	1209.99	1101.25	1002.22	1128.85	751.72	781.539	573.502	960.424	1229.59	524.192	744.903	1069.98	1478.89	1317.16	453.977	1199.44	1219.62	1107.79	1060.48	1256.69	2056.58	1454.43	1260.55	934.872		1292.29	993.651	1195.87	750.761	906.425	1018.05	1022.93	967.87	1027.58	830.375	882.584
Q8TEX9	Q8TEX9	IPO4_HUMAN	IPO4	Importin-4	803.729	734.905	1577.08	1007.71	944.531		769.516	769.689	752.083	976.863	529.362	682.51	873.315	822.551	877.042	892.388	880.774	835.394	1024.78	880.774	806.84	951.567	751.426	1057.56	976.153	1482.33	1253.81	1349.81	904.107	1455.16	1315.98	1465.67	2461.79		946.144	1136.16	905.059	928.414	957.839	990.703	1144.29	1143.07	1211.22	869.652	937.089	1177.53	886.615	828.575	796.707	640.013
Q8TF64	Q8TF64	GIPC3_HUMAN	GIPC3	PDZ domain-containing protein GIPC3																				424.854		518.123												771.217					1350.66											
Q8WTS6	Q8WTS6	SETD7_HUMAN	SETD7	Histone-lysine N-methyltransferase SETD7						801.075		700.737	843.326			666.906	218.011							524.468		410.791	688.53		449.585			484.056					526.018	552.979		319.069	820.596	516.438				472.269			439.455	341.248			483.236	
Q8WTV0	Q8WTV0	SCRB1_HUMAN	SCARB1	Scavenger receptor class B member 1	2192.09	783.388	1678.07	1631.11	1127.52	949.521	1422.73	988.567	772.484	951.599	715.777	904.432	910.551	1401.86		981.187	1297.5	1196.4	1190.43	902.46	1248.21	527.126	812.943	1236.34	768.116	1453.41	1517.12	994.42	1004.52	1645.66	1202.97	1792.72	1377.67	978.498			833.961	1662.8	1103.2	1263.43	1356.85	1127.31	1336.56	1215.1	1330.08	1260.73	1934.08	1224.37	970.171	1884.08
Q8WU79	Q8WU79	SMAP2_HUMAN	SMAP2	Stromal membrane-associated protein 2									500.161					550.65																			713.647			446.096														
Q8WU90	Q8WU90	ZC3HF_HUMAN	ZC3H15	Zinc finger CCCH domain-containing protein 15	1578.3	1828.1	1319.69	1052.16	2110.45	1536.53	1277.08	1508.83	1160.92	2071.79	1380.87	1282.75	1124.47	1363.45	964.805	1692.41	1526.75	1228.15	1324.8	1083.93	1298.83	1031.81	839.443	1347.83	1432.18	1260.97	1437.42	2116.26	1569.65	1760.73	1196.96	913.16	923.235	1345.07	1125.22	1430.73	1137.57	1438.17	1620.99	1462.03	1033.8	912.063	1330.14	1241.1	1301.57	734.755	775.163	1250.23	1599.47	1455.47
Q8WUA2	Q8WUA2	PPIL4_HUMAN	PPIL4	Peptidyl-prolyl cis-trans isomerase-like 4					309.476		514.982	354.419				552.817	319.23			252.192		316.15					430.712		488.279											279.052			166.157	674.872		538.727	358.388	275.913			448.795		263.889	
Q8WUF5	Q8WUF5	IASPP_HUMAN	PPP1R13L	RelA-associated inhibitor		844.443				658.825			503.809	459.393	1130.79	556.613	638.661	989.645	864.91	399.741	823.832	1446.14	673.71	475.613	712.626	697.09	584.71		705.194	499.416	1453.4		1187.5	1474.99	1021.63		590.819	1003.24	522.307	688.214	1311.62	588.746	645.845		751.9	532.242	577.605		855.203	561.698	777.408	587.925	457.824	574.656
Q8WUH6	Q8WUH6	TM263_HUMAN	TMEM263	Transmembrane protein 263	1040.7	1093.03	598.283	856.077		768.16	636.839	1150.53	601.782	498.861	1004.8	905.811	508.377	653.505	714.393	485.863	605.9	893.183	656.525		716.244	758.954	644.504		701.886	1617.99	736.294	981.154		1647.53	1494.91			392.529	472.107	807.584	423.466	500.879	654.501	531.503	749.625		658.926	685.021		870.504	762.095	849.79	1023.5	527.116
Q8WUM0	Q8WUM0	NU133_HUMAN	NUP133	Nuclear pore complex protein Nup133	1108.99	779.631	1086.5			1006.83	1169.97	672.822	1146.76	904.183	862.037	595.606	919.363	660.719	583.729	883.759	650.675	468.162	1132.65	590.817	973.218	648.333	1020.34	820.73	1049.02	869.104	1027.97	1028.91	593.113	849.677	950.233	746.41	898.034	974.596	1151.69	618.58	1224.02	559.327	940.334	1313.28	1135.06	861.817	651.405		935.629	610.834	956.119		1131.54	1396.04
Q8WUM4	Q8WUM4	PDC6I_HUMAN	PDCD6IP	Programmed cell death 6-interacting protein	2999.13	2812.21	2968.29	3010.27	2864.86	3154.4	2643.77	3092.28	3050.72	2833.7	2989.79	3013.11	3198.4	3205.33	2927.45	2854.54	2978.81	2857.98	2806.97	2944.14	2710.98	2827.4	2688.05	3082.37	2782.56	3531.19	2644.45	2470.29	3182	3022.33	3055.3	3070.72	3384.93	2765.88	2835.75	2645.53	2563.06	2953.49	3159.78	2747.82	2812.43	3050.61	2692.01	2670.09	2789.78	2923.19	2539.03	3052.36	2713.42	2759.54
Q8WUW1	Q8WUW1	BRK1_HUMAN	BRK1	Protein BRICK1	953.663	707.653	671.618	555.919	1375.43	737.498	1151.75	791.762	802.103	381.153	558.677	490.203	844.206	726.621	676.855	338.406	940.586	713.744	826.016	566.901	449.768	342.31	793.675	568.849	743.485	1018.5		509.152	545.197	829.592	1208.49	646.26	573.641	1300.56	736.139		999.085	769.329	1032.69	684.878	631.442	798.837	489.209	660.92	1082.97	575.92	1524.09	504.934	889.8	938.927
Q8WVC0	Q8WVC0	LEO1_HUMAN	LEO1	RNA polymerase-associated protein LEO1				582.99	533.798		244.444		494.408	512.486		641.745	305.268	179.646	673.523		847.088	202.398					420.802													869.677	491.677	376.438		303.246	360.832	772.81	436.673				276.283	668.084		117.022
Q8WVJ2	Q8WVJ2	NUDC2_HUMAN	NUDCD2	NudC domain-containing protein 2	1893.24			1881.44	1690.91	1256.79	1361.16	1254.08	686.305	920.603	979.19	1130.81	1185.45	1124.55	1283.38	908.737	1336.15	1399.15	1416.68	1351.2	1213.07	932.134	1129.47	1480.68	1224.48	1385.98	1397.22	674.159	1755.27	1417.78	1564.73	1645.88	975.866	1388.51	1053.59	1782.77	1231.3	971.001	1064.03	1221.88	1088.98	785.206	1543.32	1705.8	1587.48	1172.87	1536.55	1413.75	1406.39	1799.3
Q8WVK2	Q8WVK2	SNR27_HUMAN	SNRNP27	U4/U6.U5 small nuclear ribonucleoprotein 27 kDa protein							1189.42		429.345				427.871	616.865	359.189	792.944	891.77	217.862	534.397	854.684			430.16	571.255											862.918				333.361	283.97		642.677		399.051				628.739		426.556
Q8WVM0	Q8WVM0	TFB1M_HUMAN	TFB1M	Dimethyladenosine transferase 1, mitochondrial						576.115						566.779	287.487			580.188	618.032								346.534							338.834														572.405				
Q8WVM8	Q8WVM8	SCFD1_HUMAN	SCFD1	Sec1 family domain-containing protein 1	745.112	573.688	657.935	583.339	319.369	598.478	686.76	851.81	617.921	553.614	519.736	673.918	511.328	692.067	753.324	755.112	641.573	469.625	1521.74	649.369	544.539	441.205	1062.63	906.566	641.45	705.724	1028.15	473.211	964.928	907.904	806.269	1888.04		3968.63	648.653	362.014	1017.67	427.568	716.09	554.205	968.133	732.874		511.06	556.857	2129.85	319.77	1112	587.68	970.793
Q8WVX9	Q8WVX9	FACR1_HUMAN	FAR1	Fatty acyl-CoA reductase 1										603.124	488.163	457.025		582.996	641.789	369.268		638.037		954.214		348.44			651.311						482.413					601.478				493.417		539.177						346.665		
Q8WVY7	Q8WVY7	UBCP1_HUMAN	UBLCP1	Ubiquitin-like domain-containing CTD phosphatase 1	1295.36	1263.08	1788.87			1961.93	1674.5	2004.76	1721.93	2466.53	1452.31	1670.82	1795.43	1427.81	1612.46	1304.27	1498.68	1622.33	1454.71	1166.75	1082.21	1760.01	1239.91	1471.03	1459.39		1977.7	1280.13		1267.37	1619.67	1674.4	1871.09	2103.93	2721.09	1892.11	1662.55	1310.69	1810.88	1065.98	1145.65	1190.93	1733.16	1682.63	1990.16	1720.53				2281
Q8WW12	Q8WW12	PCNP_HUMAN	PCNP	PEST proteolytic signal-containing nuclear protein	2520.88	2429.05	1415.56	2102.83	2877.48	1748.56	2160.35	2060.42	1548.62	1932.83	1673.36	1932.26	1279.71	1779.13	1863.1	1962.31	1513.18	1810.04	1439.04	1395.95	1822.6	2514.96	1634.93	1690.61	1712.56	2137.86	2123.67	1991.49	1778.17	1691.69	1863.74	2104.48	2266.5	1956.99	1928.3	1913.62	2103.89	2337.57	1803.99	1772.46	1967.95	2310.72	1875.65	1744.91	1550.38	1953.3	2138.48	2068.59	2304.35	1665.54
Q8WW59	Q8WW59	SPRY4_HUMAN	SPRYD4	SPRY domain-containing protein 4																	450.618	708.965							485.54							407.916			869.449	323.853		723.642		1381.37				901.442						580.332
Q8WWI1	Q8WWI1	LMO7_HUMAN	LMO7	LIM domain only protein 7	2356.31	2493.14	2022.78	2219.97	1031.7	2283.3	1056.58	2454.98	1616.73	1911.46	1004.51	1355.94	1294.84	1364.76	1374.89	1047.5	1866.67	838.789	1206.95	1068.93	1947.46	1327.58	771.582	1518.6	2004.88	3148.98	2212.96	1561.44	2665.11	1859.46	3415.79	1409.64	2113.66	1866.47	1481.37	1015.26	1331.18	864.908	1637.05	1145.28	1005.94	1844.24	1094.41	1627.7	1747.01	1158.95	1955.48	1467.18	890.433	954.055
Q8WWI5	Q8WWI5	CTL1_HUMAN	SLC44A1	Choline transporter-like protein 1					699.317										591.094	378.628						616.933		618.612			832.719				435.968				647.326						392.27			654.9						279.832
Q8WWM7	Q8WWM7	ATX2L_HUMAN	ATXN2L	Ataxin-2-like protein	1394.28	1466.83	1646.75	2524.06	1835.23	1595.25	1726.5	1854.24	1615.87	1469.22	1564.33	1773.37	1923.7	1674.46	1314.55	1367.81	1461.55	1633.4	1713.02	1425.04	1378.35	1513.54	1378.84	1501.45	1562.66	1730.14	1892.46	1908.45	1106.63	1383.52	1786.5	1053.58	1319.17	1532.59	1839.85	1634.2	1580.6	1323.46	1348.88	1091.77	1221.72	1759.44	1205.57	1471.68	1347.78	1703.24	1947.4	1271.96	1623.44	1260.37
Q8WWQ0	Q8WWQ0	PHIP_HUMAN	PHIP	PH-interacting protein	905.235		512.291			378.326		677.224			428.703	565.296		731.185	544.529			303.717	647.912														517.526								732.441	378.079	857.924	578.922						835.958
Q8WWY3	Q8WWY3	PRP31_HUMAN	PRPF31	U4/U6 small nuclear ribonucleoprotein Prp31	1173.58	153.832			670.87	738.234	506.131	849.201	891.717	770.54	625.654	456.429	539.619	702.005	934.748	632.784	514.428	378.703	721.673	643.961	633.609	450.454	533.428		942.224			138.359				1195.89		784.733	443.303	513.64		719.807	5379.72	544.475	493.661	444.22	426.056	636.795	554.073	665.158	493.102	512.345	695.717	789.198
Q8WX92	Q8WX92	NELFB_HUMAN	NELFB	Negative elongation factor B	710.579	1034.63						861.315	366.688	281.931	552.977	644.755	852.578				581.009		951.279		273.959		681.15	1034.54	469.049	413.487	422.358	672.759				650.313		755.252		432.576	383.361	633.666	832.484		938.801		555.528	641.604			805.192	689.577	870.192	
Q8WX93	Q8WX93	PALLD_HUMAN	PALLD	Palladin	2682.32	2950.3	3189.44	3058.63	3092.41	3307.19	2954.46	2919.95	2862.32	2874.84	3013.13	3085.27	2388.37	2711.28	3003.78	2838.19	2814.53	2608.6	2865.15	2932.97	3111.91	3116.86	2779.59	2790.99	2844.51	2959.43	3214.26	3095.13	3128.84	3282.84	3060.34	3014.55	3236.54	2972.45	2901.73	2705.48	2607.58	2804.03	2707.98	2901.46	2504.33	2953.47	2855.41	2685.37	2725.47	3062.07	3023.43	2367.31	2613.84	2942.03
Q8WXA9	Q8WXA9	SREK1_HUMAN	SREK1	Splicing regulatory glutamine/lysine-rich protein 1	666.648			1107.94		137.209		614.864		467.736	455.092	582.994		785.864	637.329	434.615	943.192	734.809	1067.24	611.927	536.51	588.211	881.859		589.528		531.73	977.382	443.623		768.445	294.792	575.657	1059.04		764.383	420.816		729.686	649.239		608.3	391.829	789.005	913.511		789.314		292.728	552.042
Q8WXF1	Q8WXF1	PSPC1_HUMAN	PSPC1	Paraspeckle component 1	1440.62			876.188	1269.1		675.959	1133.89	1692.38	1088.64	940.076	749.679	909.437	995.454	1018.11	1068.74	713.923	889.172	1135.85	800.277	1286.34	928.589	712.13	618.81	980.861	1446.21	1079.26	739.785	883.635		1366.45	1367.42	1566.57	970.528	995.876	2375.94	758.106	779.305	922.246	982.702	1242.28	1043.47	1392.54	1061.94	1229.88	832.592	575.861	1084.23	1099.67	750.374
Q8WXI9	Q8WXI9	P66B_HUMAN	GATAD2B	Transcriptional repressor p66-beta			389.738	1057.93	425.762		405.102	1285.24	566.513	700.74	485.035	475.362	619.046	427.833	249.878	559.707	406.692	670.183	505.368	267.656	418.681		481.203	820.077	747.508		461.768	542.875	924.002				465.365	652.962	387.004	514.986		814.905		458.534	516.171	781.259	834.304		465.925	292.892	513.039	644.792	499.788	1070.6
Q8WXX5	Q8WXX5	DNJC9_HUMAN	DNAJC9	DnaJ homolog subfamily C member 9	1186.05	1283.54	927.795	1037.66	696.193	876.211	1075.05	765.425	1035.77	940.013	1212.1	1074.27	821.506	1247.65	1031.26	999.752	1013.34	775.517	983.915	897.607	922.759	705.268	922.42	834.77	967.67	1049	736.404	1367.92		1891.47		1416.8	2200.02	1237.85		1033.14	1011.82	1139.16	1039.67	1057.59	1507.93	906.583	901.495	664.21	1276.54	389.41	1146.53	951.746	922.452	764.326
Q8WY22	Q8WY22	BRI3B_HUMAN	BRI3BP	BRI3-binding protein						600.602	523.772	239.461			258.047						463.694	426.26		644.628	675.65				992.614	579.058		429.316				350.464	601.754			444.065	576.737		521	554.297					362.879			991.472		706.34
Q8WYA6	Q8WYA6	CTBL1_HUMAN	CTNNBL1	Beta-catenin-like protein 1	514.262	1319.87	991.756	1711.25	897.223	1223.08	809.858	1073.66	1330.24	970.53	1312.18	1935.07	1443.79	1005.25	996.088	1347.81	1403.34	1064.61	1099.65	1244.48	1279.67	1202.54	996.564	1279.9	1496.59	1156.79			1047.36	988.441	1483.98	1044.51	1159.83	930.764	1134.69	1115.1	802.971	1270.2	1165.12	916.474	1047.9	1051.09	1307.47	1239.4	1631.75	1092.99	1407.95	965.978	1075.91	2083.59
Q8WYP5	Q8WYP5	ELYS_HUMAN	AHCTF1	Protein ELYS		2815.09		3687.75	2492.39			721.135	610.46	584.865		774.95	555.968	617.744		2072.68	533.216			256.789	300.024	858.589	565.751	467.688	376.787	566.665							622.156		671.288				1016.23		1516.6	1504.68		557.941	624.606			1106.31	304.882	
Q8WZ42	Q8WZ42	TITIN_HUMAN	TTN	Titin																												780.494						995.636				919.165		873.071		622.383	849.259	977.641		1212.3				
Q8WZ82	Q8WZ82	OVCA2_HUMAN	OVCA2	Esterase OVCA2			818.348		851.1	588.699	680.933	565.116	695.032		652.333	470.873	789.957	618.507		622.276	660.936	623.529	780.954	693.529	825.008	435.29	453.144	385.155	1248.72	922.688	341.912	476.716		960.394		915.374	1010.22			1176.2	443.668		1055.27	898.339	485.066		671.891	597.198	957.086			883.867		521.707
Q8WZA0	Q8WZA0	LZIC_HUMAN	LZIC	Protein LZIC	761.143		1163.71		832.713	964.342	887.351	761.366	732.227	828.463	924.518	781.202	658.265	857.276	842.036	845.75	888.867	996.209	979.89	1054.58		862.517	976.58	1070.73	1239.48		1492.14	1013.57	972.073	756.633	785.243		922.366	1173.67	1937.77	932.915		1044.73	1155.26	691.967	1580.28	768.152	1054.91	1653.22	497.777	777.258	1015.64	968.128	1106.46	671.809
