Checked,Protein FDR Confidence: Combined,Master,Accession,Description,Exp. q-value: Combined,Contaminant,Sum PEP Score,Coverage [%],# Peptides,# PSMs,# Unique Peptides,# AAs,MW [kDa],calc. pI,Score CHIMERYS Identification: CHIMERYS Identification,# Peptides (by Search Engine): CHIMERYS Identification,Biological Process,Cellular Component,Molecular Function,Pfam IDs,Entrez Gene ID,Ensembl Gene ID,Gene Symbol,Gene ID,Reactome Pathways,WikiPathways,# Protein Pathway Groups,Abundances (Grouped): Diffrentiated,Abundances (Grouped): Undiffrentiated,Abundances (Grouped) CV [%]: Diffrentiated,Abundances (Grouped) CV [%]: Undiffrentiated,"Abundance: F223: Sample, Diffrentiated","Abundance: F231: Sample, Diffrentiated","Abundance: F233: Sample, Diffrentiated","Abundance: F234: Sample, Diffrentiated","Abundance: F235: Sample, Diffrentiated","Abundance: F201: Sample, Undiffrentiated","Abundance: F215: Sample, Undiffrentiated","Abundance: F216: Sample, Undiffrentiated","Abundance: F217: Sample, Undiffrentiated","Abundance: F218: Sample, Undiffrentiated","Found in Sample: F223: Sample, Diffrentiated","Found in Sample: F231: Sample, Diffrentiated","Found in Sample: F233: Sample, Diffrentiated","Found in Sample: F234: Sample, Diffrentiated","Found in Sample: F235: Sample, Diffrentiated","Found in Sample: F201: Sample, Undiffrentiated","Found in Sample: F215: Sample, Undiffrentiated","Found in Sample: F216: Sample, Undiffrentiated","Found in Sample: F217: Sample, Undiffrentiated","Found in Sample: F218: Sample, Undiffrentiated",# Protein Groups,Modifications
FALSE,High,Master Protein,A0A8I5YBE8,WAS/WASL-interacting protein family member 3-like OS=Rattus norvegicus OX=10116 GN=Pura PE=1 SV=1,0,FALSE,8.686,7,1,3,1,321,34.9,6.44,0.59,1,,nucleus,nucleic acid binding activity,,,ENSRNOG00000062721,Pura,A0A8I5YBE8,,,0,,384493.3898,,66.62,,,,,,641246.5625,,,,230543.4063,n/a,n/a,n/a,n/a,n/a,High,n/a,n/a,n/a,High,1,
FALSE,High,Master Protein,E9PU28,Inosine-5'-monophosphate dehydrogenase 2 OS=Rattus norvegicus OX=10116 GN=Impdh2 PE=1 SV=1,0,FALSE,8.681,6,2,11,2,514,55.8,7.28,4.27,2,cell cycle OR cell proliferation;other metabolic processes;developmental processes;other biological processes,cytosol;nucleus;other cell component,other molecular function,"Pf00478, Pf00571",,,Impdh2,E9PU28,Neutrophil degranulation; Azathioprine ADME; Purine ribonucleoside monophosphate biosynthesis,,3,,863199.5394,,31.8,,,,,,,600262.25,962203.75,1270500.625,774382.1875,n/a,n/a,n/a,n/a,n/a,n/a,High,High,High,High,1,
FALSE,High,Master Protein,A6HZX3,Alpha glucosidase 2 alpha neutral subunit (Predicted) OS=Rattus norvegicus OX=10116 GN=Ganab_predicted PE=4 SV=1,0,FALSE,8.631,3,2,21,2,797,90.5,6.2,7.91,2,,,,,,,Ganab_predicted,A6HZX3,,,0,309219.9063,501664.2008,51.36,9.71,108470.7891,248077.8438,550697.8125,309219.9063,420410.0625,,456704.0313,573182.0625,488530.875,515150.5938,High,High,Peak Found,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,P27321,Calpastatin OS=Rattus norvegicus OX=10116 GN=Cast PE=1 SV=3,0,FALSE,8.598,4,2,5,2,713,77.3,5.2,1.57,2,developmental processes;other biological processes,other membranes;nucleus;other cell component,enzyme regulator activity;other molecular function,Pf00748,25403,,Cast,A5GXY4; A5GXY5; A5GXY6; A5GXY7; A5GXY8; A5GXY9; A5GXZ7; O55151; O55152; O55153; P27321; Q5BK19; Q99MG1; Q99MG2; rno:25403,Degradation of the extracellular matrix,,1,82210.90468,371888.6563,25.05,18.54,,98327.16406,,68736.17188,,292703.2813,368601.0313,483168.5625,434650.9063,371888.6563,n/a,Peak Found,n/a,Peak Found,n/a,High,Peak Found,Peak Found,Peak Found,Peak Found,1,
FALSE,High,Master Protein,A0A8I5ZSW2,60S ribosomal protein L27 OS=Rattus norvegicus OX=10116 GN=Rpl27l1 PE=3 SV=1,0,FALSE,8.593,13,2,30,2,136,15.7,10.42,17.19,2,protein metabolism;other metabolic processes,ER/Golgi;translational apparatus;other cell component,other molecular function,,,ENSRNOG00000031517,Rpl27l1,A0A8I5ZSW2,,,0,219454.0273,2421303.25,39.19,29.79,312387.5703,219454.0273,355828.7656,128320.4297,179998.125,1003153.125,2183112.469,2442681.844,2479576.625,2421303.25,High,Peak Found,High,Peak Found,High,High,High,High,High,High,1,
FALSE,High,Master Protein,A6J4P6,"Electron transferring flavoprotein, alpha polypeptide OS=Rattus norvegicus OX=10116 GN=Etfa PE=4 SV=1",0,FALSE,8.588,11,3,12,3,333,34.9,8.38,2.76,3,,,,,,,Etfa,A6J4P6,,,0,197596.7656,879769.2188,63.84,27.29,56681.11719,197596.7656,283168.2813,,,445615.5703,879769.2188,911518.4844,944044.7344,672979.6719,Peak Found,Peak Found,Peak Found,n/a,n/a,High,High,High,High,High,1,
FALSE,High,Master Protein,A0A0H2UHU0,40S ribosomal protein S25 OS=Rattus norvegicus OX=10116 GN=Rps25 PE=3 SV=2,0,FALSE,8.56,13,2,48,2,142,15.5,10.11,17.86,2,,translational apparatus;other cell component,,Pf03297,,ENSRNOG00000027503,Rps25,A0A0H2UHU0,,,0,404031.6875,1094572.688,89.09,38.25,404031.6875,1134089.688,1764204.5,175964.5469,308045.5313,1694680.438,542828.875,981322.4375,1419262.375,1094572.688,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q4KLF8,Actin-related protein 2/3 complex subunit 5 OS=Rattus norvegicus OX=10116 GN=Arpc5 PE=1 SV=3,0,FALSE,8.481,17,2,21,2,151,16.3,5.67,7.05,2,cell cycle OR cell proliferation;cell organization and biogenesis;developmental processes;other biological processes,cytoskeleton;nucleus;other cytoplasmic organelle;other cell component,cytoskeletal activity,Pf04699,360854,,Arpc5,Q4KLF8; rno:360854,Clathrin-mediated endocytosis; Neutrophil degranulation; Regulation of actin dynamics for phagocytic cup formation; RHO GTPases Activate WASPs and WAVEs; EPHB-mediated forward signaling,Regulation of actin cytoskeleton,6,,,,,,,,,,,,,,,n/a,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,A6JYB7,"Septin 7, isoform CRA_b OS=Rattus norvegicus OX=10116 GN=Sept7 PE=4 SV=1",0,FALSE,8.476,5,2,15,2,444,51.4,8.37,2.92,2,,,,,,,Sept7,A6JYB7,,,0,,434277.0138,,34.57,,,,,,,449354.5781,185846.5781,469449.4531,419705.3594,n/a,n/a,n/a,n/a,n/a,n/a,High,High,High,High,1,
FALSE,High,Master Protein,A6IJL7,"Quinoid dihydropteridine reductase, isoform CRA_a OS=Rattus norvegicus OX=10116 GN=Qdpr PE=4 SV=1",0,FALSE,8.339,9,2,5,2,294,31.1,8.68,1.65,2,,,,,,,Qdpr,A6IJL7,,,0,236849.0859,461467.3125,74.9,56.36,92807.86719,236849.0859,652884.9375,135037.8438,478763.8594,328761.6328,973139.4219,461467.3125,1181877.094,420767.7188,Peak Found,High,High,High,High,Peak Found,Peak Found,Peak Found,Peak Found,High,1,
FALSE,High,Master Protein,B1WC28,Core histone macro-H2A OS=Rattus norvegicus OX=10116 GN=Macroh2a2 PE=1 SV=1,0,FALSE,8.338,15,3,10,1,372,40.1,9.69,2.36,3,cell organization and biogenesis;developmental processes;other biological processes,nucleus;other cell component,nucleic acid binding activity;other molecular function,"Pf00125, Pf01661, Pf16211",361844,ENSRNOG00000024751,Macroh2a2,B1WC28; rno:361844,,,0,90653.58594,146908.25,,115.91,90653.58594,,,,,897477.875,111023.4609,165502.4531,146908.25,140753.6719,n/a,n/a,n/a,n/a,High,n/a,n/a,n/a,n/a,n/a,1,
FALSE,High,Master Protein,Q6AYK8,Eukaryotic translation initiation factor 3 subunit D OS=Rattus norvegicus OX=10116 GN=Eif3d PE=1 SV=1,0,FALSE,8.317,4,2,14,2,548,63.9,6.05,6.83,2,cell organization and biogenesis;protein metabolism;other metabolic processes;other biological processes,translational apparatus;other cell component,nucleic acid binding activity,Pf05091,362952,ENSRNOG00000005804,Eif3d,Q6AYK8; rno:362952,"L13a-mediated translational silencing of Ceruloplasmin expression; Formation of a pool of free 40S subunits; GTP hydrolysis and joining of the 60S ribosomal subunit; Translation initiation complex formation; Formation of the ternary complex, and subsequently, the 43S complex; Ribosomal scanning and start codon recognition",Translation factors,7,,1260944.188,,46.59,,,,,,202219.9219,1475813.594,1260944.188,1365600.25,1207012.766,n/a,n/a,n/a,n/a,n/a,High,High,High,High,High,1,
FALSE,High,Master Protein,A9CMB7,"Aspartate--tRNA ligase, cytoplasmic OS=Rattus norvegicus OX=10116 GN=Dars1 PE=3 SV=1",0,FALSE,8.307,4,2,14,2,501,57.1,6.44,4.45,2,protein metabolism;RNA metabolism OR transcription;other metabolic processes,cytosol;other cell component,nucleic acid binding activity;other molecular function,"Pf00152, Pf01336",116483,,Dars1,A9CMB7; rno:116483,,,0,200160.5461,548392.4375,60.38,46.94,,150157.9531,495256.3594,184420.5,217243.9844,1257394.125,419903.9063,769615.5625,542808.8047,548392.4375,n/a,Peak Found,High,Peak Found,Peak Found,High,High,High,High,High,1,
FALSE,High,Master Protein,E9PT79,Translin OS=Rattus norvegicus OX=10116 GN=Tsn PE=1 SV=4,0,FALSE,8.306,8,2,7,2,306,34.5,9.28,1.58,2,RNA metabolism OR transcription;other metabolic processes,nucleus;other cell component,nucleic acid binding activity;other molecular function,Pf01997,,ENSRNOG00000002319,Tsn,E9PT79,,,0,366277.7261,541578.4688,20.64,29.53,,,424263.5,316217.0977,,267190.625,541578.4688,456817.9688,595314.5625,643595.1875,n/a,High,High,Peak Found,n/a,Peak Found,High,Peak Found,High,High,1,
FALSE,High,Master Protein,A0A8I5ZMM2,CAD protein OS=Rattus norvegicus OX=10116 GN=Cad PE=1 SV=1,0,FALSE,8.304,1,3,7,3,2321,253.2,6.7,1.81,3,other metabolic processes;stress response;transport;developmental processes;other biological processes,cytosol;nucleus;other cell component,other molecular function,,,ENSRNOG00000026474,Cad,A0A8I5ZMM2,,,0,,167928.8095,,17.56,,,,,,,151620.8438,218125.6719,154243.2969,182828.5938,n/a,n/a,n/a,n/a,n/a,n/a,Peak Found,High,High,High,1,
FALSE,High,Master Protein,E9PTS4,DNA replication licensing factor MCM5 OS=Rattus norvegicus OX=10116 GN=Mcm5 PE=3 SV=3,0,FALSE,8.3,3,2,9,2,736,82.6,7.58,1.72,2,cell cycle OR cell proliferation;cell organization and biogenesis;DNA metabolism;other metabolic processes;stress response,nucleus;other cell component,nucleic acid binding activity;other molecular function,"Pf00493, Pf17855",,ENSRNOG00000014336,Mcm5,E9PTS4; rno:291885,,G1 to S cell cycle control,1,,208951.0245,,16.86,,,,,,,186377.7344,184759.3594,234258.2969,258320.0313,n/a,n/a,n/a,n/a,n/a,n/a,High,High,High,High,1,
FALSE,High,Master Protein,A0A8I6GIA0,40S ribosomal protein S13 OS=Rattus norvegicus OX=10116 GN=Rps13 PE=1 SV=1,0,FALSE,8.27,12,2,27,2,177,20,10.18,11.36,2,protein metabolism;other metabolic processes,translational apparatus;other cell component,other molecular function,,,ENSRNOG00000068955,Rps13,A0A8I6GIA0,,,0,240402.4219,440261.4688,40.57,69.37,240402.4219,287990.2813,380935.4688,112572.9453,203870,1275738.75,278782.4688,388543.6875,495304.2188,440261.4688,High,High,High,High,High,High,Peak Found,High,High,High,1,
FALSE,High,Master Protein,Q07266,Drebrin OS=Rattus norvegicus OX=10116 GN=Dbn1 PE=1 SV=3,0,FALSE,8.268,6,2,10,2,707,77.4,4.5,2.1,2,cell cycle OR cell proliferation;cell organization and biogenesis;developmental processes;other biological processes,plasma membrane;other membranes;cytosol;cytoskeleton;other cell component,cytoskeletal activity;other molecular function,Pf00241,81653,ENSRNOG00000014170,Dbn1,A5D6R1; O70205; Q07266; rno:81653,,,0,89242,579349.5011,,41.42,,,89242,,,,364716.7813,453276.9688,740487.3125,920378.25,n/a,n/a,Peak Found,n/a,n/a,n/a,High,High,High,High,1,
FALSE,High,Master Protein,A0A8L2Q6E8,FACT complex subunit SSRP1 OS=Rattus norvegicus OX=10116 GN=Ssrp1 PE=1 SV=1,0,FALSE,8.266,4,3,7,3,808,91.6,7.83,1.49,3,DNA metabolism;other metabolic processes;stress response,nucleus;other cell component,nucleic acid binding activity,,,ENSRNOG00000008825,Ssrp1,A0A8L2Q6E8,,,0,363923.3438,691844.9844,25.53,44.48,443638.3125,363923.3438,574666.5,345023.1563,315449.3438,138066.7188,594774.0938,691844.9844,723854.6563,793698.4219,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,High,High,High,1,
FALSE,High,Master Protein,F7FFW7,ATPase H+ transporting V0 subunit D1 OS=Rattus norvegicus OX=10116 GN=Atp6v0d1 PE=1 SV=1,0,FALSE,8.229,6,2,27,2,413,46.9,5.05,6.53,2,cell organization and biogenesis;transport;developmental processes;other biological processes,plasma membrane;other membranes;ER/Golgi;other cytoplasmic organelle;other cell component,transporter activity;other molecular function,,,ENSRNOG00000017235,Atp6v0d1,F7FFW7,,,0,311194.4766,329697.5313,47.78,70.89,311194.4766,134400.1406,500791.0938,269879.6289,537716.9063,975854.7031,439245.0313,225261.8125,230497.4063,329697.5313,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,A0A0G2K865,Tumor protein D52 OS=Rattus norvegicus OX=10116 GN=Tpd52 PE=1 SV=2,0,FALSE,8.194,12,2,4,2,246,26.8,4.96,1.35,2,other biological processes,ER/Golgi;other cell component,other molecular function,Pf04201,,ENSRNOG00000011441,Tpd52,A0A0G2K865,Golgi Associated Vesicle Biogenesis,,1,,118502.9451,,19.67,,,,,,,101532.4531,138065.3906,101712.2969,147378.1719,n/a,n/a,n/a,n/a,n/a,n/a,Peak Found,High,High,Peak Found,1,
FALSE,High,Master Protein,D4AB17,phosphoribosylformylglycinamidine synthase OS=Rattus norvegicus OX=10116 GN=Pfas PE=1 SV=4,0,FALSE,8.144,4,3,12,3,1337,144.3,5.73,2.3,3,other metabolic processes;other biological processes,other cell component,other molecular function,"Pf02769, Pf13507, Pf18072, Pf18076",287420,ENSRNOG00000005193,Pfas,D4AB17,,,0,67796.99219,194647.6406,,37.27,67796.99219,,,,,194647.6406,97483.46875,270946.6875,248671.6094,146862.6406,Peak Found,n/a,n/a,n/a,n/a,High,Peak Found,High,High,High,1,
FALSE,High,Master Protein,Q641Y0,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit OS=Rattus norvegicus OX=10116 GN=Ddost PE=2 SV=1,0,FALSE,8.14,5,2,10,2,441,48.9,5.97,2.89,2,protein metabolism;other metabolic processes;other biological processes,plasma membrane;other membranes;ER/Golgi;other cell component,enzyme regulator activity,Pf03345,313648,,Ddost,Q641Y0; rno:313648,Neutrophil degranulation,,1,184407.9988,151645.25,32.68,82.71,,196311.0156,277439.25,126330.2031,173226.7031,568344.75,168015.6406,138284.8594,122459.3047,151645.25,n/a,High,High,Peak Found,High,High,High,High,Peak Found,High,1,
FALSE,High,Master Protein,P07744,"Keratin, type II cytoskeletal 4 OS=Mus musculus GN=Krt4 PE=1 SV=2",0,TRUE,8.115,4,3,52,1,525,56.2,8.15,34.71,3,cell organization and biogenesis;other biological processes,cytoskeleton;other cell component,"bone, tooth or skin structural activity","Pf00038, Pf16208",16682,ENSMUSG00000059668,Krt4,A6H6D6; mmu:16682; P07744; Q6P3F5,Formation of the cornified envelope,,2,1188973.375,5995065,16.66,132.52,873806.6875,1359068.875,1307568.75,1082967.125,1188973.375,945685.75,5995065,42682072.44,8355911.047,5910260.117,n/a,n/a,n/a,n/a,n/a,n/a,High,High,High,High,1,
FALSE,High,Master Protein,P08081,Clathrin light chain A OS=Rattus norvegicus OX=10116 GN=Clta PE=1 SV=1,0,FALSE,8.099,7,2,30,2,248,27,4.5,14.71,2,cell cycle OR cell proliferation;cell organization and biogenesis;transport;other biological processes,plasma membrane;other membranes;cytoskeleton;ER/Golgi;other cell component,other molecular function,Pf01086,83800,ENSRNOG00000014635,Clta,P08081; rno:83800,"MHC class II antigen presentation; Cargo recognition for clathrin-mediated endocytosis; Golgi Associated Vesicle Biogenesis; Lysosome Vesicle Biogenesis; LDL clearance; Recycling pathway of L1; WNT5A-dependent internalization of FZD4; VLDLR internalisation and degradation; WNT5A-dependent internalization of FZD2, FZD5 and ROR2; Retrograde neurotrophin signalling; Formation of annular gap junctions",,13,183401.8867,524423.2177,47,106.14,50639.58594,131773.8477,254950.6641,184115.9297,183401.8867,,753683.125,1952746.438,364900.9805,58326.02734,Peak Found,Peak Found,High,High,High,n/a,High,High,High,Peak Found,1,
FALSE,High,Master Protein,Q80YN6,Ribonuclease inhibitor OS=Rattus norvegicus OX=10116 GN=LOC641544 PE=2 SV=2,0,FALSE,8.087,6,2,5,2,461,49.8,4.79,1.34,2,,other cell component,,"Pf13516, Pf18779",641544,,LOC641544,Q80YN6,,,0,,465292.6125,,16.62,,,,,,,376715.7656,508187.375,546861.6328,426018.4844,n/a,n/a,n/a,n/a,n/a,n/a,High,Peak Found,High,High,1,
FALSE,High,Master Protein,A0A8I6ANA7,Eukaryotic translation initiation factor 3 subunit I OS=Rattus norvegicus OX=10116 GN=Eif3i PE=1 SV=1,0,FALSE,8.081,6,2,20,2,365,40.8,5.87,7.76,2,cell organization and biogenesis;protein metabolism;other metabolic processes,translational apparatus;other cell component,nucleic acid binding activity,,,ENSRNOG00000047185,Eif3i,A0A8I6ANA7,,,0,140839.9258,859498.2344,,48.34,,,140839.9258,,,109162.2891,783550.2344,859498.2344,965202.6406,901433.375,n/a,n/a,Peak Found,n/a,n/a,Peak Found,High,High,High,High,1,
FALSE,High,Master Protein,A0A8L2Q6N9,Acyl-CoA thioesterase 7 OS=Rattus norvegicus OX=10116 GN=Acot7 PE=1 SV=1,0,FALSE,8.047,3,1,8,1,384,43.1,8.68,2.36,1,other metabolic processes,,other molecular function,,,ENSRNOG00000010580,Acot7,A0A8L2Q6N9,,,0,,159025.8786,,17.96,,,,,,,153110.6875,165169.5938,207931.6563,138631.6094,n/a,n/a,n/a,n/a,n/a,n/a,High,High,High,High,1,
FALSE,High,Master Protein,Q5XIP6,Flap endonuclease 1 OS=Rattus norvegicus OX=10116 GN=Fen1 PE=2 SV=1,0,FALSE,8.009,7,2,22,2,380,42.6,8.48,6.69,2,DNA metabolism;RNA metabolism OR transcription;other metabolic processes;stress response;other biological processes,mitochondrion;nucleus;other cell component,nucleic acid binding activity;other molecular function,"Pf00752, Pf00867",84490,ENSRNOG00000020531,Fen1,Q5XIP6; Q9JHW7; rno:84490,HDR through MMEJ (alt-NHEJ); Removal of the Flap Intermediate from the C-strand; POLB-Dependent Long Patch Base Excision Repair; PCNA-Dependent Long Patch Base Excision Repair; Removal of the Flap Intermediate,,5,78688.27344,335115.25,,44.17,,,78688.27344,,,714486.5313,284330.2188,285043.7188,420172.0313,335115.25,n/a,n/a,High,n/a,n/a,High,High,High,High,High,1,
FALSE,High,Master Protein,A6ISB2,"Proteasome (Prosome, macropain) subunit, beta type 2 OS=Rattus norvegicus OX=10116 GN=Psmb2 PE=4 SV=1",0,FALSE,8,12,2,6,2,201,22.9,7.44,1.4,2,,,,,,,Psmb2,A6ISB2,,,0,,1156191.625,,55.45,,,,,,262562.25,1129294.75,2093385.625,1156191.625,1199901.625,n/a,n/a,n/a,n/a,n/a,Peak Found,High,High,Peak Found,High,1,
FALSE,High,Master Protein,A6J9H7,"RCG54610, isoform CRA_a OS=Rattus norvegicus OX=10116 GN=rCG_54610 PE=4 SV=1",0,FALSE,7.965,6,2,11,2,353,39.8,8.13,2.5,2,,,,,,,,A6J9H7,,,0,99354.05429,189150.7344,52.32,91.5,,102890.7969,206657.3281,65157.31641,95938.88281,722219.4375,96536.22656,195958.7813,176374.0781,189150.7344,High,Peak Found,High,Peak Found,Peak Found,High,Peak Found,Peak Found,High,High,1,
FALSE,High,Master Protein,A0A8I5ZY58,Ribosomal protein L15 OS=Rattus norvegicus OX=10116 GN=LOC100362479 PE=3 SV=1,0,FALSE,7.945,8,2,71,2,204,24.2,11.58,41.21,2,protein metabolism;other metabolic processes,translational apparatus;other cell component,other molecular function,,,ENSRNOG00000067741,LOC100362479,A0A8I5ZY58,,,0,202802.4531,4697659,45.18,24.5,351817.5313,202802.4531,360816.5625,125461.2891,163783.7031,2774106.5,4697659,4682676,5032459,5849401.5,High,High,High,Peak Found,High,High,High,High,High,High,1,
FALSE,High,Master Protein,A6HEZ2,"ADP-ribosylation factor 1, isoform CRA_d OS=Rattus norvegicus OX=10116 GN=Arf1 PE=4 SV=1",0,FALSE,7.943,9,2,16,2,208,24,8.35,9.02,2,,,,,,,Arf1,A6HEZ2,,,0,367218.1875,297622.875,47.99,52.68,275224.875,367218.1875,827193.75,340197.0625,650496.5,263179.625,237969.6094,387766.2813,729961.875,297622.875,High,High,High,High,High,High,Peak Found,Peak Found,Peak Found,High,1,
FALSE,High,Master Protein,Q68A21,Transcriptional activator protein Pur-beta OS=Rattus norvegicus OX=10116 GN=Purb PE=1 SV=3,0,FALSE,7.928,10,2,6,2,315,33.4,5.43,1.25,2,RNA metabolism OR transcription;other metabolic processes;other biological processes,nucleus,nucleic acid binding activity;other molecular function,Pf04845,498407,,Purb,Q68A21; rno:498407,,,0,95268.39063,66519.25703,,142.68,,,95268.39063,,,686046.875,,54662.82813,62465.82422,70835.71875,n/a,n/a,High,n/a,n/a,High,n/a,Peak Found,Peak Found,Peak Found,1,
FALSE,High,Master Protein,A0A8I5Y4N3,Albumin OS=Rattus norvegicus OX=10116 GN=Alb PE=1 SV=1,0,FALSE,7.921,2,1,56,1,616,69.6,6.3,37.28,1,,non-structural extracellular,other molecular function,,,ENSRNOG00000002911,Alb,A0A8I5Y4N3,,,0,2415309.25,4987396,33.91,30.31,3849210.25,2415309.25,2265192.75,3116495.75,1500037.5,2272157.25,3906866.75,4987396,5606916.313,5064145.5,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,A0A8I6AI02,RNA-splicing ligase RtcB homolog OS=Rattus norvegicus OX=10116 GN=Rtcb PE=1 SV=1,0,FALSE,7.903,6,3,7,3,505,55.1,8.34,1.42,3,RNA metabolism OR transcription;other metabolic processes,other cell component,other molecular function,,,ENSRNOG00000004813,Rtcb,A0A8I6AI02,,,0,,,,,,,,,,,,,,,n/a,n/a,High,n/a,n/a,High,High,High,High,High,1,
FALSE,High,Master Protein,A6IZS8,"Adenine phosphoribosyl transferase (Predicted), isoform CRA_a OS=Rattus norvegicus OX=10116 GN=Aprt_predicted PE=4 SV=1",0,FALSE,7.899,13,2,15,2,184,19.9,6.77,5.68,2,,,,,,,Aprt_predicted,A6IZS8,,,0,76744.28728,326515.0313,55.29,26.27,71040.28906,67632,185677,,82906.27344,465700.1875,254971.1875,255179.9219,359920.8125,326515.0313,High,Peak Found,High,n/a,Peak Found,High,High,High,High,High,1,
FALSE,High,Master Protein,A0A8I5ZXD7,Ubiquilin 1 OS=Rattus norvegicus OX=10116 GN=Ubqln1 PE=4 SV=1,0,FALSE,7.894,5,2,3,2,582,62,4.94,1.3,2,,,,,114590,ENSRNOG00000019282,Ubqln1,A0A8I5ZXD7; rno:114590,,,0,164299.1612,354986.4063,40.38,55.21,,,220390.9844,,122483.2969,106285.4531,,354986.4063,,401733.4063,n/a,n/a,High,n/a,Peak Found,Peak Found,n/a,High,n/a,High,1,
FALSE,High,Master Protein,A6IE42,"LSM8 homolog, U6 small nuclear RNA associated (S. cerevisiae) OS=Rattus norvegicus OX=10116 GN=Lsm8 PE=2 SV=1",0,FALSE,7.855,27,2,13,2,96,10.4,4.48,4.43,2,RNA metabolism OR transcription;other metabolic processes,nucleus;other cell component,nucleic acid binding activity,,296913,,Lsm8,A6IE42; rno:296913,,,0,87021.32813,445192.5189,,61.1,,87021.32813,,,,,487957.8125,928534.4375,406175.2344,195639.9375,n/a,Peak Found,High,n/a,n/a,n/a,High,High,High,High,1,
FALSE,High,Master Protein,P04040,Catalase OS=Homo sapiens GN=CAT PE=1 SV=3,0,TRUE,7.842,4,2,6,2,527,59.7,7.39,1.79,2,protein metabolism;other metabolic processes;stress response;developmental processes;other biological processes,non-structural extracellular;plasma membrane;other membranes;cytosol;mitochondrion;ER/Golgi;other cytoplasmic organelle;other cell component,other molecular function,"Pf00199, Pf06628",847,ENSG00000121691,CAT,A8K6C0; B2RCZ9; D3DR07; hsa:847; P04040; Q2M1U4; Q4VXX5; Q9BWT9; Q9UC85,"Peroxisomal protein import; FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes; Neutrophil degranulation; Detoxification of Reactive Oxygen Species",Selenium micronutrient network; Folate metabolism; Amyotrophic lateral sclerosis (ALS); Oxidative stress response; Tryptophan metabolism; Male infertility; Arsenic metabolism and reactive oxygen species generation; DNA damage response (only ATM dependent),12,,233044.7657,,24.7,,,,,,,211271.9688,351124.875,233165.3125,232924.2813,n/a,n/a,n/a,n/a,n/a,n/a,Peak Found,High,High,High,1,
FALSE,High,Master Protein,G3V9R0,LUC7-like OS=Rattus norvegicus OX=10116 GN=Luc7l PE=3 SV=3,0,FALSE,7.785,7,2,10,2,371,44,9.94,3.04,2,cell organization and biogenesis;RNA metabolism OR transcription;other metabolic processes;other biological processes,nucleus,nucleic acid binding activity;other molecular function,Pf03194,360503,ENSRNOG00000020488,Luc7l,G3V9R0; Q5FVI7,,,0,,784926.0977,,39.74,,,,,,299400.2891,796297.9063,1147327.219,768263.0781,784926.0977,n/a,n/a,n/a,n/a,n/a,Peak Found,High,High,High,High,1,
FALSE,High,Master Protein,Q68FS2,COP9 signalosome complex subunit 4 OS=Rattus norvegicus OX=10116 GN=Cops4 PE=1 SV=1,0,FALSE,7.772,5,2,11,2,406,46.3,5.85,2.41,2,protein metabolism;other metabolic processes,ER/Golgi;nucleus;other cell component,,"Pf01399, Pf18420",360915,,Cops4,Q68FS2; rno:360915,Cargo recognition for clathrin-mediated endocytosis; Neddylation; Formation of TC-NER Pre-Incision Complex; RHOBTB1 GTPase cycle; DNA Damage Recognition in GG-NER,,5,101252.2969,766639.9375,20.17,44.02,64207.62891,93104.77344,110371.7891,101252.2969,111867.0508,136371.875,712344.375,774217.3125,766639.9375,770976.5781,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,High,High,High,1,
FALSE,High,Master Protein,B1WC25,Tra2a protein OS=Rattus norvegicus OX=10116 GN=Tra2a PE=1 SV=1,0,FALSE,7.759,8,2,10,2,282,32.6,11.27,2.42,2,RNA metabolism OR transcription;other metabolic processes;other biological processes,nucleus,nucleic acid binding activity;other molecular function,Pf00076,500116,,Tra2a,B1WC25; F7ESB6; rno:500116,,,0,,220398.5469,,11.38,,,,,,,,220398.5469,239796.7813,190767.2656,n/a,n/a,n/a,n/a,n/a,High,High,High,Peak Found,High,1,
FALSE,High,Master Protein,A0A8I5ZT81,G protein subunit alpha o1 OS=Rattus norvegicus OX=10116 GN=Gnao1 PE=3 SV=1,0,FALSE,7.735,6,2,5,2,354,40,6.01,1.65,2,signal transduction,other cell component,other molecular function,,50664,ENSRNOG00000019482,Gnao1,A0A8I5ZT81,,G protein signaling pathways,1,79280.10938,276794.8599,40.54,113.83,,,79280.10938,52531.64453,120128.0781,841960.1563,90996.46094,,,,n/a,n/a,Peak Found,High,High,High,Peak Found,n/a,n/a,n/a,1,
