Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	E:\Lucy\20240224_pri_astro_bulk_SCP\Lucy_pri_astro_f_DIA_10ng_2-24-2024_Slot2-04_3862.d	E:\Lucy\20240224_pri_astro_bulk_SCP\Lucy_pri_astro_f_DIA_10ng_2-24-2024_Slot2-05_3863.d	E:\Lucy\20240224_pri_astro_bulk_SCP\Lucy_pri_astro_f_DIA_10ng_2-24-2024_Slot2-06_3864.d	E:\Lucy\20240224_pri_astro_bulk_SCP\Lucy_pri_astro_f_DIA_20ng_2-24-2024_Slot2-16_3870.d	E:\Lucy\20240224_pri_astro_bulk_SCP\Lucy_pri_astro_f_DIA_20ng_2-24-2024_Slot2-17_3871.d	E:\Lucy\20240224_pri_astro_bulk_SCP\Lucy_pri_astro_f_DIA_20ng_2-24-2024_Slot2-18_3872.d	E:\Lucy\20240224_pri_astro_bulk_SCP\Lucy_pri_astro_m_DIA_10ng_2-23-2024_Slot2-02_3856.d	E:\Lucy\20240224_pri_astro_bulk_SCP\Lucy_pri_astro_m_DIA_10ng_2-23-2024_Slot2-02_3859.d	E:\Lucy\20240224_pri_astro_bulk_SCP\Lucy_pri_astro_m_DIA_10ng_2-24-2024_Slot2-03_3860.d	E:\Lucy\20240224_pri_astro_bulk_SCP\Lucy_pri_astro_m_DIA_20ng_2-24-2024_Slot2-13_3866.d	E:\Lucy\20240224_pri_astro_bulk_SCP\Lucy_pri_astro_m_DIA_20ng_2-24-2024_Slot2-14_3867.d	E:\Lucy\20240224_pri_astro_bulk_SCP\Lucy_pri_astro_m_DIA_20ng_2-24-2024_Slot2-15_3868.d
Q13137	Q13137	CACO2_HUMAN	CALCOCO2	Calcium-binding and coiled-coil domain-containing protein 2	1834.93	2316.74	2012.41		3198.24	2517.46		2289.74	2157.52	3078.47	2617.94	2793.85
Q13144	Q13144	EI2BE_HUMAN	EIF2B5	Translation initiation factor eIF-2B subunit epsilon	17523	16775.3	16401.2	26731.5	12358.7	12152.1		15768.9	13240.8	10897.5	12502.5	13250.3
Q13148	Q13148	TADBP_HUMAN	TARDBP	TAR DNA-binding protein 43	28767.6	27602.1	30400.4	44219.5	27875.9	27679.2		28044.1	31560	24554.9	29999	26982.8
Q13151	Q13151	ROA0_HUMAN	HNRNPA0	Heterogeneous nuclear ribonucleoprotein A0	53537.1	50248.2	49406.4	129844	54856.8	43532.2		58678.7	48185.9	45297.6	61316.2	45842.7
Q13153	Q13153	PAK1_HUMAN	PAK1	Serine/threonine-protein kinase PAK 1	14339.5	17135.4	14952.6		21527.1	16867.2		14703.1	14915.6	16946	15199.2	16752
Q13155	Q13155	AIMP2_HUMAN	AIMP2	Aminoacyl tRNA synthase complex-interacting multifunctional protein 2	16579.9	18052.9	17586.8	56437.4	17249.4	17663.4		16887.9	18009.2	18935.6	15891.8	19789.5
Q13158	Q13158	FADD_HUMAN	FADD	FAS-associated death domain protein	11739.6	16799.2	11415.3		20796.8	15890.1		12189.1	11962.9	18548.7	13855	15961.4
Q13162	Q13162	PRDX4_HUMAN	PRDX4	Peroxiredoxin-4	87388.9	67699.9	86088.3	142720	100699	87570.1		63495.8	70848.4	91095.3	91096	87961
Q13163	Q13163	MP2K5_HUMAN	MAP2K5	Dual specificity mitogen-activated protein kinase kinase 5	615.17	1078.24	1558.09		2302.77	2096.55			831.919	2071.92	1764.4	1936.15
Q13164	Q13164	MK07_HUMAN	MAPK7	Mitogen-activated protein kinase 7	5419.68	5495.67	6045.74		6731.33	8189.48		5454.56	4221.38	6338.4	5973.35	6140.09
Q13177	Q13177	PAK2_HUMAN	PAK2	Serine/threonine-protein kinase PAK 2	78601.7	82325.6	82800	76579.3	87264.7	60756.8		65652.2	82453.5	73832.6	64407.9	72713.5
Q13185	Q13185	CBX3_HUMAN	CBX3	Chromobox protein homolog 3	48711.3	61812.5	43906.1	56810.8	64883.6	41704.8		43515.5	51963.1	60883.3	49655.7	60823.8
Q13188	Q13188	STK3_HUMAN	STK3	Serine/threonine-protein kinase 3	2649.73	2468.79	2254		3399.66	2642.7		2840.24	2869.04	4069.27	3464.66	3724.16
Q13190	Q13190	STX5_HUMAN	STX5	Syntaxin-5	5844.45	4691.42	5744.69	10453.8	4467.99	5427.73		5064.7	3827.58	4563.55	5641.93	4982.44
Q13191	Q13191	CBLB_HUMAN	CBLB	E3 ubiquitin-protein ligase CBL-B	461.827	344.031	758.004		1063.49	1385.07		535.166	617.497	830.757	400.393	1089.57
Q13200	Q13200	PSMD2_HUMAN	PSMD2	26S proteasome non-ATPase regulatory subunit 2	61475.5	65081.3	63758	56227.3	65268.1	59063.1		62871.9	61626.2	63247.6	61676.8	60209.3
Q13206	Q13206	DDX10_HUMAN	DDX10	Probable ATP-dependent RNA helicase DDX10	6591.6	4757.29	6708.61		5661.8	6594.58		6790.38	5548.14	4662.79	6692.96	6174.84
Q13217	Q13217	DNJC3_HUMAN	DNAJC3	DnaJ homolog subfamily C member 3	30421.8	30350.8	30223	84399.1	32646.6	28033.9		28625.2	30289.8	30029.7	34375.6	31241.6
Q13227	Q13227	GPS2_HUMAN	GPS2	G protein pathway suppressor 2		2128.01	1034.88		1430.49			1347.44	1050.02	1449.19	2396.56	1683.72
Q13228	Q13228	SBP1_HUMAN	SELENBP1	Methanethiol oxidase	15897.8	15028.3	15979.9	27034.5	16495	14285.4		13405.1	12788.1	14763.4	14861.6	14400.5
Q13232	Q13232	NDK3_HUMAN	NME3	Nucleoside diphosphate kinase 3	21970.5	17679.8	23392.5	27520.3	18735.5	20876.8		24633.4	19789.5	22802.3	23933	20769.7
Q13242	Q13242	SRSF9_HUMAN	SRSF9	Serine/arginine-rich splicing factor 9	67830.1	86775	68731	74674	96779.5	67272		68389.5	75840.3	79468.4	75714.1	80595.2
Q13243	Q13243	SRSF5_HUMAN	SRSF5	Serine/arginine-rich splicing factor 5	14208.5	16094.4	14425	561025	19301.6	16513.8		15896.6	16109.2	16160.4	16669.3	15911.3
Q13247	Q08170;Q13247	SRSF6_HUMAN	SRSF6	Serine/arginine-rich splicing factor 6	200400	225599	209974	148739	226024	193899		187334	197074	172215	186140	176645
Q13257	Q13257	MD2L1_HUMAN	MAD2L1	Mitotic spindle assembly checkpoint protein MAD2A	6806.76	6206.67	9786.64		5363.54	3665.2		9212.63	8527.7	6242.47	6210.17	4483.5
Q13263	Q13263	TIF1B_HUMAN	TRIM28	Transcription intermediary factor 1-beta	55348.9	72678.5	60997.7	65460.5	73550	61969.9		62423.8	69330.7	69497.7	61208	71873.4
Q13277	Q13277	STX3_HUMAN	STX3	Syntaxin-3	2711.77	2933.41	2934.15		3654.37	3505.77		3246.07	3984.37	4174.85	4455.75	3877.55
Q13283	Q13283	G3BP1_HUMAN	G3BP1	Ras GTPase-activating protein-binding protein 1	67928.4	94233.4	75366.9	128125	126464	107342		85699.1	92674.7	136356	123955	128504
Q13286	Q13286	CLN3_HUMAN	CLN3	Battenin	1645.75	1131.96	1028.94		1083.1	1473.62		1445.86	1477.43	990.701	1411.68	1641.28
Q13287	Q13287	NMI_HUMAN	NMI	N-myc-interactor	2153.83	3155.39			3398.44	2929.95		2276.62	1741.96	1603.58	2684.25	2001.86
Q13308	Q13308	PTK7_HUMAN	PTK7	Inactive tyrosine-protein kinase 7	49545	45607.8	46453.7	60077.8	45111.8	47811.5		48656	49114.7	49453.4	49791.1	48293.8
Q13309	Q13309	SKP2_HUMAN	SKP2	S-phase kinase-associated protein 2					1001.98	1687.62			1341.72	1318.78	826.733	1562.1
Q13310	Q13310	PABP4_HUMAN	PABPC4	Polyadenylate-binding protein 4	31785.1	30554.1	33746.3	52738.8	27906	32820.2		32968.2	31940.9	28037.8	30788.4	28300.7
Q13315	Q13315	ATM_HUMAN	ATM	Serine-protein kinase ATM	3688.58	3091.92	3270.49	32299.4	3447.29	4276.98		3563.74	3223.41	3243.99	3861.51	3516.38
Q13322	Q13322	GRB10_HUMAN	GRB10	Growth factor receptor-bound protein 10	6472.16	6262	8354.06		5706.22	7012.26		5343.9	5623.85	5383.49	6000.3	5367.37
Q13325	Q13325	IFIT5_HUMAN	IFIT5	Interferon-induced protein with tetratricopeptide repeats 5	9158.57	8414.44	10119.7		9555.55	11357.2		6037.12	6710.26	5970.98	6770.4	8170.97
Q13330	Q13330	MTA1_HUMAN	MTA1	Metastasis-associated protein MTA1	11327.1	9873.38	11928.8		10035.4	12486.9		11447.7	9647.23	9839.93	12583.6	11126.4
Q13332	Q13332	PTPRS_HUMAN	PTPRS	Receptor-type tyrosine-protein phosphatase S	3904.56	3215.76	3907.16		3986.5	4130.75		4455.1	2003.03	3638.92	3396.09	3424.03
Q13336	Q13336	UT1_HUMAN	SLC14A1	Urea transporter 1	4305.12	3306.8	3964.8		3115.83	2222.46		1642.6	1440.24		1167.78	
Q13347	Q13347	EIF3I_HUMAN	EIF3I	Eukaryotic translation initiation factor 3 subunit I	30984.8	40615.8	33136.9	61689.7	41266.3	38108.7		35200.9	37337.8	44145.4	38026.8	43149.4
Q13356	Q13356	PPIL2_HUMAN	PPIL2	RING-type E3 ubiquitin-protein ligase PPIL2	2836.4	3381.73	2688.66		3075.4	3465.58		1879.7	1921.7	3104.74	2906.8	2751.46
Q13361	Q13361	MFAP5_HUMAN	MFAP5	Microfibrillar-associated protein 5	1552.19	1062.38	1316.94		1845.83	1185.5		1489.05	1533.43	1454.93	923.806	1541.8
Q13362	Q13362	2A5G_HUMAN	PPP2R5C	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit gamma isoform	10013.9	17270.1	13539.6		13233.6	9658.66		13670.9	19906.5	11096	5595.09	10738
Q13363	Q13363;P56545	CTBP1_HUMAN	CTBP1	C-terminal-binding protein 1	33956	30909.4	34591.2	35302.2	27453.1	30428.9		29588.3	28867.5	27225.2	24587.8	26490.3
Q13371	Q13371	PHLP_HUMAN	PDCL	Phosducin-like protein	11373.7	15201.2	11427	47087	12590.4	8444.2		11179	13521.6	11242.1	10891.2	12871.1
Q13393	Q13393	PLD1_HUMAN	PLD1	Phospholipase D1	3622.68	1803.28	2143.1		3417.1	4025.52		1986.6	1994.36	2755.67	2701.98	2789.72
Q13395	Q13395	TARB1_HUMAN	TARBP1	Probable methyltransferase TARBP1	1950.22	815.526	1231.49		1418.21	1639.37		1366.7	1594.78	1607.92	784.924	1113.43
Q13404	Q13404	UB2V1_HUMAN	UBE2V1	Ubiquitin-conjugating enzyme E2 variant 1	78977.6	163245	90899.9	105245	139171	69911.1		102555	151457	132625	105408	129671
Q13405	Q13405	RM49_HUMAN	MRPL49	"39S ribosomal protein L49, mitochondrial"	7935.77	12186.1	10496.6	62585.3	12177.5	8654.78		11854.1	13361.3	15316.9	13485.4	14264.3
Q13409	Q13409	DC1I2_HUMAN	DYNC1I2	Cytoplasmic dynein 1 intermediate chain 2	32199.8	36306.2	30701.2	49405.7	37041.7	33617.8		30303.2	32564.4	39351	37161.6	36891.1
Q13416	Q13416	ORC2_HUMAN	ORC2	Origin recognition complex subunit 2	2318.83	1937.35	1932.14		3331.82	3447.19		1143.5	2469.97	2894.2	2699.14	2703.35
Q13418	Q13418	ILK_HUMAN	ILK	Integrin-linked protein kinase	31591.6	43478.7	36671	57742.2	46285.3	33312.4		38055.9	46471.5	46669	42815.6	47034.4
Q13423	Q13423	NNTM_HUMAN	NNT	"NAD(P) transhydrogenase, mitochondrial"	36221	28062.1	37096.8	63443.3	26247.5	29172		56876.8	42830.3	34507.9	48196.6	34751.1
Q13424	Q13424	SNTA1_HUMAN	SNTA1	Alpha-1-syntrophin	5265.72	4866.77	5403.69		4844.6	3850.79		3374.74	3945.75	5855.79	5009.95	4489.62
Q13425	Q13425	SNTB2_HUMAN	SNTB2	Beta-2-syntrophin	19133.6	18128.2	17729.3	110980	16592.5	19020.6		12408.6	13480.9	11067.6	14490.1	11180
Q13426	Q13426	XRCC4_HUMAN	XRCC4	DNA repair protein XRCC4	5672.47	7990.75	5635.16		8581.29	5466.37		6176.04	7412.43	7019.11	6969.15	7220.58
Q13427	Q13427	PPIG_HUMAN	PPIG	Peptidyl-prolyl cis-trans isomerase G	15781.1	14256.1	15331	36875.9	18303.7	13747		16890.8	16992.2	14860.3	15437.5	15588.5
Q13428	Q13428	TCOF_HUMAN	TCOF1	Treacle protein	29516.8	30224.5	26783.9	24294.6	35094.7	28431.2		29977.9	28772.5	29668.7	32856.9	30670.4
Q13432	Q13432	U119A_HUMAN	UNC119	Protein unc-119 homolog A	7599.91	5841.61	6685		7938	6557.42		5741.2	4985.98	6476.58	6662.21	6382.48
Q13433	Q13433	S39A6_HUMAN	SLC39A6	Zinc transporter ZIP6	7858.05	7492.98	6220.19		8417.09	7448.26		7160.06	7607.57	7909.6	8610.64	7270.07
Q13435	Q13435	SF3B2_HUMAN	SF3B2	Splicing factor 3B subunit 2	42720	50208.1	44317.1	50571.5	57418.9	46882.6		50009.8	52115	55000	54914	54724.9
Q13438	Q13438	OS9_HUMAN	OS9	Protein OS-9	11555	17418.3	12553.2		18894.2	12459.4		17099.9	17354.6	16812.3	17004.9	19028.4
Q13439	Q13439	GOGA4_HUMAN	GOLGA4	Golgin subfamily A member 4	9474.71	8629.56	8424.99	20199.8	9947.24	8852.88		8886.17	10380	9812.96	9688.61	10087.4
Q13442	Q13442	HAP28_HUMAN	PDAP1	28 kDa heat- and acid-stable phosphoprotein	37187.4	43751.7	31500.2	73852.7	47865.4	33530.3		27950	33762	41979.8	35658.4	36650.3
Q13443	Q13443	ADAM9_HUMAN	ADAM9	Disintegrin and metalloproteinase domain-containing protein 9	29094.2	23205.3	28103.1		21090.2	21225.1		32566.4	31227.3	28170	29361.4	30294.5
Q13444	Q13444	ADA15_HUMAN	ADAM15	Disintegrin and metalloproteinase domain-containing protein 15	6201.4	5707.97	5168.02		6583.04	4969.94		4254.68	4750.28	4159.38	3478.7	4388.69
Q13445	Q13445	TMED1_HUMAN	TMED1	Transmembrane emp24 domain-containing protein 1	17952.5	21019.4	15261.1		22163.6	13223.6		17566.1	22538.5	21563.1	19927.6	24578.4
Q13449	Q13449	LSAMP_HUMAN	LSAMP	Limbic system-associated membrane protein	29857.5	27947.7	28212.3	68199.7	28846.5	21461.4		33523.4	33023.6	29558.1	32264	26880.2
Q13451	Q13451	FKBP5_HUMAN	FKBP5	Peptidyl-prolyl cis-trans isomerase FKBP5	13690.5	19334	15251.4		19396.7	14444.4		13096.9	13198.1	12337.3	12057.8	12422
Q13454	Q13454	TUSC3_HUMAN	TUSC3	Tumor suppressor candidate 3	8955.27	7482.24	8461.61		7431.91	7634.33		10454.7	8379.96	6827.06	10308.7	7162.96
Q13459	Q13459	MYO9B_HUMAN	MYO9B	Unconventional myosin-IXb	13374.3	14090.3	15158.3	45783.6	13907.1	15585.1		14840.5	14229	14510.8	14628.8	15167.2
Q13464	Q13464	ROCK1_HUMAN	ROCK1	Rho-associated protein kinase 1	8962.6	10493.8	9400.84		10380.1	9016.78		9856.51	9826.09	9525.67	9772.32	9182.64
Q13467	Q13467	FZD5_HUMAN	FZD5	Frizzled-5	1015.17				925.75	359.288			805.514	1580.35	1701.06	1977.3
Q13480	Q13480	GAB1_HUMAN	GAB1	GRB2-associated-binding protein 1	14805.2	18583.3	17974.6		18809.4	13213			18864.6	19048	15899.9	13278.1
Q13485	Q13485	SMAD4_HUMAN	SMAD4	Mothers against decapentaplegic homolog 4	5067.85	6155.93	5891.65		7041.61	5582.14		6178.26	6734.48	5600.94	5349.63	5666.34
Q13488	Q13488	VPP3_HUMAN	TCIRG1	V-type proton ATPase 116 kDa subunit a 3	12612.7	8977.31	12500.8		10084.4	13411.7		10297.8	8920.29	9520.04	10983.4	9834.32
Q13490	Q13490	BIRC2_HUMAN	BIRC2	Baculoviral IAP repeat-containing protein 2	6311.18	6475.9	6257.54	14462.6	7977.16	6766.78		5897.38	7230.93	6838.2	6922.96	6721.21
Q13491	Q13491	GPM6B_HUMAN	GPM6B	Neuronal membrane glycoprotein M6-b					1244.78	606.659		603.505		1913.92	857.779	1684.16
Q13492	Q13492	PICAL_HUMAN	PICALM	Phosphatidylinositol-binding clathrin assembly protein	23159.3	28012.7	23517.7	44272.8	29641.5	23341.1		38676.8	38483.5	38297.8	36511	37736.4
Q13496	Q13496	MTM1_HUMAN	MTM1	Myotubularin	4617.9	4368.13	3813.65		5133.47	5627.85		3347.65	3352.21	3643.7	4052.44	4114.48
Q13501	Q13501	SQSTM_HUMAN	SQSTM1	Sequestosome-1	23676	25501.2	21998.7	979634	29695.4	31753.3		27809.7	32596.5	37807.4	33856.1	41588.5
Q13503	Q13503	MED21_HUMAN	MED21	Mediator of RNA polymerase II transcription subunit 21	1254.55	246.502	819.704		1709.99	1693.47		1215.56	1757.01	1956.4	1037.01	1736.33
Q13505	Q13505	MTX1_HUMAN	MTX1	Metaxin-1	19313.2	18165.3	18980.8	37747.1	21059.3	21354.4		21348.7	20649.5	24317.1	24864.8	22391.4
Q13509	Q13509;Q9BUF5	TBB3_HUMAN	TUBB3	Tubulin beta-3 chain	435846	548571	529498	769703	656472	646818		657163	718204	679526	662807	620692
Q13510	Q13510	ASAH1_HUMAN	ASAH1	Acid ceramidase	112217	136592	99955.6	163033	123358	89326.3		130811	149731	143754	139728	140303
Q13516	Q13516	OLIG2_HUMAN	OLIG2	Oligodendrocyte transcription factor 2		1413.43	636.585			1746.89						
Q13523	Q13523	PRP4B_HUMAN	PRPF4B	Serine/threonine-protein kinase PRP4 homolog	7325.44	5179.62	7704.82		5556	8063.35		6874.06	5231.2	5297.97	6489.04	5077.8
Q13526	Q13526	PIN1_HUMAN	PIN1	Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1	27216.7	39585	41935.8		83530.3	59594.1		34254.8	40598.3	104650	69596.7	93554.4
Q13535	Q13535	ATR_HUMAN	ATR	Serine/threonine-protein kinase ATR	1578.49	1095.71	1611.26		1262.01	1676.14		1717.9	887.163	1094.62	1228.24	1160.64
Q13541	Q13541	4EBP1_HUMAN	EIF4EBP1	Eukaryotic translation initiation factor 4E-binding protein 1					204.424	1156.73				932.056		393.835
Q13542	Q13542	4EBP2_HUMAN	EIF4EBP2	Eukaryotic translation initiation factor 4E-binding protein 2	4243.91	5743.42	4682.48		4752.84	3670.72		2863.86	3087.6	3844.88	3441	3311.43
Q13546	Q13546	RIPK1_HUMAN	RIPK1	Receptor-interacting serine/threonine-protein kinase 1	9339.3	11524.1	7361		9699.47	10145.1		9441.95	10019.3	9449.45	8906.03	9092.25
Q13547	Q13547	HDAC1_HUMAN	HDAC1	Histone deacetylase 1	7903.6	8673.99	9508		9423.44	5730.15		11133.5	11671.5	8162.79	9688.58	7751.72
Q13555	Q13554;Q13555	KCC2G_HUMAN	CAMK2G	Calcium/calmodulin-dependent protein kinase type II subunit gamma	9216.03	6582.09	9957.83		7981.53	9375.61		8467.72	6870.09	7398.93	7929.55	8727.02
Q13557	Q13557	KCC2D_HUMAN	CAMK2D	Calcium/calmodulin-dependent protein kinase type II subunit delta	77365	95712.4	86810.4	53282.2	94547.2	79067.5		96859.3	102736	108395	96749.6	96724.2
Q13561	Q13561	DCTN2_HUMAN	DCTN2	Dynactin subunit 2	82740.1	121775	86152.1	202723	106316	79404.7		95533.7	116906	104511	85629.1	95307.6
Q13563	Q13563	PKD2_HUMAN	PKD2	Polycystin-2	7661.69	6439.04	6897.83		7735.58	8153.24		7001.72	5243.62	6338.44	8401.81	6271.18
Q13564	Q13564	ULA1_HUMAN	NAE1	NEDD8-activating enzyme E1 regulatory subunit	21586.1	27335.8	25450.1	68742.2	26149.2	22688.9		18551.5	20639.4	25920.2	22578.9	24101.8
Q13569	Q13569	TDG_HUMAN	TDG	G/T mismatch-specific thymine DNA glycosylase	778.851	847.228	1067.17		1391.94	1944.01		608.82	864.774	2777	2535.03	2841.22
Q13572	Q13572	ITPK1_HUMAN	ITPK1	Inositol-tetrakisphosphate 1-kinase	9071.14	7766.77	6954.14		9339.01	1978.99		8736.78	8343.76	3959.21	5950.75	2406.34
Q13573	Q13573	SNW1_HUMAN	SNW1	SNW domain-containing protein 1	13678.5	13687.3	15508.9		14070.7	14166.8		15332.3	13871.2	12540	14975.3	13454
Q13574	Q13574	DGKZ_HUMAN	DGKZ	Diacylglycerol kinase zeta	1161.52	953.845	1185.69			1315.61		1069.37	835.965	366.85	981.919	780.408
Q13576	Q13576	IQGA2_HUMAN	IQGAP2	Ras GTPase-activating-like protein IQGAP2	6140.89	1952.51	2872.06		2655.96	2860.21		3681.94	3028.67	4384.43	4062.5	3428.37
Q13586	Q13586	STIM1_HUMAN	STIM1	Stromal interaction molecule 1	17314.2	15864.1	17465.5	32387.6	19921.4	19433.8		19676	17961.1	21748.7	22377.5	22099.4
Q13591	Q13591	SEM5A_HUMAN	SEMA5A	Semaphorin-5A	2704.33	2886.82	1834.49		1430.33	1904.5		2370.88	4570.96	2636.43	1642.36	2469.22
Q13595	Q13595	TRA2A_HUMAN	TRA2A	Transformer-2 protein homolog alpha	12513.6	16020.1	11676.2		18198.5	16014		13441.2	15860.9	16074.8	18233.4	18087.2
Q13596	Q13596	SNX1_HUMAN	SNX1	Sorting nexin-1	31441.1	40687.7	35987	87687.4	47272.1	38550.5		39305.3	41640.1	47135.4	44624.2	44004
Q13601	Q13601	KRR1_HUMAN	KRR1	KRR1 small subunit processome component homolog	20598.8	17235	21326.1	27048.4	19414.4	19152.3		18777	18381.4	16639.3	21575.7	20006.6
Q13608	Q13608	PEX6_HUMAN	PEX6	Peroxisome assembly factor 2	5429.17	4225.26	5519.57		4309.49	5414.79		5040.69	4661.05	4144.66	5279.89	4654.44
Q13610	Q13610	PWP1_HUMAN	PWP1	Periodic tryptophan protein 1 homolog	30038	30528.9	27031		30577.4	28157.3		28964	31105.5	33078	31308.3	36933.8
Q13613	Q13613	MTMR1_HUMAN	MTMR1	Myotubularin-related protein 1	8578.36	10124.7	10246.8		10706	10006.5		9821.41	9523.1	10217.8	10701	9947.49
Q13614	Q13614	MTMR2_HUMAN	MTMR2	Myotubularin-related protein 2	6074.48	6610.86	6405.76	148372	7853.8	6447.69		7168.76	8050.46	7192.26	7104.55	8106.72
Q13615	Q13615	MTMR3_HUMAN	MTMR3	Myotubularin-related protein 3	3582.91	3095.85	3187.14		3909.89	4143.96		2695.4	3713.65	4106.92	4506.29	4646.3
Q13616	Q13616	CUL1_HUMAN	CUL1	Cullin-1	17775.1	17686.9	19321.7	38051.2	17046.5	17396.1		17848.5	17694.2	16342.1	16806.5	16962.6
Q13617	Q13617	CUL2_HUMAN	CUL2	Cullin-2	8722.77	8868.73	8734.92		9046.44	9357.76		8252.22	7695.06	8243.32	8412.72	7921.39
Q13618	Q13618	CUL3_HUMAN	CUL3	Cullin-3	16389	16158.6	17237.5	95509.1	17497.7	19797		16577.4	15553.7	16590.6	16510.7	16952.9
Q13619	Q13619	CUL4A_HUMAN	CUL4A	Cullin-4A	7905.33	8247.49	8369.35	13791.5	9334.53	9561.95		9215.28	9792.5	9578.96	10597.1	9685.84
Q13620	Q13620;Q13619	CUL4B_HUMAN	CUL4B	Cullin-4B	21826.6	18923.2	22161.5	92862	19534.4	21516.9		15817.4	15789.2	15713	16986.5	16276.3
Q13625	Q13625	ASPP2_HUMAN	TP53BP2	Apoptosis-stimulating of p53 protein 2	6554.08	7294.23	6236.46		8516.25	7339.41		6551.65	7094.97	7468.44	7300.59	7976.41
Q13627	Q13627;Q9Y463	DYR1A_HUMAN	DYRK1A	Dual specificity tyrosine-phosphorylation-regulated kinase 1A	2347.96	2216.7	2737.86		2404.08	2481.05		1860.67	2217.52	2188	2213.33	2476.66
Q13630	Q13630	FCL_HUMAN	GFUS	GDP-L-fucose synthase	33690.1	37612.1	37799.9	55759	36550.9	36915.1		34869.2	39989.6	35616.8	31692.8	34461.5
Q13636	Q13636	RAB31_HUMAN	RAB31	Ras-related protein Rab-31	14999.8	21862.5	17964.5	24134.1	24618	17973.9		23824.9	31222	31468.2	29329.1	31467
Q13637	Q13637	RAB32_HUMAN	RAB32	Ras-related protein Rab-32	23323.2	22070.4	23865.5	97440.2	25515.9	27960.1		30455.3	29553.5	33941.4	43005.1	36706.6
Q13641	Q13641	TPBG_HUMAN	TPBG	Trophoblast glycoprotein	4180.26	5077.92	4965.35	47706.9	8515	6819.6		5180.17	7778.21	7827.99	6610.3	7779.8
Q13642	Q13642	FHL1_HUMAN	FHL1	Four and a half LIM domains protein 1	43781.6	56190	45335.8		53479.7	39548.4		17488.5	16873.5	15156.8	17352.3	14726
Q13643	Q13643	FHL3_HUMAN	FHL3	Four and a half LIM domains protein 3	31254.1	43448.4	28887.2	164119	29934.5	23848.1		29034.9	25586.9	19587	20936.1	17373.5
Q13670	Q13670	PM2PB_HUMAN	PMS2P11	Putative postmeiotic segregation increased 2-like protein 11	912.415	801.886	168.68		661.112	811.911		243.511	327.898	1005.46	664.031	835.746
Q13671	Q13671	RIN1_HUMAN	RIN1	Ras and Rab interactor 1	9650.19	14076.1	10091	1.02E+06	10500	7727.74		6971.94	6346.57	6081.88	4945.55	6224.06
Q13683	Q13683	ITA7_HUMAN	ITGA7	Integrin alpha-7	27776.9	32954.2	29828.4	51812.9	39216.4	29134.3		14024.6	13925	16033.3	16843.1	16912.6
Q13685	Q13685	AAMP_HUMAN	AAMP	Angio-associated migratory cell protein	12714.3	10503.8	12167.9	7944.24	14320.5	13576.2		11260.7	11827.8	12945.7	11244.3	13312.6
Q13686	Q13686	ALKB1_HUMAN	ALKBH1	Nucleic acid dioxygenase ALKBH1	838.534	692.611	796.791		491.544	720.443			458.306	904.536	873.6	521.784
Q13724	Q13724	MOGS_HUMAN	MOGS	Mannosyl-oligosaccharide glucosidase	65960.7	54067.1	66369.2	81954.8	56586.1	66352.3		71150.5	62126.9	63899.9	77750.7	63926
Q13740	Q13740	CD166_HUMAN	ALCAM	CD166 antigen	17762.3	21569.4	17493.8	29856.2	23292.3	20267.8		16487.8	18480.5	19833	19566.4	19655.5
Q13769	Q13769	THOC5_HUMAN	THOC5	THO complex subunit 5 homolog	5500.63	5826.64	7052.24		4906.5	6265.97		6634.34	6180.83	4535.52	5943.53	5124.84
Q13772	Q13772	NCOA4_HUMAN	NCOA4	Nuclear receptor coactivator 4	1504.04	1270.34	1370.91		1580.85	1152.98		1830.77	1905.57	1477.36	1086.87	1582.94
Q13795	Q13795	ARFRP_HUMAN	ARFRP1	ADP-ribosylation factor-related protein 1	3411.78	2724.51	3457.88		3468.26			4850.53	4383.95	3817.69	2936.18	2725.29
Q13796	Q13796	SHRM2_HUMAN	SHROOM2	Protein Shroom2	2981.03	3340.88	3644.43		2497.77	2497.92		3858.46	4098.23	4419.9	2620.55	3034.56
Q13813	Q13813	SPTN1_HUMAN	SPTAN1	"Spectrin alpha chain, non-erythrocytic 1"	81815.6	86676	81648.7	111215	92836.5	82529.6		96525.4	98960.8	106284	103846	104770
Q13823	Q13823	NOG2_HUMAN	GNL2	Nucleolar GTP-binding protein 2	8636.91	9339.86	9113.72		9214.41	8236.55		9458.78	8855.55	8907.95	10769	8195.8
Q13825	Q13825	AUHM_HUMAN	AUH	"Methylglutaconyl-CoA hydratase, mitochondrial"	5708.25	4161.86	5475.86		3436.46	3937.34		8478.15	7062.39	5580.57	7921.84	6569.05
Q13829	Q13829	BACD2_HUMAN	TNFAIP1	BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 2		302.263	798.673		893.855	515.899				318.855	232.009	583.074
Q13835	Q13835	PKP1_HUMAN	PKP1	Plakophilin-1	1408.18				1599.79			4093.82	1558.03		3095.84	1099.68
Q13838	O00148;Q13838	DX39B_HUMAN	DDX39B	Spliceosome RNA helicase DDX39B	93816.9	82041.7	103987	155644	80597.5	95665.4		74938.8	70247.7	72661.2	77211.4	74229.3
