Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	female_33_1_1 Spectral Count	female_33_2_2 Spectral Count	female_33_3_3 Spectral Count	female_37_1_1 Spectral Count	female_37_2_2 Spectral Count	female_37_3_3 Spectral Count	male_33_1_1 Spectral Count	male_33_2_2 Spectral Count	male_33_3_3 Spectral Count	male_37_1_1 Spectral Count	male_37_2_2 Spectral Count	male_37_3_3 Spectral Count	female_33_1_1 Unique Spectral Count	female_33_2_2 Unique Spectral Count	female_33_3_3 Unique Spectral Count	female_37_1_1 Unique Spectral Count	female_37_2_2 Unique Spectral Count	female_37_3_3 Unique Spectral Count	male_33_1_1 Unique Spectral Count	male_33_2_2 Unique Spectral Count	male_33_3_3 Unique Spectral Count	male_37_1_1 Unique Spectral Count	male_37_2_2 Unique Spectral Count	male_37_3_3 Unique Spectral Count	female_33_1_1 Total Spectral Count	female_33_2_2 Total Spectral Count	female_33_3_3 Total Spectral Count	female_37_1_1 Total Spectral Count	female_37_2_2 Total Spectral Count	female_37_3_3 Total Spectral Count	male_33_1_1 Total Spectral Count	male_33_2_2 Total Spectral Count	male_33_3_3 Total Spectral Count	male_37_1_1 Total Spectral Count	male_37_2_2 Total Spectral Count	male_37_3_3 Total Spectral Count	female_33_1_1 Intensity	female_33_2_2 Intensity	female_33_3_3 Intensity	female_37_1_1 Intensity	female_37_2_2 Intensity	female_37_3_3 Intensity	male_33_1_1 Intensity	male_33_2_2 Intensity	male_33_3_3 Intensity	male_37_1_1 Intensity	male_37_2_2 Intensity	male_37_3_3 Intensity	female_33_1_1 MaxLFQ Intensity	female_33_2_2 MaxLFQ Intensity	female_33_3_3 MaxLFQ Intensity	female_37_1_1 MaxLFQ Intensity	female_37_2_2 MaxLFQ Intensity	female_37_3_3 MaxLFQ Intensity	male_33_1_1 MaxLFQ Intensity	male_33_2_2 MaxLFQ Intensity	male_33_3_3 MaxLFQ Intensity	male_37_1_1 MaxLFQ Intensity	male_37_2_2 MaxLFQ Intensity	male_37_3_3 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q14161|GIT2_HUMAN	Q14161	GIT2_HUMAN	GIT2	759	Homo sapiens OX=9606	1:Experimental evidence at protein level	ARF GTPase-activating protein GIT2	1.0	0.999	16	107	90	107	10	10	10	8	7	6	11	8	13	7	9	8	8	7	10	7	6	5	9	8	9	5	9	7	10	10	10	8	7	6	11	8	13	7	9	8	1.1119656E8	1.51887488E8	1.71217712E8	1.55135808E8	8.3170064E7	1.32735256E8	1.09985048E8	1.11352E8	1.40732384E8	3.6794412E7	7.3398184E7	6.6954448E7	3.457604E7	4.156682E7	4.5837552E7	4.3609308E7	2.8412414E7	3.2881646E7	3.2632256E7	3.1723254E7	3.3656956E7	3.4864292E7	2.1147944E7	2.3913006E7	
sp|Q14165|MLEC_HUMAN	Q14165	MLEC_HUMAN	MLEC	292	Homo sapiens OX=9606	1:Experimental evidence at protein level	Malectin	1.0	0.999	12	101	101	101	8	9	8	7	9	12	5	10	9	11	7	6	8	9	8	7	9	12	5	10	9	11	7	6	8	9	8	7	9	12	5	10	9	11	7	6	2.59420288E8	2.16096672E8	2.22687232E8	2.9801312E8	3.1278912E8	3.6988144E8	1.5534504E8	2.16480496E8	1.48310672E8	2.8805312E8	1.60619232E8	1.88710272E8	1.0993764E8	1.09368448E8	1.11977328E8	1.40704208E8	1.414172E8	1.52502096E8	9.7750448E7	1.01798768E8	9.1864624E7	8.496588E7	1.26115224E8	1.27466128E8	
sp|Q14166|TTL12_HUMAN	Q14166	TTL12_HUMAN	TTLL12	644	Homo sapiens OX=9606	1:Experimental evidence at protein level	Tubulin--tyrosine ligase-like protein 12	1.0	0.999	14	93	93	93	5	6	5	8	6	8	7	13	11	8	7	9	5	6	5	8	6	8	7	13	11	8	7	9	5	6	5	8	6	8	7	13	11	8	7	9	9.7173064E7	1.2014392E8	8.4457664E7	1.0389504E8	1.74690336E8	1.92072704E8	2.06874944E8	2.60957056E8	2.56140032E8	2.0950752E8	2.45072288E8	1.96239504E8	5.89139E7	5.2489728E7	5.684578E7	6.8783768E7	7.2168112E7	7.183488E7	6.2703308E7	6.8105456E7	6.916988E7	7.5052968E7	7.5796648E7	7.5721712E7	
sp|Q14168|MPP2_HUMAN	Q14168	MPP2_HUMAN	MPP2	576	Homo sapiens OX=9606	1:Experimental evidence at protein level	MAGUK p55 subfamily member 2	0.9995	0.9988	4	7	7	7	1	1	0	0	0	2	1	0	0	0	2	0	1	1	0	0	0	2	1	0	0	0	2	0	1	1	0	0	0	2	1	0	0	0	2	0	9529169.0	4373016.0	0.0	0.0	0.0	3849960.8	0.0	0.0	0.0	0.0	1.7747618E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q14181|DPOA2_HUMAN	Q14181	DPOA2_HUMAN	POLA2	598	Homo sapiens OX=9606	1:Experimental evidence at protein level	DNA polymerase alpha subunit B	0.9999	0.9989	2	2	2	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q14185|DOCK1_HUMAN	Q14185	DOCK1_HUMAN	DOCK1	1865	Homo sapiens OX=9606	1:Experimental evidence at protein level	Dedicator of cytokinesis protein 1	1.0	0.999	13	27	27	27	1	2	0	2	3	1	5	4	1	2	3	3	1	2	0	2	3	1	5	4	1	2	3	3	1	2	0	2	3	1	5	4	1	2	3	3	5488292.0	0.0	0.0	1.6357709E7	3.2606084E7	0.0	7.0696112E7	5.1359168E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q14186|TFDP1_HUMAN	Q14186	TFDP1_HUMAN	TFDP1	410	Homo sapiens OX=9606	1:Experimental evidence at protein level	Transcription factor Dp-1	0.9638	0.999	1	2	2	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q14192|FHL2_HUMAN	Q14192	FHL2_HUMAN	FHL2	279	Homo sapiens OX=9606	1:Experimental evidence at protein level	Four and a half LIM domains protein 2	1.0	0.999	26	295	295	295	27	30	25	24	18	31	24	21	32	17	21	25	27	30	25	24	18	31	24	21	32	17	21	25	27	30	25	24	18	31	24	21	32	17	21	25	1.59291034E9	2.13231232E9	1.17018854E9	1.49459456E9	1.1717161E9	1.79215501E9	9.0240627E8	1.60430733E9	1.32414758E9	1.0921344E9	5.6871162E8	1.07309958E9	3.5818976E8	4.0753168E8	3.28546176E8	3.84049792E8	3.21742528E8	3.60249024E8	1.94844176E8	3.1524784E8	2.88508832E8	2.21999312E8	2.31228272E8	3.0922832E8	
sp|Q14194|DPYL1_HUMAN	Q14194	DPYL1_HUMAN	CRMP1	572	Homo sapiens OX=9606	1:Experimental evidence at protein level	Dihydropyrimidinase-related protein 1	1.0	0.999	24	119	119	220	6	9	7	6	9	6	14	15	12	14	7	14	6	9	7	6	9	6	14	15	12	14	7	14	13	21	16	13	18	13	20	23	17	27	13	26	1.75775328E8	2.36822976E8	1.99293936E8	3.26433824E8	3.16871104E8	2.8330032E8	7.1222963E8	3.9815248E8	4.80249216E8	6.6124742E8	4.606472E8	6.0990336E8	6.9712656E7	7.1069328E7	7.415284E7	8.6235536E7	8.7045672E7	8.1530552E7	1.14023408E8	1.09857552E8	1.16296448E8	1.2864404E8	1.33695656E8	1.32212448E8	
sp|Q14195|DPYL3_HUMAN	Q14195	DPYL3_HUMAN	DPYSL3	570	Homo sapiens OX=9606	1:Experimental evidence at protein level	Dihydropyrimidinase-related protein 3	1.0	0.999	37	642	594	700	38	46	38	51	38	44	60	55	53	93	51	75	34	39	34	47	34	41	55	50	52	86	48	74	42	53	44	55	42	47	63	59	55	102	53	85	5.7991823E9	7.661738E9	6.4208061E9	9.1124429E9	8.5848709E9	7.1771346E9	1.08002191E10	1.10816184E10	1.0684674E10	1.10308803E10	1.10832814E10	1.08884224E10	8.666416E8	9.0196742E8	8.5715635E8	1.13298931E9	1.05502374E9	1.02875155E9	1.30953549E9	1.35585638E9	1.33345267E9	1.37530854E9	1.60834406E9	1.59918605E9	
sp|Q14197|ICT1_HUMAN	Q14197	ICT1_HUMAN	MRPL58	206	Homo sapiens OX=9606	1:Experimental evidence at protein level	Peptidyl-tRNA hydrolase ICT1, mitochondrial	1.0	0.999	6	33	33	33	2	2	1	2	2	1	2	4	5	5	4	3	2	2	1	2	2	1	2	4	5	5	4	3	2	2	1	2	2	1	2	4	5	5	4	3	4.371608E7	3.5777504E7	1.3688251E7	4.2720084E7	4.7766284E7	1.6236446E7	4.5166712E7	6.3798076E7	6.6303936E7	8.6765808E7	4.2087548E7	3.5033756E7	2.4681244E7	2.1717554E7	0.0	2.6033696E7	0.0	0.0	2.7317348E7	2.661452E7	2.1755598E7	2.6366636E7	1.8954454E7	2.5014852E7	
sp|Q14203|DCTN1_HUMAN	Q14203	DCTN1_HUMAN	DCTN1	1278	Homo sapiens OX=9606	1:Experimental evidence at protein level	Dynactin subunit 1	1.0	0.999	45	391	391	391	29	36	36	28	36	37	30	33	31	25	39	31	29	36	36	28	36	37	30	33	31	25	39	31	29	36	36	28	36	37	30	33	31	25	39	31	1.20334989E9	1.35870874E9	1.23741862E9	1.05860134E9	1.3091991E9	1.5435488E9	1.40730957E9	1.4158679E9	1.41111667E9	6.189833E8	1.09274381E9	1.16367181E9	1.39261408E8	1.280272E8	1.40042272E8	1.36079072E8	1.2881864E8	1.4562448E8	1.23283128E8	1.29265552E8	1.3261104E8	1.23867072E8	1.28020816E8	1.25365592E8	
sp|Q14204|DYHC1_HUMAN	Q14204	DYHC1_HUMAN	DYNC1H1	4646	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cytoplasmic dynein 1 heavy chain 1	1.0	0.999	247	2211	2211	2211	163	176	178	164	199	180	179	190	186	191	201	204	163	176	178	164	199	180	179	190	186	191	201	204	163	176	178	164	199	180	179	190	186	191	201	204	7.7569961E9	9.0398095E9	8.8082319E9	8.4614292E9	1.18884506E10	9.8324593E9	1.12944486E10	1.11716997E10	1.07695616E10	7.8602762E9	1.16783647E10	1.19281193E10	3.64916416E8	3.55784704E8	3.7112144E8	3.95111424E8	4.36375776E8	3.94878592E8	4.203808E8	4.2008E8	4.09273184E8	4.2229552E8	4.37446976E8	4.24024416E8	
sp|Q14232|EI2BA_HUMAN	Q14232	EI2BA_HUMAN	EIF2B1	305	Homo sapiens OX=9606	1:Experimental evidence at protein level	Translation initiation factor eIF-2B subunit alpha	1.0	0.999	11	38	38	38	5	4	4	1	4	3	2	7	3	0	3	2	5	4	4	1	4	3	2	7	3	0	3	2	5	4	4	1	4	3	2	7	3	0	3	2	1.076564E8	2.36424144E8	1.61509936E8	0.0	1.66649328E8	1.38461504E8	2.07748752E8	1.23518752E8	9.3866E7	0.0	9.035356E7	9.2271152E7	7.177576E7	9.473708E7	8.0915624E7	0.0	6.640384E7	6.4314184E7	9.9729184E7	8.0944304E7	9.1766456E7	0.0	4.9819432E7	5.1533476E7	
sp|Q14240|IF4A2_HUMAN	Q14240	IF4A2_HUMAN	EIF4A2	407	Homo sapiens OX=9606	1:Experimental evidence at protein level	Eukaryotic initiation factor 4A-II	1.0	0.999	18	35	35	254	1	0	0	3	5	5	1	1	1	5	5	8	1	0	0	3	5	5	1	1	1	5	5	8	21	17	16	26	22	17	18	18	20	35	22	22	0.0	0.0	0.0	6.9281528E7	7.5184784E7	3.13259168E8	8.9037464E7	9.0508464E7	1.02006376E8	3.30096384E8	4.4584128E8	4.69729728E8	0.0	0.0	0.0	1.58484912E8	1.68589344E8	1.2436792E8	0.0	0.0	0.0	1.52727232E8	1.92931584E8	1.61342784E8	
sp|Q14241|ELOA1_HUMAN	Q14241	ELOA1_HUMAN	ELOA	798	Homo sapiens OX=9606	1:Experimental evidence at protein level	Elongin-A	1.0	0.999	6	9	9	9	0	0	2	0	2	0	0	1	1	1	1	1	0	0	2	0	2	0	0	1	1	1	1	1	0	0	2	0	2	0	0	1	1	1	1	1	0.0	0.0	8727857.0	0.0	0.0	0.0	0.0	0.0	1.3097161E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q14247|SRC8_HUMAN	Q14247	SRC8_HUMAN	CTTN	550	Homo sapiens OX=9606	1:Experimental evidence at protein level	Src substrate cortactin	1.0	0.999	47	471	471	471	36	45	36	36	40	39	33	35	42	38	46	45	36	45	36	36	40	39	33	35	42	38	46	45	36	45	36	36	40	39	33	35	42	38	46	45	3.38550374E9	3.9547776E9	4.4476175E9	1.99449382E9	3.8918272E9	3.55126221E9	4.4742682E9	3.35768397E9	5.7067965E9	1.83863411E9	3.18586624E9	2.8580585E9	5.9552154E8	6.0433325E8	5.9993798E8	5.6786246E8	6.4695923E8	5.6244448E8	5.35978112E8	6.2234624E8	5.817927E8	5.1511648E8	5.23980352E8	5.216936E8	
sp|Q14249|NUCG_HUMAN	Q14249	NUCG_HUMAN	ENDOG	297	Homo sapiens OX=9606	1:Experimental evidence at protein level	Endonuclease G, mitochondrial	1.0	0.999	6	29	29	29	2	5	5	1	2	1	4	6	2	0	1	0	2	5	5	1	2	1	4	6	2	0	1	0	2	5	5	1	2	1	4	6	2	0	1	0	7252797.0	9.4287664E7	5.8638792E7	0.0	2.6611426E7	2.1562034E7	4.4589004E7	5.9721544E7	4.3683112E7	0.0	2.2198426E7	0.0	0.0	3.7045108E7	2.4488744E7	0.0	0.0	0.0	2.62509E7	3.1201734E7	3.2255468E7	0.0	0.0	0.0	
sp|Q14254|FLOT2_HUMAN	Q14254	FLOT2_HUMAN	FLOT2	428	Homo sapiens OX=9606	1:Experimental evidence at protein level	Flotillin-2	1.0	0.999	17	110	110	110	5	6	9	6	12	7	9	14	8	10	13	11	5	6	9	6	12	7	9	14	8	10	13	11	5	6	9	6	12	7	9	14	8	10	13	11	1.35127168E8	1.22533952E8	1.74778608E8	1.3847176E8	1.79052784E8	2.21848576E8	2.2453312E8	2.76488768E8	2.55001312E8	2.32478832E8	2.21134912E8	1.47349216E8	6.130804E7	5.94912E7	7.1744128E7	7.8780784E7	7.02422E7	6.9692968E7	8.191724E7	6.559206E7	5.8687416E7	8.02418E7	7.3299688E7	6.9037672E7	
sp|Q14257|RCN2_HUMAN	Q14257	RCN2_HUMAN	RCN2	317	Homo sapiens OX=9606	1:Experimental evidence at protein level	Reticulocalbin-2	1.0	0.999	15	114	114	114	10	7	7	8	10	9	10	10	10	13	10	10	10	7	7	8	10	9	10	10	10	13	10	10	10	7	7	8	10	9	10	10	10	13	10	10	3.33243808E8	3.78567904E8	3.5985936E8	2.49494144E8	4.50873504E8	3.68892928E8	5.24794432E8	7.3122426E8	6.4768058E8	3.99678528E8	6.3019277E8	6.1427808E8	1.16263136E8	1.27271264E8	1.34400592E8	1.3550896E8	1.9679024E8	1.40163056E8	1.80264464E8	2.422952E8	2.04901136E8	2.00689344E8	2.46410592E8	2.42476992E8	
sp|Q14258|TRI25_HUMAN	Q14258	TRI25_HUMAN	TRIM25	630	Homo sapiens OX=9606	1:Experimental evidence at protein level	E3 ubiquitin/ISG15 ligase TRIM25	1.0	0.999	16	77	77	77	5	7	8	5	13	9	5	5	3	3	8	6	5	7	8	5	13	9	5	5	3	3	8	6	5	7	8	5	13	9	5	5	3	3	8	6	1.23885744E8	1.31974144E8	1.76711312E8	1.43121024E8	2.41249696E8	1.44517136E8	8.2296744E7	4.453738E7	7.1442504E7	8.3382664E7	8.470328E7	7.5814048E7	4.8392528E7	3.9171784E7	4.5072588E7	5.2577496E7	4.3494708E7	4.4562784E7	3.0598706E7	2.3393764E7	2.4304538E7	3.5508392E7	2.5148134E7	2.984453E7	
sp|Q14315|FLNC_HUMAN	Q14315	FLNC_HUMAN	FLNC	2725	Homo sapiens OX=9606	1:Experimental evidence at protein level	Filamin-C	1.0	0.999	164	1736	1736	2050	160	146	137	140	140	138	134	136	127	192	147	139	160	146	137	140	140	138	134	136	127	192	147	139	187	170	159	166	163	166	164	162	151	212	177	173	1.55840594E10	1.91272919E10	1.63841587E10	1.54096732E10	1.97807002E10	1.73085512E10	1.66006692E10	1.67569654E10	1.81450138E10	1.53985044E10	1.78810286E10	1.45336146E10	7.3901619E8	7.1488672E8	7.34664E8	7.2452986E8	7.621744E8	7.1304326E8	6.5424237E8	6.7570765E8	6.8669293E8	7.0440384E8	8.1353638E8	7.2137254E8	
sp|Q14318|FKBP8_HUMAN	Q14318	FKBP8_HUMAN	FKBP8	412	Homo sapiens OX=9606	1:Experimental evidence at protein level	Peptidyl-prolyl cis-trans isomerase FKBP8	1.0	0.999	8	71	71	71	5	4	5	8	5	6	4	6	6	7	7	8	5	4	5	8	5	6	4	6	6	7	7	8	5	4	5	8	5	6	4	6	6	7	7	8	2.01987296E8	1.43394384E8	1.687872E8	1.51492448E8	1.76116096E8	1.91484064E8	2.06274368E8	1.77281456E8	1.72252544E8	1.29475152E8	1.63799072E8	2.06354976E8	8.5395568E7	6.2802452E7	8.1524856E7	6.806224E7	7.5173736E7	8.075032E7	8.434368E7	6.9266368E7	6.4875888E7	7.7521888E7	8.4865496E7	7.3774776E7	
sp|Q14320|FA50A_HUMAN	Q14320	FA50A_HUMAN	FAM50A	339	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein FAM50A	1.0	0.999	7	65	40	65	6	4	5	6	6	7	4	5	6	3	6	7	3	3	3	3	3	4	3	4	4	3	4	3	6	4	5	6	6	7	4	5	6	3	6	7	1.53029568E8	1.34230432E8	1.15221064E8	2.12304928E8	2.67196528E8	2.6127224E8	1.70973248E8	1.1885848E8	1.59879152E8	7.40708E7	1.98266208E8	2.43778816E8	4.9159804E7	4.9112384E7	4.8059632E7	6.2071712E7	6.0390444E7	5.929032E7	5.7794952E7	5.0751628E7	5.3903564E7	7.105796E7	6.7175448E7	6.3526424E7	
sp|Q14331|FRG1_HUMAN	Q14331	FRG1_HUMAN	FRG1	258	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein FRG1	1.0	0.999	2	16	16	16	1	2	1	1	1	2	2	1	2	0	2	1	1	2	1	1	1	2	2	1	2	0	2	1	1	2	1	1	1	2	2	1	2	0	2	1	9642653.0	0.0	0.0	9302608.0	6602319.0	6601665.5	7971904.5	0.0	6990804.0	0.0	1.489671E7	5326606.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q14332|FZD2_HUMAN	Q14332	FZD2_HUMAN	FZD2	565	Homo sapiens OX=9606	1:Experimental evidence at protein level	Frizzled-2	0.9997	0.9983	5	22	2	22	1	2	1	3	4	1	2	1	2	2	2	1	0	0	0	0	0	0	1	0	0	1	0	0	1	2	1	3	4	1	2	1	2	2	2	1	1.782848E7	1.625413E7	0.0	3.3983584E7	3.0023628E7	0.0	1.393941E7	9528185.0	6054699.0	9720834.0	0.0	1.1652114E7	9971802.0	0.0	0.0	2.2747436E7	1.7714464E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q14344|GNA13_HUMAN	Q14344	GNA13_HUMAN	GNA13	377	Homo sapiens OX=9606	1:Experimental evidence at protein level	Guanine nucleotide-binding protein subunit alpha-13	1.0	0.999	12	60	47	92	7	7	5	3	5	2	5	4	7	3	6	6	6	6	3	2	4	2	3	3	6	2	5	5	10	9	7	6	7	4	8	7	10	6	9	9	1.52861696E8	7.6466568E7	3.3665484E7	4.456272E7	1.04439632E8	4.650592E7	1.0016256E8	6.6673816E7	1.05860592E8	4.3838036E7	7.2242384E7	9.9533296E7	3.5156892E7	4.0725532E7	3.346426E7	0.0	4.1429644E7	3.9126328E7	2.587338E7	3.7780024E7	3.9078756E7	0.0	3.6938908E7	4.5542932E7	
sp|Q14353|GAMT_HUMAN	Q14353	GAMT_HUMAN	GAMT	236	Homo sapiens OX=9606	1:Experimental evidence at protein level	Guanidinoacetate N-methyltransferase	1.0	0.999	7	42	42	42	1	5	4	1	3	3	2	8	7	1	5	2	1	5	4	1	3	3	2	8	7	1	5	2	1	5	4	1	3	3	2	8	7	1	5	2	0.0	6.41698E7	2.458724E7	2.682184E7	1.4956724E7	1.8789358E7	3.7117568E7	1.0811548E8	9.8055928E7	0.0	1.9841922E7	0.0	0.0	3.75216E7	0.0	0.0	2.391862E7	0.0	0.0	4.1904844E7	3.9130124E7	0.0	0.0	0.0	
sp|Q14376|GALE_HUMAN	Q14376	GALE_HUMAN	GALE	348	Homo sapiens OX=9606	1:Experimental evidence at protein level	UDP-glucose 4-epimerase	1.0	0.999	10	44	44	44	5	4	2	4	3	3	4	3	5	5	2	4	5	4	2	4	3	3	4	3	5	5	2	4	5	4	2	4	3	3	4	3	5	5	2	4	1.4181472E7	2.09655E7	1.9849586E7	1.9912596E7	4.481328E7	3.802092E7	3.8413412E7	4.933304E7	5.6886688E7	4.1121976E7	2.3535424E7	9.9499128E7	9326680.0	1.1609167E7	0.0	1.7478546E7	2.186771E7	1.7209548E7	1.990025E7	1.9761978E7	2.2221792E7	1.7763818E7	0.0	3.3985984E7	
sp|Q14393|GAS6_HUMAN	Q14393	GAS6_HUMAN	GAS6	678	Homo sapiens OX=9606	1:Experimental evidence at protein level	Growth arrest-specific protein 6	1.0	0.9989	6	12	12	12	1	1	0	2	1	0	1	1	0	2	0	3	1	1	0	2	1	0	1	1	0	2	0	3	1	1	0	2	1	0	1	1	0	2	0	3	0.0	1.7601154E7	0.0	1.3536357E7	0.0	0.0	0.0	0.0	0.0	6951040.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q14444|CAPR1_HUMAN	Q14444	CAPR1_HUMAN	CAPRIN1	709	Homo sapiens OX=9606	1:Experimental evidence at protein level	Caprin-1	1.0	0.999	22	237	237	237	18	19	23	17	20	20	19	19	24	18	20	20	18	19	23	17	20	20	19	19	24	18	20	20	18	19	23	17	20	20	19	19	24	18	20	20	1.33739302E9	1.23418867E9	1.58583488E9	8.7474797E8	1.06404602E9	1.62244429E9	1.57354803E9	1.3174871E9	1.69308147E9	9.4856077E8	1.68310477E9	1.93264166E9	2.9152368E8	3.25018208E8	3.3803968E8	3.6006816E8	4.24859904E8	3.65628992E8	3.3037408E8	3.94420544E8	4.43426016E8	3.37621952E8	4.31845856E8	4.426552E8	
sp|Q14457|BECN1_HUMAN	Q14457	BECN1_HUMAN	BECN1	450	Homo sapiens OX=9606	1:Experimental evidence at protein level	Beclin-1	0.9998	0.999	3	6	6	6	0	0	0	0	1	1	0	1	2	0	0	1	0	0	0	0	1	1	0	1	2	0	0	1	0	0	0	0	1	1	0	1	2	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.023609E7	6295055.0	0.0	0.0	1.4674904E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q14498|RBM39_HUMAN	Q14498	RBM39_HUMAN	RBM39	530	Homo sapiens OX=9606	1:Experimental evidence at protein level	RNA-binding protein 39	1.0	0.999	13	98	96	98	9	10	10	8	9	4	10	8	5	8	9	8	9	10	10	7	9	4	10	8	5	7	9	8	9	10	10	8	9	4	10	8	5	8	9	8	2.70517312E8	4.3909488E8	4.31121632E8	4.315329E9	5.03852864E8	1.12689832E8	5.4095974E8	5.959497E8	1.70534192E8	7.7249888E7	2.67867472E8	5.7935277E8	1.80303904E8	1.71079504E8	2.05767808E8	2.09997776E8	2.63495536E8	2.34503312E8	2.3705648E8	2.45427264E8	2.39694928E8	1.42753552E8	2.71738752E8	2.33855344E8	
sp|Q14517|FAT1_HUMAN	Q14517	FAT1_HUMAN	FAT1	4588	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protocadherin Fat 1	1.0	0.999	18	60	56	60	0	1	2	8	10	3	2	1	3	8	11	11	0	1	2	8	9	3	2	1	3	8	10	9	0	1	2	8	10	3	2	1	3	8	11	11	0.0	4292314.0	1.4686122E7	4.7111712E7	2.9857738E7	1.929267E7	0.0	0.0	1.1318878E7	7.2503664E7	8.023748E7	4.0855952E7	0.0	0.0	9966069.0	1.2025018E7	1.0467112E7	1.251037E7	0.0	0.0	5603850.5	2.5066598E7	1.5048116E7	1.4308263E7	
sp|Q14520|HABP2_HUMAN	Q14520	HABP2_HUMAN	HABP2	560	Homo sapiens OX=9606	1:Experimental evidence at protein level	Hyaluronan-binding protein 2	0.7354	0.9901	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q14527|HLTF_HUMAN	Q14527	HLTF_HUMAN	HLTF	1009	Homo sapiens OX=9606	1:Experimental evidence at protein level	Helicase-like transcription factor	0.9979	0.9969	3	5	5	5	0	0	0	0	1	1	1	0	0	0	2	0	0	0	0	0	1	1	1	0	0	0	2	0	0	0	0	0	1	1	1	0	0	0	2	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q14534|ERG1_HUMAN	Q14534	ERG1_HUMAN	SQLE	574	Homo sapiens OX=9606	1:Experimental evidence at protein level	Squalene monooxygenase	1.0	0.9988	5	8	8	8	0	0	0	0	0	0	1	1	0	3	2	1	0	0	0	0	0	0	1	1	0	3	2	1	0	0	0	0	0	0	1	1	0	3	2	1	0.0	0.0	0.0	0.0	1.3322262E7	0.0	0.0	0.0	0.0	5398059.0	1.6622014E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q14554|PDIA5_HUMAN	Q14554	PDIA5_HUMAN	PDIA5	519	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein disulfide-isomerase A5	1.0	0.999	14	86	86	86	6	7	6	6	8	8	7	6	8	7	10	7	6	7	6	6	8	8	7	6	8	7	10	7	6	7	6	6	8	8	7	6	8	7	10	7	1.09205896E8	1.37912848E8	1.38395488E8	1.40339024E8	2.0725168E8	1.72453664E8	1.563032E8	1.25966064E8	1.64632336E8	1.54441728E8	1.91495488E8	1.33988792E8	4.002988E7	3.979662E7	3.6694264E7	5.0860084E7	4.2137216E7	4.224462E7	3.9428584E7	3.2249656E7	3.7935264E7	5.776388E7	4.7339152E7	4.2149872E7	
