Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_1ng_DIA_12-2-2023_Slot1-13_2475.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_1ng_DIA_12-3-2023_Slot1-13_2477.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_1ng_DIA_12-3-2023_Slot1-13_2478.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_1ng_DIA_12-3-2023_Slot1-13_2479.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_1ng_DIA_12-3-2023_Slot1-13_2480.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_1ng_DIA_12-3-2023_Slot1-13_2481.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_5ng_DIA_12-3-2023_Slot1-14_2482.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_5ng_DIA_12-3-2023_Slot1-14_2483.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_5ng_DIA_12-3-2023_Slot1-14_2484.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_5ng_DIA_12-3-2023_Slot1-14_2485.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_5ng_DIA_12-3-2023_Slot1-14_2486.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_5ng_DIA_12-4-2023_Slot1-14_2487.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_10ng_12-1-2023_Slot1-9_2456.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_10ng_12-1-2023_Slot1-9_2457.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_10ng_DIA_12-4-2023_Slot1-15_2488.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_10ng_DIA_12-4-2023_Slot1-15_2489.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_10ng_DIA_12-4-2023_Slot1-15_2491.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_10ng_DIA_12-4-2023_Slot1-15_2492.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_10ng_DIA_12-4-2023_Slot1-15_2493.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_250pg_DIA_12-1-2023_Slot1-10_2462.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_250pg_DIA_12-1-2023_Slot1-11_2463.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_250pg_DIA_12-1-2023_Slot1-11_2464.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_250pg_DIA_12-1-2023_Slot1-11_2465.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_250pg_DIA_12-1-2023_Slot1-11_2466.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_250pg_DIA_12-1-2023_Slot1-11_2467.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_250pg_DIA_12-2-2023_Slot1-11_2468.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_500pg_DIA_12-2-2023_Slot1-12_2469.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_500pg_DIA_12-2-2023_Slot1-12_2470.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_500pg_DIA_12-2-2023_Slot1-12_2471.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_500pg_DIA_12-2-2023_Slot1-12_2472.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_500pg_DIA_12-2-2023_Slot1-12_2473.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_500pg_DIA_12-2-2023_Slot1-12_2474.d
Q8N2K1	Q8N2K1;A6NGS0;B1AMF0;D6RD90	UB2J2_HUMAN	UBE2J2	Ubiquitin-conjugating enzyme E2 J2							165.61		254.357	309.204	495.593	274.845	401.632		276.308		483.576	413.772	616.5												1770.36	
Q8N2Z9	Q8N2Z9	CENPS_HUMAN	CENPS	Centromere protein S						669.808	1059.78	955.252	871.012	1149.08	1328.52	1002.77	906.594		916.869	861.876	1041.29	1165.35	898.234										1834.18			
Q8N302	Q8N302;A0A2R8YFF1	AGGF1_HUMAN	AGGF1	Angiogenic factor with G patch and FHA domains 1	3328.69	2781.3	1817.44			2052.01	1689.04	1851.69	2109.3	1526.53	1970.17	1596.77	1337.76		1476.45	1613.46	1776.79	1719.13	1767.56													
Q8N335	Q8N335;C9JM46;C9JFA7	GPD1L_HUMAN	GPD1L	Glycerol-3-phosphate dehydrogenase 1-like protein	11111.9	11708.5	10683.9		12132.4	11558.8	10862.2	11097.7	11811.1	11933.1	10943.5	11015.3	10946.9		11376.6	10497.4	11644.8	11279.7	11055		7233.79	6866.97	11549	13643.8	9493.86	9811.19	14228.5	13660.3	10862.7	14999.9	15521.3	12144.5
Q8N392	Q8N392	RHG18_HUMAN	ARHGAP18	Rho GTPase-activating protein 18	8127.38	9012.49	7503.01		10115.7	8730.42	7874.23	8763.41	8765.57	8477.92	8801.2	9206.79	8986.6		9289.94	8923.16	8850.54	8973.94	8867.73		15506.2	12885.5	8954.64	6801.54	9907.55	9346.65	7147.56	8747.96	6554.32	7642.98	10750.4	7332.68
Q8N394	Q8N394;A0A0B4J253	TMTC2_HUMAN	TMTC2	Protein O-mannosyl-transferase TMTC2							1489.44	1678.28	1479.26	1771.47	1650.1	1370.63	1200.96		1633.08	2046.91	1724.38	1652.46	1918.91													
Q8N3C0	Q8N3C0	ASCC3_HUMAN	ASCC3	Activating signal cointegrator 1 complex subunit 3	7894.24	8603.28	8352.38		7731.61	8310.77	6766.47	6875.59	6845.86	6861.98	6740.48	6435.29	7237.36		7042.25	6953.68	7045.82	6781	7147.8		6504.97		11235.8	9437.17	6905.26	7665.73	8314.92	9120.82	7992.15	9597.09	9694.66	8645.7
Q8N3C7	Q8N3C7	CLIP4_HUMAN	CLIP4	CAP-Gly domain-containing linker protein 4	4464.17		2403.49		4773.7	2558.77	2043.73	2434.93	2266.8	2338.86	2377.23	2747.29	2618.44		2567.55	2751.04	2572.95	2709	2272		10680.8			10065				3053.65	4382.95		3394.54	
Q8N3D4	Q8N3D4;E9PIH6	EH1L1_HUMAN	EHBP1L1	EH domain-binding protein 1-like protein 1	5116.79	5068.11	5996.33		5244.76	5796.71	5178.06	5190.59	4476.69	5355.42	5123.16	5081.56	5310.22		5205.23	5267.7	5207.17	5476.64	5117.95			5675.84	8448.71	8324.1			7098.61	5229.47	5682.65	6382.01	4230.45	5215.72
Q8N3F8	Q8N3F8;A0A7P0T8A6;A0A7P0T9P2;A0A7P0Z4L3;B0QY86;B0QY91;H0Y6J8	MILK1_HUMAN	MICALL1	MICAL-like protein 1			1788.26		2823.69		1427.36	1108.65	1039.54	1294.62	1407.4	1212.84	1168.34		1210.57	1233.88	1272.18	1186.46	1070.56											1136.74		
Q8N3R9	Q8N3R9	PALS1_HUMAN	PALS1	Protein PALS1			7443.29				2131.31	1664.64	1913.31	1678.74	2104.4	2291.63	1741.34		1714.28	1681.55	1754.79	1547.23	1708.94													
Q8N3U4	Q8N3U4;Q8WVM7;A0A8I5KVF8	STAG2_HUMAN	STAG2	Cohesin subunit SA-2	9753.44	9663.51	10518.7		8929.24	8237.49	8573.66	8282.04	8648.5	8953.96	8504.74	8855.77	9095.37		8157.34	8380.81	8255.63	7937.08	8164.07		11713.1	11838		7581.56	10872.2	10717.3	10704.3		10896.8	8517.08	8558.19	9900.92
Q8N3V7	Q8N3V7	SYNPO_HUMAN	SYNPO	Synaptopodin	4248.22	4716.98	5167.14		4564.95	2090.93	2893.81	2811.47	2622.1	3330.78	3166.71	3688.12	3513.07		3253.81	3247.08	3708.41	3478.55	3394.45													6702.98
Q8N3X1	Q8N3X1	FNBP4_HUMAN	FNBP4	Formin-binding protein 4	3195.39	3957.34	2853.15		3511.46	4028.94	3609.07	3042.34	2913.44	3563.8	3474.39	3316.84	3475.56		3439.59	3307.72	3107.86	3262.22	3276.67			4238.92	9823.72	6457.54	9411.26	4933.99		3078.72	2606.54	2669.39	2552.13	5640.31
Q8N488	Q8N488	RYBP_HUMAN	RYBP	RING1 and YY1-binding protein								712.565		1161.36					1016.32	689.25	1022.81	1092.44	830.155													
Q8N4C8	Q8N4C8	MINK1_HUMAN	MINK1	Misshapen-like kinase 1		3413.54	2473.15			2690.76	2103.8	1713.92	1734.94	1560.4	1959.72	1932.5	1864.5		1879.42	1906.69	1630.26	1816.4	1897.77													
Q8N4H5	Q8N4H5	TOM5_HUMAN	TOMM5	Mitochondrial import receptor subunit TOM5 homolog	24281.2	25437	25110.4		24380.1	23218.1	21237	21766.7	21678.4	20034.1	21388.2	21164.8	22537.1		19771.3	18046.5	17892	18260.8	18261.7		19211.6	22628.6	28778.7	19780.3	26291	20324.1	22169.7	21097.5	24306.9	25179.1	20893	21012
Q8N4J0	Q8N4J0;Q5T8V1	CARME_HUMAN	CARNMT1	Carnosine N-methyltransferase		1530.84					1216.86	1023.81	860.069	988.499	1503.75	1345.14	909.086		1102.99	935.769	1106.36	964.293	1098.92		1277.11						2513.71		1164.12			
Q8N4Q0	Q8N4Q0	PTGR3_HUMAN	PTGR3	Prostaglandin reductase 3								562.133	522.274	847.534			675.954		551.47	379.303	588.797	594.583	531.253													
Q8N4Q1	Q8N4Q1	MIA40_HUMAN	CHCHD4	Mitochondrial intermembrane space import and assembly protein 40	6021.71	3569.94	5801.6		4653.58		6196.97	4724.52	5026.73	5112.14	4536.79	5551.27	4952.62		5668.38	5222.77	5956.01	5606.57	6143.06			13826.8	7956.27					3686.88	7946.21			5862.64
Q8N4T8	Q8N4T8;H0Y962	CBR4_HUMAN	CBR4	3-oxoacyl-[acyl-carrier-protein] reductase	10758.2	15455.8	14966.5		12707.1	20897.1	7144.43	6895.65	7378.88	7201.2	7392.03	6785.63	4490.88		7722.42	6366.3	7951.29	7215.7	5718.42										5695.13	19210.3	10932.8	
Q8N4U5	Q8N4U5;F8VRQ3;F8VU20;F8VW27;F8W0R5;F8W1M6	T11L2_HUMAN	TCP11L2	T-complex protein 11-like protein 2	3425.17							3164.69		3954	2759.29		3788.5			3765.5	3138.58		2872.9													
Q8N543	Q8N543;A0A0A0MTR2;H3BR79;H3BUA6	OGFD1_HUMAN	OGFOD1	Prolyl 3-hydroxylase OGFOD1	3609.33						3761.01	3038.8	4199.72	3039.85	3141.8	4190.98	3755.15		3103.29	3418.79	3515.5	3444.44	3609.21													
Q8N556	Q8N556	AFAP1_HUMAN	AFAP1	Actin filament-associated protein 1	5776.91	6850.65	7322.1		8582.32	6789.34	7363.63	7205.94	7622.39	6594.62	7610.71	7074.11	6845.71		7539.93	7886.41	7375.35	6831.27	7317.42		9091.29				11719.4		7065.58	6658.42	9236.68		12110	8349.48
Q8N567	Q8N567	ZCHC9_HUMAN	ZCCHC9	Zinc finger CCHC domain-containing protein 9							1715.43	1726.44	2089.38	1426.89	1383.76	2035.13	1575.52		1280.17	1773.86	1500.12	1573.61	1522.52													
Q8N573	Q8N573;H0YC07	OXR1_HUMAN	OXR1	Oxidation resistance protein 1			1631.33				1858.71	2303.36	2087.01	1728.36	1863.23	2188.91	1961.25		2054.62	1991.16	2022.24	1821.51	2133.29													
Q8N584	Q8N584;G3V1N6	TT39C_HUMAN	TTC39C	Tetratricopeptide repeat protein 39C		4003.83	2091.97		2332.28	2933.74	1872.69	1926.19	1794.92	1868.06	1805.04	1853.29	2526.65		1977.91	1676.44	1906.03	2064.19	1817.41										2456.75			
Q8N5A5	Q8N5A5;V9GY48	ZGPAT_HUMAN	ZGPAT	Zinc finger CCCH-type with G patch domain-containing protein	2668.34	3910.42	2462.6			1960.52	1280.33	1457.37	1561.8	1840.95	1395.21	1675.88	1399.89		1837.44	1927.46	1952.67	1886.18	1958.29								5436.42		3681.6			
Q8N5B7	Q8N5B7;F8VXY1;H0YI10;Q49AQ3	CERS5_HUMAN	CERS5	Ceramide synthase 5		3337.96	3098.88		2720.17	3458.02	2804.41	2378.66	2950.05	3219.46	2605.67	2986.34	2512.34		2498.23	2881.48	2599.92	2759.28	2590.38			2868.96										
Q8N5C6	Q8N5C6	SRBD1_HUMAN	SRBD1	S1 RNA-binding domain-containing protein 1	2152.69	3816.49			2227.73		1301.69	1435.75	1469.19	1399.03	1576.81	1497.06	1233.32		1353.61	1395.99	1386.9	1236.78	1206.24			1919.78					3335.02					
Q8N5D0	Q8N5D0;H0YEI6	WDTC1_HUMAN	WDTC1	WD and tetratricopeptide repeats protein 1		2566.51					1371.21	1580.08	1536.3	1003.68	1535.33	1445.79	1511.53		1878.07	1422.67	1442.76	1654.39	1450.63								3044.59		3045.01			
Q8N5F7	Q8N5F7;Q5M9Q1;A0A494C050	NKAP_HUMAN	NKAP	NF-kappa-B-activating protein						2266.15	904.459	942.391	1062.91	1042.42	913.64	1171.97	955.013		1183.94	1066.52	1321	890.385	988.358													
Q8N5G0	Q8N5G0;E5RH91	SIM20_HUMAN	SMIM20	Small integral membrane protein 20	1867.87	3400.36	2939.43		914.888	2985.93	2194.55	2209.72	1993.92	1610.23	2887.49	2551.22	2862.62		2506.38	2663.09	2804.8	2798.81	2569.46								2236.04	1764.5			1654.4	
Q8N5G2	Q8N5G2	MACOI_HUMAN	MACO1	Macoilin	6908.95	5895.98	4535.11				4822.67	5147.46	4419.86	3784.36	6022.86	5896.14	4271.72		4348.19	4694.88	5007.65	4871.04	4947.37									3626.5				
Q8N5I2	Q8N5I2;F2Z3I4;Q5T370;Q5T371	ARRD1_HUMAN	ARRDC1	Arrestin domain-containing protein 1		2124.74			798.732		646.127	1301.2	809.08	822.755	566.353	511.308	831.475		729.494	683.278	849.78	409.866	867.798												840.957	
Q8N5K1	Q8N5K1;D6RCF4	CISD2_HUMAN	CISD2	CDGSH iron-sulfur domain-containing protein 2	12354.8	16487.8	13418.9		11817.9	8099.63	6163.88	8440.46	7182.47	7691.19	8912.38	6410.34	8817.02		7505.75	7714.01	7312.96	8302.83	6377.3		10448			21621		9215.18	16321.7	14040.3	8060.7	17718.6	19603.4	16317
Q8N5M1	Q8N5M1;C9J2Q2	ATPF2_HUMAN	ATPAF2	ATP synthase mitochondrial F1 complex assembly factor 2	3190.08	3292.03	3744.29			2871.12	1528.32	1337.94	1487.1	1485.74	1652.06	1798.66	1657.5		1522.1	1455.32	1658.74	1341.58	1467.21													
Q8N5M4	Q8N5M4;E7EST3;E9PKV8	TTC9C_HUMAN	TTC9C	Tetratricopeptide repeat protein 9C	6658.63	5090.48	3528.55		4665.35		4334.97	3630.16	2973.75	3422.05	3437.14	3367.98	3193.18		4495.91	4852.16	5359.25	3985.84	4401.96		2581.02		7532.24						2762.83	4993.49		
Q8N5M9	Q8N5M9	JAGN1_HUMAN	JAGN1	Protein jagunal homolog 1	2682.24						1461.4	3109.18	1995.14	1773.94	1965.01	2785.33	2221.09		2943.67	2950.16	2854.5	3195.3	2755.66													
Q8N5P1	Q8N5P1	ZC3H8_HUMAN	ZC3H8	Zinc finger CCCH domain-containing protein 8	1735.08	2450.41	2276.12		532.048	1132.88	1540.33	1913.03	1657.36	1878.3	1991.19	2075.73	1866.94		2260.87	1919.38	1982.37	1850.89	1763.93				3782.9					1500.98				
Q8N5V2	Q8N5V2;H7BZ39	NGEF_HUMAN	NGEF	Ephexin-1	5765.17	5676.36	7140.06		5480.41	7284.16	4523.87	5646.18	4233.67	4850.14	4700.44	5731.82	3981.16		5222.67	4545.67	5386.58	5228.41	5887.12						5327.84	7767.22	5995.48	4481.65			4330.25	4310.39
Q8N5W9	Q8N5W9	RFLB_HUMAN	RFLNB	Refilin-B	1623.66	1322.86	894.52			1936.2	2101.95	2427.93	1909.97	2372.32	1985.79	1166.36	1782.49		1985.99	2203.46	2271.36	1837.36	2067.93													
Q8N668	Q8N668	COMD1_HUMAN	COMMD1	COMM domain-containing protein 1	1381.29	1244.91	1482.54		2088.97	708.035	1402.06	1100.98	989.412	1322.86	1470.74	1073.43	2208.05		1290.87	1292.43	1384.75	1322.22	1299.6								2652.42	2029.47				
Q8N684	Q8N684;F5H047;F5H669;F5H6M0;J3QT54;C9J286;C9J323;C9JM38;F5GXA3;F5H1W4;F5H2K8;F5H5B7;F5H6A8;F5H6P5	CPSF7_HUMAN	CPSF7	Cleavage and polyadenylation specificity factor subunit 7	21960.2	20564.3	20970.4		22598.3	23551.6	24172.7	26382.3	23498	25048.4	22830.9	24908.9	25263.6		24224.5	24243.1	26389.8	25735.1	28208.5			20570.4	29832.6	23944.6	26433.2	23453.8	24930.4	26509.7	24147.5	17210.7	19621.5	16860.9
Q8N697	Q8N697	S15A4_HUMAN	SLC15A4	Solute carrier family 15 member 4					846.862		696.222	590.259	900.865	742.579	685.827	499.16	947.562		667.186	725.087	978.06	602.938	598.594													
Q8N6H7	Q8N6H7;E9PIY6;E9PN48;A0A0D9SF70;E9PQP3;G5E9L0	ARFG2_HUMAN	ARFGAP2	ADP-ribosylation factor GTPase-activating protein 2	8586.72	10386.3	9060.08		10272.7	9233.74	10342.2	10174.9	10448.5	10439.4	9964.05	10348.8	10578.8		10363.9	10449	10269.5	11065.6	10590.4		13507.6	9055.71	6582	12610.6	13183	8910.86	10452.7	9908.93	11678.4	10839.5	9712.69	10039.7
Q8N6L1	Q8N6L1;A0A6I8PLD9;A0A6I8PRU6	KTAP2_HUMAN	KRTCAP2	Keratinocyte-associated protein 2	605.697		592.933				95.428	231.477	387.003	132.493	302.057	248.269	285.406		394.2	318.877	379.044	449.983	309.243											2071.48		
Q8N6M0	Q8N6M0;A0A087X0W9	OTU6B_HUMAN	OTUD6B	Deubiquitinase OTUD6B	5415.26	6330.41	4500.28		7809.14	5516.44	4810.03	5992.6	5107.44	4828.08	4815.88	5581.73	5800.24		5217.09	5550.01	5216.97	5338.71	5027.44		3708.4									7175	6265.39	13231.3
Q8N6R0	Q8N6R0	EFNMT_HUMAN	METTL13	eEF1A lysine and N-terminal methyltransferase	5924.05	5043.75	6040.65			6650.31	5668.83	5865.64	5327.5	5618.5	4468.42	5464.54	4907.92		5128.61	4907.66	5893.75	5056.04	5273.41					12062.5			8059.87	10264.5		6027.33		
Q8N6S5	Q8N6S5;A0A8I5KQ30;A0A8I5KQY4;A0A8I5KRB3;A0A8I5KU55;A0A8I5KYK3;H7C0H7;H7C192	AR6P6_HUMAN	ARL6IP6	ADP-ribosylation factor-like protein 6-interacting protein 6	6231.93	6994.4	6102.48			6357.65	6066.85	6087.39	5359.56	5461.46	5337.44	7262.42			6134.95	5558.12	5381.81	4797.05							9505.27		5872.74	3764.05	7406.48	6795.97	6957.54	5234.72
Q8N6T3	Q8N6T3;E5RHC5;E5RHT6;F8VWH9;F8W1U7	ARFG1_HUMAN	ARFGAP1	ADP-ribosylation factor GTPase-activating protein 1	17577.3	13741.7	13753.4		13897.2	14672.8	14281.9	13385.3	15234.5	15071.1	14950.8	15508.5	14354.5		13147.5	13401	13214	13154.9	13857		23449.3	18802.6	12885.7	21137.6	14591.1	12900.7	14938.2	15192.7	14010.3	15886.2	15470.4	12320.7
Q8N6T7	Q8N6T7;M0QZ09;M0R1F6	SIR6_HUMAN	SIRT6	NAD-dependent protein deacylase sirtuin-6		3028.44	2776.7			2805.76	1479.22	1811.01	1219.17		1791.78	1423.19	1091.54		1257.32	1192.54	1238.94	1844.07	1265.43								2432.64					
Q8N726	Q8N726	ARF_HUMAN	CDKN2A	Tumor suppressor ARF	27326.7	19429	27323.1		28719.6	30230	26530.3	28219.5	28796.1	26639.2	25884.1	27852.7	24731		28001.8	28225.3	25959.9	27173.2	28193.7			18287.7	16449.5	18090.8	23919.9	16083.6	23600.7	26626.1	23325.2	20651.6	26940.4	25658.6
Q8N766	Q8N766;A0A8I5KQA0;A0A8I5KRL9;A0A8I5KW55;H7C5A2	EMC1_HUMAN	EMC1	ER membrane protein complex subunit 1	15064.3	12835.2	16586.6		15439.4	14810	16412.3	17580.3	15355.2	16248.5	16841.1	15932.2	18025.8		16129.3	16637.9	16286.6	16184.6	15551.9		18836.8	22533.6	17392.8	16397.7	22647	20628.3	18606.6	16258	14776.7	14443.9	17384.5	14971.8
Q8N7H5	Q8N7H5;B4DGJ5	PAF1_HUMAN	PAF1	RNA polymerase II-associated factor 1 homolog	5287.99	6197.55	6393.35		5393.19	5826.12	6821.81	6108.11	5952.81	6399.15	6173.65	6113.49	6351.61		6156.38	6456.44	6018.93	6872.95	6866.66			8528.05	10684.1	11180.4	9651.03	6277.1	7592.61	7339.18	6436.21	5373.79	6850.84	5622.95
Q8N7R7	Q8N7R7	CCYL1_HUMAN	CCNYL1	Cyclin-Y-like protein 1	1956.91		1541.44				1248.53	1451.73	1259.26	1667.02	1039.68	1635.16	1151.1		1291.74	1156.51	1299.73	1173.24	1131.82													
Q8N806	Q8N806;E9PCJ7;H0YJY4	UBR7_HUMAN	UBR7	Putative E3 ubiquitin-protein ligase UBR7	6917.13	6887.63	6962.08		7870.53	7628.97	6967.54	6861.02	7471.03	6694.67	7379.81	6710.32	6885.7		6872.02	6539.27	6709.95	6427.5	6311.61		11325.4	10500.6	13207.7	8160.48		11067.8	9224.17	5955.07	10164	8811.11	6334.55	7263.53
Q8N884	Q8N884;A0A7P0TBQ3	CGAS_HUMAN	CGAS	Cyclic GMP-AMP synthase		4367			6153.26		4372.32	4832.05	4750.6	3652.11	3751.35	4243.33	4034.01		4768.74	5171.39	5619.41	5677.89	4888.07													
Q8N8A2	Q8N8A2;A0A2R8Y7Y4;H7C209	ANR44_HUMAN	ANKRD44	Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B		1422.03	2022.36		3319.89		1534.19	1373.74	1591.02	1666.98	980.797	1240.18	1723.94		1422.96	1509.48	1170.95	1206.28	1239.36											1692.06		
Q8N8A6	Q8N8A6	DDX51_HUMAN	DDX51	ATP-dependent RNA helicase DDX51	4696.36		4166.26		5848.05	2837.1	2831.59	2498.7	3319.08	2726.28	2826.78	3722.85	3254.49		3044.59	3391.79	3219.98	2932.66	2986.25									8190.9	4417.06	6609.36		
Q8N8L6	Q8N8L6	ARL10_HUMAN	ARL10	ADP-ribosylation factor-like protein 10							1208.15	2513.89	1791.77	2375.05	1693.81	2228.13	1984.12		1917.09	2119.6	1818.84	2116.24	1965.04													
Q8N8N7	Q8N8N7;G3V3Y1	PTGR2_HUMAN	PTGR2	Prostaglandin reductase 2	3688.2	6597.92	7619.56		4106.71	6094.69	5832.4	5559.87	4701.17	5975.86	4994.64	5738.07	5137.93		5820.79	5084.89	5268.03	5734.02	5812.67					8399.48				5378.11	6061.13	5120.59	4529.63	
Q8N8R3	Q8N8R3;G3V5F4	S2529_HUMAN	SLC25A29	Mitochondrial basic amino acids transporter		2242.97			2354.1		3587.91	3372.75	3276.96	3045.64	2956.63	3321.48	3157.22		3552.25	3096.09	2983.44	3664.06	3493.04		4366.91											4410.75
Q8N8R5	Q8N8R5	CB069_HUMAN	C2orf69	Mitochondrial protein C2orf69	607.068						955.903	920.215	369.375			592.93	710.467		609.237	516.035	727.14	581.617	621.117													
Q8N8R7	Q8N8R7;E9PRK7	AL14E_HUMAN	ARL14EP	ARL14 effector protein	3423.63				3048.17	2723.45	2054.28	2326.54	2201.38	1868.15	2519.51	2367.27	1953.18		2098.97	2183.66	2295.93	2246.98	2404.07													3379.91
Q8N8S7	Q8N8S7;A0A0U1RRM6;A0A075B6E5	ENAH_HUMAN	ENAH	Protein enabled homolog	23073.3	22079	21215.7		25206.9	23480.9	21925.1	24159.7	23414.5	23302.3	24039.6	23697.1	24230.9		25813.7	26817	25669.9	26731.7	26217.5		20936.9	20703.9	20438.7	30157.8	19895.6	19080.5	26008.5	25676.2	20343.9	24441.9	22644.5	23445.9
Q8N8U3	Q8N8U3	RTL3_HUMAN	RTL3	Retrotransposon Gag-like protein 3	1171.44							1989.78			1309.29	1920.66				1174.27		1738.55	1048.06											3130.93		
Q8N954	Q8N954;A0A6I8PRS5	GPT11_HUMAN	GPATCH11	G patch domain-containing protein 11		1280.12				2955.46	1094.91	1033.32	1574.49	1707.59	1082.71	1402.29	1598.7		1369.99	1403.49	1485.12	1346.44	1204.46										3053.24	4335.07		
Q8N983	Q8N983;B1AL05;H0Y6Y8;M0R051	RM43_HUMAN	MRPL43	Large ribosomal subunit protein mL43	12288	13941.4	13515.7		11451.9	13326.3	12776.3	13666.5	13118.9	13308.8	12795.3	13487.8	13247.1		12325.9	12592.7	12616.5	11727.6	12645.9		14365.5	7625.48	11996.7	9992.68	16632.9	15293.2	13557.6	11205.6	14909.2	12606.2	14106.6	13475.1
Q8N999	Q8N999	RLIG1_HUMAN	RLIG1	RNA ligase 1						573.241	750.969	604.106	807.599	875.304	1127.91	836.919	707.687		1019.45	1131.24	819.041	1001.48	1268.53													
Q8N9B5	Q8N9B5	JMY_HUMAN	JMY	Junction-mediating and -regulatory protein	1589.62		897.922		1372.81		800.835	925.135	711.682	533.201	952.585	806.776	788.056		802.518	683.758	528.165	507.312	356.023									1321.67				
Q8N9M1	Q8N9M1;A0A2R8Y6U9;A0A804HLH2	CS047_HUMAN	C19orf47	Uncharacterized protein C19orf47		2899.79	1666.67		2472.36	1524.4	1693.81	1951.21	1826.71	1697.72	2027.76	2022.13	1488.36		1610.05	1536.06	1687.72	1428.7	1458.7													1184.53
Q8N9N2	Q8N9N2;A0A5F9ZH79;A0A5F9ZHP1;H0YCB3;H0YE76;H0YER2	ASCC1_HUMAN	ASCC1	Activating signal cointegrator 1 complex subunit 1	3577.25	4429.42	2880.99		4065.78	3234.43	2527.9	2769.29	2232.61	2374.97	2856.18	2604.98	2367.94		2420.61	2275.82	2274.79	2161.78	2368.49									4076.77	3569.42			3371.27
Q8N9N5	Q8N9N5;A0A804HKG3;B4DE54	BANP_HUMAN	BANP	Protein BANP	2113.64				678.437		1278.02	1728.74	1203.02	1191.7	1100.74	1417.49	1064.47		1041.13	1201.5	1265.17	920.484	972.766										1427.44			
Q8N9N7	Q8N9N7;A0A3B3ISV5;H3BSW0	LRC57_HUMAN	LRRC57	Leucine-rich repeat-containing protein 57	5054.28	8304.63			4709.83	4485.72	4699.84	4858.55	4963.64	5052.82	4932.54	4408.17	4768.28		4674.41	4323.97	4730.36	4600.88	4666.02			7253.49							6765.51		8055.55	
Q8N9N8	Q8N9N8;E9PLI6;E9PS30;E9PS76;E9PQD0	EIF1A_HUMAN	EIF1AD	Probable RNA-binding protein EIF1AD	4350.35						2920.29	2357.18	3211.81	2966.09	2971	2075.93	2805.38		2791.37	3018.48	2473.46	2781.71	3130.15								7129.24		4661.28		6161.39	
