Protein	Protein ID	Entry Name	Gene	Protein Length	Coverage	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	Hela_10ng_DDA_8-3-2023_S1-D1_2074 Spectral Count	Hela_1250ng_DDA_8-3-2023_S1-G1_2077 Spectral Count	Hela_2500pg_DDA_8-3-2023_S1-F1_2076 Spectral Count	Hela_310pg_DDA_8-3-2023_S1-A1_2079 Spectral Count	Hela_5ng_DDA_8-4-2023_S1-D1_2083 Spectral Count	Hela_625pg_DDA_8-3-2023_S1-H1_2078 Spectral Count	Hela_10ng_DDA_8-3-2023_S1-D1_2074 Unique Spectral Count	Hela_1250ng_DDA_8-3-2023_S1-G1_2077 Unique Spectral Count	Hela_2500pg_DDA_8-3-2023_S1-F1_2076 Unique Spectral Count	Hela_310pg_DDA_8-3-2023_S1-A1_2079 Unique Spectral Count	Hela_5ng_DDA_8-4-2023_S1-D1_2083 Unique Spectral Count	Hela_625pg_DDA_8-3-2023_S1-H1_2078 Unique Spectral Count	Hela_10ng_DDA_8-3-2023_S1-D1_2074 Total Spectral Count	Hela_1250ng_DDA_8-3-2023_S1-G1_2077 Total Spectral Count	Hela_2500pg_DDA_8-3-2023_S1-F1_2076 Total Spectral Count	Hela_310pg_DDA_8-3-2023_S1-A1_2079 Total Spectral Count	Hela_5ng_DDA_8-4-2023_S1-D1_2083 Total Spectral Count	Hela_625pg_DDA_8-3-2023_S1-H1_2078 Total Spectral Count	Hela_10ng_DDA_8-3-2023_S1-D1_2074 Intensity	Hela_1250ng_DDA_8-3-2023_S1-G1_2077 Intensity	Hela_2500pg_DDA_8-3-2023_S1-F1_2076 Intensity	Hela_310pg_DDA_8-3-2023_S1-A1_2079 Intensity	Hela_5ng_DDA_8-4-2023_S1-D1_2083 Intensity	Hela_625pg_DDA_8-3-2023_S1-H1_2078 Intensity	Hela_10ng_DDA_8-3-2023_S1-D1_2074 Unique Intensity	Hela_1250ng_DDA_8-3-2023_S1-G1_2077 Unique Intensity	Hela_2500pg_DDA_8-3-2023_S1-F1_2076 Unique Intensity	Hela_310pg_DDA_8-3-2023_S1-A1_2079 Unique Intensity	Hela_5ng_DDA_8-4-2023_S1-D1_2083 Unique Intensity	Hela_625pg_DDA_8-3-2023_S1-H1_2078 Unique Intensity	Hela_10ng_DDA_8-3-2023_S1-D1_2074 Total Intensity	Hela_1250ng_DDA_8-3-2023_S1-G1_2077 Total Intensity	Hela_2500pg_DDA_8-3-2023_S1-F1_2076 Total Intensity	Hela_310pg_DDA_8-3-2023_S1-A1_2079 Total Intensity	Hela_5ng_DDA_8-4-2023_S1-D1_2083 Total Intensity	Hela_625pg_DDA_8-3-2023_S1-H1_2078 Total Intensity	Indistinguishable Proteins
sp|Q9NRF9|DPOE3_HUMAN	Q9NRF9	DPOE3_HUMAN	POLE3	147	18.4	Homo sapiens OX=9606	1:Experimental evidence at protein level	DNA polymerase epsilon subunit 3	1	0.998	2	7	7	7	3	1	1	0	1	1	3	1	1	0	1	1	3	1	1	0	1	1	65276.97	14165.739	22842.295	0	19898.113	8709.841	65276.97	14165.739	22842.295	0	19898.113	8709.841	65276.97	14165.739	22842.295	0	19898.113	8709.841	
sp|Q9NRG9|AAAS_HUMAN	Q9NRG9	AAAS_HUMAN	AAAS	546	7	Homo sapiens OX=9606	1:Experimental evidence at protein level	Aladin	1	0.999	3	5	5	5	3	0	1	0	0	1	3	0	1	0	0	1	3	0	1	0	0	1	751866.4	201656.08	336026.94	40833.07	283128.22	0	751866.4	201656.08	336026.94	40833.07	283128.22	0	751866.4	201656.08	336026.94	40833.07	283128.22	0	
sp|Q9NRV9|HEBP1_HUMAN	Q9NRV9	HEBP1_HUMAN	HEBP1	189	40.7	Homo sapiens OX=9606	1:Experimental evidence at protein level	Heme-binding protein 1	1	0.999	6	23	23	23	7	4	6	0	5	1	7	4	6	0	5	1	7	4	6	0	5	1	482399.53	38354.812	90527.43	0	189569.34	7746.0625	482399.53	38354.812	90527.43	0	189569.34	7746.0625	482399.53	38354.812	90527.43	0	189569.34	7746.0625	
sp|Q9NT62|ATG3_HUMAN	Q9NT62	ATG3_HUMAN	ATG3	314	7	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ubiquitin-like-conjugating enzyme ATG3	1	0.999	2	8	8	8	2	3	1	0	1	1	2	3	1	0	1	1	2	3	1	0	1	1	27009.693	5653.9126	11851.274	0	9014.435	2007.2812	27009.693	5653.9126	11851.274	0	9014.435	2007.2812	27009.693	5653.9126	11851.274	0	9014.435	2007.2812	
sp|Q9NTZ6|RBM12_HUMAN	Q9NTZ6	RBM12_HUMAN	RBM12	932	6.8	Homo sapiens OX=9606	1:Experimental evidence at protein level	RNA-binding protein 12	1	0.999	6	12	12	12	8	2	0	0	1	1	8	2	0	0	1	1	8	2	0	0	1	1	31439.047	0	3491.4246	0	7823.4595	0	31439.047	0	3491.4246	0	7823.4595	0	31439.047	0	3491.4246	0	7823.4595	0	
sp|Q9NVP1|DDX18_HUMAN	Q9NVP1	DDX18_HUMAN	DDX18	670	24.9	Homo sapiens OX=9606	1:Experimental evidence at protein level	ATP-dependent RNA helicase DDX18	1	0.999	12	30	30	30	13	4	7	0	5	1	13	4	7	0	5	1	13	4	7	0	5	1	106916.47	9051.567	33097.316	0	30120.285	5629.4634	106916.47	9051.567	33097.316	0	30120.285	5629.4634	106916.47	9051.567	33097.316	0	30120.285	5629.4634	
sp|Q9NWH9|SLTM_HUMAN	Q9NWH9	SLTM_HUMAN	SLTM	1034	4.2	Homo sapiens OX=9606	1:Experimental evidence at protein level	SAFB-like transcription modulator	1	0.999	4	15	15	15	6	4	2	0	2	1	6	4	2	0	2	1	6	4	2	0	2	1	78932.91	11908.126	21411.191	0	19686.793	2136.376	78932.91	11908.126	21411.191	0	19686.793	2136.376	78932.91	11908.126	21411.191	0	19686.793	2136.376	
sp|Q9NX24|NHP2_HUMAN	Q9NX24	NHP2_HUMAN	NHP2	153	36.6	Homo sapiens OX=9606	1:Experimental evidence at protein level	H/ACA ribonucleoprotein complex subunit 2	1	0.999	4	15	15	15	9	1	3	0	1	1	9	1	3	0	1	1	9	1	3	0	1	1	79896.55	9326.432	26115.053	0	21965.428	5247.843	79896.55	9326.432	26115.053	0	21965.428	5247.843	79896.55	9326.432	26115.053	0	21965.428	5247.843	
sp|Q9NXV6|CARF_HUMAN	Q9NXV6	CARF_HUMAN	CDKN2AIP	580	32.6	Homo sapiens OX=9606	1:Experimental evidence at protein level	CDKN2A-interacting protein	1	0.999	14	40	40	40	17	6	8	0	8	1	17	6	8	0	8	1	17	6	8	0	8	1	74401.94	8416.022	22876.234	0	21590.316	1577.2214	74401.94	8416.022	22876.234	0	21590.316	1577.2214	74401.94	8416.022	22876.234	0	21590.316	1577.2214	
sp|Q9P035|HACD3_HUMAN	Q9P035	HACD3_HUMAN	HACD3	362	8.3	Homo sapiens OX=9606	1:Experimental evidence at protein level	Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 3	1	0.999	4	12	12	12	3	2	3	0	3	1	3	2	3	0	3	1	3	2	3	0	3	1	70441.055	12728.98	22731.713	0	19415.773	9069.164	70441.055	12728.98	22731.713	0	19415.773	9069.164	70441.055	12728.98	22731.713	0	19415.773	9069.164	
sp|Q9P0I2|EMC3_HUMAN	Q9P0I2	EMC3_HUMAN	EMC3	261	10	Homo sapiens OX=9606	1:Experimental evidence at protein level	ER membrane protein complex subunit 3	1	0.999	2	7	7	7	2	2	1	0	1	1	2	2	1	0	1	1	2	2	1	0	1	1	23953.031	3639.129	5998.2925	0	5116.338	0	23953.031	3639.129	5998.2925	0	5116.338	0	23953.031	3639.129	5998.2925	0	5116.338	0	
sp|Q9P0K7|RAI14_HUMAN	Q9P0K7	RAI14_HUMAN	RAI14	980	21.6	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ankycorbin	1	0.999	18	49	49	49	23	4	10	0	11	1	23	4	10	0	11	1	23	4	10	0	11	1	179305.88	23626.855	44827.68	0	33735.254	0	179305.88	23626.855	44827.68	0	33735.254	0	179305.88	23626.855	44827.68	0	33735.254	0	
sp|Q9UBE0|SAE1_HUMAN	Q9UBE0	SAE1_HUMAN	SAE1	346	24.3	Homo sapiens OX=9606	1:Experimental evidence at protein level	SUMO-activating enzyme subunit 1	1	0.999	8	29	29	29	9	4	7	0	8	1	9	4	7	0	8	1	9	4	7	0	8	1	143483.11	32501.691	64165.758	0	59294.24	13701.082	143483.11	32501.691	64165.758	0	59294.24	13701.082	143483.11	32501.691	64165.758	0	59294.24	13701.082	
sp|Q9UBM7|DHCR7_HUMAN	Q9UBM7	DHCR7_HUMAN	DHCR7	475	9.3	Homo sapiens OX=9606	1:Experimental evidence at protein level	7-dehydrocholesterol reductase	1	0.999	3	11	11	11	5	1	2	0	2	1	5	1	2	0	2	1	5	1	2	0	2	1	57276.38	14183.061	24024.773	0	37166.508	3938.381	57276.38	14183.061	24024.773	0	37166.508	3938.381	57276.38	14183.061	24024.773	0	37166.508	3938.381	
sp|Q9UBQ0|VPS29_HUMAN	Q9UBQ0	VPS29_HUMAN	VPS29	182	28	Homo sapiens OX=9606	1:Experimental evidence at protein level	Vacuolar protein sorting-associated protein 29	1	0.999	5	22	22	22	7	3	8	0	3	1	7	3	8	0	3	1	7	3	8	0	3	1	102282.48	19509.777	41648.21	0	32822.06	4078.5242	102282.48	19509.777	41648.21	0	32822.06	4078.5242	102282.48	19509.777	41648.21	0	32822.06	4078.5242	
sp|Q9UBQ5|EIF3K_HUMAN	Q9UBQ5	EIF3K_HUMAN	EIF3K	218	14.7	Homo sapiens OX=9606	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 3 subunit K	1	0.999	3	11	11	11	4	1	3	0	2	1	4	1	3	0	2	1	4	1	3	0	2	1	164869.36	29836.898	54534.41	0	38861.426	10172.143	164869.36	29836.898	54534.41	0	38861.426	10172.143	164869.36	29836.898	54534.41	0	38861.426	10172.143	
sp|Q9UBS4|DJB11_HUMAN	Q9UBS4	DJB11_HUMAN	DNAJB11	358	21.2	Homo sapiens OX=9606	1:Experimental evidence at protein level	DnaJ homolog subfamily B member 11	1	0.999	6	21	21	21	7	2	6	0	5	1	7	2	6	0	5	1	7	2	6	0	5	1	85595.64	13173.327	20036.754	0	13013.357	0	85595.64	13173.327	20036.754	0	13013.357	0	85595.64	13173.327	20036.754	0	13013.357	0	
sp|Q9UBT2|SAE2_HUMAN	Q9UBT2	SAE2_HUMAN	UBA2	640	17.7	Homo sapiens OX=9606	1:Experimental evidence at protein level	SUMO-activating enzyme subunit 2	1	0.999	10	23	23	23	13	1	5	0	3	1	13	1	5	0	3	1	13	1	5	0	3	1	140715.94	22283.305	45564.406	0	52877.33	8471.173	140715.94	22283.305	45564.406	0	52877.33	8471.173	140715.94	22283.305	45564.406	0	52877.33	8471.173	
sp|Q9UBW8|CSN7A_HUMAN	Q9UBW8	CSN7A_HUMAN	COPS7A	275	21.1	Homo sapiens OX=9606	1:Experimental evidence at protein level	COP9 signalosome complex subunit 7a	1	0.999	5	12	12	12	7	1	2	0	1	1	7	1	2	0	1	1	7	1	2	0	1	1	73995.586	5737.3086	26591.852	0	18840.871	0	73995.586	5737.3086	26591.852	0	18840.871	0	73995.586	5737.3086	26591.852	0	18840.871	0	
sp|Q9UDY4|DNJB4_HUMAN	Q9UDY4	DNJB4_HUMAN	DNAJB4	337	27.9	Homo sapiens OX=9606	1:Experimental evidence at protein level	DnaJ homolog subfamily B member 4	1	0.999	8	13	13	18	7	0	4	0	2	0	7	0	4	0	2	0	8	1	5	0	3	1	96497.93	13536.526	34270.582	0	50611.41	0	96497.93	13536.526	34270.582	0	50611.41	0	122376.11	16473.586	41730.633	0	55795.57	3881.859	
sp|Q9UHB9|SRP68_HUMAN	Q9UHB9	SRP68_HUMAN	SRP68	627	23.8	Homo sapiens OX=9606	1:Experimental evidence at protein level	Signal recognition particle subunit SRP68	1	0.999	13	34	34	34	14	2	10	0	7	1	14	2	10	0	7	1	14	2	10	0	7	1	97422.09	20157.227	40167.977	0	43010.703	5410.29	97422.09	20157.227	40167.977	0	43010.703	5410.29	97422.09	20157.227	40167.977	0	43010.703	5410.29	
sp|Q9UHD1|CHRD1_HUMAN	Q9UHD1	CHRD1_HUMAN	CHORDC1	332	20.8	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cysteine and histidine-rich domain-containing protein 1	1	0.999	6	21	21	21	8	4	5	0	3	1	8	4	5	0	3	1	8	4	5	0	3	1	122406.52	22777.08	39779.504	3510.0493	37768.516	6102.558	122406.52	22777.08	39779.504	3510.0493	37768.516	6102.558	122406.52	22777.08	39779.504	3510.0493	37768.516	6102.558	
sp|Q9UHG3|PCYOX_HUMAN	Q9UHG3	PCYOX_HUMAN	PCYOX1	505	10.3	Homo sapiens OX=9606	1:Experimental evidence at protein level	Prenylcysteine oxidase 1	1	0.999	5	14	14	14	6	2	3	0	2	1	6	2	3	0	2	1	6	2	3	0	2	1	77879.04	12263.725	31972.969	0	28389.488	0	77879.04	12263.725	31972.969	0	28389.488	0	77879.04	12263.725	31972.969	0	28389.488	0	
sp|Q9UHQ9|NB5R1_HUMAN	Q9UHQ9	NB5R1_HUMAN	CYB5R1	305	12.1	Homo sapiens OX=9606	1:Experimental evidence at protein level	NADH-cytochrome b5 reductase 1	1	0.999	4	16	16	16	5	3	3	0	4	1	5	3	3	0	4	1	5	3	3	0	4	1	110630.234	14241.062	35428.035	0	33049.355	5483.298	110630.234	14241.062	35428.035	0	33049.355	5483.298	110630.234	14241.062	35428.035	0	33049.355	5483.298	
sp|Q9UI30|TR112_HUMAN	Q9UI30	TR112_HUMAN	TRMT112	125	38.4	Homo sapiens OX=9606	1:Experimental evidence at protein level	Multifunctional methyltransferase subunit TRM112-like protein	1	0.999	4	15	15	15	7	2	4	0	1	1	7	2	4	0	1	1	7	2	4	0	1	1	140510.44	18846.559	36423.375	0	29424.137	3554.1636	140510.44	18846.559	36423.375	0	29424.137	3554.1636	140510.44	18846.559	36423.375	0	29424.137	3554.1636	
sp|Q9UII2|ATIF1_HUMAN	Q9UII2	ATIF1_HUMAN	ATP5IF1	106	15.1	Homo sapiens OX=9606	1:Experimental evidence at protein level	"ATPase inhibitor, mitochondrial"	1	0.9981	2	10	10	10	1	2	2	1	3	1	1	2	2	1	3	1	1	2	2	1	3	1	76817.54	20104.54	30503.87	6444.306	37396.805	9102.345	76817.54	20104.54	30503.87	6444.306	37396.805	9102.345	76817.54	20104.54	30503.87	6444.306	37396.805	9102.345	
sp|Q9UIJ7|KAD3_HUMAN	Q9UIJ7	KAD3_HUMAN	AK3	227	39.2	Homo sapiens OX=9606	1:Experimental evidence at protein level	"GTP:AMP phosphotransferase AK3, mitochondrial"	1	0.999	8	19	19	19	6	2	7	0	3	1	6	2	7	0	3	1	6	2	7	0	3	1	185402.47	21389.318	84895.555	0	79422.51	9142.335	185402.47	21389.318	84895.555	0	79422.51	9142.335	185402.47	21389.318	84895.555	0	79422.51	9142.335	
sp|Q9UKD2|MRT4_HUMAN	Q9UKD2	MRT4_HUMAN	MRTO4	239	31.8	Homo sapiens OX=9606	1:Experimental evidence at protein level	mRNA turnover protein 4 homolog	1	0.999	8	30	30	30	12	5	6	0	6	1	12	5	6	0	6	1	12	5	6	0	6	1	134294.97	21921.307	41510.918	0	45856.94	8893.59	134294.97	21921.307	41510.918	0	45856.94	8893.59	134294.97	21921.307	41510.918	0	45856.94	8893.59	
sp|Q9UKM9|RALY_HUMAN	Q9UKM9	RALY_HUMAN	RALY	306	25.8	Homo sapiens OX=9606	1:Experimental evidence at protein level	RNA-binding protein Raly	1	0.999	8	28	28	28	6	5	7	0	9	1	6	5	7	0	9	1	6	5	7	0	9	1	175763.75	41530.39	63908.797	5655.6797	64148.953	17867.98	175763.75	41530.39	63908.797	5655.6797	64148.953	17867.98	175763.75	41530.39	63908.797	5655.6797	64148.953	17867.98	
sp|Q9UKS6|PACN3_HUMAN	Q9UKS6	PACN3_HUMAN	PACSIN3	424	25.9	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein kinase C and casein kinase substrate in neurons protein 3	1	0.999	10	29	29	29	13	5	6	0	4	1	13	5	6	0	4	1	13	5	6	0	4	1	60266.547	23312.035	41708.734	1547.8125	32575.56	8003.1333	60266.547	23312.035	41708.734	1547.8125	32575.56	8003.1333	60266.547	23312.035	41708.734	1547.8125	32575.56	8003.1333	
sp|Q9UMY4|SNX12_HUMAN	Q9UMY4	SNX12_HUMAN	SNX12	162	19.8	Homo sapiens OX=9606	1:Experimental evidence at protein level	Sorting nexin-12	1	0.9976	4	7	7	14	2	1	3	0	1	0	2	1	3	0	1	0	3	2	4	0	4	1	75145.92	22503.545	33002.746	0	38826.906	2867.3564	75145.92	22503.545	33002.746	0	38826.906	2867.3564	160836.31	23816.902	66756.875	0	69567.625	9517.397	
sp|Q9UNE7|CHIP_HUMAN	Q9UNE7	CHIP_HUMAN	STUB1	303	30	Homo sapiens OX=9606	1:Experimental evidence at protein level	E3 ubiquitin-protein ligase CHIP	1	0.999	9	19	19	19	10	3	3	0	2	1	10	3	3	0	2	1	10	3	3	0	2	1	130678.75	39820.5	27710.508	4278.9395	74674.72	14427.917	130678.75	39820.5	27710.508	4278.9395	74674.72	14427.917	130678.75	39820.5	27710.508	4278.9395	74674.72	14427.917	
sp|Q9UNF0|PACN2_HUMAN	Q9UNF0	PACN2_HUMAN	PACSIN2	486	16.9	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein kinase C and casein kinase substrate in neurons protein 2	1	0.999	9	21	21	21	8	2	4	0	6	1	8	2	4	0	6	1	8	2	4	0	6	1	121755.89	13434.735	55976.523	0	67605.76	6890.59	121755.89	13434.735	55976.523	0	67605.76	6890.59	121755.89	13434.735	55976.523	0	67605.76	6890.59	
sp|Q9UNS2|CSN3_HUMAN	Q9UNS2	CSN3_HUMAN	COPS3	423	17.5	Homo sapiens OX=9606	1:Experimental evidence at protein level	COP9 signalosome complex subunit 3	1	0.999	7	31	31	31	7	7	11	0	5	1	7	7	11	0	5	1	7	7	11	0	5	1	113145.51	21020.287	42969.11	0	48460.367	11236.332	113145.51	21020.287	42969.11	0	48460.367	11236.332	113145.51	21020.287	42969.11	0	48460.367	11236.332	
sp|Q9UNZ2|NSF1C_HUMAN	Q9UNZ2	NSF1C_HUMAN	NSFL1C	370	22.4	Homo sapiens OX=9606	1:Experimental evidence at protein level	NSFL1 cofactor p47	1	0.999	5	13	13	13	7	1	3	0	1	1	7	1	3	0	1	1	7	1	3	0	1	1	56382.758	2159.7834	15777.054	0	4229.3916	0	56382.758	2159.7834	15777.054	0	4229.3916	0	56382.758	2159.7834	15777.054	0	4229.3916	0	
sp|Q9Y223|GLCNE_HUMAN	Q9Y223	GLCNE_HUMAN	GNE	722	8.2	Homo sapiens OX=9606	1:Experimental evidence at protein level	Bifunctional UDP-N-acetylglucosamine 2-epimerase/N-acetylmannosamine kinase	1	0.999	5	7	7	7	3	0	2	0	1	1	3	0	2	0	1	1	3	0	2	0	1	1	13529.864	0	4736.4146	0	5059.1206	0	13529.864	0	4736.4146	0	5059.1206	0	13529.864	0	4736.4146	0	5059.1206	0	
sp|Q9Y263|PLAP_HUMAN	Q9Y263	PLAP_HUMAN	PLAA	795	18.4	Homo sapiens OX=9606	1:Experimental evidence at protein level	Phospholipase A-2-activating protein	1	0.999	11	21	21	21	15	0	4	0	1	1	15	0	4	0	1	1	15	0	4	0	1	1	59872.094	6162.3525	19517.082	0	10427.195	0	59872.094	6162.3525	19517.082	0	10427.195	0	59872.094	6162.3525	19517.082	0	10427.195	0	
sp|Q9Y295|DRG1_HUMAN	Q9Y295	DRG1_HUMAN	DRG1	367	23.2	Homo sapiens OX=9606	1:Experimental evidence at protein level	Developmentally-regulated GTP-binding protein 1	1	0.999	7	22	22	22	9	1	7	0	4	1	9	1	7	0	4	1	9	1	7	0	4	1	87890.59	11834.594	23195.115	0	34268.484	5626.238	87890.59	11834.594	23195.115	0	34268.484	5626.238	87890.59	11834.594	23195.115	0	34268.484	5626.238	
sp|Q9Y2D5|AKAP2_HUMAN	Q9Y2D5	AKAP2_HUMAN	AKAP2	859	10.9	Homo sapiens OX=9606	1:Experimental evidence at protein level	A-kinase anchor protein 2	1	0.999	7	13	13	13	7	2	2	0	1	1	7	2	2	0	1	1	7	2	2	0	1	1	95014.01	14474.19	34080.984	0	32611.85	0	95014.01	14474.19	34080.984	0	32611.85	0	95014.01	14474.19	34080.984	0	32611.85	0	
sp|Q9Y2S6|TMA7_HUMAN	Q9Y2S6	TMA7_HUMAN	TMA7	64	31.2	Homo sapiens OX=9606	1:Experimental evidence at protein level	Translation machinery-associated protein 7	1	0.999	3	14	14	14	5	2	3	0	3	1	5	2	3	0	3	1	5	2	3	0	3	1	104171.36	30497.332	47315.453	6738.425	68702.92	6969.596	104171.36	30497.332	47315.453	6738.425	68702.92	6969.596	104171.36	30497.332	47315.453	6738.425	68702.92	6969.596	
sp|Q9Y2Z0|SGT1_HUMAN	Q9Y2Z0	SGT1_HUMAN	SUGT1	365	33.4	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein SGT1 homolog	1	0.999	11	26	26	26	11	3	5	0	6	1	11	3	5	0	6	1	11	3	5	0	6	1	125066.73	29787.336	49101.254	0	60324.37	5218.375	125066.73	29787.336	49101.254	0	60324.37	5218.375	125066.73	29787.336	49101.254	0	60324.37	5218.375	
sp|Q9Y305|ACOT9_HUMAN	Q9Y305	ACOT9_HUMAN	ACOT9	439	12.1	Homo sapiens OX=9606	1:Experimental evidence at protein level	"Acyl-coenzyme A thioesterase 9, mitochondrial"	1	0.999	5	12	12	12	4	3	3	0	1	1	4	3	3	0	1	1	4	3	3	0	1	1	84878.15	12892.87	27664.799	0	16770.27	4397.5605	84878.15	12892.87	27664.799	0	16770.27	4397.5605	84878.15	12892.87	27664.799	0	16770.27	4397.5605	
sp|Q9Y3B3|TMED7_HUMAN	Q9Y3B3	TMED7_HUMAN	TMED7	224	9.8	Homo sapiens OX=9606	1:Experimental evidence at protein level	Transmembrane emp24 domain-containing protein 7	1	0.999	2	7	7	7	3	0	2	0	1	1	3	0	2	0	1	1	3	0	2	0	1	1	59388.98	3263.7944	27739.754	0	19845.408	7531.462	59388.98	3263.7944	27739.754	0	19845.408	7531.462	59388.98	3263.7944	27739.754	0	19845.408	7531.462	
sp|Q9Y3B8|ORN_HUMAN	Q9Y3B8	ORN_HUMAN	REXO2	237	25.7	Homo sapiens OX=9606	1:Experimental evidence at protein level	"Oligoribonuclease, mitochondrial"	1	0.999	5	13	13	13	3	2	3	1	3	1	3	2	3	1	3	1	3	2	3	1	3	1	90092.28	26156.562	41428.74	3160.8582	42636.598	11121.178	90092.28	26156.562	41428.74	3160.8582	42636.598	11121.178	90092.28	26156.562	41428.74	3160.8582	42636.598	11121.178	
sp|Q9Y3I0|RTCB_HUMAN	Q9Y3I0	RTCB_HUMAN	RTCB	505	32.3	Homo sapiens OX=9606	1:Experimental evidence at protein level	RNA-splicing ligase RtcB homolog	1	0.999	16	68	68	68	26	13	16	0	12	1	26	13	16	0	12	1	26	13	16	0	12	1	216379.72	38821.56	82651.09	0	69093.31	11115.404	216379.72	38821.56	82651.09	0	69093.31	11115.404	216379.72	38821.56	82651.09	0	69093.31	11115.404	
sp|Q9Y3Y2|CHTOP_HUMAN	Q9Y3Y2	CHTOP_HUMAN	CHTOP	248	16.9	Homo sapiens OX=9606	1:Experimental evidence at protein level	Chromatin target of PRMT1 protein	1	0.999	3	10	10	10	3	2	3	0	1	1	3	2	3	0	1	1	3	2	3	0	1	1	105260.15	19171.102	37538.332	0	14367.691	0	105260.15	19171.102	37538.332	0	14367.691	0	105260.15	19171.102	37538.332	0	14367.691	0	
sp|Q9Y570|PPME1_HUMAN	Q9Y570	PPME1_HUMAN	PPME1	386	28.2	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein phosphatase methylesterase 1	1	0.999	10	23	23	23	11	1	5	0	5	1	11	1	5	0	5	1	11	1	5	0	5	1	236309.97	90846.38	364251.53	0	33644.836	0	236309.97	90846.38	364251.53	0	33644.836	0	236309.97	90846.38	364251.53	0	33644.836	0	
sp|Q9Y5S9|RBM8A_HUMAN	Q9Y5S9	RBM8A_HUMAN	RBM8A	174	32.2	Homo sapiens OX=9606	1:Experimental evidence at protein level	RNA-binding protein 8A	1	0.999	7	23	23	23	5	4	7	1	5	1	5	4	7	1	5	1	5	4	7	1	5	1	74957.47	26219.762	45980.08	0	38760.203	13694.854	74957.47	26219.762	45980.08	0	38760.203	13694.854	74957.47	26219.762	45980.08	0	38760.203	13694.854	
sp|Q9Y5V0|ZN706_HUMAN	Q9Y5V0	ZN706_HUMAN	ZNF706	76	30.3	Homo sapiens OX=9606	1:Experimental evidence at protein level	Zinc finger protein 706	1	0.999	2	6	6	6	2	1	1	0	1	1	2	1	1	0	1	1	2	1	1	0	1	1	40876.15	7692.7485	13779.005	0	10195.453	0	40876.15	7692.7485	13779.005	0	10195.453	0	40876.15	7692.7485	13779.005	0	10195.453	0	
sp|Q9Y679|AUP1_HUMAN	Q9Y679	AUP1_HUMAN	AUP1	410	5.9	Homo sapiens OX=9606	1:Experimental evidence at protein level	Lipid droplet-regulating VLDL assembly factor AUP1	1	0.9989	2	4	4	4	2	0	0	0	1	1	2	0	0	0	1	1	2	0	0	0	1	1	40136.71	2528.8176	4282.25	0	12238.195	0	40136.71	2528.8176	4282.25	0	12238.195	0	40136.71	2528.8176	4282.25	0	12238.195	0	
sp|Q9Y6B6|SAR1B_HUMAN	Q9Y6B6	SAR1B_HUMAN	SAR1B	198	25.3	Homo sapiens OX=9606	1:Experimental evidence at protein level	GTP-binding protein SAR1b	1	0.999	5	19	8	19	7	3	5	0	3	1	3	2	2	0	1	0	7	3	5	0	3	1	134748.28	30007.184	52527.047	0	48083.094	9075.174	76700.65	20734.738	28962.547	0	29090.68	0	134748.28	30007.184	52527.047	0	48083.094	9075.174	
sp|O43488|ARK72_HUMAN	O43488	ARK72_HUMAN	AKR7A2	359	21.2	Homo sapiens OX=9606	1:Experimental evidence at protein level	Aflatoxin B1 aldehyde reductase member 2	1	0.999	6	27	23	27	9	5	8	0	4	1	7	5	6	0	4	1	9	5	8	0	4	1	131533.14	21219.807	44875.047	0	40195.21	8808.925	131533.14	21219.807	44875.047	0	40195.21	8808.925	131533.14	21219.807	44875.047	0	40195.21	8808.925	
sp|O60610|DIAP1_HUMAN	O60610	DIAP1_HUMAN	DIAPH1	1272	14.4	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein diaphanous homolog 1	1	0.999	17	32	31	32	19	1	6	0	5	1	19	1	6	0	5	0	19	1	6	0	5	1	101760.28	8362.909	15403.545	0	44683.996	4821.6055	110491.75	8362.909	30836.178	0	17178.236	0	101760.28	8362.909	15403.545	0	44683.996	4821.6055	
sp|O95302|FKBP9_HUMAN	O95302	FKBP9_HUMAN	FKBP9	570	7.5	Homo sapiens OX=9606	1:Experimental evidence at protein level	Peptidyl-prolyl cis-trans isomerase FKBP9	1	0.999	5	15	11	15	5	4	3	0	2	1	3	3	2	0	2	1	5	4	3	0	2	1	141078.38	26750.643	64383.484	0	44780.695	16254.997	141078.38	26750.643	64383.484	0	44780.695	16254.997	141078.38	26750.643	64383.484	0	44780.695	16254.997	
