Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_c1_bulk_DIA_10ng_15min_3-18-2024_Slot2-07_4449.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_c1_bulk_DIA_20ng_15min_3-19-2024_Slot2-07_4462.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_c1_bulk_DIA_30ng_15min_3-19-2024_Slot2-07_4475.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_c2_bulk_DIA_10ng_15min_3-18-2024_Slot2-08_4450.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_c2_bulk_DIA_20ng_15min_3-19-2024_Slot2-08_4463.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_c2_bulk_DIA_30ng_15min_3-19-2024_Slot2-08_4476.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_c3_bulk_DIA_10ng_15min_3-18-2024_Slot2-09_4451.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_c3_bulk_DIA_20ng_15min_3-19-2024_Slot2-09_4464.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_c3_bulk_DIA_30ng_15min_3-19-2024_Slot2-09_4477.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_v1_bulk_DIA_10ng_15min_3-18-2024_Slot2-10_4452.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_v1_bulk_DIA_20ng_15min_3-19-2024_Slot2-10_4465.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_v1_bulk_DIA_30ng_15min_3-19-2024_Slot2-10_4478.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_v2_bulk_DIA_10ng_15min_3-18-2024_Slot2-11_4453.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_v2_bulk_DIA_20ng_15min_3-19-2024_Slot2-11_4466.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_v2_bulk_DIA_30ng_15min_3-19-2024_Slot2-11_4479.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_v3_bulk_DIA_10ng_15min_3-18-2024_Slot2-11_4454.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_v3_bulk_DIA_20ng_15min_3-19-2024_Slot2-11_4467.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_v3_bulk_DIA_30ng_15min_3-19-2024_Slot2-11_4480.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_c1_bulk_DIA_10ng_15min_3-18-2024_Slot2-01_4443.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_c1_bulk_DIA_20ng_15min_3-19-2024_Slot2-01_4456.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_c1_bulk_DIA_30ng_15min_3-19-2024_Slot2-01_4469.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_c2_bulk_DIA_10ng_15min_3-18-2024_Slot2-02_4444.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_c2_bulk_DIA_20ng_15min_3-19-2024_Slot2-02_4457.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_c2_bulk_DIA_30ng_15min_3-19-2024_Slot2-02_4470.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_c3_bulk_DIA_10ng_15min_3-18-2024_Slot2-03_4445.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_c3_bulk_DIA_20ng_15min_3-19-2024_Slot2-03_4458.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_c3_bulk_DIA_30ng_15min_3-19-2024_Slot2-03_4471.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_v1_bulk_DIA_10ng_15min_3-18-2024_Slot2-04_4446.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_v1_bulk_DIA_20ng_15min_3-19-2024_Slot2-04_4459.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_v1_bulk_DIA_30ng_15min_3-19-2024_Slot2-04_4472.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_v2_bulk_DIA_10ng_15min_3-18-2024_Slot2-05_4447.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_v2_bulk_DIA_20ng_15min_3-19-2024_Slot2-05_4460.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_v2_bulk_DIA_30ng_15min_3-19-2024_Slot2-05_4473.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_v3_bulk_DIA_10ng_15min_3-18-2024_Slot2-06_4448.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_v3_bulk_DIA_20ng_15min_3-19-2024_Slot2-06_4461.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_v3_bulk_DIA_30ng_15min_3-19-2024_Slot2-06_4474.d
Q15428	Q15428	SF3A2_HUMAN	SF3A2	Splicing factor 3A subunit 2	11330.9	11927.4	12922.5	14964.7	14812.9	13626.2	13294.3	11049.5	14039.2	22766.7	24271.1	25153.1	16746.9	16283.1	19030.1	17524.4	28278.5	16012.6	15332.6	16831.6	17726.3	14853.1	17441.7	15945.1	17388.2	21462.1	18530.5	27994.2	30556.5	28515.8	26585.2	30559.6	28145.9	24359.8	24888	20947.8
Q15434	Q15434	RBMS2_HUMAN	RBMS2	"RNA-binding motif, single-stranded-interacting protein 2"	9051.29	8426.19	9488.66	8366.98	8807.55	8513.3	8899.79	9326.29	11590.4	7188.19	9079.99	8766.04	6843.13	8232.02	9403.58	5074.14	10116.9	11345	9992.12	11647.3	12937.8	11732.1	12777.6	13241.2	10942.1	11912.6	13785.3	9453.48	9976.55	9173.25	8025.28	10348.4	11810.8	7743.81	10423.3	10941.9
Q15435	Q15435	PP1R7_HUMAN	PPP1R7	Protein phosphatase 1 regulatory subunit 7	53760.8	54812.1	48896.4	59067	55733.2	50992.8	61470.2	54801.2	54046.4	58044.9	65374.5	61376.6	52462.4	59341.9	48105.3	53775	55557.2	54483.7	63510	64513.2	58010	66527.5	64620.8	58051.7	66783.8	67573.6	63005.5	53387.7	56084.4	52997.5	59336.8	60247.7	56679.7	52524.5	65266.9	65471.8
Q15436	Q15436	SC23A_HUMAN	SEC23A	Protein transport protein Sec23A	126715	131423	136396	134156	139406	139059	124992	138069	136545	81611.2	93278.7	94968.2	66804.6	81800.1	74585.9	77570.8	82338.5	75549.4	122101	124079	127936	120179	124112	121004	118830	122994	124556	81137.4	91325.6	94358.7	76192.4	85358.8	94140.1	53089.1	66276.8	74595.3
Q15437	Q15437	SC23B_HUMAN	SEC23B	Protein transport protein Sec23B	20242.7	20110.4	20719.9	16864.8	18402.5	19982.4	18550.5	19749	18659.6	15801.6	15687.1	18280.9	19384.6	10821.4	14592.5	13283.9	14842.7	15559	20327.5	18309	18860.7	20153.4	19694.1	18982.3	18627.7	20068.4	18829.2	18366.1	19406	19775.8	15970.7	17580.8	18508.1	14674.5	15502.1	15216
Q15459	Q15459	SF3A1_HUMAN	SF3A1	Splicing factor 3A subunit 1	25611.6	27023.1	28190.6	26292.1	23984.4	25058.4	25198.9	23378.1	24439.6	38694.3	40224.2	38884	32252.5	33941.9	32460	34267.8	35335.3	31613.3	35547.7	32067.2	33063.5	31928.6	32158.1	29889.6	33743.8	34247.2	34183.5	45421.6	49330	45442.3	45399.7	47358	44617.8	49317.5	52902.8	48638.4
Q15464	Q15464	SHB_HUMAN	SHB	SH2 domain-containing adapter protein B	5399.28	4791.34	5685.88	5027.9	4081.68	6038.2	6041.13	6122.66	5730.83	5079.51	4192.94	4874.01	5803.83	7298.55	4686.28	6436.78	5051.03	7191.75	6052.33	5340.28	4984.54	5379.86	5542.04	5098.51	5164.15	6280.35	6351.35	8120.66	6954.4	10436.1	7784.64	7486.06	8374.41	7271.4	7643.46	8435.99
Q15477	Q15477	SKIV2_HUMAN	SKIV2L	Helicase SKI2W	39565.1	39382.8	40412.7	39963.4	39646.4	39336.9	40531.8	39532.6	40393.3	32240.5	33493	34723.5	26895	29935.7	33155	27155.2	27582	31544	31544.6	31424.6	30567.6	32715.3	31285.4	32888.5	33731.6	30041.1	31219.5	27132.9	30820.8	28254.1	28461.6	30330.5	29024.2	23417	28079.2	28251.3
Q15493	Q15493	RGN_HUMAN	RGN	Regucalcin	20742.5	23976	16276.1	18177.7	23828.4	18919.6	15978	17671.6	19988		5223.16	6919.9	7216.24	10689.5	8663.16	9868.67	8104.81	6366.62	15398.6	19416.2	17667.4	16771	18098.8	14340.3	17345.4	19240.3	16071.7									3004.9
Q15517	Q15517	CDSN_HUMAN	CDSN	Corneodesmosin			1259.89						1121.52	7120.51	4408	4881.85	14463.1	9244.3	12067.6	8598.52	9701.63	10080.9						1212.36					2263.64		1559.79		755.319	2162.67	1383.58	
Q15526	Q15526	SURF1_HUMAN	SURF1	Surfeit locus protein 1	7541.44	7227.62	7721.09	8316.35	6632.52	6771.17	6776.96	6678.05	6647.14	5360.35	5595.58	6603.16	4903.29	4996.91	5761.14	6211.3	4687.2	5411.26	6264.66	6637.09	6600.35	7213.65	7093.87	6846.53	6116.56	6555.37	5352	6178.4	7150.55	7191.18	6736.88	5636.92	4658.16	4357.38	6126.24	5732.21
Q15528	Q15528	MED22_HUMAN	MED22	Mediator of RNA polymerase II transcription subunit 22		1644.63	1685.66		2633.54	1616.03		1352.69												1551.52	2135.71		2640.45	2323.87	2063.39	1718	1527.05	2598.81	2196.92	2519.27	3090.62	2055.91	2473.96	3111.04	2657.57	3083.28
Q15532	Q15532	SSXT_HUMAN	SS18	Protein SSXT										18369.3	14280.4	9376.29	26880.1	27078.6	13910.3	24872.1	31843.4	13116.8										24649.8	21978.5	6754.58	23800.8	22560	6450.09	32848.5	36113.3	12390.9
Q15542	Q15542	TAF5_HUMAN	TAF5	Transcription initiation factor TFIID subunit 5	3709.08	3924.95	2582.79	3094.63	3121.62	2596.17	3011.98	2798.14	3809.53		1800.09	1703.7	2587.39	1905.57					4773.57	4513.35	3461.98	4537.31	3838.25	3705.06	3147.71	3599.33	3634.41	2622.42	2904.47	2166.01	2235.98	2536.6	1707.54	3076.93	2006.23	1584.11
Q15545	Q15545	TAF7_HUMAN	TAF7	Transcription initiation factor TFIID subunit 7	5031.3	4408.51	5745.91	5761.52	5452.3	5138.46	4724.18	5513.08	4410.68	6251.72	6056.2	6134.71	4653.02	8470.37	5588.28	6994.91	5892.65	6133.36	4053.44	5162.84	5770.54	5177.58	4496.78	4167.92	5027.23	4941.62	4541.29	6171.43	5120.67	4392.87	4457.53	4612.2	4449.63	7480.74	8028.51	6942.5
Q15554	Q15554	TERF2_HUMAN	TERF2	Telomeric repeat-binding factor 2	14088.9	11209.2	11295.7	10658.1	10903.8	12276.4	10660.3	9800.98	11024.7	13322.3	12740.5	9853.7	14872.7	9916.05	8055.52	7161.98	11673.9	9825.92	16147.9	13377.4	14758.4	14603.6	13415.9	14807.5	13657.1	14181.6	11711.1	12282.5	10160.3	11661.9	10377.7	10604.1	11304.7	9224.48	8184.47	6855.2
Q15555	Q15555	MARE2_HUMAN	MAPRE2	Microtubule-associated protein RP/EB family member 2	16073.1	14680.9	13396.4	13401.3	16649	13896.1	13421.4	15225.9	12754.7	11275.2	11746.2	11325.2	29511.2	9294.23	9641.92	9640.23	9576.08	6292.2	13477.8	14670.3	16412.8	15682.1	16049.7	14314.9	14014.1	15013.9	14348.8	12416.9	13524.3	14083.8	14153.9	11501.7	11166.1	9641.29	11514.4	10606.4
Q15582	Q15582	BGH3_HUMAN	TGFBI	Transforming growth factor-beta-induced protein ig-h3	743897	761648	735036	685243	721876	724971	819051	861178	892324	721114	804801	768222	807416	931934	931832	807094	838773	901456	515052	538874	518798	429138	436374	419425	418906	431941	411341	673702	681019	672799	808047	874753	793020	1.10E+06	1.25E+06	1.37E+06
Q15596	Q15596	NCOA2_HUMAN	NCOA2	Nuclear receptor coactivator 2		1333.19	1486.33	2099.66	1391.04	2092.18	2495.44	633.202	1966.88			2620.46		2008.39		4314.59		2549.34	1937.37	2351.74	2572.66	2271.89	1701.91	2613.34	2207.15	2052.98	2162.01	1964.26	2965.55	2274.98	2240.45	2073.37	2022.99	1776.55		2040.17
Q15599	Q15599	NHRF2_HUMAN	SLC9A3R2	Na(+)/H(+) exchange regulatory cofactor NHE-RF2	5820.73	5047.34	4901.83	5164.05	5781.79	5166.5	5080.69	5591.11	4771.04	8327.16	9858.66	8913.67	10423.6	11208	11195.6	8096.73	10805.7	10620.2	4972.76	6691.52	5276.92	6248.24	6405.31	6283.44	5463.57	6103.29	6430.17	6159.14	7052.06	6664.01	6666.8	6985.16	7319.2	9101.76	9067.96	9865.47
Q155Q3	Q155Q3	DIXC1_HUMAN	DIXDC1	Dixin	1983.24	3013.08	2762.59	3646.62	2506.88	2284.37	1895	1818.06	2730.86	2095.37	2232.24									1172.26		767.308	1587.12	2013.14	1307.63	1706.74	1924.17	1798.64	2008.72	2072.39		1565.91	2157.9		2252.48	
Q15628	Q15628	TRADD_HUMAN	TRADD	Tumor necrosis factor receptor type 1-associated DEATH domain protein	10573.3	12555.2	9087.33	11757.5	11987.2	8008.47	11252.8	11292.9	11184.6	10060	8165.97	8467.88	13047.4	12392.4	8142.73	12293.2	9407.78	10690.7	8304.29	9213.79	7127.75	8508.92	9360.02	6162.97	8386.34	10193.6	6525.77	7247.12	8239.49	5862.11	6566.55	7768.76	6362.77	8589.06	6576.27	7095.56
Q15629	Q15629	TRAM1_HUMAN	TRAM1	Translocating chain-associated membrane protein 1	53114.6	49850.2	43703	44841.8	41192.8	43938.1	46915	49806.8	46191.2	27195	32535.8	32915.9	30659.8	32277.4	29867	35512.4	30312.9	27908.1	31908.3	33733.6	31702.9	32965.4	34222	32633.6	37410.3	33574.4	30022.4	21691.4	20033.2	19623	28899.6	22203	20289.6	18871.9	15925.7	19777.8
Q15631	Q15631	TSN_HUMAN	TSN	Translin	38278.3	39637.1	42558.8	38738.8	39550.1	42192.8	43703.1	40646.1	42724	39862.9	42164.9	46306.5	36945.4	39473.6	43814.3	35785.3	44121	43917.5	33406.8	35924.9	33896.5	32910.8	35496.4	34729.7	38384.1	38761.3	39023.8	45428.7	48412.3	53450.3	45559.5	54717.4	54458.1	52636.7	54385.2	58604
Q15633	Q15633	TRBP2_HUMAN	TARBP2	RISC-loading complex subunit TARBP2	4396.7	4259.57	5248.11	3477.22	4982.23	5311.54	3920.51	4903.32	5954.18	5599.4	5032.42	4025.67	8259.03		6589.36	6226.07	5647.15	6741.48	5978.5	6900.94	7620.6	6386.97	6976.06	8704.34	5004.95	7159.32	7012.97	4383.01	5103.59	6586.36	4210.28	4580.73	6322.34	4535.33	5766.73	6575.83
Q15637	Q15637	SF01_HUMAN	SF1	Splicing factor 1	22544.9	21325.2	24245.7	21331	25877	28127.2	22742.1	21512.7	21428.9	35400.4	39656.1	47933.2	34282.7	41007.4	42735.8	34506.8	41003.2	47976.6	26180.6	35973.6	34738.6	28544.2	33827.6	35510.3	30222.7	28350.6	30263.7	40760.4	56378.2	60132.7	36773.4	47087.7	47336.1	42905.2	53434.5	65256.1
Q15642	Q15642	CIP4_HUMAN	TRIP10	Cdc42-interacting protein 4	20381.3	24181.4	23630.2	22921.8	23407.6	23110.5	17923.3	25320.4	24121	18508.1	24299	25944.2	28677.4	23794.4	23042.5	25512	29856.5	24182	24465.5	25924	24969.4	21973.6	24646.7	25874	23462.4	25827.8	27437	18064.8	17734.8	17592.4	18524.7	16611.9	15857.2	23209.2	16676.1	17048.5
Q15643	Q15643	TRIPB_HUMAN	TRIP11	Thyroid receptor-interacting protein 11	9170.06	10205.6	10651.1	8698.79	9826.4	10442.5	9463.67	9582.74	10825	6784.71	7307.83	8179.23	8170.33	7930.83	8757.82	8263.97	6412.54	8094.78	10351.4	11016.2	11142.5	10785.6	11026.7	11769	9999.09	10935.5	11168.8	6688.03	6570.12	7748.63	5697.92	6943.15	7380.59	7859.27	7998.41	9943.16
Q15645	Q15645	PCH2_HUMAN	TRIP13	Pachytene checkpoint protein 2 homolog	15237	15702.6	16479	16088.5	16710	15891.7	15836.9	16144.7	14611.2	20816.4	22553.9	20388.5	24110.3	22847.6	22213.6	20030.1	25955.9	23504.2	34705.9	30561.7	28346.8	33195.9	30240.7	30396.3	33606.7	32245.8	31062	33618	31984.3	30878.4	32435.7	32723.9	30282.7	35233.7	36374.5	31725.5
Q15646	Q15646	OASL_HUMAN	OASL	2'-5'-oligoadenylate synthase-like protein										11731.8	11070.6	10444.8	10539.6	10700	8529.2	11605.9	10597	9457.4			4531.93					5305.48	4715.68	12479.7	11924.2	11120.1	10927.5	10298.3	9592.24	10595.4	7457.95	7391.81
Q15648	Q15648	MED1_HUMAN	MED1	Mediator of RNA polymerase II transcription subunit 1	5611.36	5673.89	5872.3	6317.17	6299.31	7245.75	5478.27	5534.67	5815.11	5870.59	6213.67	6727.04	6512.68	5462.11	7118.61	3210.44	6746.6	10681.5	6779.69	7411.34	7021.74	7062.81	7000.47	7083.81	6147.1	7277.81	6652.5	6995.28	6667.77	7042.02	6851.26	6632.72	7600.71	4332.94	5405.05	5828.85
Q15650	Q15650	TRIP4_HUMAN	TRIP4	Activating signal cointegrator 1	13171	11667.9	10782	11506.1	11096.6	11901	13560.5	12689	11952.9	12835	12764.9	12297.8	9833.11	10876.7	12082.3	14962.4	11111.1	11430.8	14176	13547	13129.4	14223	14018.5	13112.4	14713.1	13170.4	13876.8	12586.1	12979.1	11073.2	13269.9	11487.7	10981.8	11983.2	10191.8	11316.9
Q15651	Q15651	HMGN3_HUMAN	HMGN3	High mobility group nucleosome-binding domain-containing protein 3															5418.41													1801.48	2575.37	3921.31	3053.45	3618.48	4136.94	1730.6	2126.96	4758.21
Q15653	Q15653	IKBB_HUMAN	NFKBIB	NF-kappa-B inhibitor beta	7923.06	8071.45	8299.05	6837.08	8872.8	8751.54	8030.9	9134	9014.9	5957.57	4670.98	8455.9	6398.41	8160.64	10789	7941.7	7794.04	11074.9	6628.88	6829.07	8044.09	6830.13	7586.62	7778.05	9102.22	8813.87	10253.7	6466.02	6223.15	6926.13	6331.43	7843.2	6498.66	4683.31	10956.4	12102
Q15654	Q15654	TRIP6_HUMAN	TRIP6	Thyroid receptor-interacting protein 6	10086.4	10336.1	10229.1	7910.86	10411.4	12298.9	6457.54	8135.59	9313.61	22763.8	23342	23882	19492.5	24490.7	23760.3	20087.3	28552.8	25244.4	7749.06	9692.92	8796.27	7254.12	9530.43	8441.08	7376.78	8697.92	8206.83	16307.4	20184.6	22608.2	18167	19971.1	20243.7	19121	25967.6	27029.7
Q15678	Q15678	PTN14_HUMAN	PTPN14	Tyrosine-protein phosphatase non-receptor type 14	10347.2	10863.3	10600.4	10691.9	10387.9	10391	11099.8	11176.8	11297.8	8754.41	10907.8	9067.64	9247.67	8294.14	11002.4	9451.68	10266.9	10062.3	10301.1	11649.8	10898	12101.6	11902.2	11419	11964	12846	12628.8	8705.53	10760.4	9934.21	8132.07	8926.98	9233.76	8917.93	10342.1	11780.2
Q15691	Q15691	MARE1_HUMAN	MAPRE1	Microtubule-associated protein RP/EB family member 1	99749.8	106697	98699.3	104497	108244	102966	105806	118079	113530	102344	122705	108751	92232.3	101431	108719	91423.6	104760	123398	92027.3	96892.5	95497.8	91129.4	90369.7	91833	94869.5	97090.7	81994.7	90626.6	106013	101729	94664.4	106329	103943	106701	124695	113102
Q15714	Q15714	T22D1_HUMAN	TSC22D1	TSC22 domain family protein 1	12230.7	13614.9	13588.3	10706.6	14163.4	13516.2	11695.2	12521.1	14024.9	27969.3	17378	18508.7	29250.3	18053.6	19456.3	23200.8	22547.5	26934.8	11834.8	10690.8	11737.8	10971.3	11215.1	9370.7	10262.8	10215.5	8788.09	18895.2	14693.3	11821.9	9615.52	14158.7	15540.6	22558.6	23522.8	23875.5
Q15717	Q15717	ELAV1_HUMAN	ELAVL1	ELAV-like protein 1	99192.1	109779	117505	103955	118983	114975	94659.6	105395	107165	87029.7	88462.2	99254.6	64378.9	79009.5	74867.3	71758	79434.5	78368.6	133590	138774	149099	132226	139514	144214	126281	132303	126480	116010	125808	121238	106406	123341	107626	71155.6	74703.8	74976.2
Q15738	Q15738	NSDHL_HUMAN	NSDHL	"Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating"	18644.2	18846.4	18939.6	19551.3	21299.3	21398.9	18345.3	19067	18201.8	19605.3	19857.7	19716.5	21579.5	19016.7	24730.4	23682.3	18550	12454.9	17759.2	17884.9	19952.2	18347.6	20077.1	21014.1	20727.9	20027.7	20079.8	14845	14749.3	16197.5	18995.3	12022.7	11285.6	18036.8	14442.5	13330.2
Q15742	Q13506;Q15742	NAB2_HUMAN	NAB2	NGFI-A-binding protein 2	5753.83	5965.59	5773.26	5581.11	5475.11	5163.94	6210.49	6034.74	6202.36	4486.69	6376.91				4408.62			6715.67	8270.01	8113.9	6958.96	7470.95	8318.15	7111.79	8465.85	7800.87	6955.26	4152.6	5371.08	3974.57	4168.08	3849.82		3602.52	4288.95	5039.33
Q15746	Q15746	MYLK_HUMAN	MYLK	"Myosin light chain kinase, smooth muscle"	78785.4	83670.9	82545.8	79435	88600.6	88760.1	80373.4	89199.2	93444.7	77916	83043.1	81845.8	67608	74304.4	72263.9	62732.9	70463.5	71621.5	105009	120830	113499	108050	114166	112546	112076	121447	118423	91062.5	94683.3	88392.9	86811.4	89842.8	84710.8	63831.7	72150.8	73902.7
Q15750	Q15750	TAB1_HUMAN	TAB1	TGF-beta-activated kinase 1 and MAP3K7-binding protein 1	12436.5	13084.2	13000.7	13517	12947.5	12867.8	13921	13980.3	13414.1	10072	11187.6	12221.7	10215.3	9554.3	9218.41	10977.8	9459.26	10279.3	11495.8	12412.9	11741.6	11287.9	12107.3	11838.5	12487.6	12779	11621.8	10855	11314.9	11763.2	10222.5	11966.4	11211.9	11309.5	12520.1	13088.7
Q15751	Q15751	HERC1_HUMAN	HERC1	Probable E3 ubiquitin-protein ligase HERC1	6419.7	6026.4	6322.1	6412.5	5814.98	6212.92	5845.07	5757.25	5995.74	6436.3	6227.52	6153.82	8043.53	5691.47	6072.81			6844.23	5599.82	6563.6	6267.6	5717.29	6536.77	6007.24	5913.61	5217.39	5319.11	6715.77	6837.76	5715.53	7273.76	6000	5314.08	2947.62	5188.16	5252.01
Q15758	Q15758	AAAT_HUMAN	SLC1A5	Neutral amino acid transporter B(0)	12315	13050.3	10898.2	12273.5	11144.2	8535.28	12488.4	11635.5	9966.45	16652.4	13437.2	10106.4	26087	28143.9	19104.2	24472.7	27492.5	25311.9	11528.3	14355.7	13708.4	14807.8	12483.4	10840.1	16212.5	14747.4	13209	14355.3	9228.98	7606.79	14824.8	11998.4	9546.87	16318.7	16833.9	13893.6
Q15759	Q15759	MK11_HUMAN	MAPK11	Mitogen-activated protein kinase 11	4836.9	4923.32	5222.9	4696.27	5394.23	5082.02	4909.01	5086.5	5741.71	4931.06	3954.93	5051.36	5210.73	5940.17	3944.95	6321.04	3178.78	4806.28	2352.66	2790.2	2412.58	2593.94	2290.59	2557.92	2862.39	2547.25	2247.23	2570.85	2214.75	1240.53		1555.28	1946.36		1764.34	2351.6
Q15771	Q15771	RAB30_HUMAN	RAB30	Ras-related protein Rab-30	4311.41	4364.32	5320.2	3022.32	6355.12	4186.95	4629.05	5245.38	4503.46	1464.62	4640.1	3454.8	2624.1	4748.23	4016.28	1458.58	2519.11	4656.36	2129.5	3611.25	2352	2923.02	2149.5	3124.59	2074.28	2416.14	2514.89	2653.36	4140.53	3350.17	2683.81	2700.43	2409.14	1699.03	2334.68	4175.74
Q15772	Q15772	SPEG_HUMAN	SPEG	Striated muscle preferentially expressed protein kinase	2942.88	3533.5	2961.06	4167.56	2929.36	3700.4		3526.04	3182.67	4543.04	3835.49	2735.48	2384.31	3258.08	3247.73	4385.32		3162.28		2281.46	2972.59		3331.57			1978.48	1716.91		1704.46		1608.27	2226.09	1879.67			
Q15773	Q15773	MLF2_HUMAN	MLF2	Myeloid leukemia factor 2	5963.17	5165.14	7437.62	5580.32	5455.76	7676.57	3703.69	5674.54	6430.39	4818.25	5724.94	7734.23	6324.07	5848.56	7348.84	4155.22	4904.54	5798.89	4693.21	6101.71	6378.43	6581.11	7486.76	9347.05	7054.13	7730.18	9075.51	6794.12	9167.15	10442.9	8143.58	10333.6	10160.7	9196.83	7178.38	8055.73
Q15776	Q15776	ZKSC8_HUMAN	ZKSCAN8	Zinc finger protein with KRAB and SCAN domains 8			14758		9366.86	13203.2		11282.2	12387.4			10861.9			9642.84		7753.84	10971.9	13370.1	9601.33	9310.97	11319.7	7526.09	10374.6	9229.92	8370.07	9083.7	8241.07	9062.49	7659.05		7028.94	7211.59		4311.12	6187.39
Q15785	Q15785	TOM34_HUMAN	TOMM34	Mitochondrial import receptor subunit TOM34	34497.6	32268.2	34474.9	33313.4	33043.9	32604.8	32976.6	33959.5	33468.3	49473.6	55803.5	52733.1	48225.7	41380.9	49071.2	39365.8	45327.3	47425.9	43528.1	42821	43538.9	45830.3	46859.8	43621.6	45275.1	43240.9	42149.1	43849.5	51577.4	50653.5	42427.8	50888.5	46847.3	32385.3	35078.7	38289.1
Q15796	Q15796	SMAD2_HUMAN	SMAD2	Mothers against decapentaplegic homolog 2	6105.06	5515.38	6520.16	5882.13	7334.76	5900	6319.16	7387.5	7886.98	8369.36	8363.49	10043.5	5165.2	7577.19		7107.22		7780.93	3875.97	5913.27	6917.81	5488.3	5375.08	7351.76	5859.83	6991.41	6795.83	9664.81	8467.13	10789	11457.1	13201.2	13908.5	14800.1	12281.6	11171.3
Q15797	Q15797	SMAD1_HUMAN	SMAD1	Mothers against decapentaplegic homolog 1	3195.84	4198.41	4489	3576.35	3733.19	4830.03	2779.35	3823.96	4855.13		2393.08	4721.42			3169.71				3205.59	3248.21	4640.61	2781.73	4384.91	4197.72	3533.25	3406.1	4837.6	2408.1		4909.36	2017.33		2104.71			
Q15800	Q15800	MSMO1_HUMAN	MSMO1	Methylsterol monooxygenase 1	6848.84	9250.36	9957.11	5616.32	9267.25	10714.8	7500.82	9423.46	9757.64	5068.35	9016.1	9991.74	5802.29	4450.55	7311.25	3580.81	7537.34	7226.48	10014.3	11695.7	13378.4	11079.9	12787.6	14521.5	9984.56	12120.8	13671	9209.72	12380.5	14709.2	9564.58	12552.5	15669.9	7608.3	8703.27	11751.4
