Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_noDDM_DIA_2-10-2024_Slot1-99_3554.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_noDDM_DIA_2-10-2024_Slot1-100_3555.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_noDDM_DIA_2-10-2024_Slot1-101_3557.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_noDDM_DIA_2-10-2024_Slot1-102_3558.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_noDDM_DIA_2-10-2024_Slot1-103_3559.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_noDDM_DIA_2-10-2024_Slot1-113_3560.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_noDDM_DIA_2-11-2024_Slot1-114_3562.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_noDDM_DIA_2-11-2024_Slot1-115_3563.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_wDDM_DIA_2-10-2024_Slot1-53_3542.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_wDDM_DIA_2-10-2024_Slot1-54_3543.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_wDDM_DIA_2-10-2024_Slot1-57_3545.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_wDDM_DIA_2-10-2024_Slot1-58_3546.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_wDDM_DIA_2-10-2024_Slot1-59_3549.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_wDDM_DIA_2-10-2024_Slot1-60_3550.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_wDDM_DIA_2-11-2024_Slot1-61_3567.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_wDDM_DIA_2-11-2024_Slot1-62_3568.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_wDDM_DIA_2-11-2024_Slot1-63_3569.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_wDDM_DIA_2-11-2024_Slot1-64_3570.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_wDDM_DIA_200flow_2-9-2024_Slot1-47_3534.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_wDDM_DIA_200flow_2-9-2024_Slot1-50_3535.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_wDDM_DIA_200flow_2-9-2024_Slot1-51_3537.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_wDDM_DIA_200flow_2-10-2024_Slot1-52_3538.d
P59998	P59998;A0A0A6YYG9;F8WCF6;F8WDD7;H7C0A3	ARPC4_HUMAN	ARPC4	Actin-related protein 2/3 complex subunit 4		845.821	1091.19	1492.52	770.345	1250.52			1579.65	1226.76	1005.27	1093.41	1064.5	1965.21	1427.38	724.559	3265.42	1195.41	1525.3	1536.53	870.747	1408.98
E7EUU8	Q13765;E7EUU8;A0A7I2V2K5;A0A7I2V473;F8VNW4;F8VZJ2;F8W0W4;H0YHX9	E7EUU8_HUMAN	COMT	Catechol O-methyltransferase		1012.28	330.451	558.294	1138.67	826.81			661.807	1015.25	679.31	644.068	1067.37	746.177		618.284		1348.76	554.496	430.741	479.015	
P54652	P54652	HSP72_HUMAN	HSPA2	Heat shock-related 70 kDa protein 2		1363.54	307.012	735.254	1276.42	2279.64			970.094	877.744	737.24	1562.34	1071.93	511.261	2137.78	627.593	406.818	539.757	1868.93	1405.57	382.176	698.225
Q16658	Q16658;A0A0A0MSB2;C9JFC0;C9JPH9	FSCN1_HUMAN	FSCN1	Fascin		746.868	845.531	1076.52	1055.38	924.296			1814.78	1216.01	1228.03	1367.53	1072.41	388.282	191.238	963.449	895.057	713.759	1284.36	1731.26	996.165	489.62
P53621	P53621;A0A3B3IS84;A0A3B3ISC6;A0A3B3IT15;A0A3B3IU89	COPA_HUMAN	COPA	Coatomer subunit alpha		1494.3	1370.15	1135.57	1772.78	1735.2			1174.49	1041.23	701.244	1351.2	1075.65	1117.71					1352.87	628.239		
P31948	P31948;F5H783	STIP1_HUMAN	STIP1	Stress-induced-phosphoprotein 1		564.07	573.855	670.86	1066.02	728.289		1718.49	799.336	858.053	1028.74	819.294	1078.22	1324.8	366.981	1143.96		551.732	809.027	891.148	927.188	450.128
Q8NF86	Q8NF86;I3L3D7	PRS33_HUMAN	PRSS33	Serine protease 33		921.616		1244.86			1084.36		841.922	632.501	882.242	1134.22	1078.95	1220.72					767.046			
P43487	P43487;F6WQW2;C9JGV6;C9JXG8	RANG_HUMAN	RANBP1	Ran-specific GTPase-activating protein		645.71	1058.7	1067.63	1204.5	583.949			1375.74	1405.38	1059.47	1206.41	1082.55	1452.38	535.021				1030.36	873.092	104.852	729.237
P23229	P23229;A0A8Q3WMA7	ITA6_HUMAN	ITGA6	Integrin alpha-6		967.725	1470.12	741.946	1215.49	1158.84			1219.26	1344.26	858.392	1584.42	1083.12	1566.72					1540.03	359.454		2687.04
P08134	P08134;P61586;P62745;A0A7I2V3G1;A0A994J514;C9JNR4;C9JX21;E9PN11;E9PQH6;Q5JR05;Q5JR06;Q5JR07;Q5JR08;U3KQA9;U3KQV3	RHOC_HUMAN	RHOC	Rho-related GTP-binding protein RhoC		1091.6		840.827		1370.67			602.218	637.747	1079.56	1188.86	1088.48	1212.02	612.991				1332.86	530.203		275.236
O15511	O15511;B1ALC0	ARPC5_HUMAN	ARPC5	Actin-related protein 2/3 complex subunit 5		326.205	624.886	598.163		456.11			997.633	339.412	1330.46	777.286	1090.95	1001.08		378.249			886.757	1190.52	172.014	
P62854	P62854;Q5JNZ5	RS26_HUMAN	RPS26	Small ribosomal subunit protein eS26		287.079	1067.67	1052.12		818.707			1271.29	1352.53	1264.15	987.329	1091.35	554.583	506.255				1018.81	557.19		
Q14847	Q14847;C9J9W2	LASP1_HUMAN	LASP1	LIM and SH3 domain protein 1		1267.69	1223.91	941.998	994.585	1857.52			1140.62	636.198	879.211	861.653	1124.18	830.864	384.66	788.174	1403.79	239.494	1029.38	1070.57	518.548	93.201
P16070	P16070;H0Y2P0;H0Y5E4;H0YCV9;H0YD13;H0YD17;H0YDW7;H0YDX6	CD44_HUMAN	CD44	CD44 antigen		757.693	365.744	846.319	1264.53	1612.01			819.934	880.523	1604.58	775.353	1126.43	943.412	776.43	283.556	971.699		815.285	918.374		1730.53
P29966	P29966	MARCS_HUMAN	MARCKS	Myristoylated alanine-rich C-kinase substrate		1274.12	1307.89	735.726	989.703	1422.18			814.041	1461.08	981.099	773.384	1127.13	1463.28			412.518	485.973	517.535	357.922		693.446
P46779	P46779;H0YKD8;H0YLP6;H0YMF4	RL28_HUMAN	RPL28	Large ribosomal subunit protein eL28		1247.31	1368.25	1242.7	2314.34	1349.57			1017.41	885.656	1207.27	1252.12	1131.39	1335.81	1240.55	666.099			1752.26			663.827
P39023	P39023;B5MCW2;G5E9G0;H7C3M2;H7C422	RL3_HUMAN	RPL3	Large ribosomal subunit protein uL3		1237.8	1675.69	1509.22	2017.1	1681.26			1242.1	1238.82	1154.81	1522.55	1132.13	1687.31			1046.41		2072.33	687.52	394.479	998.6
O75387	O75387;A0A0C4DGI3;B4DJV2;H0YIC4	LAT3_HUMAN	SLC43A1	Large neutral amino acids transporter small subunit 3		1696.66	613.187	1335.77	1029.95	1734.23			1783.94	1644.27	1063.16	1362.39	1139.81	1033.02	793.265	860.205			1126.8	711.377	1505.22	2023.35
P62081	P62081;A0A2R8Y623	RS7_HUMAN	RPS7	Small ribosomal subunit protein eS7		939.188	1742.64	1764.13	1099.82	1799.38			2101.73	1332.44	1714.67	1277.09	1143.02	1963.41		1251.51		699.956	1856.39	956.724	279.358	
P18085	P18085;C9JAK5;U3KQF2	ARF4_HUMAN	ARF4	ADP-ribosylation factor 4		348.91		230.058		379.101			991.027	625.658	1629.06	930.433	1146.37	2254.2					763.239			
Q01130	Q01130;Q9BRL6;J3KP15;J3QL05	SRSF2_HUMAN	SRSF2	Serine/arginine-rich splicing factor 2		1272.74	2094.04	1585.06	3057.3	1996.42			1894.29	1484.04	1865.11	1987.92	1146.66	2375.69					1463.51	694.004		681.556
Q9Y3U8	Q9Y3U8;J3KTD3;J3QSB5	RL36_HUMAN	RPL36	Large ribosomal subunit protein eL36		680.184		962.676		550.703			820.967	595.444	831.047	1169.36	1147.71	1218.1					1281.53	534.609		894.348
Q9Y230	Q9Y230	RUVB2_HUMAN	RUVBL2	RuvB-like 2		917.84	1281.51	907.708	1417.88	1234.96			555.153	804.27	818.706	1007.85	1148.01	861.129					931.206	337.555		811.675
O76003	O76003	GLRX3_HUMAN	GLRX3	Glutaredoxin-3		684.794		959.889		634.142			1721.55	1090.85	646.988	1023.25	1148.5	462.643					1222.1	693.141		
Q13885	Q13885;Q9BVA1	TBB2A_HUMAN	TUBB2A	Tubulin beta-2A chain		3062.47	2456.76	2438.77	3033.6	4237.33			2568.52	1761.53	2326.88	3324.11	1149.11	1467.71		522.967	1684.88		2130.82	2222.96	841.536	831.395
Q5VY09	Q5VY09	IER5_HUMAN	IER5	Immediate early response gene 5 protein			590.651	1265.67	604.413	1505.05			1390.81	405.202	2256.83	1858.62	1151.97	603.212				395.941				
Q04828	Q04828;C9K0R9;E7EUW2;A0A0G2JLD7	AK1C1_HUMAN	AKR1C1	Aldo-keto reductase family 1 member C1		2049.18	1886.54	2332.78	728.628	1380.76	1661.48		797.81	1018.2	988.322	860.689	1152.25	1364.89			1183.82		867.012	525.939	746.322	3148.86
O00148	O00148;K7EQN7;A0A0D9SEM9	DX39A_HUMAN	DDX39A	ATP-dependent RNA helicase DDX39A		259.25		330.52	545.758	257.128			855.233	1025.32	293.133	1249.92	1153.52	778.204					659.773			
P04843	P04843;B7Z4L4	RPN1_HUMAN	RPN1	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1		1592.62	1231.08	1895.13	2023.5	1417.24			1099.21	1657.64	1736.37	896.033	1154.29	1752.55	3057.35		1854.77		843.195	949.385		1704.92
P61224;P62834	P61224;P62834;A6NIZ1;E7ESV4;F5H7Y6;F5GWU4;F5GX58;F5GYB4;F5GYH4;F5GZZ5;F5H073;F5H0B6;F5H490;F5H4G6;F5H4Z7;F5H6R3;F8WBB9	RAP1A_HUMAN;RAP1B_HUMAN	RAP1A;RAP1B	Ras-related protein Rap-1b	1052.12	858.041	646.049	1160.58	1645.98	1023.31			1997.98	868.179	1262.45	1081.13	1156.58	605.022	205.283			363.655	930.552	1883.21	499.155	996.58
P28072	P28072;A0A087X2I4;I3L3X7	PSB6_HUMAN	PSMB6	Proteasome subunit beta type-6		1413.53	1611.13	2115.78	1585.06	1065.81	1621.33	481.379	1079.35	967.247	2024.13	1698.47	1165.64	1018.31	630.367	588.251	1482.81	850.102	1664.02	960.13	347.743	
Q99459	Q99459	CDC5L_HUMAN	CDC5L	Cell division cycle 5-like protein									784.657	839.686	882.705	294.3	1167.62	207.403					577.003	3199.8	404.588	274.035
P62820	P62820;E7ENC7	RAB1A_HUMAN	RAB1A	Ras-related protein Rab-1A		1648.17	2639.69	2130.99	1174.18	1465.38			2363.57	1299.41	1446.65	1492.32	1169.1	1760.07					1695.93	1185.01	371.289	2078.88
P61956	P55854;P61956;Q6EEV6;A8MU27;A8MUA0	SUMO2_HUMAN	SUMO2	Small ubiquitin-related modifier 2		2171.12	1933.1	1462.51	1384.32	1562.12		1041.6	2035.2	1512.91	1377.55	2311.8	1178.19	1387.2	803.815	343.585	186.034		1755.35	187.64	978.84	607.276
P12956	P12956	XRCC6_HUMAN	XRCC6	X-ray repair cross-complementing protein 6		1080.32	1120.13	1321.68	1491.38	744.326			1423.09	821.021	1133.77	1665.63	1179.1	1853.75	3645.15				1441.98	520.416		939.376
Q9BVK6	Q9BVK6	TMED9_HUMAN	TMED9	Transmembrane emp24 domain-containing protein 9		2023.21	871.374	1272.75	1156.8	2039.9			1113.26	1418.11	1932.49	1066.24	1180.71	1765.54					997.275			2082.21
Q99436	Q99436	PSB7_HUMAN	PSMB7	Proteasome subunit beta type-7		756.226	701.257	889.845	1143.17	626.92			555.422	626.058	1498.95	591.607	1185.24	364.224				712.468	900.441	683.78	404.932	284.214
P05089	P05089;A0A5F9ZGN6;A0A5F9ZH78	ARGI1_HUMAN	ARG1	Arginase-1	693.453	181.104	619.649	363.744	750.005	635.113	3396.93	3666.01	1004.16	1578.77	3464.07	802.841	1185.49	247.964	3021.26	1962.52	2620.16	2169.25	1397.68	3104.03	2645.01	2120.51
P10909	P10909;H0YC35;H0YAS8	CLUS_HUMAN	CLU	Clusterin	870.765	166.93	799.978		2005.76	315.645		2166.4	323.713	2681.78	986.116	1045.61	1187.62		1614.91	2106.52	942.475	1697.94	242.621	2888.53	1806.95	522.342
Q96MT4	Q96MT4	CF195_HUMAN	LINC01600	Uncharacterized protein encoded by LINC01600		802.492		186.562		235.893			1211.94	1344.08	1035.09		1188.6	647.258						1001.13		2244.2
Q9UBI6	Q9UBI6	GBG12_HUMAN	GNG12	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12		1545.98	1295.34	1882.65	2366.53	2317.47			1518.74	726.963	908.366	1489.53	1190.28	698.75				442.697	952.783	986.394		2432.92
P09496	P09496;C9J8P9	CLCA_HUMAN	CLTA	Clathrin light chain A		761.361	934.94	669.352	1598.68	806.189			1150.87	1209.27	877.161	1221.63	1196	664.148		605.217	619.072	410.997	726.854	510.891		498.336
P22314	P22314	UBA1_HUMAN	UBA1	Ubiquitin-like modifier-activating enzyme 1		940.572	1157.61	1205.37	1310.9	1127.79		3532.09	1521.31	975.393	993.218	1444.71	1204.27	1409.07	961.979	703.12			1396.85	680.533	434.859	
P61106	P61106;X6RFL8;A0A994J4B6;A0A994J773	RAB14_HUMAN	RAB14	Ras-related protein Rab-14		1309.85	1500.69	1036.57	434.414	951.986			1246.18	1786.9	1664.98	857.762	1207.54	307.68	2352.73				953.322	837.381		1580.22
O75223	O75223;M0QZK8	GGCT_HUMAN	GGCT	Gamma-glutamylcyclotransferase	1572.33	220.02	703.501	460.533	1484.77	695.802			879.616	1184.26	1338.93	1079.14	1212.99	335.338	1441.99	2161.12	1402.28	2184.54	1512.41	2273.43	2232.93	1316.03
Q9Y4L1	Q9Y4L1;A0A087WWI4;A0A087X054;A0A0G2JRS0;A0A494C039;A0A8Q3SHG4;E9PJ21;J3QLE9;K7EQK2;J3QQH7	HYOU1_HUMAN	HYOU1	Hypoxia up-regulated protein 1		878.53	1224.02	735.279	1228.02	914.131			627.911	1342.68	1009.75	613.997	1213.42	1387.71	764.95				802.186	206.571		978.125
P18124	P18124;A8MUD9	RL7_HUMAN	RPL7	Large ribosomal subunit protein uL30		1564.22	1768.83	2255.22	1381.47	1541.99	2704.82		1645.75	1256.67	1387.82	1301.39	1216.48	1933.76	1778.94			520.539	1390.59	453.21		1402.71
Q6PIU2	Q6PIU2;A0A0A0MTJ9;H7C046	NCEH1_HUMAN	NCEH1	Neutral cholesterol ester hydrolase 1		647.199		615.615	1165.94	897.819			372.498	428.429	430.653	878.817	1222.41	284.316					436.433	488.73		504.826
P62424	P62424;Q5T8U3	RL7A_HUMAN	RPL7A	Large ribosomal subunit protein eL8		1525.1	1366.7	1323.43	1269.24	1258.25			969.07	971.355	1551.06	969.464	1224.47	1201.51		633.701			1345.28	527.801	347.846	957.557
P62888	P62888;A0A0B4J213;A0A0C4DH44	RL30_HUMAN	RPL30	Large ribosomal subunit protein eL30		979.301	668.355	1072.35	1146.36	1046.89			1140.71	1064.59	1186.96	1140.3	1225.2	1107.75	868.834	885.918	400.088	488.811	1556.47	580.239		627.052
P19623	P19623;K7EKM4	SPEE_HUMAN	SRM	Spermidine synthase		1284.72	810.216	781.893		1068.81			1596.76	1600.22	1167.11	1409.73	1227.75	1454.88	1603.96	1121.64	827.742	611.096	822.507	923.657	1044.52	672.827
O15260	O15260;B7Z1G8;Q5T8U5	SURF4_HUMAN	SURF4	Surfeit locus protein 4		1675.47	284.708	2147.56	580.826	1840.14			1857.11	1271.25	1981.38	394.782	1229.78	591.155					1437	1037.57		3165.86
P26599	P26599	PTBP1_HUMAN	PTBP1	Polypyrimidine tract-binding protein 1		1789.1	1216.23	2083.08	2194.77	1557.46			1178.71	1267.85	1709.44	2088.88	1231.36	1598.79			3180.55	3046.47	1382.79	777.846	714	1296.39
P61970	P61970;A0A8V8TPY3;A0A8V8TR25;H3BRV9	NTF2_HUMAN	NUTF2	Nuclear transport factor 2		181.429		749.648	570.003	1286.64	1132.33		1268.26	860.651	1388.16	1537.73	1235.63	902.796	208.445	1189.23		267.471	1192.55	1121.49	1004.16	
P07099	P07099	HYEP_HUMAN	EPHX1	Epoxide hydrolase 1		2367.45	2031.14	1806.97	1624.93	3558.65			1699.04	2467.46	2527.27	1873.57	1266.97	3268.14	1090.8				2765.94	6558.33	436.189	3188.2
P02671	P02671	FIBA_HUMAN	FGA	Fibrinogen alpha chain	1633.81		867.553	164.677	679.412			1488.61	83.9068	1819.48	718.59	567.724	1271.13	157.467	874.732	1145.98	813.887	734.156		772.136	1518.26	
Q14247	Q14247	SRC8_HUMAN	CTTN	Src substrate cortactin		1722.85	1763.61	935.512	670.225	2099.63			576.735	544.388	696.636	884.183	1273.83	1149.99		578.792	3343.07		1281.4	1142.75	349.626	1038.7
Q9UHB6	Q9UHB6;F8VQE1;F8VRN8	LIMA1_HUMAN	LIMA1	LIM domain and actin-binding protein 1		2140.68	485.582	1083.7	1205.83	1205.75			1133.87	1060.19	676.769	2199.26	1277.81	812.242	688.432		1119.22		1656.03	636.495		2208.98
Q09028	Q09028;Q16576;E9PC49;C9JAJ6;E9PIC3;E9PNS0;E9PNS3	RBBP4_HUMAN	RBBP4	Histone-binding protein RBBP4		261.281	570.581	217.096	364.328	485.876			281.032	250.025	301.354	551.588	1285.77	528.302		141.035			423.626			239.465
A0A8V8TLT8	P11532;A0A8V8TKP2;A0A8V8TLT8;F5H284;V9GYX0;A0A494C1R8;A0A8V8TMA5	A0A8V8TLT8_HUMAN	PGM3	Phosphoacetylglucosamine mutase	1210.35	934.772	1322.15	1693.35	1224.87	1082.03	599.238		1284.82	1514.48	1426.16	1604.17	1296.47	1262.84	626.892	779.869	1052.88	540.346	1170.88	1272.99	295.415	323.82
P30740	P30740	ILEU_HUMAN	SERPINB1	Leukocyte elastase inhibitor				400.362	1676.6	379.983			691.885	800.241	424.564	710.694	1300.68	102.693	2834.55	1856.21	2465.15	2166.89	392.556	2356.26	1792.73	902.999
Q9NR31	Q9NR31;Q9Y6B6;H0Y5E8;Q9H029	SAR1A_HUMAN	SAR1A	GTP-binding protein SAR1a		2321.02	1375.16	2071.6	922.776	1962.63			2039.44	1957.96	1448.55	1358.4	1303.89	1336.23	322.713				1919.38	1749.16		
Q02790	Q02790;H0YFG2	FKBP4_HUMAN	FKBP4	Peptidyl-prolyl cis-trans isomerase FKBP4	504.801	1276.98	1183.53	1291.35	1106.66	1215.61			1381.6	961.467	938.015	1261.12	1304.64	2245.08	521.239	446.744	439.501		952.01	827.278		1135.37
Q9NTK5	Q9NTK5;J3KQ32	OLA1_HUMAN	OLA1	Obg-like ATPase 1		1052.02	333.706	1213.69	1015.52	954.598			2502.37	948.63	1252.56	1047.57	1316.39	1405.6	678.62	1916.68	1609.1		1257.85	861.541	226.223	
P09936	P09936;D6R956;D6RE83	UCHL1_HUMAN	UCHL1	Ubiquitin carboxyl-terminal hydrolase isozyme L1	927.174	2238.56	2305.47	3735		770.231	533.688		1250.7	789.283	1741.19	2369.27	1321.59	2888.5	1527.76	471.829	1067.06	600.643	346.666	338.777		264.612
P40429	P40429;A0A7I2V2L9;A0A7I2V5L3;M0QYS1;Q6NVV1;Q8J015	RL13A_HUMAN	RPL13A	Large ribosomal subunit protein uL13		1625.48	1260.99	1837.12	1526.04	1397.28			1284.9	1159.77	1105.24	921.696	1324.16	1572.79			198.113		1047.19	372.607	349.864	741.661
P62910	P62910;D3YTB1;F8W727	RL32_HUMAN	RPL32	Large ribosomal subunit protein eL32		1518.6	1191.46	2131.39	1849.82	1811			721.953	1892.3	1116.44	1331.96	1324.71	1564.12					1558.21	543.093	942.912	306.485
Q6UWW0	Q6UWW0	LCN15_HUMAN	LCN15	Lipocalin-15	549.891			171.456					496.78	1177.32	1050.16	839.04	1335.01	76.3159	880.474	1624.06	1530.95	2219.84	123.684	1739.84	2548.36	627.959
Q13501	Q13501	SQSTM_HUMAN	SQSTM1	Sequestosome-1		1211.23	754.182	2860.03	613.722	955.705			247.278	2602	3071.3	765.231	1337.1	535.83	432.114				874.722	592.839		693.521
Q15365	Q15365	PCBP1_HUMAN	PCBP1	Poly(rC)-binding protein 1		1722.32	2329.35	1482.86	1382.07	1441.16			1423.22	906.514	1285.96	1190.14	1341.24	1451.17					1814.44	519.042		608.296
P83731	P83731;A0A994J4A5;C9JNW5;C9JXB8	RL24_HUMAN	RPL24	Large ribosomal subunit protein eL24		1200.79	1366.17	946.396	1246.24	505.358			774.866	1259.5	1061.57	903.565	1350.11	1081.51	670.3				1115.25	294.638	848.701	585.042
P62241	P62241;Q5JR95	RS8_HUMAN	RPS8	Small ribosomal subunit protein eS8		853.742	868.955	1042.91	1007.53	1274.52			1267	1291.93	1216.51	1177.49	1352.44	1510.17	1058.45	519.205			1171	311.982	389.252	355.873
P62753	P62753;A2A3R5	RS6_HUMAN	RPS6	Small ribosomal subunit protein eS6		1363.77	1585.38	1497.63	2193.12	1931.08			1784.24	1166.71	1327.1	1374.05	1354.5	1589.08		1173.44			1766.73	441.229	468.97	292.371
P46939	P46939	UTRN_HUMAN	UTRN	Utrophin	1599.06	256.226	1253.21	572.251					372.681	497.046	343.164	788.494	1357.9	173.859	533.617			1406.76	276.928	2506.11		1190.65
P36578	P36578;H3BM89	RL4_HUMAN	RPL4	Large ribosomal subunit protein uL4		2119.95	2102.9	2346.22	2222.51	1564.53	780.035		1690.08	1779.58	1800.43	1489.7	1359.94	2028.42		356.758			2211.68	766.201	1585.82	1388.95
Q15149	Q15149;H0YDN1;A0A8I5KSD5;A0A8I5KUE3;A0A8I5KYZ1;E9PMV1	PLEC_HUMAN	PLEC	Plectin		1219.83	1331.88	1182.02	1794.08	1687.44	2145.73		1210.01	1587.22	1697.45	1159.71	1361.83	1080.97	2122.26	1761.06		1222.91	1687.32	1848.77	978.347	3590.79
A0A0A0MRZ8;P04433	P04433;A0A0A0MRZ8	KV311_HUMAN;KVD11_HUMAN	IGKV3-11;IGKV3D-11	Immunoglobulin kappa variable 3D-11									1184.27	1710.84	640.924	960.079	1366.06	114.193	1499.02	1700.41	1621.48	3687.05	520.888	2618.06	2282.2	1168.16
O43396	O43396;K7EML9;K7ER96	TXNL1_HUMAN	TXNL1	Thioredoxin-like protein 1		1311.94	1689.06	806.882	1599.16	603.133			1206.19	1337.14	1160.85	823.529	1367.79	1287.62		1823.73			1190	868.452		
contam_sp|P02769|ALBU_BOVIN	contam_sp|P02769|ALBU_BOVIN	Serum	Serum			255.522		120.999					866.332	1295.73	569.207	799.749	1369.71	331.585	2816.89	2401.54	2901.03	1589.74	446.016	1614.06	2582.09	1379.95
P63000	P15153;P60763;P63000;A0A994J6T1;B1AH77;B1AH80;J3KSC4;J3QLK0	RAC1_HUMAN	RAC1	Ras-related C3 botulinum toxin substrate 1		604.137	1219.93	1215.71	1443.76	759.529			1541.48	1662.8	1507.62	1585.82	1382.89	1701.26	587.606	1683.05	342.453	267.04	1379.79	947.089	937.158	998.171
P08684	P08684;A0A494C0W7;A0A499FJM4;E7EVM8	CP3A4_HUMAN	CYP3A4	Cytochrome P450 3A4	973.509	1499.08		548.908	12096.6					1612.18		3176.2	1391.66			308.748	3669.82				490.121	
P13796	P13796	PLSL_HUMAN	LCP1	Plastin-2	1828.87	632.074	631.353	497.675	1610.74	506.025		1666.08	616.323	2319.61	1269.94	884.557	1398.13	401.702	1575.82	1298.05	1456.4	1204.48	925.002	3724.93	2680.27	853.524
Q8TCU4	Q8TCU4;A0A087WTU9;A0A087WV20;A0A804HIB7;A0A804HJ69;A0A804HJA5;A0A804HJW3;A0A804HKC0;A0A804HKP4;A0A804HL70	ALMS1_HUMAN	ALMS1	Centrosome-associated protein ALMS1	10753.3	1898.2	3559.39	1551.35	6286.21	1958.58	16224.1	15522.2	1617.32	2547.27	1283.43	1598.34	1409.24	502.895	5046.49	5867.2	6719.29	3882.5	799.097	2185.94	3426.2	1861.94
P39019	P39019;M0QYF7;M0R140;M0R2L9	RS19_HUMAN	RPS19	Small ribosomal subunit protein eS19		696.293	1177.03	1083.07	1609.47	1054.5			1310.86	1457.29	1119.14	1177.77	1409.55	1423.19			1662.67		1332.85	892.239	538.175	936.977
O60312	O60312;A0A2R8Y212;A0A2R8YDJ8;C9JLR9;E2RYF7;A0A2R8YE75;A0A2R8YGD6;A0A2R8Y4G4;A0A2R8Y4Q3;A0A2R8YD53;A0A2R8YE54	AT10A_HUMAN	ATP10A	Phospholipid-transporting ATPase VA		389.953		494.955	3870.16		6353.31		513.341		623.243		1419.16	166.976					367.719		911.948	
P78417	P78417;Q5TA02	GSTO1_HUMAN	GSTO1	Glutathione S-transferase omega-1		1281.99		942.972		2054.21			858.775	1205.41	1102.9	821.643	1421.41	256.119	1064.27	1155.14		1236.93	1155.58	1686.94	841.082	564.649
Q01081	Q01081;A0A087WUZ3	U2AF1_HUMAN	U2AF1	Splicing factor U2AF 35 kDa subunit		1035.24		955.169	726.332	550.229			1044.02	1153.93	515.241	1797.46	1422.55	1236.69					928.43	2184.9		549.303
P18669	P15259;P18669;Q8N0Y7	PGAM1_HUMAN	PGAM1	Phosphoglycerate mutase 1		1723.58	1461.42	2270.9	689.538	2642.36	3056.53	385.304	2567.82	1954.68	2159.83	2344.53	1427.47	858.398	917.635	1814.08	1922.59	674.954	2882.52	2110.17	398.586	610.119
P31942	P31942	HNRH3_HUMAN	HNRNPH3	Heterogeneous nuclear ribonucleoprotein H3		1943.29	2035.8	1489.63	1877.98	1690.12		707.62	1400.2	1501.81	868.541	2201.46	1429.48	779.303					1293.22	144.092		972.1
O15145	O15145;C9JZD1	ARPC3_HUMAN	ARPC3	Actin-related protein 2/3 complex subunit 3		443.019	830.898	363.154		2016.59			1030.13	714.021	429.342	715.777	1431.17	1438.77	822.449			630.575	1181.02	1190.02		2250.52
P20930	P20930	FILA_HUMAN	FLG	Filaggrin	2274.52			119.273		396.688			578.878	1097.16	1759.58	996.056	1434.41	208.325	1864.86	2943.35	2171.57	2256.83	1219.59	1483.47	2290.34	1651.38
P01024	P01024;A0A8Q3SI05;A0A8Q3SI34;A0A8Q3WM02	CO3_HUMAN	C3	Complement C3	3253.36	388.492	942.877		660.147	1806.84			503.63	2776.71	1497.67	1159.16	1458.2	79.4462	2718.64	1943.26	3079.96	2369.94	586.548	2923.75	4045.81	645.363
P52198	P52198;K7EM43;K7EPE5;K7EMN2	RND2_HUMAN	RND2	Rho-related GTP-binding protein RhoN	1718.79	390.452	1062	576.722	1268.96	653.72		1533.74	785.726	1072.78	1637.21	564.746	1462.78	1078.5	1423.02	1501.47	1074.07	1194.07	770.532	2341.71	2083.2	728.018
P78371	P78371;F5GWF6;F8VQ14	TCPB_HUMAN	CCT2	T-complex protein 1 subunit beta		2131.62	1742.72	2063.7	2116.96	1000.99			2034.16	1143.33	1849.52	2088.74	1463.34	2034	1853.82			868.359	1668.78	1648.33	775.43	347.134
