Protein	Protein ID	Entry Name	Gene	Length	Organism	Protein Description	Protein Existence	Protein Probability	Top Peptide Probability	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
sp|Q96DG6|CMBL_HUMAN	Q96DG6	CMBL_HUMAN	CMBL	245	Homo sapiens OX=9606	Carboxymethylenebutenolidase homolog 	1:Experimental evidence at protein level	1.0000	0.9986	5	5	5	5	5	5	     0	     0	     0	7C(57.0214), 9C(57.0214), N-term(42.0106)		
sp|Q96DH6|MSI2H_HUMAN	Q96DH6	MSI2H_HUMAN	MSI2	328	Homo sapiens OX=9606	RNA-binding protein Musashi homolog 2 	1:Experimental evidence at protein level	1.0000	0.9988	2	1	2	3	1	3	     0	     0	     0	2C(57.0214), N-term(42.0106)		
sp|Q96DV4|RM38_HUMAN	Q96DV4	RM38_HUMAN	MRPL38	380	Homo sapiens OX=9606	39S ribosomal protein L38, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9989	3	3	3	4	4	4	     0	     0	     0			
sp|Q96DZ1|ERLEC_HUMAN	Q96DZ1	ERLEC_HUMAN	ERLEC1	483	Homo sapiens OX=9606	Endoplasmic reticulum lectin 1 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	5	5	5	     0	     0	     0	10C(57.0214), 8C(57.0214)		
sp|Q96E11|RRFM_HUMAN	Q96E11	RRFM_HUMAN	MRRF	262	Homo sapiens OX=9606	Ribosome-recycling factor, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9989	3	3	3	3	3	3	     0	     0	     0	15C(57.0214)		
sp|Q96EK6|GNA1_HUMAN	Q96EK6	GNA1_HUMAN	GNPNAT1	184	Homo sapiens OX=9606	Glucosamine 6-phosphate N-acetyltransferase 	1:Experimental evidence at protein level	1.0000	0.9989	5	5	5	5	5	5	     0	     0	     0	10C(57.0214), 5C(57.0214)		
sp|Q96EL3|RM53_HUMAN	Q96EL3	RM53_HUMAN	MRPL53	112	Homo sapiens OX=9606	39S ribosomal protein L53, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	7	7	7	     0	     0	     0	4C(57.0214), 6C(57.0214), 7C(57.0214)		
sp|Q96EP5|DAZP1_HUMAN	Q96EP5	DAZP1_HUMAN	DAZAP1	407	Homo sapiens OX=9606	DAZ-associated protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	7	7	7	8	8	8	     0	     0	     0	12C(57.0214), 6C(57.0214), 7C(57.0214)		
sp|Q96ER3|SAAL1_HUMAN	Q96ER3	SAAL1_HUMAN	SAAL1	474	Homo sapiens OX=9606	Protein SAAL1 	1:Experimental evidence at protein level	1.0000	0.9987	2	2	2	2	2	2	     0	     0	     0	4C(57.0214)		
sp|Q96ER9|MITOK_HUMAN	Q96ER9	MITOK_HUMAN	CCDC51	411	Homo sapiens OX=9606	Mitochondrial potassium channel 	1:Experimental evidence at protein level	1.0000	0.9988	6	5	6	6	5	6	     0	     0	     0			
sp|Q96EY1|DNJA3_HUMAN	Q96EY1	DNJA3_HUMAN	DNAJA3	480	Homo sapiens OX=9606	DnaJ homolog subfamily A member 3, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	     0	     0	     0	11C(57.0214), 13C(57.0214), 8C(57.0214)		
sp|Q96EY7|PTCD3_HUMAN	Q96EY7	PTCD3_HUMAN	PTCD3	689	Homo sapiens OX=9606	Pentatricopeptide repeat domain-containing protein 3, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9988	4	4	4	4	4	4	     0	     0	     0			
sp|Q96EY8|MMAB_HUMAN	Q96EY8	MMAB_HUMAN	MMAB	250	Homo sapiens OX=9606	Corrinoid adenosyltransferase MMAB 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	4	4	4	     0	     0	     0	8C(57.0214)		
sp|Q96FJ2|DYL2_HUMAN	Q96FJ2	DYL2_HUMAN	DYNLL2	89	Homo sapiens OX=9606	Dynein light chain 2, cytoplasmic 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	5	5	5	     0	     0	     0	15C(57.0214)		
sp|Q96FQ6|S10AG_HUMAN	Q96FQ6	S10AG_HUMAN	S100A16	103	Homo sapiens OX=9606	Protein S100-A16 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	5	5	5	     0	     0	     0			
sp|Q96FV2|SCRN2_HUMAN	Q96FV2	SCRN2_HUMAN	SCRN2	425	Homo sapiens OX=9606	Secernin-2 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	5	5	5	     0	     0	     0	3C(57.0214), 7C(57.0214)		
sp|Q96FV9|THOC1_HUMAN	Q96FV9	THOC1_HUMAN	THOC1	657	Homo sapiens OX=9606	THO complex subunit 1 	1:Experimental evidence at protein level	1.0000	0.9986	4	4	4	4	4	4	     0	     0	     0	2C(57.0214)		
sp|Q96FW1|OTUB1_HUMAN	Q96FW1	OTUB1_HUMAN	OTUB1	271	Homo sapiens OX=9606	Ubiquitin thioesterase OTUB1 	1:Experimental evidence at protein level	1.0000	0.9990	10	10	10	14	14	14	     0	     0	     0	11C(57.0214), 13C(57.0214), 14C(57.0214), 3C(57.0214), 6C(57.0214), 7C(57.0214)		
sp|Q96G03|PGM2_HUMAN	Q96G03	PGM2_HUMAN	PGM2	612	Homo sapiens OX=9606	Phosphopentomutase 	1:Experimental evidence at protein level	1.0000	0.9987	3	3	3	3	3	3	     0	     0	     0			
sp|Q96GA7|SDSL_HUMAN	Q96GA7	SDSL_HUMAN	SDSL	329	Homo sapiens OX=9606	Serine dehydratase-like 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	4	4	     0	     0	     0	6C(57.0214), N-term(42.0106)		
sp|Q96GC5|RM48_HUMAN	Q96GC5	RM48_HUMAN	MRPL48	212	Homo sapiens OX=9606	39S ribosomal protein L48, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	     0	     0	     0			
sp|Q96GG9|DCNL1_HUMAN	Q96GG9	DCNL1_HUMAN	DCUN1D1	259	Homo sapiens OX=9606	DCN1-like protein 1 	1:Experimental evidence at protein level	1.0000	0.9981	4	4	4	4	4	4	     0	     0	     0	21C(57.0214), 5C(57.0214)		
sp|Q96GK7|FAH2A_HUMAN	Q96GK7	FAH2A_HUMAN	FAHD2A	314	Homo sapiens OX=9606	Fumarylacetoacetate hydrolase domain-containing protein 2A 	1:Experimental evidence at protein level	1.0000	0.9990	4	1	4	6	1	6	     0	     0	     0	6C(57.0214)		
sp|Q96GX9|MTNB_HUMAN	Q96GX9	MTNB_HUMAN	APIP	242	Homo sapiens OX=9606	Methylthioribulose-1-phosphate dehydratase 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	6	6	6	     0	     0	     0	12C(57.0214)		
sp|Q96HC4|PDLI5_HUMAN	Q96HC4	PDLI5_HUMAN	PDLIM5	596	Homo sapiens OX=9606	PDZ and LIM domain protein 5 	1:Experimental evidence at protein level	1.0000	0.9990	25	25	25	30	30	30	     0	     0	     0	12C(57.0214), 4C(57.0214), 5C(57.0214), 6C(57.0214), 7C(57.0214), 8C(57.0214), 9C(57.0214)		
sp|Q96HE7|ERO1A_HUMAN	Q96HE7	ERO1A_HUMAN	ERO1A	468	Homo sapiens OX=9606	ERO1-like protein alpha 	1:Experimental evidence at protein level	1.0000	0.9990	11	10	11	16	15	16	     0	     0	     0	10C(57.0214), 12C(57.0214), 16C(57.0214), 2C(57.0214), 7C(57.0214)		
sp|Q96HS1|PGAM5_HUMAN	Q96HS1	PGAM5_HUMAN	PGAM5	289	Homo sapiens OX=9606	Serine/threonine-protein phosphatase PGAM5, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9988	4	4	4	4	4	4	     0	     0	     0	11C(57.0214)		
sp|Q96HY6|DDRGK_HUMAN	Q96HY6	DDRGK_HUMAN	DDRGK1	314	Homo sapiens OX=9606	DDRGK domain-containing protein 1 	1:Experimental evidence at protein level	1.0000	0.9987	2	2	2	2	2	2	     0	     0	     0			
sp|Q96I15|SCLY_HUMAN	Q96I15	SCLY_HUMAN	SCLY	445	Homo sapiens OX=9606	Selenocysteine lyase 	1:Experimental evidence at protein level	1.0000	0.9988	3	3	3	3	3	3	     0	     0	     0	9C(57.0214)		
sp|Q96I24|FUBP3_HUMAN	Q96I24	FUBP3_HUMAN	FUBP3	572	Homo sapiens OX=9606	Far upstream element-binding protein 3 	1:Experimental evidence at protein level	1.0000	0.9990	14	14	14	16	16	16	     0	     0	     0	15C(57.0214), 1C(57.0214)		
sp|Q96I25|SPF45_HUMAN	Q96I25	SPF45_HUMAN	RBM17	401	Homo sapiens OX=9606	Splicing factor 45 	1:Experimental evidence at protein level	1.0000	0.9989	7	7	7	8	8	8	     0	     0	     0	1C(57.0214), 2C(57.0214), N-term(42.0106)		
sp|Q96I99|SUCB2_HUMAN	Q96I99	SUCB2_HUMAN	SUCLG2	432	Homo sapiens OX=9606	Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	13	13	13	16	16	16	     0	     0	     0	21C(57.0214)		
sp|Q96IJ6|GMPPA_HUMAN	Q96IJ6	GMPPA_HUMAN	GMPPA	420	Homo sapiens OX=9606	Mannose-1-phosphate guanyltransferase alpha 	1:Experimental evidence at protein level	1.0000	0.9980	3	3	3	3	3	3	     0	     0	     0	10C(57.0214)		
sp|Q96IU4|ABHEB_HUMAN	Q96IU4	ABHEB_HUMAN	ABHD14B	210	Homo sapiens OX=9606	Putative protein-lysine deacylase ABHD14B 	1:Experimental evidence at protein level	1.0000	0.9990	7	7	7	8	8	8	     0	     0	     0			
sp|Q96IX5|ATPMK_HUMAN	Q96IX5	ATPMK_HUMAN	ATP5MK	58	Homo sapiens OX=9606	ATP synthase membrane subunit K, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	3	3	3	     0	     0	     0			
sp|Q96IZ0|PAWR_HUMAN	Q96IZ0	PAWR_HUMAN	PAWR	340	Homo sapiens OX=9606	PRKC apoptosis WT1 regulator protein 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	7	7	7	     0	     0	     0			
sp|Q96JB5|CK5P3_HUMAN	Q96JB5	CK5P3_HUMAN	CDK5RAP3	506	Homo sapiens OX=9606	CDK5 regulatory subunit-associated protein 3 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	     0	     0	     0	N-term(42.0106)		
sp|Q96JJ3|ELMO2_HUMAN	Q96JJ3	ELMO2_HUMAN	ELMO2	720	Homo sapiens OX=9606	Engulfment and cell motility protein 2 	1:Experimental evidence at protein level	1.0000	0.9969	4	4	4	4	4	4	     0	     0	     0			
sp|Q96JJ7|TMX3_HUMAN	Q96JJ7	TMX3_HUMAN	TMX3	454	Homo sapiens OX=9606	Protein disulfide-isomerase TMX3 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	3	3	3	     0	     0	     0			
sp|Q96K17|BT3L4_HUMAN	Q96K17	BT3L4_HUMAN	BTF3L4	158	Homo sapiens OX=9606	Transcription factor BTF3 homolog 4 	1:Experimental evidence at protein level	1.0000	0.9973	2	2	2	2	2	2	     0	     0	     0			
sp|Q96KP4|CNDP2_HUMAN	Q96KP4	CNDP2_HUMAN	CNDP2	475	Homo sapiens OX=9606	Cytosolic non-specific dipeptidase 	1:Experimental evidence at protein level	1.0000	0.9990	9	9	9	10	10	10	     0	     0	     0			
sp|Q96KR1|ZFR_HUMAN	Q96KR1	ZFR_HUMAN	ZFR	1074	Homo sapiens OX=9606	Zinc finger RNA-binding protein 	1:Experimental evidence at protein level	1.0000	0.9990	9	9	9	9	9	9	     0	     0	     0	1C(57.0214), 8C(57.0214)		
sp|Q96M27|PRRC1_HUMAN	Q96M27	PRRC1_HUMAN	PRRC1	445	Homo sapiens OX=9606	Protein PRRC1 	1:Experimental evidence at protein level	1.0000	0.9979	3	3	3	3	3	3	     0	     0	     0			
sp|Q96MW1|CCD43_HUMAN	Q96MW1	CCD43_HUMAN	CCDC43	224	Homo sapiens OX=9606	Coiled-coil domain-containing protein 43 	1:Experimental evidence at protein level	1.0000	0.9987	2	2	2	2	2	2	     0	     0	     0			
sp|Q96MX6|DAA10_HUMAN	Q96MX6	DAA10_HUMAN	DNAAF10	357	Homo sapiens OX=9606	Dynein axonemal assembly factor 10 	1:Experimental evidence at protein level	1.0000	0.9957	2	2	2	2	2	2	     0	     0	     0	1C(57.0214)		
sp|Q96P16|RPR1A_HUMAN	Q96P16	RPR1A_HUMAN	RPRD1A	312	Homo sapiens OX=9606	Regulation of nuclear pre-mRNA domain-containing protein 1A 	1:Experimental evidence at protein level	1.0000	0.9951	3	3	3	3	3	3	     0	     0	     0			
sp|Q96PC5|MIA2_HUMAN	Q96PC5	MIA2_HUMAN	MIA2	1412	Homo sapiens OX=9606	Melanoma inhibitory activity protein 2 	1:Experimental evidence at protein level	1.0000	0.9990	8	3	8	9	3	9	     0	     0	     0	11C(57.0214), 12C(57.0214)		
sp|Q96PD2|DCBD2_HUMAN	Q96PD2	DCBD2_HUMAN	DCBLD2	775	Homo sapiens OX=9606	Discoidin, CUB and LCCL domain-containing protein 2 	1:Experimental evidence at protein level	1.0000	0.9989	2	2	2	3	3	3	     0	     0	     0	6C(57.0214)		
sp|Q96PK6|RBM14_HUMAN	Q96PK6	RBM14_HUMAN	RBM14	669	Homo sapiens OX=9606	RNA-binding protein 14 	1:Experimental evidence at protein level	1.0000	0.9990	15	15	15	22	22	22	     0	     0	     0	10C(57.0214), 4C(57.0214)		
sp|Q96PU8|QKI_HUMAN	Q96PU8	QKI_HUMAN	QKI	341	Homo sapiens OX=9606	Protein quaking 	1:Experimental evidence at protein level	1.0000	0.9988	4	4	4	6	6	6	     0	     0	     0			
sp|Q96PV6|LENG8_HUMAN	Q96PV6	LENG8_HUMAN	LENG8	800	Homo sapiens OX=9606	Leukocyte receptor cluster member 8 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	     0	     0	     0	20C(57.0214)		
sp|Q96QK1|VPS35_HUMAN	Q96QK1	VPS35_HUMAN	VPS35	796	Homo sapiens OX=9606	Vacuolar protein sorting-associated protein 35 	1:Experimental evidence at protein level	1.0000	0.9990	9	9	9	11	11	11	     0	     0	     0	2C(57.0214), 5C(57.0214), 6C(57.0214)		
sp|Q96RP9|EFGM_HUMAN	Q96RP9	EFGM_HUMAN	GFM1	751	Homo sapiens OX=9606	Elongation factor G, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9935	2	2	2	2	2	2	     0	     0	     0			
sp|Q96S19|MTL26_HUMAN	Q96S19	MTL26_HUMAN	METTL26	204	Homo sapiens OX=9606	Methyltransferase-like 26 	1:Experimental evidence at protein level	1.0000	0.9989	2	2	2	2	2	2	     0	     0	     0			
sp|Q96S52|PIGS_HUMAN	Q96S52	PIGS_HUMAN	PIGS	555	Homo sapiens OX=9606	GPI transamidase component PIG-S 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	     0	     0	     0			
sp|Q96S66|CLCC1_HUMAN	Q96S66	CLCC1_HUMAN	CLCC1	551	Homo sapiens OX=9606	Chloride channel CLIC-like protein 1 	1:Experimental evidence at protein level	1.0000	0.9968	3	3	3	3	3	3	     0	     0	     0			
sp|Q96SQ9|CP2S1_HUMAN	Q96SQ9	CP2S1_HUMAN	CYP2S1	504	Homo sapiens OX=9606	Cytochrome P450 2S1 	1:Experimental evidence at protein level	1.0000	0.9984	3	3	3	3	3	3	     0	     0	     0			
sp|Q96T51|RUFY1_HUMAN	Q96T51	RUFY1_HUMAN	RUFY1	708	Homo sapiens OX=9606	RUN and FYVE domain-containing protein 1 	1:Experimental evidence at protein level	1.0000	0.9989	9	9	9	9	9	9	     0	     0	     0	2C(57.0214), 4C(57.0214), 5C(57.0214)		
sp|Q96T60|PNKP_HUMAN	Q96T60	PNKP_HUMAN	PNKP	521	Homo sapiens OX=9606	Bifunctional polynucleotide phosphatase/kinase 	1:Experimental evidence at protein level	1.0000	0.9988	3	3	3	4	4	4	     0	     0	     0	5C(57.0214)		
sp|Q96TA1|NIBA2_HUMAN	Q96TA1	NIBA2_HUMAN	NIBAN2	746	Homo sapiens OX=9606	Protein Niban 2 	1:Experimental evidence at protein level	1.0000	0.9990	19	19	19	22	22	22	     0	     0	     0	1C(57.0214)		
sp|Q96TA2|YMEL1_HUMAN	Q96TA2	YMEL1_HUMAN	YME1L1	773	Homo sapiens OX=9606	ATP-dependent zinc metalloprotease YME1L1 	1:Experimental evidence at protein level	1.0000	0.9980	4	4	4	4	4	4	     0	     0	     0	1M(15.9949), 7M(15.9949)		
sp|Q99417|MYCBP_HUMAN	Q99417	MYCBP_HUMAN	MYCBP	103	Homo sapiens OX=9606	c-Myc-binding protein 	1:Experimental evidence at protein level	1.0000	0.9988	4	4	4	4	4	4	     0	     0	     0			
sp|Q99426|TBCB_HUMAN	Q99426	TBCB_HUMAN	TBCB	244	Homo sapiens OX=9606	Tubulin-folding cofactor B 	1:Experimental evidence at protein level	1.0000	0.9990	11	11	11	13	13	13	     0	     0	     0	17C(57.0214), 4C(57.0214)		
sp|Q99436|PSB7_HUMAN	Q99436	PSB7_HUMAN	PSMB7	277	Homo sapiens OX=9606	Proteasome subunit beta type-7 	1:Experimental evidence at protein level	1.0000	0.9976	2	2	2	2	2	2	     0	     0	     0			
sp|Q99439|CNN2_HUMAN	Q99439	CNN2_HUMAN	CNN2	309	Homo sapiens OX=9606	Calponin-2 	1:Experimental evidence at protein level	1.0000	0.9990	10	10	10	10	10	10	     0	     0	     0	1C(57.0214), 6C(57.0214), N-term(42.0106)		
sp|Q99442|SEC62_HUMAN	Q99442	SEC62_HUMAN	SEC62	399	Homo sapiens OX=9606	Translocation protein SEC62 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	4	4	     0	     0	     0	7C(57.0214)		
sp|Q99459|CDC5L_HUMAN	Q99459	CDC5L_HUMAN	CDC5L	802	Homo sapiens OX=9606	Cell division cycle 5-like protein 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	     0	     0	     0			
sp|Q99460|PSMD1_HUMAN	Q99460	PSMD1_HUMAN	PSMD1	953	Homo sapiens OX=9606	26S proteasome non-ATPase regulatory subunit 1 	1:Experimental evidence at protein level	1.0000	0.9990	24	24	24	26	26	26	     0	     0	     0	10C(57.0214), 11C(57.0214), 12C(57.0214), 1C(57.0214), 2C(57.0214), 3C(57.0214), 5C(57.0214), 8C(57.0214)		
sp|Q99470|SDF2_HUMAN	Q99470	SDF2_HUMAN	SDF2	211	Homo sapiens OX=9606	Stromal cell-derived factor 2 	1:Experimental evidence at protein level	1.0000	0.9989	4	4	4	4	4	4	     0	     0	     0			
sp|Q99471|PFD5_HUMAN	Q99471	PFD5_HUMAN	PFDN5	154	Homo sapiens OX=9606	Prefoldin subunit 5 	1:Experimental evidence at protein level	1.0000	0.9990	10	10	10	13	13	13	     0	     0	     0	2C(57.0214)		
sp|Q99497|PARK7_HUMAN	Q99497	PARK7_HUMAN	PARK7	189	Homo sapiens OX=9606	Parkinson disease protein 7 	1:Experimental evidence at protein level	1.0000	0.9990	19	19	19	33	33	33	     0	     0	     0	14C(57.0214), 14M(15.9949), 18C(57.0214), 5C(57.0214), 5M(15.9949)		
sp|Q99536|VAT1_HUMAN	Q99536	VAT1_HUMAN	VAT1	393	Homo sapiens OX=9606	Synaptic vesicle membrane protein VAT-1 homolog 	1:Experimental evidence at protein level	1.0000	0.9990	12	12	12	19	19	19	     0	     0	     0	1C(57.0214), 2C(57.0214), N-term(42.0106)		
sp|Q99538|LGMN_HUMAN	Q99538	LGMN_HUMAN	LGMN	433	Homo sapiens OX=9606	Legumain 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	5	5	5	     0	     0	     0	6C(57.0214)		
sp|Q99541|PLIN2_HUMAN	Q99541	PLIN2_HUMAN	PLIN2	437	Homo sapiens OX=9606	Perilipin-2 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	6	6	6	     0	     0	     0	12C(57.0214), 13C(57.0214)		
sp|Q99543|DNJC2_HUMAN	Q99543	DNJC2_HUMAN	DNAJC2	621	Homo sapiens OX=9606	DnaJ homolog subfamily C member 2 	1:Experimental evidence at protein level	1.0000	0.9990	11	11	11	11	11	11	     0	     0	     0	15C(57.0214), 16C(57.0214), 9C(57.0214)		
sp|Q99547|MPH6_HUMAN	Q99547	MPH6_HUMAN	MPHOSPH6	160	Homo sapiens OX=9606	M-phase phosphoprotein 6 	1:Experimental evidence at protein level	1.0000	0.9987	3	3	3	3	3	3	     0	     0	     0			
sp|Q99584|S10AD_HUMAN	Q99584	S10AD_HUMAN	S100A13	98	Homo sapiens OX=9606	Protein S100-A13 	1:Experimental evidence at protein level	1.0000	0.9989	3	3	3	4	4	4	     0	     0	     0			
sp|Q99598|TSNAX_HUMAN	Q99598	TSNAX_HUMAN	TSNAX	290	Homo sapiens OX=9606	Translin-associated protein X 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	4	4	     0	     0	     0			
sp|Q99614|TTC1_HUMAN	Q99614	TTC1_HUMAN	TTC1	292	Homo sapiens OX=9606	Tetratricopeptide repeat protein 1 	1:Experimental evidence at protein level	1.0000	0.9975	7	7	7	7	7	7	     0	     0	     0	18C(57.0214), 22C(57.0214), 7C(57.0214), 9C(57.0214)		
sp|Q99615|DNJC7_HUMAN	Q99615	DNJC7_HUMAN	DNAJC7	494	Homo sapiens OX=9606	DnaJ homolog subfamily C member 7 	1:Experimental evidence at protein level	1.0000	0.9990	16	16	16	18	18	18	     0	     0	     0	3C(57.0214), 6C(57.0214), 8C(57.0214), 9C(57.0214), N-term(42.0106)		
sp|Q99622|C10_HUMAN	Q99622	C10_HUMAN	C12orf57	126	Homo sapiens OX=9606	Protein C10 	1:Experimental evidence at protein level	1.0000	0.9989	4	4	4	4	4	4	     0	     0	     0	6C(57.0214), N-term(42.0106)		
sp|Q99623|PHB2_HUMAN	Q99623	PHB2_HUMAN	PHB2	299	Homo sapiens OX=9606	Prohibitin-2 	1:Experimental evidence at protein level	1.0000	0.9990	16	16	16	19	19	19	     0	     0	     0	N-term(42.0106)		
sp|Q99627|CSN8_HUMAN	Q99627	CSN8_HUMAN	COPS8	209	Homo sapiens OX=9606	COP9 signalosome complex subunit 8 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	     0	     0	     0			
sp|Q99643|C560_HUMAN	Q99643	C560_HUMAN	SDHC	169	Homo sapiens OX=9606	Succinate dehydrogenase cytochrome b560 subunit, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9989	2	2	2	2	2	2	     0	     0	     0	3C(57.0214)		
sp|Q99653|CHP1_HUMAN	Q99653	CHP1_HUMAN	CHP1	195	Homo sapiens OX=9606	Calcineurin B homologous protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	7	7	7	     0	     0	     0			
sp|Q99685|MGLL_HUMAN	Q99685	MGLL_HUMAN	MGLL	303	Homo sapiens OX=9606	Monoglyceride lipase 	1:Experimental evidence at protein level	1.0000	0.9985	2	2	2	2	2	2	     0	     0	     0			
sp|Q99700|ATX2_HUMAN	Q99700	ATX2_HUMAN	ATXN2	1313	Homo sapiens OX=9606	Ataxin-2 	1:Experimental evidence at protein level	1.0000	0.9990	8	8	8	9	9	9	     0	     0	     0	1C(57.0214)		
sp|Q99714|HCD2_HUMAN	Q99714	HCD2_HUMAN	HSD17B10	261	Homo sapiens OX=9606	3-hydroxyacyl-CoA dehydrogenase type-2 	1:Experimental evidence at protein level	1.0000	0.9990	12	12	12	20	20	20	     0	     0	     0	2C(57.0214), 2M(15.9949), 5C(57.0214), 6C(57.0214)		
sp|Q99729|ROAA_HUMAN	Q99729	ROAA_HUMAN	HNRNPAB	332	Homo sapiens OX=9606	Heterogeneous nuclear ribonucleoprotein A/B 	1:Experimental evidence at protein level	1.0000	0.9990	12	12	12	16	16	16	     0	     0	     0	11M(15.9949), 1M(15.9949), 7C(57.0214)		
sp|Q99733|NP1L4_HUMAN	Q99733	NP1L4_HUMAN	NAP1L4	375	Homo sapiens OX=9606	Nucleosome assembly protein 1-like 4 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	7	7	7	     0	     0	     0	N-term(42.0106)		
sp|Q99797|MIPEP_HUMAN	Q99797	MIPEP_HUMAN	MIPEP	713	Homo sapiens OX=9606	Mitochondrial intermediate peptidase 	1:Experimental evidence at protein level	1.0000	0.9985	2	2	2	2	2	2	     0	     0	     0			
sp|Q99798|ACON_HUMAN	Q99798	ACON_HUMAN	ACO2	780	Homo sapiens OX=9606	Aconitate hydratase, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	10	10	10	10	10	10	     0	     0	     0	11C(57.0214), 14C(57.0214), 7C(57.0214)		
sp|Q99816|TS101_HUMAN	Q99816	TS101_HUMAN	TSG101	390	Homo sapiens OX=9606	Tumor susceptibility gene 101 protein 	1:Experimental evidence at protein level	1.0000	0.9990	7	7	7	7	7	7	     0	     0	     0			
sp|Q99829|CPNE1_HUMAN	Q99829	CPNE1_HUMAN	CPNE1	537	Homo sapiens OX=9606	Copine-1 	1:Experimental evidence at protein level	1.0000	0.9986	2	2	2	2	2	2	     0	     0	     0			
sp|Q99832|TCPH_HUMAN	Q99832	TCPH_HUMAN	CCT7	543	Homo sapiens OX=9606	T-complex protein 1 subunit eta 	1:Experimental evidence at protein level	1.0000	0.9990	20	20	20	29	29	29	     0	     0	     0	1C(57.0214), 2C(57.0214), 3C(57.0214), 4C(57.0214), 5C(57.0214), 7C(57.0214)		
sp|Q99873|ANM1_HUMAN	Q99873	ANM1_HUMAN	PRMT1	371	Homo sapiens OX=9606	Protein arginine N-methyltransferase 1 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	7	7	7	     0	     0	     0	7C(57.0214)		
sp|Q99961|SH3G1_HUMAN	Q99961	SH3G1_HUMAN	SH3GL1	368	Homo sapiens OX=9606	Endophilin-A2 	1:Experimental evidence at protein level	1.0000	0.9990	6	5	6	8	5	8	     0	     0	     0	11C(57.0214)		
sp|Q9BPW8|NIPS1_HUMAN	Q9BPW8	NIPS1_HUMAN	NIPSNAP1	284	Homo sapiens OX=9606	Protein NipSnap homolog 1 	1:Experimental evidence at protein level	1.0000	0.9990	7	7	7	9	9	9	     0	     0	     0	11C(57.0214)		
sp|Q9BPX6|MICU1_HUMAN	Q9BPX6	MICU1_HUMAN	MICU1	476	Homo sapiens OX=9606	Calcium uptake protein 1, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9982	4	4	4	4	4	4	     0	     0	     0			
sp|Q9BQ61|TRIR_HUMAN	Q9BQ61	TRIR_HUMAN	TRIR	176	Homo sapiens OX=9606	Telomerase RNA component interacting RNase 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	5	5	5	     0	     0	     0			
sp|Q9BQ69|MACD1_HUMAN	Q9BQ69	MACD1_HUMAN	MACROD1	325	Homo sapiens OX=9606	ADP-ribose glycohydrolase MACROD1 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	4	4	     0	     0	     0	10C(57.0214), 2C(57.0214)		
sp|Q9BQ75|CMS1_HUMAN	Q9BQ75	CMS1_HUMAN	CMSS1	279	Homo sapiens OX=9606	Protein CMSS1 	1:Experimental evidence at protein level	1.0000	0.9987	3	3	3	3	3	3	     0	     0	     0	2C(57.0214)		
