Protein	Protein ID	Entry Name	Gene	Length	Organism	Protein Description	Protein Existence	Protein Probability	Top Peptide Probability	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
sp|Q92820|GGH_HUMAN	Q92820	GGH_HUMAN	GGH	318	Homo sapiens OX=9606	Gamma-glutamyl hydrolase 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	4	4	     0	     0	     0			
sp|Q92823-3|NRCAM_HUMAN	Q92823-3	NRCAM_HUMAN	NRCAM	1180	Homo sapiens OX=9606	Isoform 3 of Neuronal cell adhesion molecule 		1.0000	0.9990	9	0	9	12	0	12	     0	     0	     0	17C(57.0214), 7C(57.0214), 8C(57.0214)		sp|Q92823-4|NRCAM_HUMAN, sp|Q92823-5|NRCAM_HUMAN, sp|Q92823-6|NRCAM_HUMAN, sp|Q92823|NRCAM_HUMAN, tr|C9JYY6|C9JYY6_HUMAN, tr|F8W775|F8W775_HUMAN
sp|Q92841|DDX17_HUMAN	Q92841	DDX17_HUMAN	DDX17	729	Homo sapiens OX=9606	Probable ATP-dependent RNA helicase DDX17 	1:Experimental evidence at protein level	1.0000	0.9990	16	0	16	19	0	19	     0	     0	     0	16C(57.0214)		tr|A0A1W2PQ51|A0A1W2PQ51_HUMAN, tr|A0A1X7SBZ2|A0A1X7SBZ2_HUMAN
sp|Q92879-4|CELF1_HUMAN	Q92879-4	CELF1_HUMAN	CELF1	512	Homo sapiens OX=9606	Isoform 4 of CUGBP Elav-like family member 1 		1.0000	0.9990	5	0	5	5	0	5	     0	     0	     0	11C(57.0214), 2C(57.0214), 3C(57.0214)		tr|G5EA30|G5EA30_HUMAN
sp|Q92887|MRP2_HUMAN	Q92887	MRP2_HUMAN	ABCC2	1545	Homo sapiens OX=9606	Canalicular multispecific organic anion transporter 1 	1:Experimental evidence at protein level	1.0000	0.9971	6	5	6	6	5	6	     0	     0	     0	6C(57.0214)		
sp|Q92888-2|ARHG1_HUMAN	Q92888-2	ARHG1_HUMAN	ARHGEF1	879	Homo sapiens OX=9606	Isoform 2 of Rho guanine nucleotide exchange factor 1 		1.0000	0.9990	10	0	10	12	0	12	     0	     0	     0	10C(57.0214), 2C(57.0214), 9C(57.0214)		sp|Q92888-3|ARHG1_HUMAN, sp|Q92888|ARHG1_HUMAN, tr|M0QZR4|M0QZR4_HUMAN
sp|Q92890-1|UFD1_HUMAN	Q92890-1	UFD1_HUMAN	UFD1	343	Homo sapiens OX=9606	Isoform Long of Ubiquitin recognition factor in ER-associated degradation protein 1 		1.0000	0.9989	5	0	5	5	0	5	     0	     0	     0	1C(57.0214)		sp|Q92890|UFD1_HUMAN
sp|Q92896-2|GSLG1_HUMAN	Q92896-2	GSLG1_HUMAN	GLG1	1203	Homo sapiens OX=9606	Isoform 2 of Golgi apparatus protein 1 		1.0000	0.9990	17	0	17	22	0	22	     0	     0	     0	11C(57.0214), 14C(57.0214), 15C(57.0214), 1C(57.0214), 3C(57.0214), 4C(57.0214), 6C(57.0214), 7C(57.0214)		sp|Q92896-3|GSLG1_HUMAN, sp|Q92896|GSLG1_HUMAN
sp|Q92900-2|RENT1_HUMAN	Q92900-2	RENT1_HUMAN	UPF1	1118	Homo sapiens OX=9606	Isoform 2 of Regulator of nonsense transcripts 1 		1.0000	0.9990	14	0	14	16	0	16	     0	     0	     0	1C(57.0214), 9C(57.0214)		sp|Q92900|RENT1_HUMAN
sp|Q92905|CSN5_HUMAN	Q92905	CSN5_HUMAN	COPS5	334	Homo sapiens OX=9606	COP9 signalosome complex subunit 5 	1:Experimental evidence at protein level	1.0000	0.9990	7	3	7	8	4	8	     0	     0	     0	8C(57.0214)		
sp|Q92917|GPKOW_HUMAN	Q92917	GPKOW_HUMAN	GPKOW	476	Homo sapiens OX=9606	G-patch domain and KOW motifs-containing protein 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	7	7	7	     0	     0	     0	12C(57.0214), 14C(57.0214)		
sp|Q92934|BAD_HUMAN	Q92934	BAD_HUMAN	BAD	168	Homo sapiens OX=9606	Bcl2-associated agonist of cell death 	1:Experimental evidence at protein level	1.0000	0.9986	3	1	3	3	1	3	     0	     0	     0			
sp|Q92945|FUBP2_HUMAN	Q92945	FUBP2_HUMAN	KHSRP	711	Homo sapiens OX=9606	Far upstream element-binding protein 2 	1:Experimental evidence at protein level	1.0000	0.9990	26	0	26	37	0	37	     0	     0	     0	14C(57.0214), 1C(57.0214), 7C(57.0214)		
sp|Q92973-2|TNPO1_HUMAN	Q92973-2	TNPO1_HUMAN	TNPO1	890	Homo sapiens OX=9606	Isoform 2 of Transportin-1 		1.0000	0.9990	13	0	13	14	0	14	     0	     0	     0	10C(57.0214), 13C(57.0214), 2C(57.0214), 3C(57.0214), 6C(57.0214)		sp|Q92973|TNPO1_HUMAN
sp|Q92979|NEP1_HUMAN	Q92979	NEP1_HUMAN	EMG1	244	Homo sapiens OX=9606	Ribosomal RNA small subunit methyltransferase NEP1 	1:Experimental evidence at protein level	1.0000	0.9982	5	0	5	5	0	5	     0	     0	     0	14C(57.0214), N-term(42.0106)		
sp|Q92990-2|GLMN_HUMAN	Q92990-2	GLMN_HUMAN	GLMN	417	Homo sapiens OX=9606	Isoform 2 of Glomulin 		1.0000	0.9966	2	0	2	2	0	2	     0	     0	     0	N-term(42.0106)		sp|Q92990|GLMN_HUMAN
sp|Q93008-1|USP9X_HUMAN	Q93008-1	USP9X_HUMAN	USP9X	2554	Homo sapiens OX=9606	Isoform 2 of Probable ubiquitin carboxyl-terminal hydrolase FAF-X 		1.0000	0.9988	9	0	9	9	0	9	     0	     0	     0	3C(57.0214), 6C(57.0214)		sp|Q93008|USP9X_HUMAN
sp|Q93009-3|UBP7_HUMAN	Q93009-3	UBP7_HUMAN	USP7	1086	Homo sapiens OX=9606	Isoform 3 of Ubiquitin carboxyl-terminal hydrolase 7 		1.0000	0.9977	3	0	3	3	0	3	     0	     0	     0			sp|Q93009|UBP7_HUMAN, tr|H3BND8|H3BND8_HUMAN
sp|Q93052|LPP_HUMAN	Q93052	LPP_HUMAN	LPP	612	Homo sapiens OX=9606	Lipoma-preferred partner 	1:Experimental evidence at protein level	1.0000	0.9990	18	0	18	20	0	20	     0	     0	     0	12C(57.0214), 14C(57.0214), 15C(57.0214), 16C(57.0214), 17C(57.0214), 18C(57.0214), 1C(57.0214), 25C(57.0214), 36C(57.0214), 3C(57.0214), 4C(57.0214), 6C(57.0214), 7C(57.0214), 9C(57.0214)		
sp|Q93062-2|RBPMS_HUMAN	Q93062-2	RBPMS_HUMAN	RBPMS	204	Homo sapiens OX=9606	Isoform B of RNA-binding protein with multiple splicing 		1.0000	0.9895	1	0	1	1	0	1	     0	     0	     0			sp|Q93062-3|RBPMS_HUMAN, sp|Q93062-4|RBPMS_HUMAN, sp|Q93062-5|RBPMS_HUMAN, sp|Q93062|RBPMS_HUMAN, tr|B4E3T4|B4E3T4_HUMAN
sp|Q93099|HGD_HUMAN	Q93099	HGD_HUMAN	HGD	445	Homo sapiens OX=9606	Homogentisate 1,2-dioxygenase 	1:Experimental evidence at protein level	1.0000	0.9982	3	1	3	3	1	3	     0	     0	     0	12C(57.0214), 2C(57.0214)		
sp|Q969G6|RIFK_HUMAN	Q969G6	RIFK_HUMAN	RFK	155	Homo sapiens OX=9606	Riboflavin kinase 	1:Experimental evidence at protein level	1.0000	0.9979	2	2	2	2	2	2	     0	     0	     0			
sp|Q969H8|MYDGF_HUMAN	Q969H8	MYDGF_HUMAN	MYDGF	173	Homo sapiens OX=9606	Myeloid-derived growth factor 	1:Experimental evidence at protein level	1.0000	0.9990	4	0	4	6	0	6	     0	     0	     0			tr|M0QXF7|M0QXF7_HUMAN, tr|M0QYN0|M0QYN0_HUMAN
sp|Q969Q0|RL36L_HUMAN	Q969Q0	RL36L_HUMAN	RPL36AL	106	Homo sapiens OX=9606	60S ribosomal protein L36a-like 	1:Experimental evidence at protein level	1.0000	0.9990	5	2	5	5	2	5	     0	     0	     0	12C(57.0214), 3C(57.0214), 7C(57.0214), 8C(57.0214)		
sp|Q969S3|ZN622_HUMAN	Q969S3	ZN622_HUMAN	ZNF622	477	Homo sapiens OX=9606	Zinc finger protein 622 	1:Experimental evidence at protein level	1.0000	0.9959	2	2	2	2	2	2	     0	     0	     0			
sp|Q969T9-2|WBP2_HUMAN	Q969T9-2	WBP2_HUMAN	WBP2	216	Homo sapiens OX=9606	Isoform 2 of WW domain-binding protein 2 		1.0000	0.9990	3	0	3	4	0	4	     0	     0	     0	2C(57.0214)		sp|Q969T9|WBP2_HUMAN, tr|A6NG10|A6NG10_HUMAN, tr|K7EIJ0|K7EIJ0_HUMAN, tr|K7EMC9|K7EMC9_HUMAN, tr|K7ENL2|K7ENL2_HUMAN
sp|Q969V3-2|NCLN_HUMAN	Q969V3-2	NCLN_HUMAN	NCLN	562	Homo sapiens OX=9606	Isoform 2 of Nicalin 		1.0000	0.9989	4	0	4	5	0	5	     0	     0	     0			sp|Q969V3|NCLN_HUMAN
sp|Q969X5-2|ERGI1_HUMAN	Q969X5-2	ERGI1_HUMAN	ERGIC1	198	Homo sapiens OX=9606	Isoform 2 of Endoplasmic reticulum-Golgi intermediate compartment protein 1 		1.0000	0.9986	4	0	4	4	0	4	     0	     0	     0			sp|Q969X5|ERGI1_HUMAN
sp|Q969Z0|FAKD4_HUMAN	Q969Z0	FAKD4_HUMAN	TBRG4	631	Homo sapiens OX=9606	FAST kinase domain-containing protein 4 	1:Experimental evidence at protein level	1.0000	0.9989	6	0	6	6	0	6	     0	     0	     0			
sp|Q96A26|F162A_HUMAN	Q96A26	F162A_HUMAN	FAM162A	154	Homo sapiens OX=9606	Protein FAM162A 	1:Experimental evidence at protein level	1.0000	0.9990	4	0	4	4	0	4	     0	     0	     0			tr|F8W7Q4|F8W7Q4_HUMAN
sp|Q96A33-2|CCD47_HUMAN	Q96A33-2	CCD47_HUMAN	CCDC47	480	Homo sapiens OX=9606	Isoform 2 of Coiled-coil domain-containing protein 47 		1.0000	0.9990	8	0	8	8	0	8	     0	     0	     0	13C(57.0214), 2C(57.0214), 3C(57.0214)		sp|Q96A33|CCD47_HUMAN
sp|Q96A49|SYAP1_HUMAN	Q96A49	SYAP1_HUMAN	SYAP1	352	Homo sapiens OX=9606	Synapse-associated protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	7	7	7	7	7	7	     0	     0	     0			
sp|Q96A72|MGN2_HUMAN	Q96A72	MGN2_HUMAN	MAGOHB	148	Homo sapiens OX=9606	Protein mago nashi homolog 2 	1:Experimental evidence at protein level	1.0000	0.9989	4	0	4	6	0	6	     0	     0	     0			
sp|Q96AC1-3|FERM2_HUMAN	Q96AC1-3	FERM2_HUMAN	FERMT2	687	Homo sapiens OX=9606	Isoform 3 of Fermitin family homolog 2 		1.0000	0.9989	4	0	4	4	0	4	     0	     0	     0	2C(57.0214)		sp|Q96AC1|FERM2_HUMAN, tr|A0A0U1RRM8|A0A0U1RRM8_HUMAN, tr|H0YJ34|H0YJ34_HUMAN
sp|Q96AE4|FUBP1_HUMAN	Q96AE4	FUBP1_HUMAN	FUBP1	644	Homo sapiens OX=9606	Far upstream element-binding protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	19	1	19	28	1	28	     0	     0	     0	2C(57.0214)		
sp|Q96AG4|LRC59_HUMAN	Q96AG4	LRC59_HUMAN	LRRC59	307	Homo sapiens OX=9606	Leucine-rich repeat-containing protein 59 	1:Experimental evidence at protein level	1.0000	0.9990	12	12	12	17	17	17	     0	     0	     0	10C(57.0214), 5C(57.0214), 8C(57.0214), 9C(57.0214)		
sp|Q96AQ6-2|PBIP1_HUMAN	Q96AQ6-2	PBIP1_HUMAN	PBXIP1	702	Homo sapiens OX=9606	Isoform 2 of Pre-B-cell leukemia transcription factor-interacting protein 1 		1.0000	0.9990	2	0	2	2	0	2	     0	     0	     0			sp|Q96AQ6|PBIP1_HUMAN
sp|Q96AY3|FKB10_HUMAN	Q96AY3	FKB10_HUMAN	FKBP10	582	Homo sapiens OX=9606	Peptidyl-prolyl cis-trans isomerase FKBP10 	1:Experimental evidence at protein level	1.0000	0.9990	5	0	5	5	0	5	     0	     0	     0	13C(57.0214)		
sp|Q96B54|ZN428_HUMAN	Q96B54	ZN428_HUMAN	ZNF428	188	Homo sapiens OX=9606	Zinc finger protein 428 	1:Experimental evidence at protein level	1.0000	0.9954	2	0	2	2	0	2	     0	     0	     0	13C(57.0214), 2C(57.0214), 3C(57.0214)		tr|M0QXZ5|M0QXZ5_HUMAN
sp|Q96BN8|OTUL_HUMAN	Q96BN8	OTUL_HUMAN	OTULIN	352	Homo sapiens OX=9606	Ubiquitin thioesterase otulin 	1:Experimental evidence at protein level	1.0000	0.9960	2	2	2	2	2	2	     0	     0	     0	13C(57.0214)		
sp|Q96BW5-2|PTER_HUMAN	Q96BW5-2	PTER_HUMAN	PTER	302	Homo sapiens OX=9606	Isoform 2 of Phosphotriesterase-related protein 		1.0000	0.9915	2	0	2	2	0	2	     0	     0	     0			sp|Q96BW5|PTER_HUMAN
sp|Q96C01|F136A_HUMAN	Q96C01	F136A_HUMAN	FAM136A	138	Homo sapiens OX=9606	Protein FAM136A 	1:Experimental evidence at protein level	1.0000	0.9990	8	2	8	8	2	8	     0	     0	     0	1C(57.0214), 5C(57.0214), 6C(57.0214)		
sp|Q96C19|EFHD2_HUMAN	Q96C19	EFHD2_HUMAN	EFHD2	240	Homo sapiens OX=9606	EF-hand domain-containing protein D2 	1:Experimental evidence at protein level	1.0000	0.9990	9	4	9	10	4	10	     0	     0	     0	13C(57.0214)		
sp|Q96C23|GALM_HUMAN	Q96C23	GALM_HUMAN	GALM	342	Homo sapiens OX=9606	Aldose 1-epimerase 	1:Experimental evidence at protein level	1.0000	0.9990	4	0	4	4	0	4	     0	     0	     0	5C(57.0214)		
sp|Q96C36|P5CR2_HUMAN	Q96C36	P5CR2_HUMAN	PYCR2	320	Homo sapiens OX=9606	Pyrroline-5-carboxylate reductase 2 	1:Experimental evidence at protein level	1.0000	0.9976	2	0	2	2	0	2	     0	     0	     0	10C(57.0214)		tr|A0A087WZR9|A0A087WZR9_HUMAN
sp|Q96C86|DCPS_HUMAN	Q96C86	DCPS_HUMAN	DCPS	337	Homo sapiens OX=9606	m7GpppX diphosphatase 	1:Experimental evidence at protein level	1.0000	0.9986	4	1	4	4	1	4	     0	     0	     0	15C(57.0214)		
sp|Q96CM8-2|ACSF2_HUMAN	Q96CM8-2	ACSF2_HUMAN	ACSF2	640	Homo sapiens OX=9606	Isoform 2 of Acyl-CoA synthetase family member 2, mitochondrial 		1.0000	0.9990	1	0	1	1	0	1	     0	     0	     0			sp|Q96CM8-3|ACSF2_HUMAN, sp|Q96CM8-4|ACSF2_HUMAN, sp|Q96CM8|ACSF2_HUMAN, tr|E9PF16|E9PF16_HUMAN
sp|Q96CN7|ISOC1_HUMAN	Q96CN7	ISOC1_HUMAN	ISOC1	298	Homo sapiens OX=9606	Isochorismatase domain-containing protein 1 	1:Experimental evidence at protein level	1.0000	0.9988	2	1	2	2	1	2	     0	     0	     0			
sp|Q96CP2|FWCH2_HUMAN	Q96CP2	FWCH2_HUMAN	FLYWCH2	140	Homo sapiens OX=9606	FLYWCH family member 2 	1:Experimental evidence at protein level	1.0000	0.9987	1	0	1	1	0	1	     0	     0	     0			tr|I3L1Y9|I3L1Y9_HUMAN
sp|Q96CS3|FAF2_HUMAN	Q96CS3	FAF2_HUMAN	FAF2	445	Homo sapiens OX=9606	FAS-associated factor 2 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	4	4	     0	     0	     0	16C(57.0214), 4C(57.0214)		
sp|Q96CT7|CC124_HUMAN	Q96CT7	CC124_HUMAN	CCDC124	223	Homo sapiens OX=9606	Coiled-coil domain-containing protein 124 	1:Experimental evidence at protein level	1.0000	0.9990	7	3	7	9	4	9	     0	     0	     0			
sp|Q96CV9-2|OPTN_HUMAN	Q96CV9-2	OPTN_HUMAN	OPTN	571	Homo sapiens OX=9606	Isoform 2 of Optineurin 		1.0000	0.9986	3	0	3	3	0	3	     0	     0	     0	7C(57.0214)		sp|Q96CV9-3|OPTN_HUMAN, sp|Q96CV9|OPTN_HUMAN
sp|Q96CW1-2|AP2M1_HUMAN	Q96CW1-2	AP2M1_HUMAN	AP2M1	433	Homo sapiens OX=9606	Isoform 2 of AP-2 complex subunit mu 		1.0000	0.9990	10	0	10	10	0	10	     0	     0	     0	13C(57.0214), 14C(57.0214), 8C(57.0214)		sp|Q96CW1|AP2M1_HUMAN, tr|A0A087WY71|A0A087WY71_HUMAN
sp|Q96D53|COQ8B_HUMAN	Q96D53	COQ8B_HUMAN	COQ8B	544	Homo sapiens OX=9606	Atypical kinase COQ8B, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9951	4	0	4	4	0	4	     0	     0	     0			
sp|Q96DA6-2|TIM14_HUMAN	Q96DA6-2	TIM14_HUMAN	DNAJC19	91	Homo sapiens OX=9606	Isoform 2 of Mitochondrial import inner membrane translocase subunit TIM14 		1.0000	0.9989	3	0	3	3	0	3	     0	     0	     0			sp|Q96DA6|TIM14_HUMAN
sp|Q96DG6|CMBL_HUMAN	Q96DG6	CMBL_HUMAN	CMBL	245	Homo sapiens OX=9606	Carboxymethylenebutenolidase homolog 	1:Experimental evidence at protein level	1.0000	0.9985	4	4	4	4	4	4	     0	     0	     0			
sp|Q96DI7-2|SNR40_HUMAN	Q96DI7-2	SNR40_HUMAN	SNRNP40	409	Homo sapiens OX=9606	Isoform 2 of U5 small nuclear ribonucleoprotein 40 kDa protein 		1.0000	0.9990	4	0	4	4	0	4	     0	     0	     0	7C(57.0214)		sp|Q96DI7|SNR40_HUMAN
sp|Q96DV4|RM38_HUMAN	Q96DV4	RM38_HUMAN	MRPL38	380	Homo sapiens OX=9606	39S ribosomal protein L38, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9983	4	2	4	4	2	4	     0	     0	     0			
sp|Q96DZ1-2|ERLEC_HUMAN	Q96DZ1-2	ERLEC_HUMAN	ERLEC1	429	Homo sapiens OX=9606	Isoform 2 of Endoplasmic reticulum lectin 1 		1.0000	0.9989	2	0	2	2	0	2	     0	     0	     0	10C(57.0214)		sp|Q96DZ1-3|ERLEC_HUMAN, sp|Q96DZ1|ERLEC_HUMAN
sp|Q96E11-3|RRFM_HUMAN	Q96E11-3	RRFM_HUMAN	MRRF	218	Homo sapiens OX=9606	Isoform 3 of Ribosome-recycling factor, mitochondrial 		1.0000	0.9987	2	0	2	2	0	2	     0	     0	     0			sp|Q96E11-8|RRFM_HUMAN, sp|Q96E11|RRFM_HUMAN
sp|Q96E29-2|MTEF3_HUMAN	Q96E29-2	MTEF3_HUMAN	MTERF3	327	Homo sapiens OX=9606	Isoform 2 of Transcription termination factor 3, mitochondrial 		1.0000	0.9969	1	0	1	1	0	1	     0	     0	     0			sp|Q96E29-3|MTEF3_HUMAN, sp|Q96E29|MTEF3_HUMAN
sp|Q96EK5|KBP_HUMAN	Q96EK5	KBP_HUMAN	KIF1BP	621	Homo sapiens OX=9606	KIF1-binding protein 	1:Experimental evidence at protein level	1.0000	0.9987	1	0	1	1	0	1	     0	     0	     0			tr|A0A1B0GUA3|A0A1B0GUA3_HUMAN
sp|Q96EK6|GNA1_HUMAN	Q96EK6	GNA1_HUMAN	GNPNAT1	184	Homo sapiens OX=9606	Glucosamine 6-phosphate N-acetyltransferase 	1:Experimental evidence at protein level	1.0000	0.9989	4	0	4	4	0	4	     0	     0	     0	10C(57.0214), 5C(57.0214)		
sp|Q96EL2|RT24_HUMAN	Q96EL2	RT24_HUMAN	MRPS24	167	Homo sapiens OX=9606	28S ribosomal protein S24, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9986	2	1	2	2	1	2	     0	     0	     0			
sp|Q96EL3|RM53_HUMAN	Q96EL3	RM53_HUMAN	MRPL53	112	Homo sapiens OX=9606	39S ribosomal protein L53, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	5	3	5	6	3	6	     0	     0	     0	4C(57.0214), 6C(57.0214)		
sp|Q96EP5|DAZP1_HUMAN	Q96EP5	DAZP1_HUMAN	DAZAP1	407	Homo sapiens OX=9606	DAZ-associated protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	8	0	8	9	0	9	     0	     0	     0	12C(57.0214), 6C(57.0214), 7C(57.0214)		tr|K7EK33|K7EK33_HUMAN, tr|K7EQ55|K7EQ55_HUMAN
sp|Q96ER9-2|CCD51_HUMAN	Q96ER9-2	CCD51_HUMAN	CCDC51	302	Homo sapiens OX=9606	Isoform 2 of Coiled-coil domain-containing protein 51 		1.0000	0.9982	4	0	4	5	0	5	     0	     0	     0			sp|Q96ER9|CCD51_HUMAN
sp|Q96EY7|PTCD3_HUMAN	Q96EY7	PTCD3_HUMAN	PTCD3	689	Homo sapiens OX=9606	Pentatricopeptide repeat domain-containing protein 3, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9989	4	0	4	4	0	4	     0	     0	     0			
sp|Q96EY8|MMAB_HUMAN	Q96EY8	MMAB_HUMAN	MMAB	250	Homo sapiens OX=9606	Corrinoid adenosyltransferase 	1:Experimental evidence at protein level	1.0000	0.9990	5	0	5	6	0	6	     0	     0	     0	16C(57.0214), 3C(57.0214), 8C(57.0214)		
sp|Q96FJ2|DYL2_HUMAN	Q96FJ2	DYL2_HUMAN	DYNLL2	89	Homo sapiens OX=9606	Dynein light chain 2, cytoplasmic 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	4	4	     0	     0	     0	15C(57.0214)		
sp|Q96FQ6|S10AG_HUMAN	Q96FQ6	S10AG_HUMAN	S100A16	103	Homo sapiens OX=9606	Protein S100-A16 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	7	7	7	     0	     0	     0			
sp|Q96FV2-2|SCRN2_HUMAN	Q96FV2-2	SCRN2_HUMAN	SCRN2	378	Homo sapiens OX=9606	Isoform 2 of Secernin-2 		1.0000	0.9990	5	0	5	6	0	6	     0	     0	     0	3C(57.0214), 7C(57.0214)		sp|Q96FV2|SCRN2_HUMAN, tr|J3QL71|J3QL71_HUMAN
sp|Q96FV9|THOC1_HUMAN	Q96FV9	THOC1_HUMAN	THOC1	657	Homo sapiens OX=9606	THO complex subunit 1 	1:Experimental evidence at protein level	1.0000	0.9939	3	0	3	3	0	3	     0	     0	     0	4C(57.0214)		tr|A0A087WWS1|A0A087WWS1_HUMAN
sp|Q96FW1|OTUB1_HUMAN	Q96FW1	OTUB1_HUMAN	OTUB1	271	Homo sapiens OX=9606	Ubiquitin thioesterase OTUB1 	1:Experimental evidence at protein level	1.0000	0.9990	8	0	8	12	0	12	     0	     0	     0	11C(57.0214), 13C(57.0214), 14C(57.0214), 3C(57.0214), 6C(57.0214), 7C(57.0214)		tr|F5H6Q1|F5H6Q1_HUMAN, tr|J3KR44|J3KR44_HUMAN
sp|Q96FZ7|CHMP6_HUMAN	Q96FZ7	CHMP6_HUMAN	CHMP6	201	Homo sapiens OX=9606	Charged multivesicular body protein 6 	1:Experimental evidence at protein level	1.0000	0.9990	2	1	2	2	1	2	     0	     0	     0			
sp|Q96G03|PGM2_HUMAN	Q96G03	PGM2_HUMAN	PGM2	612	Homo sapiens OX=9606	Phosphoglucomutase-2 	1:Experimental evidence at protein level	1.0000	0.9976	3	0	3	3	0	3	     0	     0	     0	14C(57.0214)		
sp|Q96G28-2|CFA36_HUMAN	Q96G28-2	CFA36_HUMAN	CFAP36	367	Homo sapiens OX=9606	Isoform 2 of Cilia- and flagella-associated protein 36 		1.0000	0.9970	2	0	2	2	0	2	     0	     0	     0			sp|Q96G28|CFA36_HUMAN
sp|Q96GA7|SDSL_HUMAN	Q96GA7	SDSL_HUMAN	SDSL	329	Homo sapiens OX=9606	Serine dehydratase-like 	1:Experimental evidence at protein level	1.0000	0.9986	4	1	4	5	1	5	     0	     0	     0	4C(57.0214), 6C(57.0214), N-term(42.0106)		
sp|Q96GC5-3|RM48_HUMAN	Q96GC5-3	RM48_HUMAN	MRPL48	194	Homo sapiens OX=9606	Isoform 2 of 39S ribosomal protein L48, mitochondrial 		1.0000	0.9988	3	0	3	3	0	3	     0	     0	     0			sp|Q96GC5|RM48_HUMAN, tr|F5H702|F5H702_HUMAN
sp|Q96GG9|DCNL1_HUMAN	Q96GG9	DCNL1_HUMAN	DCUN1D1	259	Homo sapiens OX=9606	DCN1-like protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	5	0	5	5	0	5	     0	     0	     0	21C(57.0214), 5C(57.0214)		
sp|Q96GK7|FAH2A_HUMAN	Q96GK7	FAH2A_HUMAN	FAHD2A	314	Homo sapiens OX=9606	Fumarylacetoacetate hydrolase domain-containing protein 2A 	1:Experimental evidence at protein level	1.0000	0.9990	4	0	4	5	0	5	     0	     0	     0	7C(57.0214)		
sp|Q96GX9|MTNB_HUMAN	Q96GX9	MTNB_HUMAN	APIP	242	Homo sapiens OX=9606	Methylthioribulose-1-phosphate dehydratase 	1:Experimental evidence at protein level	1.0000	0.9990	6	2	6	6	2	6	     0	     0	     0	12C(57.0214), 7C(57.0214)		
sp|Q96H20-2|SNF8_HUMAN	Q96H20-2	SNF8_HUMAN	SNF8	257	Homo sapiens OX=9606	Isoform 2 of Vacuolar-sorting protein SNF8 		1.0000	0.9990	3	0	3	3	0	3	     0	     0	     0	7C(57.0214)		sp|Q96H20|SNF8_HUMAN, tr|D6RFY6|D6RFY6_HUMAN, tr|D6RJ86|D6RJ86_HUMAN
sp|Q96H79|ZCCHL_HUMAN	Q96H79	ZCCHL_HUMAN	ZC3HAV1L	300	Homo sapiens OX=9606	Zinc finger CCCH-type antiviral protein 1-like 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0			
sp|Q96HC4|PDLI5_HUMAN	Q96HC4	PDLI5_HUMAN	PDLIM5	596	Homo sapiens OX=9606	PDZ and LIM domain protein 5 	1:Experimental evidence at protein level	1.0000	0.9990	23	2	23	28	2	28	     0	     0	     0	12C(57.0214), 15C(57.0214), 2C(57.0214), 4C(57.0214), 5C(57.0214), 6C(57.0214), 7C(57.0214), 8C(57.0214), 9C(57.0214)		
sp|Q96HE7|ERO1A_HUMAN	Q96HE7	ERO1A_HUMAN	ERO1A	468	Homo sapiens OX=9606	ERO1-like protein alpha 	1:Experimental evidence at protein level	1.0000	0.9990	11	3	11	13	4	13	     0	     0	     0	10C(57.0214), 12C(57.0214), 2C(57.0214), 7C(57.0214)		
sp|Q96HS1|PGAM5_HUMAN	Q96HS1	PGAM5_HUMAN	PGAM5	289	Homo sapiens OX=9606	Serine/threonine-protein phosphatase PGAM5, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	9	0	9	9	0	9	     0	     0	     0	11C(57.0214)		
sp|Q96HY6|DDRGK_HUMAN	Q96HY6	DDRGK_HUMAN	DDRGK1	314	Homo sapiens OX=9606	DDRGK domain-containing protein 1 	1:Experimental evidence at protein level	1.0000	0.9988	3	1	3	3	1	3	     0	     0	     0			
sp|Q96I24|FUBP3_HUMAN	Q96I24	FUBP3_HUMAN	FUBP3	572	Homo sapiens OX=9606	Far upstream element-binding protein 3 	1:Experimental evidence at protein level	1.0000	0.9990	15	8	15	17	8	17	     0	     0	     0	15C(57.0214), 1C(57.0214)		
sp|Q96I25|SPF45_HUMAN	Q96I25	SPF45_HUMAN	RBM17	401	Homo sapiens OX=9606	Splicing factor 45 	1:Experimental evidence at protein level	1.0000	0.9989	6	2	6	6	2	6	     0	     0	     0	2C(57.0214), N-term(42.0106)		
