Protein	Protein ID	Entry Name	Gene	Length	Organism	Protein Description	Protein Existence	Protein Probability	Top Peptide Probability	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
sp|P62851|RS25_HUMAN	P62851	RS25_HUMAN	RPS25	125	Homo sapiens OX=9606	40S ribosomal protein S25 	1:Experimental evidence at protein level	1.0000	0.9990	8	8	8	11	11	11	     0	     0	     0	7C(57.0214)		
sp|P62854|RS26_HUMAN	P62854	RS26_HUMAN	RPS26	115	Homo sapiens OX=9606	40S ribosomal protein S26 	1:Experimental evidence at protein level	1.0000	0.9990	3	1	3	4	2	4	     0	     0	     0	4C(57.0214), 7C(57.0214)		
sp|P62857|RS28_HUMAN	P62857	RS28_HUMAN	RPS28	69	Homo sapiens OX=9606	40S ribosomal protein S28 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	5	5	5	     0	     0	     0	7C(57.0214)		
sp|P62861|RS30_HUMAN	P62861	RS30_HUMAN	FAU	133	Homo sapiens OX=9606	FAU ubiquitin-like and ribosomal protein S30 	1:Experimental evidence at protein level	1.0000	0.9989	3	3	3	4	4	4	     0	     0	     0			
sp|P62873|GBB1_HUMAN	P62873	GBB1_HUMAN	GNB1	340	Homo sapiens OX=9606	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 	1:Experimental evidence at protein level	1.0000	0.9990	10	6	10	12	8	12	     0	     0	     0	11C(57.0214), 12C(57.0214), 15C(57.0214), 3C(57.0214), 7C(57.0214), N-term(42.0106)		
sp|P62877|RBX1_HUMAN	P62877	RBX1_HUMAN	RBX1	108	Homo sapiens OX=9606	E3 ubiquitin-protein ligase RBX1 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	     0	     0	     0	3C(57.0214), N-term(42.0106)		
sp|P62879|GBB2_HUMAN	P62879	GBB2_HUMAN	GNB2	340	Homo sapiens OX=9606	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2 	1:Experimental evidence at protein level	1.0000	0.9990	5	3	5	9	6	9	     0	     0	     0	11C(57.0214), 12C(57.0214), 2C(57.0214), 3C(57.0214), 7C(57.0214), N-term(42.0106)		
sp|P62888|RL30_HUMAN	P62888	RL30_HUMAN	RPL30	115	Homo sapiens OX=9606	60S ribosomal protein L30 	1:Experimental evidence at protein level	1.0000	0.9990	9	9	9	11	11	11	     0	     0	     0	10C(57.0214), 17C(57.0214), 2C(57.0214), 8C(57.0214)		
sp|P62899|RL31_HUMAN	P62899	RL31_HUMAN	RPL31	125	Homo sapiens OX=9606	60S ribosomal protein L31 	1:Experimental evidence at protein level	1.0000	0.9988	4	4	4	6	6	6	     0	     0	     0			
sp|P62906|RL10A_HUMAN	P62906	RL10A_HUMAN	RPL10A	217	Homo sapiens OX=9606	60S ribosomal protein L10a 	1:Experimental evidence at protein level	1.0000	0.9990	11	11	11	15	15	15	     0	     0	     0	12C(57.0214), 4C(57.0214)		
sp|P62910|RL32_HUMAN	P62910	RL32_HUMAN	RPL32	135	Homo sapiens OX=9606	60S ribosomal protein L32 	1:Experimental evidence at protein level	1.0000	0.9990	8	8	8	10	10	10	     0	     0	     0	3C(57.0214), 7M(15.9949), 8C(57.0214)		
sp|P62913|RL11_HUMAN	P62913	RL11_HUMAN	RPL11	178	Homo sapiens OX=9606	60S ribosomal protein L11 	1:Experimental evidence at protein level	1.0000	0.9990	8	8	8	12	12	12	     0	     0	     0	5C(57.0214), N-term(42.0106)		
sp|P62917|RL8_HUMAN	P62917	RL8_HUMAN	RPL8	257	Homo sapiens OX=9606	60S ribosomal protein L8 	1:Experimental evidence at protein level	1.0000	0.9990	13	13	13	20	20	20	     0	     0	     0			
sp|P62937|PPIA_HUMAN	P62937	PPIA_HUMAN	PPIA	165	Homo sapiens	Peptidyl-prolyl cis-trans isomerase A 	1:Experimental evidence at protein level	1.0000	0.9990	11	9	11	49	40	49	     0	     0	     0	11M(15.9949), 24C(57.0214), 5M(15.9949), 6M(15.9949), 7C(57.0214), 9M(15.9949)		
sp|P62942|FKB1A_HUMAN	P62942	FKB1A_HUMAN	FKBP1A	108	Homo sapiens OX=9606	Peptidyl-prolyl cis-trans isomerase FKBP1A 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	7	7	7	     0	     0	     0	5C(57.0214)		
sp|P62979|RS27A_HUMAN	P62979	RS27A_HUMAN	RPS27A	156	Homo sapiens	Ubiquitin-40S ribosomal protein S27a 	1:Experimental evidence at protein level	1.0000	0.9990	10	3	10	36	7	36	     0	     0	     0	1C(57.0214), 2C(57.0214), 6C(57.0214), 7C(57.0214)		
sp|P62993|GRB2_HUMAN	P62993	GRB2_HUMAN	GRB2	217	Homo sapiens OX=9606	Growth factor receptor-bound protein 2 	1:Experimental evidence at protein level	1.0000	0.9989	3	3	3	3	3	3	     0	     0	     0	6C(57.0214)		
sp|P62995|TRA2B_HUMAN	P62995	TRA2B_HUMAN	TRA2B	288	Homo sapiens OX=9606	Transformer-2 protein homolog beta 	1:Experimental evidence at protein level	1.0000	0.9990	9	9	9	10	10	10	     0	     0	     0			
sp|P63000|RAC1_HUMAN	P63000	RAC1_HUMAN	RAC1	192	Homo sapiens OX=9606	Ras-related C3 botulinum toxin substrate 1 	1:Experimental evidence at protein level	1.0000	0.9990	9	3	9	16	5	16	     0	     0	     0	1C(57.0214), 3C(57.0214), 4C(57.0214)		
sp|P63010|AP2B1_HUMAN	P63010	AP2B1_HUMAN	AP2B1	937	Homo sapiens OX=9606	AP-2 complex subunit beta 	1:Experimental evidence at protein level	1.0000	0.9990	17	8	17	17	8	17	     0	     0	     0	1C(57.0214), 2C(57.0214), 6C(57.0214)		
sp|P63027|VAMP2_HUMAN	P63027	VAMP2_HUMAN	VAMP2	116	Homo sapiens OX=9606	Vesicle-associated membrane protein 2 	1:Experimental evidence at protein level	1.0000	0.9990	2	0	2	3	0	3	     0	     0	     0			sp|Q15836|VAMP3_HUMAN
sp|P63092|GNAS2_HUMAN	P63092	GNAS2_HUMAN	GNAS	394	Homo sapiens OX=9606	Guanine nucleotide-binding protein G(s) subunit alpha isoforms short 	1:Experimental evidence at protein level	1.0000	0.9989	3	0	3	4	0	4	     0	     0	     0			sp|Q5JWF2|GNAS1_HUMAN
sp|P63096|GNAI1_HUMAN	P63096	GNAI1_HUMAN	GNAI1	354	Homo sapiens OX=9606	Guanine nucleotide-binding protein G(i) subunit alpha-1 	1:Experimental evidence at protein level	1.0000	0.9990	6	4	6	8	5	8	     0	     0	     0	11C(57.0214), 12C(57.0214), 7C(57.0214), 8C(57.0214)		
sp|P63104|1433Z_HUMAN	P63104	1433Z_HUMAN	YWHAZ	245	Homo sapiens OX=9606	14-3-3 protein zeta/delta 	1:Experimental evidence at protein level	1.0000	0.9990	20	17	20	41	32	41	     0	     0	     0	11M(15.9949), 14C(57.0214), 16C(57.0214), 1M(15.9949), 3C(57.0214), 4M(15.9949), 6M(15.9949), 7C(57.0214), N-term(42.0106)		
sp|P63165|SUMO1_HUMAN	P63165	SUMO1_HUMAN	SUMO1	101	Homo sapiens	Small ubiquitin-related modifier 1 	1:Experimental evidence at protein level	1.0000	0.9983	3	1	3	3	1	3	     0	     0	     0			
sp|P63167|DYL1_HUMAN	P63167	DYL1_HUMAN	DYNLL1	89	Homo sapiens OX=9606	Dynein light chain 1, cytoplasmic 	1:Experimental evidence at protein level	1.0000	0.9990	5	3	5	5	3	5	     0	     0	     0	15C(57.0214), 7C(57.0214)		
sp|P63173|RL38_HUMAN	P63173	RL38_HUMAN	RPL38	70	Homo sapiens OX=9606	60S ribosomal protein L38 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	7	7	7	     0	     0	     0			
sp|P63208|SKP1_HUMAN	P63208	SKP1_HUMAN	SKP1	163	Homo sapiens OX=9606	S-phase kinase-associated protein 1 	1:Experimental evidence at protein level	1.0000	0.9978	5	5	5	6	6	6	     0	     0	     0	7C(57.0214)		
sp|P63220|RS21_HUMAN	P63220	RS21_HUMAN	RPS21	83	Homo sapiens OX=9606	40S ribosomal protein S21 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	6	6	6	     0	     0	     0	5C(57.0214), N-term(42.0106)		
sp|P63241|IF5A1_HUMAN	P63241	IF5A1_HUMAN	EIF5A	154	Homo sapiens OX=9606	Eukaryotic translation initiation factor 5A-1 	1:Experimental evidence at protein level	1.0000	0.9990	10	0	10	17	0	17	     0	     0	     0	12M(15.9949), 21C(57.0214), 5C(57.0214), 6C(57.0214), N-term(42.0106)		
sp|P63244|RACK1_HUMAN	P63244	RACK1_HUMAN	RACK1	317	Homo sapiens OX=9606	Receptor of activated protein C kinase 1 	1:Experimental evidence at protein level	1.0000	0.9990	17	17	17	31	31	31	     0	     0	     0	13C(57.0214), 14C(57.0214), 15C(57.0214), 22C(57.0214), 4C(57.0214), 6M(15.9949), 7C(57.0214), 8C(57.0214)		
sp|P63261|ACTG_HUMAN	P63261	ACTG_HUMAN	ACTG1	375	Homo sapiens OX=9606	Actin, cytoplasmic 2 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	10	10	10	     0	     0	     0	15M(15.9949), 16C(57.0214), N-term(42.0106)		
sp|P63279|UBC9_HUMAN	P63279	UBC9_HUMAN	UBE2I	158	Homo sapiens	SUMO-conjugating enzyme UBC9 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	4	4	4	     0	     0	     0			
sp|P63313|TYB10_HUMAN	P63313	TYB10_HUMAN	TMSB10	44	Homo sapiens OX=9606	Thymosin beta-10 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	16	16	16	     0	     0	     0	6M(15.9949), N-term(42.0106)		
sp|P67775|PP2AA_HUMAN	P67775	PP2AA_HUMAN	PPP2CA	309	Homo sapiens OX=9606	Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform 	1:Experimental evidence at protein level	1.0000	0.9990	9	1	9	10	1	10	     0	     0	     0	11C(57.0214), 12C(57.0214), 1C(57.0214)		
sp|P67809|YBOX1_HUMAN	P67809	YBOX1_HUMAN	YBX1	324	Homo sapiens OX=9606	Y-box-binding protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	10	6	10	16	8	16	     0	     0	     0			
sp|P67812|SC11A_HUMAN	P67812	SC11A_HUMAN	SEC11A	179	Homo sapiens OX=9606	Signal peptidase complex catalytic subunit SEC11A 	1:Experimental evidence at protein level	1.0000	0.9977	4	4	4	5	5	5	     0	     0	     0			
sp|P67870|CSK2B_HUMAN	P67870	CSK2B_HUMAN	CSNK2B	215	Homo sapiens OX=9606	Casein kinase II subunit beta 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	8	8	8	     0	     0	     0	21M(15.9949), 3C(57.0214), 9C(57.0214)		
sp|P67936|TPM4_HUMAN	P67936	TPM4_HUMAN	TPM4	248	Homo sapiens OX=9606	Tropomyosin alpha-4 chain 	1:Experimental evidence at protein level	1.0000	0.9990	19	10	19	25	11	25	     0	     0	     0	N-term(42.0106)		
sp|P68032|ACTC_HUMAN	P68032	ACTC_HUMAN	ACTC1	377	Homo sapiens OX=9606	Actin, alpha cardiac muscle 1 	1:Experimental evidence at protein level	1.0000	0.9990	2	0	2	17	0	17	     0	     0	     0	14M(15.9949)		
sp|P68104|EF1A1_HUMAN	P68104	EF1A1_HUMAN	EEF1A1	462	Homo sapiens OX=9606	Elongation factor 1-alpha 1 	1:Experimental evidence at protein level	1.0000	0.9990	21	0	21	56	0	56	     0	     0	     0	10M(15.9949), 12M(15.9949), 15C(57.0214), 15M(15.9949), 16C(57.0214), 9M(15.9949)		
sp|P68366|TBA4A_HUMAN	P68366	TBA4A_HUMAN	TUBA4A	448	Homo sapiens OX=9606	Tubulin alpha-4A chain 	1:Experimental evidence at protein level	1.0000	0.9990	9	5	9	24	7	24	     0	     0	     0	14C(57.0214), 15C(57.0214), 22M(15.9949), 3C(57.0214), 4M(15.9949), 8C(57.0214), 9C(57.0214)		
sp|P68371|TBB4B_HUMAN	P68371	TBB4B_HUMAN	TUBB4B	445	Homo sapiens OX=9606	Tubulin beta-4B chain 	1:Experimental evidence at protein level	1.0000	0.9990	28	2	28	131	3	131	     0	     0	     0	10C(57.0214), 10M(15.9949), 11M(15.9949), 12C(57.0214), 1M(15.9949), 25M(15.9949), 26M(15.9949), 2M(15.9949), 3M(15.9949), 4C(57.0214), 5C(57.0214), 5M(15.9949), 6C(57.0214), 6M(15.9949), 7C(57.0214), 8C(57.0214), 8M(15.9949)		
sp|P68400|CSK21_HUMAN	P68400	CSK21_HUMAN	CSNK2A1	391	Homo sapiens OX=9606	Casein kinase II subunit alpha 	1:Experimental evidence at protein level	1.0000	0.9990	9	1	9	9	1	9	     0	     0	     0	5C(57.0214)		
sp|P68402|PA1B2_HUMAN	P68402	PA1B2_HUMAN	PAFAH1B2	229	Homo sapiens OX=9606	Platelet-activating factor acetylhydrolase IB subunit alpha2 	1:Experimental evidence at protein level	1.0000	0.9989	2	2	2	2	2	2	     0	     0	     0	N-term(42.0106)		
sp|P68431|H31_HUMAN	P68431	H31_HUMAN	H3C12	136	Homo sapiens OX=9606	Histone H3.1 	1:Experimental evidence at protein level	1.0000	0.9990	7	0	7	19	0	19	     0	     0	     0	5M(15.9949)		sp|Q16695|H31T_HUMAN, sp|Q71DI3|H32_HUMAN
sp|P69849|NOMO3_HUMAN	P69849	NOMO3_HUMAN	NOMO3	1222	Homo sapiens OX=9606	Nodal modulator 3 	1:Experimental evidence at protein level	1.0000	0.9988	7	0	7	7	0	7	     0	     0	     0	18C(57.0214)		sp|Q15155|NOMO1_HUMAN, sp|Q5JPE7|NOMO2_HUMAN
sp|P69905|HBA_HUMAN	P69905	HBA_HUMAN	HBA1	142	Homo sapiens	Hemoglobin subunit alpha 	1:Experimental evidence at protein level	1.0000	0.9990	4	3	4	6	5	6	     0	     0	     0	1M(15.9949)		
sp|P78316|NOP14_HUMAN	P78316	NOP14_HUMAN	NOP14	857	Homo sapiens OX=9606	Nucleolar protein 14 	1:Experimental evidence at protein level	1.0000	0.9987	3	3	3	3	3	3	     0	     0	     0			
sp|P78330|SERB_HUMAN	P78330	SERB_HUMAN	PSPH	225	Homo sapiens OX=9606	Phosphoserine phosphatase 	1:Experimental evidence at protein level	1.0000	0.9982	3	3	3	3	3	3	     0	     0	     0			
sp|P78344|IF4G2_HUMAN	P78344	IF4G2_HUMAN	EIF4G2	907	Homo sapiens OX=9606	Eukaryotic translation initiation factor 4 gamma 2 	1:Experimental evidence at protein level	1.0000	0.9973	5	5	5	5	5	5	     0	     0	     0			
sp|P78345|RPP38_HUMAN	P78345	RPP38_HUMAN	RPP38	283	Homo sapiens OX=9606	Ribonuclease P protein subunit p38 	1:Experimental evidence at protein level	1.0000	0.9973	4	4	4	5	5	5	     0	     0	     0			
sp|P78347|GTF2I_HUMAN	P78347	GTF2I_HUMAN	GTF2I	998	Homo sapiens OX=9606	General transcription factor II-I 	1:Experimental evidence at protein level	1.0000	0.9990	13	13	13	13	13	13	     0	     0	     0	1C(57.0214), 2C(57.0214), 9C(57.0214)		
sp|P78371|TCPB_HUMAN	P78371	TCPB_HUMAN	CCT2	535	Homo sapiens OX=9606	T-complex protein 1 subunit beta 	1:Experimental evidence at protein level	1.0000	0.9990	20	20	20	26	26	26	     0	     0	     0	7C(57.0214)		
sp|P78406|RAE1L_HUMAN	P78406	RAE1L_HUMAN	RAE1	368	Homo sapiens OX=9606	mRNA export factor RAE1 	1:Experimental evidence at protein level	1.0000	0.9984	3	3	3	3	3	3	     0	     0	     0	6C(57.0214)		
sp|P78417|GSTO1_HUMAN	P78417	GSTO1_HUMAN	GSTO1	241	Homo sapiens OX=9606	Glutathione S-transferase omega-1 	1:Experimental evidence at protein level	1.0000	0.9990	9	9	9	11	11	11	     0	     0	     0	2C(57.0214)		
sp|P78527|PRKDC_HUMAN	P78527	PRKDC_HUMAN	PRKDC	4128	Homo sapiens OX=9606	DNA-dependent protein kinase catalytic subunit 	1:Experimental evidence at protein level	1.0000	0.9990	96	95	96	119	118	119	     0	     0	     0	10C(57.0214), 12C(57.0214), 16C(57.0214), 17C(57.0214), 1C(57.0214), 2C(57.0214), 3C(57.0214), 4C(57.0214), 5C(57.0214), 7C(57.0214), 8C(57.0214), 9C(57.0214)		
sp|P78536|ADA17_HUMAN	P78536	ADA17_HUMAN	ADAM17	824	Homo sapiens OX=9606	Disintegrin and metalloproteinase domain-containing protein 17 	1:Experimental evidence at protein level	1.0000	0.9987	2	2	2	2	2	2	     0	     0	     0			
sp|P80303|NUCB2_HUMAN	P80303	NUCB2_HUMAN	NUCB2	420	Homo sapiens OX=9606	Nucleobindin-2 	1:Experimental evidence at protein level	1.0000	0.9989	6	6	6	7	7	7	     0	     0	     0			
sp|P80723|BASP1_HUMAN	P80723	BASP1_HUMAN	BASP1	227	Homo sapiens OX=9606	Brain acid soluble protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	8	8	8	13	13	13	     0	     0	     0			
sp|P82650|RT22_HUMAN	P82650	RT22_HUMAN	MRPS22	360	Homo sapiens OX=9606	28S ribosomal protein S22, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9947	5	5	5	6	6	6	     0	     0	     0			
sp|P82663|RT25_HUMAN	P82663	RT25_HUMAN	MRPS25	173	Homo sapiens OX=9606	28S ribosomal protein S25, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	6	6	6	     0	     0	     0	12C(57.0214), 2C(57.0214), 4C(57.0214)		
sp|P82673|RT35_HUMAN	P82673	RT35_HUMAN	MRPS35	323	Homo sapiens OX=9606	28S ribosomal protein S35, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	5	5	5	     0	     0	     0			
sp|P82909|KGD4_HUMAN	P82909	KGD4_HUMAN	MRPS36	103	Homo sapiens OX=9606	Alpha-ketoglutarate dehydrogenase component 4 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	4	4	     0	     0	     0			
sp|P82930|RT34_HUMAN	P82930	RT34_HUMAN	MRPS34	218	Homo sapiens OX=9606	28S ribosomal protein S34, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	     0	     0	     0			
sp|P82933|RT09_HUMAN	P82933	RT09_HUMAN	MRPS9	396	Homo sapiens OX=9606	28S ribosomal protein S9, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	6	6	6	     0	     0	     0	8C(57.0214)		
sp|P82979|SARNP_HUMAN	P82979	SARNP_HUMAN	SARNP	210	Homo sapiens OX=9606	SAP domain-containing ribonucleoprotein 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	5	5	5	     0	     0	     0	N-term(42.0106)		
sp|P83111|LACTB_HUMAN	P83111	LACTB_HUMAN	LACTB	547	Homo sapiens OX=9606	Serine beta-lactamase-like protein LACTB, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	7	7	7	     0	     0	     0			
sp|P83731|RL24_HUMAN	P83731	RL24_HUMAN	RPL24	157	Homo sapiens OX=9606	60S ribosomal protein L24 	1:Experimental evidence at protein level	1.0000	0.9990	9	9	9	15	15	15	     0	     0	     0	11M(15.9949), 1C(57.0214), 4C(57.0214), 6C(57.0214)		
sp|P83916|CBX1_HUMAN	P83916	CBX1_HUMAN	CBX1	185	Homo sapiens OX=9606	Chromobox protein homolog 1 	1:Experimental evidence at protein level	1.0000	0.9989	4	4	4	4	4	4	     0	     0	     0			
sp|P84085|ARF5_HUMAN	P84085	ARF5_HUMAN	ARF5	180	Homo sapiens OX=9606	ADP-ribosylation factor 5 	1:Experimental evidence at protein level	1.0000	0.9987	2	2	2	2	2	2	     0	     0	     0			
sp|P84090|ERH_HUMAN	P84090	ERH_HUMAN	ERH	104	Homo sapiens OX=9606	Enhancer of rudimentary homolog 	1:Experimental evidence at protein level	1.0000	0.9990	8	8	8	10	10	10	     0	     0	     0	11C(57.0214), 16C(57.0214), N-term(42.0106)		
sp|P84095|RHOG_HUMAN	P84095	RHOG_HUMAN	RHOG	191	Homo sapiens OX=9606	Rho-related GTP-binding protein RhoG 	1:Experimental evidence at protein level	1.0000	0.9985	5	5	5	5	5	5	     0	     0	     0	4C(57.0214)		
sp|P84098|RL19_HUMAN	P84098	RL19_HUMAN	RPL19	196	Homo sapiens OX=9606	60S ribosomal protein L19 	1:Experimental evidence at protein level	1.0000	0.9990	9	9	9	11	11	11	     0	     0	     0			
sp|P84103|SRSF3_HUMAN	P84103	SRSF3_HUMAN	SRSF3	164	Homo sapiens OX=9606	Serine/arginine-rich splicing factor 3 	1:Experimental evidence at protein level	1.0000	0.9990	6	5	6	12	11	12	     0	     0	     0	3C(57.0214), 7C(57.0214)		
sp|P98160|PGBM_HUMAN	P98160	PGBM_HUMAN	HSPG2	4391	Homo sapiens OX=9606	Basement membrane-specific heparan sulfate proteoglycan core protein 	1:Experimental evidence at protein level	1.0000	0.9986	8	8	8	8	8	8	     0	     0	     0	14C(57.0214), 2C(57.0214), 8C(57.0214)		
sp|P98179|RBM3_HUMAN	P98179	RBM3_HUMAN	RBM3	157	Homo sapiens OX=9606	RNA-binding protein 3 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	     0	     0	     0			
sp|P99999|CYC_HUMAN	P99999	CYC_HUMAN	CYCS	105	Homo sapiens	Cytochrome c 	1:Experimental evidence at protein level	1.0000	0.9990	5	4	5	9	7	9	     0	     0	     0	1M(15.9949)		
sp|Q00059|TFAM_HUMAN	Q00059	TFAM_HUMAN	TFAM	246	Homo sapiens OX=9606	Transcription factor A, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	7	7	7	     0	     0	     0			
sp|Q00169|PIPNA_HUMAN	Q00169	PIPNA_HUMAN	PITPNA	270	Homo sapiens OX=9606	Phosphatidylinositol transfer protein alpha isoform 	1:Experimental evidence at protein level	1.0000	0.9989	1	1	1	1	1	1	     0	     0	     0			
sp|Q00325|MPCP_HUMAN	Q00325	MPCP_HUMAN	SLC25A3	362	Homo sapiens OX=9606	Phosphate carrier protein, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	11	11	11	17	17	17	     0	     0	     0	15C(57.0214)		
sp|Q00341|VIGLN_HUMAN	Q00341	VIGLN_HUMAN	HDLBP	1268	Homo sapiens OX=9606	Vigilin 	1:Experimental evidence at protein level	1.0000	0.9944	6	6	6	6	6	6	     0	     0	     0			
sp|Q00577|PURA_HUMAN	Q00577	PURA_HUMAN	PURA	322	Homo sapiens OX=9606	Transcriptional activator protein Pur-alpha 	1:Experimental evidence at protein level	1.0000	0.9987	2	2	2	2	2	2	     0	     0	     0			
sp|Q00610|CLH1_HUMAN	Q00610	CLH1_HUMAN	CLTC	1675	Homo sapiens OX=9606	Clathrin heavy chain 1 	1:Experimental evidence at protein level	1.0000	0.9990	53	38	53	82	57	82	     0	     0	     0	10C(57.0214), 11C(57.0214), 1C(57.0214), 3C(57.0214), 4C(57.0214), 5C(57.0214), 6C(57.0214), 7C(57.0214), 9C(57.0214)		
sp|Q00653|NFKB2_HUMAN	Q00653	NFKB2_HUMAN	NFKB2	900	Homo sapiens OX=9606	Nuclear factor NF-kappa-B p100 subunit 	1:Experimental evidence at protein level	1.0000	0.9946	3	3	3	3	3	3	     0	     0	     0			
sp|Q00688|FKBP3_HUMAN	Q00688	FKBP3_HUMAN	FKBP3	224	Homo sapiens OX=9606	Peptidyl-prolyl cis-trans isomerase FKBP3 	1:Experimental evidence at protein level	1.0000	0.9990	10	10	10	11	11	11	     0	     0	     0			
sp|Q00765|REEP5_HUMAN	Q00765	REEP5_HUMAN	REEP5	189	Homo sapiens OX=9606	Receptor expression-enhancing protein 5 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	     0	     0	     0			
sp|Q00839|HNRPU_HUMAN	Q00839	HNRPU_HUMAN	HNRNPU	825	Homo sapiens OX=9606	Heterogeneous nuclear ribonucleoprotein U 	1:Experimental evidence at protein level	1.0000	0.9990	31	30	31	52	51	52	     0	     0	     0	10M(15.9949), 18M(15.9949), 1M(15.9949), 2C(57.0214), 3C(57.0214), 4C(57.0214), 5C(57.0214), 6C(57.0214), 7M(15.9949), 8C(57.0214), N-term(42.0106)		
sp|Q01081|U2AF1_HUMAN	Q01081	U2AF1_HUMAN	U2AF1	240	Homo sapiens OX=9606	Splicing factor U2AF 35 kDa subunit 	1:Experimental evidence at protein level	1.0000	0.9990	5	3	5	6	4	6	     0	     0	     0	4C(57.0214), 5C(57.0214), N-term(42.0106)		
sp|Q01082|SPTB2_HUMAN	Q01082	SPTB2_HUMAN	SPTBN1	2364	Homo sapiens OX=9606	Spectrin beta chain, non-erythrocytic 1 	1:Experimental evidence at protein level	1.0000	0.9990	60	52	60	72	62	72	     0	     0	     0	10C(57.0214), 11C(57.0214), 16C(57.0214), 3C(57.0214), 7C(57.0214)		
sp|Q01085|TIAR_HUMAN	Q01085	TIAR_HUMAN	TIAL1	375	Homo sapiens OX=9606	Nucleolysin TIAR 	1:Experimental evidence at protein level	1.0000	0.9966	4	2	4	4	2	4	     0	     0	     0			
sp|Q01105|SET_HUMAN	Q01105	SET_HUMAN	SET	290	Homo sapiens OX=9606	Protein SET 	1:Experimental evidence at protein level	1.0000	0.9990	8	3	8	12	3	12	     0	     0	     0			
sp|Q01130|SRSF2_HUMAN	Q01130	SRSF2_HUMAN	SRSF2	221	Homo sapiens OX=9606	Serine/arginine-rich splicing factor 2 	1:Experimental evidence at protein level	1.0000	0.9990	8	6	8	8	6	8	     0	     0	     0	N-term(42.0106)		
sp|Q01469|FABP5_HUMAN	Q01469	FABP5_HUMAN	FABP5	135	Homo sapiens OX=9606	Fatty acid-binding protein 5 	1:Experimental evidence at protein level	1.0000	0.9990	9	8	9	13	12	13	     0	     0	     0	10C(57.0214), 12C(57.0214), 13C(57.0214), 14C(57.0214), 5C(57.0214), 6C(57.0214), 9C(57.0214)		
sp|Q01518|CAP1_HUMAN	Q01518	CAP1_HUMAN	CAP1	475	Homo sapiens OX=9606	Adenylyl cyclase-associated protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	16	15	16	20	19	20	     0	     0	     0	11C(57.0214), 1C(57.0214), 2M(15.9949), 5C(57.0214), 9C(57.0214)		
sp|Q01581|HMCS1_HUMAN	Q01581	HMCS1_HUMAN	HMGCS1	520	Homo sapiens OX=9606	Hydroxymethylglutaryl-CoA synthase, cytoplasmic 	1:Experimental evidence at protein level	1.0000	0.9988	7	7	7	7	7	7	     0	     0	     0	19C(57.0214), 7C(57.0214)		
sp|Q01650|LAT1_HUMAN	Q01650	LAT1_HUMAN	SLC7A5	507	Homo sapiens OX=9606	Large neutral amino acids transporter small subunit 1 	1:Experimental evidence at protein level	1.0000	0.9990	5	4	5	10	9	10	     0	     0	     0			
sp|Q01780|EXOSX_HUMAN	Q01780	EXOSX_HUMAN	EXOSC10	885	Homo sapiens OX=9606	Exosome component 10 	1:Experimental evidence at protein level	1.0000	0.9987	6	6	6	6	6	6	     0	     0	     0	4C(57.0214), 9C(57.0214)		
sp|Q01813|PFKAP_HUMAN	Q01813	PFKAP_HUMAN	PFKP	784	Homo sapiens OX=9606	ATP-dependent 6-phosphofructokinase, platelet type 	1:Experimental evidence at protein level	1.0000	0.9990	30	28	30	41	39	41	     0	     0	     0	1M(15.9949), 3C(57.0214), 4C(57.0214), 5C(57.0214), 6C(57.0214), 8C(57.0214)		
